Variable:,pr
,Argentina,"Buenos Aires","Buenos Aires D.f.",Catamarca,Chaco,Chubut,Cordoba,Corrientes,"Entre Rios",Formosa,Jujuy,"La Pampa","La Rioja",Mendoza,Misiones,Neuquen,"Rio Negro",Salta,"San Juan","San Luis","Santa Cruz","Santa Fe","Santiago Del Estero","Tierra Del Fuego",Tucuman
1921,548.93,698.21,854.69,442.22,922.35,277.98,646.62,1185.94,785.44,917.27,601.40,458.28,291.66,280.67,1738.34,464.82,233.96,773.38,141.26,484.82,191.48,794.50,791.43,447.45,962.32
1922,559.79,760.85,990.40,379.09,914.19,280.43,696.56,1281.56,991.83,896.19,430.92,405.67,308.81,350.93,1741.64,523.44,296.60,599.67,210.69,503.48,189.20,865.72,706.86,428.75,759.35
1923,543.63,848.49,946.89,309.43,879.94,273.78,684.37,1349.57,996.50,870.83,385.98,433.76,264.55,271.30,1736.16,410.84,283.51,491.02,135.46,451.41,198.96,955.93,575.75,450.16,584.34
1924,402.69,537.05,660.66,246.48,657.82,250.99,534.14,860.55,735.68,677.59,305.14,243.45,242.30,195.79,1204.71,338.47,185.88,391.92,132.69,360.77,185.68,726.37,477.27,473.46,449.94
1925,551.56,868.21,1013.18,317.49,883.11,231.80,721.94,1314.70,1020.19,905.52,375.22,513.93,249.63,295.98,1788.19,412.50,243.63,499.04,149.35,525.77,185.05,945.85,611.79,440.22,665.32
1926,557.68,795.17,905.57,303.73,786.35,245.94,758.40,1143.57,1176.03,825.54,389.06,537.42,284.31,411.76,1487.28,518.68,286.47,524.68,225.52,577.48,196.51,979.60,576.32,506.46,567.46
1927,481.16,599.22,808.51,319.45,833.17,218.76,623.01,1022.42,840.27,853.13,478.65,312.18,228.06,324.07,1285.49,455.85,184.94,611.35,174.16,427.48,182.08,810.52,631.11,538.08,678.09
1928,538.69,634.79,837.70,334.60,967.88,240.17,767.50,1451.04,942.75,977.56,469.08,347.81,254.97,291.42,2088.60,410.16,202.15,606.99,168.66,482.40,179.86,934.11,672.45,551.09,678.48
1929,436.00,560.77,687.45,245.72,780.73,234.12,458.51,1084.30,763.31,821.24,422.17,240.44,184.62,322.62,1565.13,355.96,160.74,539.31,149.38,304.56,184.88,721.34,534.72,528.01,520.86
1930,565.33,747.78,1074.90,366.19,931.86,278.32,764.85,1147.02,1042.75,940.75,435.40,352.94,302.23,403.98,1585.77,547.89,254.37,623.99,276.04,499.10,189.18,951.44,708.60,590.30,743.65
1931,557.73,761.49,942.09,383.11,920.25,202.56,799.93,1144.48,1065.05,927.80,585.15,366.95,307.50,351.52,1458.11,386.49,203.09,730.44,205.00,510.69,176.97,1000.75,697.81,461.69,769.74
1932,572.07,744.23,929.93,339.74,980.27,313.12,698.58,1414.83,1111.84,1012.25,469.13,350.37,244.65,334.99,1820.67,485.47,265.97,641.10,209.91,470.66,203.94,969.52,686.80,535.66,747.16
1933,498.62,824.10,1014.16,337.60,729.05,250.71,678.81,839.16,863.04,739.71,458.74,341.01,256.77,259.47,1162.70,397.07,201.84,615.03,132.61,426.45,203.23,811.50,629.73,615.75,738.59
1934,526.07,788.53,1036.19,234.35,782.78,266.24,784.71,1116.49,1027.47,709.30,291.49,506.73,218.37,319.54,1310.18,418.39,282.78,418.44,188.01,524.75,188.58,1005.24,605.03,560.02,460.09
1935,456.01,575.71,788.94,278.23,833.65,245.46,517.93,1265.89,844.56,832.88,383.42,252.07,160.22,206.28,1817.43,419.25,163.89,428.59,109.35,317.36,230.25,805.73,580.97,603.56,606.35
1936,477.16,768.50,1051.17,265.93,612.81,222.26,645.78,1317.36,1197.13,679.89,296.99,358.12,206.04,263.09,1740.36,405.73,188.13,346.71,150.39,420.52,142.97,875.21,451.54,402.46,508.80
1937,388.91,564.93,763.24,175.35,525.04,270.49,415.12,975.19,768.47,587.69,368.80,225.65,122.67,236.97,1447.08,454.76,212.97,408.71,101.84,241.03,204.55,635.78,347.29,494.99,339.22
1938,488.49,673.02,993.60,275.13,820.04,242.45,600.20,1324.72,1072.17,816.16,382.29,260.96,194.35,272.21,1682.86,361.18,171.36,465.73,136.32,356.86,226.27,943.60,538.69,610.81,544.47
1939,619.91,791.32,994.02,380.72,1142.43,312.33,835.00,1514.25,1126.72,1233.53,450.14,377.71,339.54,334.59,2161.42,438.44,253.71,638.55,174.13,562.01,272.74,1040.63,726.97,484.41,753.73
1940,641.85,925.82,1216.28,344.97,1081.15,287.83,803.34,1711.89,1389.97,1175.14,386.87,494.14,297.45,331.98,2172.72,574.16,297.55,570.87,192.68,540.82,202.69,1106.56,700.81,460.69,692.77
1941,546.64,750.90,924.00,276.74,955.04,292.89,645.87,1622.93,1087.75,1006.38,341.63,301.71,242.98,367.89,2180.61,454.70,210.45,457.91,251.15,386.93,196.47,958.44,558.83,597.80,592.10
1942,484.57,626.50,811.83,317.35,843.37,222.51,612.90,1295.65,927.59,844.84,376.88,273.55,262.57,294.15,1676.34,363.88,182.36,444.19,244.74,401.00,188.42,858.51,601.44,500.45,636.53
1943,507.79,717.67,857.38,330.18,733.72,207.10,758.49,1005.10,925.08,801.01,481.79,392.94,298.43,272.30,1437.77,322.24,224.57,620.74,191.99,544.49,165.40,853.39,655.22,451.56,692.63
1944,500.71,772.41,989.97,350.95,601.33,322.52,654.25,865.61,968.03,606.95,544.61,413.67,314.48,329.21,1118.56,451.80,234.94,539.81,288.44,484.49,156.66,774.29,565.79,560.72,707.05
1945,516.75,706.09,951.11,331.14,741.01,342.56,632.91,1102.93,933.14,765.62,464.36,367.79,332.31,293.54,1390.34,532.76,269.44,536.06,165.23,484.86,207.64,813.20,615.30,608.78,672.80
1946,621.07,1064.55,1221.02,310.99,1088.02,336.34,715.30,1682.98,1245.00,1074.71,347.14,474.77,254.13,238.87,2147.84,389.02,285.74,459.70,146.59,474.78,204.98,1143.56,639.60,530.80,645.67
1947,487.59,710.79,844.30,289.60,756.73,179.17,754.10,1232.97,1034.75,799.25,375.97,290.57,255.25,223.84,1640.69,310.24,148.23,452.43,146.62,466.45,191.78,946.85,554.15,515.23,595.11
1948,504.75,785.35,905.70,251.94,787.84,239.53,602.65,1471.24,1052.13,761.80,364.39,371.55,226.53,277.27,1795.09,382.91,225.06,418.77,170.07,422.84,185.25,882.39,504.24,535.42,480.67
1949,516.40,671.86,905.23,302.91,893.51,275.76,617.10,1282.37,1028.45,877.52,581.84,223.54,247.46,283.72,1563.37,463.72,208.16,618.70,169.76,390.71,228.96,907.05,601.84,537.41,652.09
1950,503.01,664.98,893.02,207.16,917.86,269.07,559.19,1442.33,1112.90,991.89,389.40,263.64,150.45,281.50,1938.59,478.71,227.33,473.11,156.76,296.64,226.13,926.75,476.58,630.44,451.00
1951,502.36,712.09,1039.61,294.91,824.53,312.62,600.22,1159.65,942.89,889.48,422.61,331.85,213.53,273.25,1507.93,485.01,248.86,568.77,121.37,419.30,191.85,781.95,560.71,438.23,651.13
1952,496.53,725.49,925.49,323.57,864.81,173.04,665.88,1203.87,915.34,938.35,390.08,293.56,277.08,308.09,1671.94,301.80,170.67,554.92,213.48,451.10,154.53,838.84,594.60,508.80,616.26
1953,565.09,886.94,1110.97,340.17,939.91,270.19,722.46,1421.81,1052.81,956.27,350.40,401.29,283.74,328.95,1782.55,487.45,247.36,495.68,177.93,443.70,170.22,976.37,640.46,428.94,714.23
1954,528.14,725.45,914.76,307.50,893.57,220.95,616.80,1474.20,1013.55,963.94,477.82,344.84,233.83,259.80,2313.47,473.12,280.25,571.80,155.09,389.78,151.04,921.99,538.38,340.49,621.03
1955,517.26,753.26,854.42,294.01,813.67,230.58,733.30,1205.28,1005.82,807.34,420.32,406.40,279.67,311.38,1647.63,359.76,226.03,441.15,181.51,527.56,195.81,933.91,543.60,553.25,600.25
1956,585.05,815.14,913.91,353.16,1094.42,202.31,806.09,1272.82,1174.39,1114.01,392.80,513.49,258.07,351.50,1622.78,329.77,241.24,563.72,172.41,550.10,167.98,1089.23,776.42,524.53,803.65
1957,564.05,786.15,864.73,310.65,937.52,265.33,709.91,1308.34,1035.34,971.08,404.48,538.00,196.80,309.58,1795.27,438.68,319.51,599.59,159.85,512.92,191.79,924.55,649.02,554.34,750.60
1958,585.22,905.57,1255.84,411.83,1045.62,267.67,720.41,1381.17,994.43,1050.08,411.59,359.31,303.90,299.09,1734.38,426.03,275.99,581.82,176.20,486.40,187.26,977.14,740.46,472.87,958.88
1959,628.97,828.22,1301.62,385.75,1125.04,266.30,829.87,1669.73,1417.39,1149.27,525.58,386.05,291.02,383.16,1922.02,434.97,238.82,686.31,191.28,541.32,186.65,1173.91,688.10,352.11,862.37
1960,509.91,686.15,783.47,348.89,885.16,251.35,673.10,1167.21,777.33,911.37,437.35,326.56,289.37,280.46,1463.17,401.92,243.16,641.98,130.43,461.76,141.76,813.74,718.59,408.84,806.68
1961,590.60,769.51,901.76,347.29,1094.44,237.85,897.86,1603.08,1058.04,1087.60,434.69,351.29,301.92,311.93,1938.57,435.43,199.79,592.24,196.04,541.63,157.46,1122.67,735.50,499.50,764.00
1962,426.97,592.43,816.45,276.32,753.37,242.59,566.19,935.20,675.15,786.43,360.54,246.96,266.70,269.75,1326.60,259.62,170.97,497.82,175.82,429.99,168.04,671.17,481.64,372.21,540.22
1963,621.14,1030.45,1399.44,366.61,840.08,303.23,777.23,1376.33,1144.88,852.16,544.66,534.76,341.44,404.18,1821.20,460.56,273.23,619.25,258.04,593.19,260.36,929.11,669.04,381.03,771.25
1964,505.42,808.45,909.16,293.27,824.47,243.07,727.79,1102.22,882.36,854.57,380.59,377.08,290.13,252.05,1512.60,334.97,215.52,544.58,143.53,495.51,158.65,838.57,546.86,408.94,563.08
1965,553.28,668.05,771.48,305.10,1127.21,295.28,589.81,1634.13,942.71,1168.11,404.45,287.89,297.16,322.05,2188.60,522.56,228.09,524.14,266.04,389.32,236.59,955.08,565.30,541.91,581.35
1966,597.65,886.63,1084.64,340.81,1054.36,285.48,781.14,1619.76,1222.15,983.98,400.12,370.97,256.27,260.62,1806.81,441.60,255.80,602.35,148.44,492.11,214.44,1074.73,691.12,406.59,764.69
1967,524.96,848.84,1174.93,276.32,854.58,254.31,696.62,1181.72,1178.12,855.70,306.78,383.34,242.63,243.74,1488.70,378.68,269.70,471.66,135.60,432.94,215.31,931.07,523.45,444.99,572.10
1968,516.88,732.25,934.80,405.34,806.54,211.75,662.13,1261.03,1001.20,823.64,448.52,471.85,248.53,213.48,1459.10,291.74,201.46,619.16,92.08,450.83,152.34,875.93,739.36,453.94,941.60
1969,529.89,854.24,860.06,304.49,822.43,268.12,678.35,1254.10,881.53,899.08,347.14,418.04,238.40,208.61,1808.74,427.62,253.51,506.44,124.93,423.44,208.53,882.58,628.75,490.43,682.91
1970,509.33,716.90,848.46,269.31,855.69,287.96,633.07,1365.67,1067.52,864.55,347.15,369.63,220.38,225.04,1616.11,374.03,228.09,527.90,130.08,405.94,175.93,888.24,585.71,528.54,608.95
1971,524.59,841.32,1057.81,298.76,765.57,296.21,643.59,1150.32,1149.12,875.22,432.19,263.97,213.13,178.18,1669.56,419.19,215.03,600.35,130.53,316.59,211.91,923.66,683.32,546.06,698.73
1972,597.94,791.05,1052.97,261.88,980.30,297.14,799.62,1610.07,1123.81,941.19,375.04,504.91,278.98,418.83,2198.36,550.32,320.04,490.51,206.92,622.36,239.10,1010.07,560.00,561.18,468.82
1973,624.59,846.05,977.34,309.23,1209.38,244.82,834.60,1777.34,1227.48,1091.17,374.89,500.75,275.65,295.92,2138.43,416.45,244.69,509.03,133.01,556.92,225.11,1239.99,768.49,443.80,684.65
1974,537.44,712.23,798.87,343.90,892.79,230.21,724.15,1174.06,938.92,928.79,475.82,393.90,304.20,304.58,1638.10,393.21,205.67,701.51,167.09,520.02,157.11,894.65,767.78,456.96,700.74
1975,572.63,839.01,873.33,365.14,922.69,266.94,766.89,1445.80,1042.67,951.66,423.66,426.56,342.76,363.39,1883.03,413.29,246.71,516.10,225.39,552.29,173.08,970.07,622.85,498.96,660.85
1976,604.58,979.83,1176.21,364.30,781.01,291.94,871.59,1220.77,1288.10,757.49,409.92,586.36,311.26,290.98,1515.03,365.26,256.44,570.96,220.21,595.35,257.68,1041.71,705.44,597.60,782.26
1977,644.20,857.20,1045.83,511.15,969.91,371.52,844.27,1441.96,1230.93,893.10,560.25,435.47,373.18,361.84,1552.78,471.76,284.19,742.06,183.46,519.96,251.05,1085.78,936.41,361.03,1072.04
1978,619.44,979.33,1255.59,376.96,768.67,272.31,941.69,1283.13,1491.29,746.82,529.96,479.78,310.64,323.19,1204.63,472.36,279.45,634.17,155.22,612.67,219.18,1137.88,744.02,488.66,804.50
1979,599.43,638.47,654.75,497.33,960.21,308.71,844.17,1278.79,947.28,984.19,543.04,475.92,428.40,397.34,1977.27,475.75,246.77,683.69,186.62,657.25,228.50,978.74,833.44,524.59,956.36
1980,599.12,914.93,1186.44,361.11,957.48,313.33,792.79,1238.44,1061.55,960.23,433.37,368.74,356.68,344.34,1633.64,606.19,238.28,672.02,194.94,506.08,251.61,924.35,749.98,523.64,679.15
1981,610.94,774.85,1015.75,450.62,1051.32,278.60,886.70,1270.28,1104.52,1024.63,531.27,436.88,331.58,304.01,1417.75,482.14,297.28,743.19,177.36,598.36,193.82,1078.02,794.08,624.63,976.86
1982,621.51,882.10,1064.54,380.49,1037.40,310.51,716.72,1546.83,1017.94,1125.35,486.49,455.78,309.11,420.59,1945.39,559.95,274.05,694.36,227.08,515.42,209.66,917.54,795.97,481.60,822.31
1983,596.19,823.34,830.87,408.47,976.55,235.48,797.38,1576.73,1060.53,1012.72,348.86,461.33,326.56,378.19,2389.78,387.22,249.44,568.54,255.89,589.24,158.21,974.13,740.79,424.24,868.70
1984,709.86,944.46,1125.94,472.98,1171.39,314.55,932.25,1613.21,1291.60,1143.03,719.96,589.85,393.91,464.36,1905.99,558.84,389.45,858.73,251.12,732.26,156.06,1193.19,803.96,464.96,914.40
1985,631.93,969.18,1248.33,485.56,1053.25,280.49,776.13,1437.03,1022.70,983.51,580.63,570.56,356.13,314.97,1605.65,392.40,273.64,759.86,164.70,627.52,200.08,978.65,813.52,436.71,920.30
1986,652.53,894.88,1209.33,373.69,1374.68,225.80,757.73,2003.29,1353.04,1311.26,519.50,446.42,315.26,327.84,2068.65,476.08,212.79,639.06,234.27,507.36,160.79,1227.65,726.43,496.70,742.64
1987,629.74,878.81,999.12,416.04,1049.25,270.27,828.17,1514.04,1015.59,1039.49,495.74,466.46,359.21,444.08,2033.37,469.08,284.09,696.96,318.27,563.23,194.73,1040.00,727.55,480.91,716.77
1988,474.69,718.98,906.76,301.80,799.33,193.70,623.08,1028.42,913.58,797.61,475.98,362.28,228.83,182.32,1412.47,369.99,198.77,632.84,107.44,416.51,148.03,761.52,549.41,498.53,676.61
1989,510.72,774.07,875.38,281.51,974.08,215.56,647.36,1292.37,823.59,967.15,379.02,412.64,254.24,230.83,1870.36,318.87,169.96,555.83,160.71,470.87,159.99,866.10,592.17,432.76,543.57
1990,644.35,957.00,1369.68,381.17,1075.82,242.54,855.18,1796.09,1406.69,1050.38,499.56,384.62,311.87,325.00,2398.84,373.05,220.46,659.62,143.96,555.44,179.42,1231.74,750.42,535.34,853.56
1991,639.02,890.17,1099.30,384.90,1070.62,281.97,859.36,1419.46,1193.80,1057.01,639.53,512.44,347.52,366.75,1614.55,454.43,265.74,830.67,203.15,623.95,184.06,1077.48,769.16,452.33,802.29
1992,701.16,961.44,1087.31,441.84,1190.79,320.78,955.15,1637.02,1130.79,1213.96,514.61,600.08,421.65,397.14,2144.11,490.40,334.12,694.62,296.60,643.76,217.32,1181.98,908.18,458.50,903.62
1993,585.55,987.00,1433.10,303.39,844.22,288.18,769.87,1340.34,1179.25,802.64,404.92,466.45,251.89,337.30,1733.99,542.34,313.72,563.54,175.83,511.69,155.77,975.60,629.24,426.03,662.82
1994,579.33,829.48,968.98,354.61,1056.28,292.85,719.90,1417.12,889.09,1027.56,507.90,439.12,255.68,256.29,2057.20,440.89,265.11,691.72,95.59,501.75,216.98,914.96,692.60,451.49,750.79
1995,481.50,685.28,817.03,252.86,828.37,273.16,632.65,1077.22,911.79,874.90,360.71,346.01,238.19,274.75,1420.67,396.88,241.82,461.26,128.05,435.53,208.58,817.18,484.17,450.77,469.45
1996,610.59,822.14,837.02,369.67,1255.96,228.44,801.17,1562.50,1021.97,1244.40,443.18,506.72,301.39,296.13,2079.61,328.13,235.48,633.22,141.91,576.08,169.60,1078.29,806.43,493.01,808.13
1997,632.07,929.56,1134.08,403.12,930.83,351.89,730.90,1419.57,1040.25,988.55,470.20,493.97,340.89,442.29,2076.28,531.22,359.18,657.94,295.38,584.46,234.09,891.40,737.80,544.92,861.69
1998,604.81,790.13,858.47,364.78,1211.55,201.16,800.26,1864.97,1200.91,1198.45,392.77,454.50,274.74,279.83,2523.36,236.10,192.71,543.28,140.53,616.71,183.27,1145.78,717.09,443.77,739.96
1999,612.84,859.90,902.30,413.73,902.94,275.34,959.57,1095.96,903.58,907.23,483.91,639.13,372.70,386.25,1566.64,487.92,387.79,658.21,219.69,718.91,161.95,907.16,786.79,371.10,890.96
2000,690.23,987.42,1257.52,450.25,1139.94,303.50,899.59,1450.49,1365.29,1102.12,545.13,524.51,355.18,391.35,1916.54,527.34,354.16,771.95,218.79,601.98,199.23,1180.56,908.07,576.68,962.66
2001,689.24,1188.92,1417.58,418.38,977.92,269.04,947.79,1408.10,1377.79,918.55,490.51,626.86,351.05,423.64,1605.89,476.75,328.69,673.35,246.86,683.60,180.81,1157.53,861.39,399.52,903.36
2002,728.26,1067.26,1384.05,409.77,1249.26,328.05,853.05,2079.41,1633.34,1257.89,493.19,481.41,332.03,408.02,2319.92,524.60,271.41,668.66,284.68,569.54,248.39,1333.67,807.89,498.07,832.97
2003,568.68,849.82,1196.84,261.03,956.39,264.75,708.83,1462.97,1326.75,942.03,528.83,345.06,210.50,218.89,1801.08,370.56,214.52,675.62,130.04,371.60,217.79,1105.99,643.14,496.55,581.77
2004,554.15,815.51,980.02,290.06,927.40,261.51,704.06,1220.90,962.07,971.46,447.39,519.17,262.49,349.50,1506.45,452.54,314.99,606.25,210.20,530.22,167.77,880.16,573.78,394.90,618.57
2005,543.33,711.90,982.80,287.51,832.56,291.01,704.89,1223.39,1119.84,840.01,417.63,361.70,266.54,397.75,1602.97,485.19,263.80,566.53,234.89,489.03,213.66,932.78,647.63,474.69,629.65
2006,568.01,839.50,1165.46,288.01,951.12,285.12,748.23,1238.59,1065.83,1005.69,520.17,407.35,224.46,296.06,1570.65,529.82,262.13,705.58,147.62,498.34,206.94,910.69,619.58,461.86,643.19
2007,565.78,846.66,1175.70,316.31,953.91,175.60,729.98,1398.45,1224.81,924.92,521.16,435.16,246.75,326.21,1900.90,333.56,184.29,663.61,124.66,585.42,151.78,1021.63,670.03,527.52,724.89
2008,511.11,608.91,696.51,375.36,788.88,245.89,702.25,1050.77,683.89,864.14,584.11,350.80,373.79,381.97,1592.51,406.55,202.83,738.28,261.85,637.24,213.30,627.59,626.24,448.05,832.93
2009,513.82,741.65,1133.47,274.42,805.70,251.28,595.16,1234.79,1196.12,843.81,467.67,309.16,214.82,217.72,1987.71,458.23,213.80,613.19,117.61,371.80,177.93,929.66,580.60,491.64,642.30
2010,533.42,842.34,1112.88,292.46,923.62,227.93,680.80,1291.68,1136.98,952.26,403.45,392.77,238.90,212.90,1866.27,331.33,218.31,525.62,147.51,442.14,166.22,946.56,622.44,367.27,641.87
2011,536.49,753.94,803.06,379.62,934.48,207.80,669.87,1188.17,1025.19,976.71,447.76,391.64,319.59,290.95,1593.80,362.27,202.38,600.78,218.43,487.27,193.65,924.38,676.22,369.28,749.77
2012,596.11,1069.69,1388.87,258.74,837.63,266.18,836.10,1230.61,1432.89,854.00,412.26,554.18,209.76,323.10,1546.35,375.86,242.97,550.32,111.60,562.79,189.23,1105.95,615.30,425.78,581.85
2013,498.35,706.09,880.70,295.49,821.95,270.79,643.35,1258.70,935.44,831.79,359.56,364.12,292.15,255.36,1672.82,333.13,238.54,468.40,179.83,490.44,183.19,837.89,533.10,432.18,587.57
2014,674.32,1173.08,1561.62,356.49,1118.00,257.42,827.72,1735.50,1460.71,1152.22,396.69,532.98,299.08,249.86,2408.04,424.48,284.44,581.70,135.38,572.74,203.93,1194.96,769.66,449.31,786.62
2015,622.12,813.08,954.84,417.36,1116.44,227.13,810.58,1629.20,1198.62,1163.17,468.43,459.55,323.56,356.63,2178.97,392.32,233.94,637.98,214.33,624.23,189.49,1102.12,773.97,468.26,847.46
2016,635.38,907.66,1041.90,407.47,1119.00,221.58,907.39,1428.51,1164.03,1097.41,432.39,576.95,367.05,434.40,1829.13,327.89,273.60,611.68,258.77,709.78,157.25,1113.84,771.02,365.23,847.56
2017,608.18,968.94,1142.80,356.18,988.98,267.82,739.34,1557.95,1289.26,1009.01,393.83,516.14,300.63,313.76,2134.57,371.76,249.82,542.74,180.77,568.37,214.99,1006.52,646.41,441.24,722.04
2018,576.72,904.51,1281.23,353.98,1032.31,227.92,651.65,1393.26,1170.18,1064.17,530.73,429.35,277.48,223.78,1760.41,425.10,275.66,683.66,138.41,446.69,169.81,972.41,642.00,413.00,744.53
2019,567.18,740.77,1103.21,392.50,1113.67,223.62,780.17,1492.36,1279.02,1068.30,386.73,305.88,341.85,165.45,1766.00,300.04,188.86,588.10,150.63,446.92,203.88,1088.07,768.05,524.67,808.18
2020,475.67,785.65,818.77,321.80,729.49,225.59,593.48,974.67,822.36,715.02,397.07,402.64,259.14,213.20,1335.70,319.85,212.34,521.21,132.74,425.53,192.34,761.57,579.29,412.37,658.35
