Variable:,pr
,Japan,Aiti,Akita,Aomori,Ehime,Hukui,Hukuoka,Hukusima,Gifu,Gunma,Hirosima,Hokkaidoo,Hyoogo,Ibaraki,Isikawa,Iwate,Kagawa,Kagosima,Kanagawa,Kooti,Kumamoto,Kyooto,Mie,Miyagi,Miyazaki,Nagano,Nagasaki,Nara,Niigata,Ooita,Okayama,Okinawa,Oosaka,Saga,Saitama,Siga,Simane,Sizuoka,Totigi,Tokusima,Tookyoo,Tottori,Toyama,Tiba,Wakayama,Yamagata,Yamaguti,Yamanasi
1911,1964.42,2137.37,2046.06,1640.10,2133.55,2495.66,2201.47,1910.52,2265.75,1946.56,1899.57,1319.50,1872.60,1805.61,2321.26,1829.33,1524.82,2555.39,2165.82,2453.58,2688.93,1943.83,2497.86,1763.68,2931.69,2024.56,2428.11,2566.79,2203.10,2462.50,1731.31,1716.14,1826.04,2325.31,1782.87,2091.90,2046.36,2409.52,1957.85,2167.97,1926.13,2015.39,2482.96,2002.39,2618.43,2036.33,2140.76,2197.92
1912,1667.73,1640.78,1620.59,1392.47,1896.50,2137.46,2099.59,1481.79,1777.01,1409.47,1698.42,1238.44,1537.98,1436.15,1938.73,1453.04,1273.51,2562.40,1700.40,2142.29,2673.90,1569.36,1875.09,1408.77,2811.94,1502.01,2236.58,1931.42,1798.24,2340.94,1516.00,2194.62,1426.91,2262.66,1320.47,1705.24,1865.77,1859.26,1463.29,1779.78,1491.04,1805.09,2092.61,1690.93,2041.93,1612.21,1942.86,1603.59
1913,1496.46,1538.91,1613.26,1331.27,1616.92,1980.49,1582.15,1466.10,1644.64,1429.72,1412.04,1068.66,1389.55,1436.80,1854.15,1399.15,1130.13,1953.00,1700.38,1866.01,1956.28,1437.98,1780.61,1379.03,2148.99,1445.09,1662.53,1815.34,1782.51,1815.23,1295.15,1984.95,1314.97,1649.81,1342.83,1551.38,1533.08,1815.17,1479.57,1617.64,1513.20,1542.35,1997.47,1667.71,1927.49,1611.98,1552.15,1600.63
1914,1665.55,1631.93,1659.44,1432.86,1948.20,1904.84,2155.62,1437.91,1700.10,1429.02,1692.53,1313.00,1483.63,1401.87,1757.24,1419.33,1276.09,2540.18,1693.94,2189.38,2634.10,1502.05,1867.36,1357.47,2829.95,1502.09,2335.79,1948.37,1701.27,2365.61,1465.02,1974.39,1427.65,2271.90,1338.54,1595.42,1806.22,1871.54,1462.16,1800.91,1500.85,1678.34,1885.65,1617.33,2044.79,1590.34,2017.71,1641.79
1915,1768.13,1864.59,1596.05,1375.46,2065.85,2219.66,2241.27,1531.05,1928.34,1532.79,1804.68,1269.26,1684.59,1567.98,1993.94,1394.12,1439.90,2729.01,1949.24,2374.18,2773.34,1717.52,2184.44,1413.55,2995.13,1643.10,2466.79,2274.22,1815.32,2482.35,1604.83,2163.79,1638.93,2405.21,1483.41,1857.27,1932.44,2132.92,1569.81,2037.62,1688.66,1861.31,2144.43,1887.14,2405.80,1619.11,2089.43,1833.56
1916,1771.55,1996.04,1564.27,1289.51,2002.08,2502.34,2086.98,1704.60,2131.41,1781.71,1809.85,1063.56,1832.26,1743.98,2315.64,1393.10,1488.62,2275.98,2138.24,2329.43,2446.18,1892.88,2384.42,1474.69,2587.07,1858.84,2280.55,2455.06,2065.44,2256.25,1676.48,2219.71,1760.70,2175.88,1684.63,2019.94,1960.84,2298.77,1796.88,2112.46,1869.88,1977.39,2480.59,2073.68,2587.70,1703.03,2048.51,2043.78
1917,1603.85,1682.51,1804.69,1521.58,1660.17,2051.53,1664.55,1448.27,1816.97,1473.31,1477.04,1245.41,1550.92,1363.06,1956.44,1548.72,1255.40,2018.66,1712.55,1917.47,2053.36,1606.09,2046.48,1432.33,2230.12,1561.15,1772.37,2089.07,1834.16,1899.02,1413.10,2169.33,1497.74,1748.46,1354.67,1687.08,1571.78,1853.59,1460.12,1737.36,1511.63,1649.65,2075.37,1577.32,2135.82,1676.01,1603.71,1668.89
1918,1685.31,1688.17,1654.04,1452.76,2072.73,2034.45,2253.87,1340.81,1760.37,1327.57,1874.55,1242.01,1667.91,1283.10,1828.72,1459.06,1447.10,2469.75,1639.64,2363.73,2711.92,1655.49,2066.72,1328.22,2865.79,1467.47,2388.32,2178.57,1646.50,2471.38,1639.93,1865.01,1571.80,2350.69,1247.10,1712.19,2034.42,1856.14,1336.85,2045.52,1425.25,1913.11,1929.03,1549.74,2313.24,1534.04,2164.19,1584.43
1919,1663.63,1739.92,1616.23,1400.21,1773.73,2229.43,1910.74,1503.14,1869.28,1490.05,1542.20,1250.94,1568.81,1481.49,2034.43,1421.52,1237.47,2359.94,1814.46,2034.08,2427.66,1652.46,2029.27,1408.69,2566.93,1586.23,2049.20,2077.81,1915.95,2124.89,1460.12,2008.81,1499.31,2019.00,1396.05,1791.72,1701.39,1969.60,1508.51,1753.78,1579.86,1748.05,2200.96,1806.63,2138.53,1662.12,1753.31,1708.42
1920,1778.54,1780.43,1955.55,1700.62,1866.25,2194.52,1958.88,1623.67,1862.32,1556.27,1576.10,1461.52,1525.17,1589.75,1997.74,1709.03,1237.84,2506.14,1912.61,2150.11,2487.88,1585.64,2016.30,1615.93,2690.85,1620.08,2114.76,2038.45,1940.72,2198.74,1440.94,2364.74,1452.79,2063.29,1481.03,1756.79,1755.34,2084.22,1614.65,1786.01,1676.87,1733.64,2168.74,1888.30,2140.49,1861.37,1806.76,1796.29
1921,1796.69,2169.09,1538.47,1251.72,2063.86,2531.50,2070.29,1693.55,2242.98,1783.82,1871.29,1017.83,1903.42,1748.66,2241.45,1365.28,1564.73,2487.33,2177.43,2403.06,2639.27,1968.76,2513.69,1453.91,2801.73,1918.63,2190.23,2577.87,1985.28,2338.82,1798.92,2000.06,1864.86,2184.13,1710.72,2143.83,1936.51,2409.72,1794.94,2207.55,1900.04,2069.05,2393.39,2083.39,2645.28,1673.37,1940.93,2111.58
1922,1631.14,1476.39,1996.57,1757.99,1762.63,1958.74,1870.61,1417.38,1598.81,1257.58,1625.88,1380.71,1491.66,1251.27,1769.71,1733.83,1191.76,2209.24,1498.79,1965.41,2291.44,1518.11,1753.32,1523.32,2461.43,1340.55,1910.08,1852.42,1730.95,2125.71,1454.97,2603.77,1380.80,1956.88,1149.85,1591.00,1775.10,1673.39,1313.98,1653.00,1309.40,1735.53,1891.55,1437.79,1955.42,1769.94,1813.90,1444.77
1923,1993.62,2174.84,1900.98,1608.14,2411.47,2599.06,2642.21,1719.98,2270.80,1703.84,2231.13,1246.74,2093.97,1715.85,2323.91,1700.08,1710.73,2805.99,2115.01,2719.22,3111.10,2114.12,2561.18,1624.86,3248.25,1896.62,2683.96,2651.41,2086.50,2870.34,2002.26,1922.21,1981.46,2758.12,1626.57,2205.50,2361.04,2351.23,1741.57,2381.94,1816.93,2305.73,2456.70,2029.06,2759.95,1872.85,2527.98,2016.55
1924,1380.87,1325.33,1382.33,1177.52,1659.21,1488.93,1807.28,1235.60,1355.24,1229.75,1349.76,1055.19,1191.90,1239.17,1420.61,1158.58,1064.39,2224.70,1457.50,1873.48,2248.31,1183.84,1579.96,1159.27,2445.10,1227.59,1962.39,1640.98,1447.49,2034.99,1169.12,2551.41,1164.05,1905.72,1165.25,1250.56,1447.00,1535.18,1271.76,1505.02,1321.89,1333.00,1538.04,1432.78,1731.64,1339.82,1624.49,1368.82
1925,1569.19,1728.54,1574.39,1357.28,1758.57,2003.77,1763.17,1425.26,1770.91,1474.54,1579.34,1108.03,1574.61,1425.09,1810.95,1312.63,1349.61,2020.92,1777.91,2067.93,2066.47,1589.67,2058.12,1326.21,2253.45,1546.07,1881.15,2120.73,1699.88,1941.60,1500.90,1839.73,1510.83,1812.28,1410.00,1683.53,1692.63,1970.00,1481.08,1910.90,1583.77,1737.48,1944.02,1694.37,2219.17,1557.81,1714.36,1740.82
1926,1457.48,1297.00,1665.58,1478.11,1560.02,1769.58,1825.65,1195.20,1440.20,1131.85,1475.51,1327.60,1381.67,1068.08,1644.63,1418.74,1125.68,1895.65,1246.66,1768.68,2015.45,1361.08,1557.54,1248.03,2068.16,1193.14,1917.53,1626.65,1528.24,1859.62,1368.83,1601.59,1229.93,1866.28,1002.21,1399.41,1653.82,1416.90,1152.91,1551.15,1130.76,1622.28,1739.89,1179.35,1769.57,1467.17,1759.53,1232.98
1927,1549.00,1409.27,1639.09,1393.93,1858.10,1719.44,2174.29,1365.04,1515.49,1307.69,1600.89,1157.44,1356.21,1273.99,1619.13,1431.10,1179.78,2444.16,1487.60,2053.48,2555.64,1344.57,1629.87,1331.86,2779.80,1345.33,2355.23,1703.05,1589.49,2350.77,1359.32,1871.00,1248.58,2266.78,1200.01,1407.42,1762.33,1618.07,1346.73,1638.14,1338.91,1583.47,1744.92,1431.39,1826.98,1529.28,2029.89,1450.98
1928,1624.26,1826.47,1304.93,1141.47,1995.00,2226.72,2145.28,1381.99,1877.70,1438.72,1759.37,984.50,1694.14,1484.94,1937.57,1125.63,1373.07,2570.27,1894.78,2275.50,2680.11,1746.51,2160.63,1188.10,2839.36,1581.53,2302.56,2243.29,1684.99,2353.76,1581.51,2268.61,1625.77,2279.86,1415.45,1872.34,1912.78,2083.08,1464.46,1978.24,1626.66,1874.17,2076.06,1849.35,2331.70,1384.89,2023.47,1762.26
1929,1520.77,1701.23,1419.38,1235.13,1626.78,2017.24,1605.50,1376.20,1749.43,1440.17,1403.68,1124.19,1466.75,1426.98,1852.85,1223.29,1217.12,2129.37,1745.74,1922.74,2142.60,1533.27,2050.85,1229.20,2323.87,1498.34,1720.89,2082.59,1676.54,1897.10,1353.44,2060.08,1441.15,1732.29,1377.23,1647.77,1506.07,1902.43,1458.32,1744.96,1557.79,1594.95,1974.48,1722.18,2149.28,1433.86,1490.27,1658.04
1930,1497.84,1572.18,1459.97,1253.99,1570.89,1917.71,1829.99,1351.51,1680.88,1356.65,1362.15,1167.35,1336.62,1370.44,1785.45,1288.31,1067.45,2189.31,1665.19,1795.72,2196.24,1414.75,1751.07,1259.74,2313.67,1459.10,2063.41,1775.48,1655.70,1927.32,1252.31,2410.48,1293.50,1917.13,1282.91,1561.17,1501.22,1794.36,1383.31,1507.95,1455.07,1492.47,1917.11,1638.71,1817.60,1445.95,1631.38,1569.75
1931,1691.49,1774.78,1530.58,1361.29,2024.93,2257.51,2171.83,1385.03,1872.93,1370.65,1862.94,1214.77,1713.58,1359.91,1989.90,1361.98,1411.49,2492.67,1687.77,2312.76,2703.84,1736.41,2137.14,1302.21,2819.79,1522.13,2258.46,2223.36,1722.38,2413.88,1672.30,2104.66,1623.40,2285.46,1289.53,1855.82,2051.43,1923.27,1382.66,2002.08,1468.91,1990.92,2106.38,1645.54,2346.31,1500.30,2060.97,1608.24
1932,1652.07,1779.84,1629.34,1485.98,1690.63,2131.95,1686.60,1450.04,1882.97,1470.69,1523.45,1406.40,1535.59,1446.42,1944.59,1428.65,1251.01,2167.47,1772.12,1976.83,2164.58,1621.89,2083.37,1341.99,2359.37,1591.41,1805.26,2131.56,1772.82,1954.09,1451.60,2249.75,1513.48,1802.55,1383.48,1758.91,1632.90,1991.74,1492.68,1787.70,1558.71,1707.82,2070.83,1728.50,2167.63,1561.05,1600.57,1713.43
1933,1478.63,1491.52,1459.00,1263.82,1709.77,1924.69,1818.76,1187.68,1588.32,1170.20,1502.51,1205.77,1432.34,1155.18,1760.81,1262.14,1174.79,2107.04,1434.59,1971.17,2126.32,1482.51,1838.46,1165.02,2307.54,1293.04,2055.79,1940.31,1576.66,1951.58,1342.87,2161.36,1392.76,1894.07,1083.97,1569.06,1640.36,1613.24,1183.44,1678.66,1254.40,1584.38,1874.57,1383.93,2032.58,1371.34,1746.52,1356.12
1934,1440.17,1434.49,1543.22,1294.24,1508.24,1870.79,1669.37,1332.10,1614.56,1317.55,1371.90,1118.09,1353.19,1214.58,1809.24,1395.18,1084.06,1924.23,1452.18,1726.37,1916.10,1396.68,1641.37,1286.85,2084.16,1399.43,1878.41,1683.50,1661.32,1773.70,1265.19,1832.54,1242.80,1741.50,1176.93,1475.68,1539.73,1565.83,1316.99,1492.94,1305.71,1509.35,1927.38,1372.39,1749.12,1483.02,1626.10,1428.36
1935,1858.35,1888.21,1794.60,1584.68,2267.00,2280.99,2337.56,1521.91,1985.17,1566.88,2024.92,1375.27,1833.65,1476.39,2042.51,1585.29,1612.80,2647.58,1869.81,2589.87,2834.63,1831.23,2314.26,1470.11,3049.38,1687.87,2419.02,2425.23,1840.77,2632.91,1794.83,2330.25,1732.57,2418.78,1469.59,1896.05,2162.82,2151.75,1563.74,2270.33,1643.65,2076.10,2168.58,1743.53,2562.06,1690.40,2277.38,1868.44
1936,1635.97,1619.89,1637.09,1409.29,1827.79,1964.38,2153.31,1475.30,1728.02,1448.66,1577.52,1193.29,1429.14,1405.97,1826.04,1462.11,1175.52,2596.75,1705.54,2051.45,2738.61,1477.76,1838.17,1386.10,2894.31,1521.37,2399.98,1886.69,1746.62,2390.97,1374.15,2310.15,1371.85,2306.95,1345.96,1597.76,1725.28,1850.61,1473.26,1674.06,1505.03,1614.50,1966.11,1635.61,1958.83,1583.86,1940.20,1648.52
1937,1591.01,1559.25,1619.55,1385.59,1870.55,2075.61,1896.24,1373.04,1696.16,1304.23,1680.53,1194.34,1550.06,1347.81,1906.92,1375.47,1272.93,2236.55,1652.76,2102.45,2298.65,1572.63,1856.63,1322.09,2491.28,1410.15,1946.08,1952.92,1802.22,2177.47,1504.26,2787.84,1443.59,1953.03,1228.61,1651.99,1841.01,1767.65,1342.37,1780.21,1418.08,1786.42,2059.22,1657.63,2070.85,1582.64,1913.96,1506.22
1938,1640.78,1785.35,1568.99,1338.72,1841.40,2074.46,1924.80,1547.01,1852.62,1540.55,1659.35,1102.09,1581.77,1558.63,1882.70,1372.59,1314.48,2293.97,1896.85,2133.73,2396.67,1606.65,2094.21,1413.74,2578.79,1631.31,2036.51,2137.99,1774.14,2163.40,1518.74,1999.78,1526.70,2011.25,1490.29,1737.86,1761.71,2086.13,1585.49,1884.87,1673.71,1777.41,2016.11,1832.36,2208.96,1610.95,1793.62,1827.26
1939,1404.63,1302.09,1557.17,1392.80,1395.61,1503.35,1416.30,1361.25,1379.59,1313.73,1117.56,1329.62,1092.29,1326.56,1453.51,1367.37,933.42,1977.89,1549.84,1616.29,1843.70,1136.14,1456.53,1295.78,2044.66,1294.59,1526.47,1489.56,1510.16,1655.48,1038.86,2576.94,1069.99,1523.82,1244.24,1217.51,1211.97,1615.20,1379.02,1325.25,1400.02,1204.68,1602.25,1500.70,1554.90,1446.39,1292.59,1479.26
1940,1385.37,1260.14,1641.64,1428.75,1591.46,1611.02,1743.04,1185.16,1360.65,1095.94,1434.73,1124.77,1244.11,1071.45,1460.71,1468.20,1034.88,1967.15,1286.67,1758.75,2028.41,1239.03,1485.41,1268.55,2188.50,1151.26,1883.69,1556.46,1402.82,1882.66,1220.35,1960.04,1144.12,1791.77,1017.17,1307.50,1555.42,1449.11,1139.29,1456.14,1161.92,1448.05,1545.28,1220.53,1635.24,1431.10,1659.20,1264.61
1941,1827.92,1966.08,1512.88,1328.15,2300.78,2340.17,2310.84,1508.40,2045.04,1529.80,2054.67,1329.53,1900.86,1488.88,2065.30,1384.27,1598.29,2693.45,1858.22,2602.53,2839.42,1892.57,2375.18,1367.20,3074.64,1695.53,2374.30,2473.21,1790.40,2671.85,1847.40,2941.69,1801.89,2371.69,1440.30,1984.43,2173.90,2161.48,1549.87,2265.96,1616.78,2150.57,2176.53,1758.38,2604.03,1548.35,2257.75,1828.41
1942,1497.80,1440.75,1537.56,1339.35,1780.15,1701.06,1828.73,1210.51,1517.07,1262.85,1519.33,1255.08,1398.14,1216.94,1597.53,1260.63,1211.01,2202.03,1487.92,1993.14,2286.37,1364.64,1683.97,1180.13,2500.30,1333.35,1908.09,1777.59,1511.84,2118.65,1351.85,1752.38,1302.98,1898.53,1179.69,1411.53,1609.17,1639.83,1274.06,1684.55,1329.33,1547.95,1725.04,1394.48,1881.09,1391.32,1743.48,1452.50
1943,1524.25,1439.26,1463.81,1247.60,2040.00,1729.70,2013.74,1261.82,1508.64,1240.36,1791.20,1044.17,1480.49,1243.21,1595.16,1277.46,1336.90,2468.78,1472.22,2308.87,2598.97,1403.01,1779.69,1234.88,2895.85,1300.59,2018.10,1887.10,1503.74,2436.82,1542.93,1973.78,1380.66,2107.03,1168.53,1448.86,1860.81,1615.81,1268.25,1913.48,1326.08,1742.57,1713.23,1446.21,2039.92,1401.45,1967.80,1413.79
1944,1415.65,1474.41,1640.39,1364.78,1527.08,1782.19,1402.37,1333.54,1551.25,1271.64,1314.58,1056.59,1331.37,1255.75,1678.81,1459.40,1126.70,1805.41,1520.12,1810.62,1758.29,1355.38,1764.16,1355.55,1984.84,1348.98,1471.06,1821.95,1599.22,1684.95,1238.79,2127.37,1283.16,1462.07,1186.34,1453.50,1410.43,1662.94,1297.64,1603.18,1350.98,1454.26,1795.22,1475.30,1930.06,1543.89,1417.42,1461.35
1945,1784.29,1832.68,1902.74,1604.76,2084.12,2243.40,2075.56,1497.05,1944.73,1474.25,1803.03,1317.97,1777.57,1373.06,2085.39,1667.72,1510.93,2548.17,1727.17,2408.34,2638.01,1783.42,2270.57,1521.12,2942.01,1633.93,2212.34,2350.00,1868.67,2471.61,1670.78,1953.88,1694.21,2192.34,1356.76,1871.10,1914.54,1929.87,1467.07,2113.01,1512.53,1922.44,2199.22,1568.05,2456.64,1763.17,2004.16,1707.58
1946,1593.67,1577.34,1509.55,1288.08,2027.33,2011.44,2160.45,1269.39,1692.36,1235.06,1748.89,1133.65,1574.74,1223.55,1839.58,1266.17,1358.23,2550.37,1498.66,2284.61,2678.31,1548.72,1948.21,1240.47,2902.63,1383.18,2330.51,2050.75,1632.05,2426.35,1541.71,1925.03,1508.20,2261.76,1144.91,1646.20,1856.18,1707.10,1262.66,1931.12,1309.31,1775.90,1942.64,1439.54,2235.08,1471.45,2038.60,1439.71
1947,1587.12,1383.65,1966.14,1636.61,1595.47,1889.89,1790.53,1543.95,1582.31,1400.88,1432.31,1361.17,1347.97,1343.99,1809.01,1752.93,1054.60,2047.45,1488.30,1766.72,2156.19,1403.21,1632.92,1593.39,2217.21,1399.16,1943.41,1687.83,1834.68,1887.20,1269.70,2233.18,1240.20,1871.71,1241.31,1497.89,1588.56,1540.24,1466.77,1495.79,1354.91,1518.27,1928.07,1419.18,1750.33,1832.10,1727.05,1462.98
1948,1627.44,1639.00,1568.31,1344.74,1930.13,1923.31,2227.38,1432.95,1681.98,1385.59,1678.90,1142.71,1503.47,1391.18,1740.25,1408.27,1292.07,2514.30,1696.60,2191.08,2703.66,1500.07,1924.68,1366.16,2811.16,1458.17,2444.77,2003.79,1669.56,2396.14,1461.99,1938.74,1437.07,2341.17,1317.48,1586.80,1865.48,1894.29,1428.85,1841.35,1493.97,1727.28,1887.10,1639.69,2176.52,1551.54,2045.34,1621.52
1949,1784.01,1824.92,1667.07,1438.52,2227.28,2239.76,2382.59,1495.48,1895.06,1467.68,1846.54,1103.90,1694.51,1503.37,1999.82,1473.58,1470.67,3136.94,1857.35,2553.82,3280.69,1725.48,2217.34,1421.88,3586.49,1585.06,2576.86,2297.95,1809.45,2873.23,1647.63,2025.49,1659.11,2591.21,1412.18,1849.14,1955.77,2058.34,1507.11,2126.83,1611.93,1896.21,2145.06,1823.05,2479.55,1623.81,2099.53,1739.41
1950,1765.10,1897.19,1687.35,1461.26,2025.05,2365.32,2136.53,1582.43,2008.49,1583.30,1753.31,1157.86,1716.60,1565.13,2162.12,1467.13,1429.13,2661.30,1943.46,2344.29,2738.67,1757.14,2192.60,1469.74,2954.52,1695.59,2286.32,2249.85,1956.31,2428.70,1631.54,2061.07,1639.08,2279.60,1496.16,1896.61,1910.73,2156.45,1609.94,2015.79,1687.45,1920.33,2327.23,1857.49,2392.55,1711.60,1974.03,1854.11
1951,1648.66,1726.82,1448.56,1245.14,2058.36,2094.37,2277.07,1384.42,1805.66,1393.29,1789.35,1079.16,1547.72,1438.40,1845.29,1250.77,1314.40,2721.44,1825.50,2295.75,2852.61,1560.32,2017.29,1263.10,3027.96,1516.26,2309.56,2137.39,1650.57,2546.18,1573.85,2633.69,1525.86,2416.22,1391.49,1757.47,1918.66,2022.94,1438.24,1872.06,1584.30,1847.86,1953.56,1747.04,2247.82,1462.40,2070.15,1737.48
1952,1741.86,1996.66,1476.21,1230.20,1990.22,2457.41,2111.12,1548.26,2138.77,1628.16,1775.75,1073.59,1768.88,1557.18,2203.24,1290.15,1425.85,2766.56,1986.61,2292.97,2774.57,1850.67,2276.60,1331.04,3019.32,1782.58,2203.67,2329.26,1915.33,2438.77,1693.91,2385.34,1702.73,2250.57,1520.80,2046.10,1900.80,2222.54,1612.42,2012.09,1709.29,1985.55,2332.74,1881.39,2403.32,1570.47,1958.96,1905.02
1953,1819.78,2011.38,1592.90,1345.79,2141.06,2423.01,2268.25,1587.28,2153.91,1717.69,2019.69,1152.69,2000.02,1526.80,2204.09,1376.70,1645.63,2570.84,1895.50,2497.27,2799.77,2005.24,2419.11,1400.07,2966.13,1836.09,2378.86,2503.80,1897.20,2484.82,1929.66,2136.37,1848.53,2394.16,1561.98,2053.75,2163.27,2157.75,1668.86,2292.33,1699.58,2228.09,2313.38,1757.52,2572.54,1642.66,2152.52,1943.32
1954,1887.93,1970.80,1456.01,1230.70,2510.94,2312.83,2793.03,1526.55,2017.14,1543.48,2170.76,1159.85,1931.37,1588.84,2000.04,1291.31,1674.30,3353.60,1998.64,2851.88,3569.83,1891.29,2440.35,1342.75,3789.25,1676.41,2953.82,2605.56,1770.42,3146.76,1935.66,2390.12,1890.03,2986.95,1517.88,2028.96,2290.63,2190.36,1593.13,2403.24,1723.73,2217.23,2114.95,1922.06,2779.51,1518.89,2507.94,1871.25
1955,1730.69,1684.29,1901.03,1678.29,1741.03,2034.15,1916.82,1575.43,1792.42,1541.13,1485.61,1470.65,1455.04,1508.69,1909.06,1656.84,1182.81,2527.93,1795.03,1998.12,2575.80,1522.23,1883.48,1568.46,2772.80,1612.78,2046.25,1925.76,1866.41,2213.07,1351.67,2157.45,1403.00,2084.10,1436.94,1655.47,1587.62,1963.62,1567.45,1718.51,1597.04,1577.37,2056.96,1715.26,2004.47,1791.44,1725.05,1762.24
