Variable:,pr
,Latvia,Aizkraukles,Aluksnes,Balvu,Bauskas,Cesu,Daugavpils,Dobeles,Gulbenes,Jekabpils,Jelgavas,Kraslavas,Kuldigas,Liepajas,Limbazu,Ludzas,Madonas,Ogres,Preilu,Rezeknes,Rigas,Saldus,Talsu,Tukuma,Valkas,Valmieras,Ventspils
1955,594.70,584.27,575.28,561.32,550.09,612.72,609.55,590.81,580.03,593.06,558.83,587.98,661.70,665.75,598.48,569.33,581.84,574.30,576.42,562.35,572.41,646.46,597.10,589.77,589.90,601.11,619.42
1956,672.73,671.38,647.67,634.11,641.54,679.36,678.34,695.35,649.33,675.45,661.33,634.33,744.48,762.33,659.45,636.28,659.86,666.76,647.56,626.02,661.98,748.45,669.67,688.94,661.18,661.43,681.17
1957,714.03,693.83,695.49,683.30,652.58,710.99,719.33,729.23,689.82,712.10,687.47,709.30,793.65,805.11,702.06,700.41,698.59,681.17,690.72,684.59,686.81,785.69,721.84,731.91,698.51,707.99,735.55
1958,598.05,610.38,575.60,576.72,581.16,576.23,666.52,594.14,580.60,625.46,573.39,647.01,631.29,636.75,550.79,607.73,597.30,587.62,621.05,599.89,567.05,630.02,579.45,589.69,563.21,556.00,597.96
1959,551.20,553.23,527.48,505.07,535.48,574.89,569.87,558.90,530.79,559.66,553.85,507.31,589.48,581.46,568.13,498.59,544.83,541.45,543.51,507.71,551.44,588.69,551.84,564.11,560.09,572.93,556.15
1960,674.05,672.96,657.66,649.92,645.34,675.20,706.77,675.02,661.11,683.61,650.40,692.67,718.89,734.02,648.58,677.64,672.10,657.55,670.48,658.41,648.38,723.42,650.15,668.24,664.68,657.00,667.14
1961,606.25,580.34,580.65,555.73,569.29,642.98,553.56,631.45,573.11,574.81,603.34,546.07,689.64,694.34,636.16,553.73,568.50,580.35,548.72,539.58,601.70,681.30,656.17,644.11,609.68,637.54,668.86
1962,708.52,696.46,731.17,715.47,652.73,733.74,754.33,666.58,724.62,706.53,658.32,745.05,716.76,711.37,715.40,721.88,713.77,686.30,704.35,707.97,681.74,706.92,690.16,682.17,722.68,726.47,701.03
1963,533.17,503.80,477.82,472.14,491.48,520.56,547.92,574.94,480.96,509.59,524.54,519.24,643.30,680.64,513.36,494.02,487.90,498.11,501.88,485.40,510.15,640.87,567.87,573.35,491.72,509.54,593.58
1964,502.11,497.35,454.66,441.38,479.28,512.19,500.92,519.43,461.38,495.82,496.39,492.51,572.23,576.49,509.63,467.01,471.72,495.65,484.34,457.50,499.04,564.50,523.21,522.70,484.96,508.12,533.69
1965,567.25,560.18,520.27,508.17,538.24,547.41,600.84,588.38,523.60,564.75,556.78,576.58,647.19,654.39,536.48,532.62,536.64,560.90,563.85,536.22,551.03,639.10,598.47,594.55,528.53,535.14,616.08
1966,680.29,682.21,682.56,669.47,645.07,716.15,690.35,674.22,673.75,695.09,653.62,675.78,701.47,715.30,694.33,671.09,682.11,663.19,666.22,661.47,666.01,711.71,637.50,668.26,691.24,702.55,646.86
1967,642.24,624.76,614.29,605.32,599.24,641.84,659.14,655.68,603.40,634.43,617.62,645.63,716.64,737.81,633.46,625.69,617.35,610.43,618.50,607.75,616.10,712.38,656.84,660.67,617.93,635.47,680.90
1968,561.08,572.24,578.46,581.94,533.38,558.36,632.42,536.85,574.16,598.88,520.53,615.62,550.80,561.15,526.62,596.62,585.36,546.48,597.69,588.60,527.90,561.61,494.17,522.92,549.37,535.50,507.95
1969,524.82,521.56,533.05,530.03,491.50,526.56,570.38,515.31,529.18,544.34,493.65,556.88,533.68,545.28,508.11,539.67,536.29,498.73,538.79,535.67,493.21,541.36,484.35,506.43,523.31,517.34,500.03
1970,644.51,633.04,605.25,597.97,594.43,663.11,650.85,649.57,617.14,650.10,611.36,628.90,723.07,738.68,642.22,619.46,643.06,609.19,628.53,609.43,615.78,712.84,652.65,648.65,624.44,642.80,672.78
1971,536.04,513.49,517.50,501.84,495.62,573.73,532.52,528.47,523.32,517.22,512.50,521.46,579.39,566.43,562.36,515.20,525.83,511.32,512.76,501.64,528.38,566.58,560.45,547.00,544.14,563.26,573.87
1972,633.93,637.58,557.09,537.73,629.47,669.77,614.42,689.88,572.04,628.20,663.63,561.54,721.10,732.92,663.53,542.49,602.23,631.26,581.84,549.15,648.42,729.43,654.74,681.93,620.51,660.10,663.86
1973,595.40,566.40,580.79,566.73,544.47,617.71,583.75,600.05,577.92,571.63,567.38,568.94,671.18,685.10,606.58,562.21,578.10,558.77,557.48,559.22,573.69,659.31,614.39,604.71,604.50,612.05,633.65
1974,676.72,690.52,567.88,553.42,689.10,678.77,663.16,745.34,577.85,673.98,707.43,606.68,809.16,831.83,670.55,573.18,625.52,695.12,637.24,574.28,691.70,807.50,724.69,737.18,608.50,656.85,758.16
1975,508.85,511.75,508.16,502.65,478.78,545.49,512.57,487.91,507.72,519.62,476.86,492.14,525.97,518.31,527.25,504.13,513.18,495.05,488.57,483.84,492.47,519.46,505.22,502.03,517.81,535.11,514.93
1976,502.40,495.58,496.75,493.15,459.39,521.91,518.15,474.69,506.09,506.01,457.05,519.93,531.96,537.84,492.48,522.91,507.93,490.01,499.69,498.79,479.04,520.42,494.02,482.81,495.57,495.47,511.25
1977,666.15,651.98,614.35,603.91,626.39,695.00,645.63,684.83,617.21,645.46,648.21,621.34,768.06,772.08,681.24,624.42,626.69,657.20,609.24,601.32,660.51,750.17,705.97,690.39,653.95,678.81,726.52
1978,748.56,734.99,737.19,720.15,699.33,809.90,730.26,735.15,736.17,736.85,719.10,714.68,783.59,789.38,794.40,728.78,737.09,735.38,705.00,703.79,750.32,782.26,747.13,744.39,773.82,796.87,753.73
1979,645.28,663.77,578.76,574.22,631.59,644.93,642.89,687.64,580.39,665.99,646.94,605.68,737.42,748.53,628.50,590.34,616.87,653.21,623.30,582.45,640.06,738.14,662.87,680.07,604.42,625.63,680.46
1980,757.98,793.02,622.01,606.89,782.74,763.27,743.00,846.89,646.32,764.85,804.00,668.24,905.21,922.37,748.38,619.28,698.40,805.97,707.40,632.83,791.44,907.55,814.18,838.25,676.19,726.94,832.89
1981,794.68,765.31,703.69,673.72,749.60,836.61,714.56,863.76,713.15,735.47,805.55,664.20,975.71,983.47,835.03,663.67,718.32,795.85,690.19,656.80,813.43,951.98,888.46,872.29,778.27,831.57,917.29
1982,553.47,543.44,559.76,562.06,502.31,568.35,585.42,520.93,560.88,564.33,503.09,573.03,568.24,564.13,547.40,573.39,566.95,527.00,555.58,561.19,520.07,559.04,541.29,532.28,564.48,560.53,556.45
1983,686.23,690.99,635.67,607.81,665.39,717.19,654.41,731.10,645.61,680.18,689.50,611.17,783.94,788.54,708.63,601.69,652.32,695.87,643.40,601.13,690.25,782.15,696.95,720.55,684.17,713.11,712.50
1984,620.43,614.81,550.00,532.60,592.14,642.54,583.35,641.84,555.36,598.43,624.62,555.70,736.02,728.46,638.23,548.61,574.40,622.14,569.05,538.30,627.98,695.81,686.59,659.23,601.43,643.08,717.92
1985,736.31,725.86,712.93,696.91,694.01,783.19,717.68,739.15,715.23,726.45,715.52,703.23,794.85,804.53,749.61,712.65,719.55,732.86,705.00,689.81,736.40,792.22,734.22,739.62,745.27,752.71,745.52
1986,705.71,706.23,676.78,661.78,685.55,749.86,677.52,724.17,691.15,707.18,691.77,636.52,779.15,785.44,722.63,653.94,696.42,693.50,668.02,641.58,698.09,777.19,700.93,722.28,704.81,726.25,716.96
1987,667.40,644.28,689.92,678.63,611.04,688.58,670.63,652.33,678.60,660.40,624.40,676.65,701.05,726.67,666.65,697.00,662.98,628.24,644.64,660.23,635.18,703.80,635.51,648.59,683.01,676.54,654.60
1988,666.98,625.47,654.51,634.88,600.02,684.33,635.96,677.70,642.03,625.30,640.99,632.81,761.68,758.73,676.97,639.36,632.38,634.78,618.17,612.26,650.93,741.44,721.30,699.42,671.47,678.24,740.62
1989,656.96,644.81,633.42,636.75,604.83,649.29,713.76,644.62,629.31,669.18,609.43,709.16,706.39,723.13,622.94,683.59,652.26,624.48,668.71,660.56,616.44,702.27,645.08,646.57,632.87,626.14,667.10
1990,832.42,821.90,805.63,804.85,777.51,865.57,798.42,835.90,803.82,823.05,786.05,788.77,921.38,932.21,840.05,823.23,821.58,822.59,788.91,782.01,811.05,912.26,844.65,848.58,800.35,837.67,865.98
1991,662.45,642.63,644.27,618.48,603.33,709.81,602.87,678.93,647.09,625.48,633.93,595.21,743.44,731.60,694.88,611.19,646.97,668.45,603.38,602.11,663.01,731.61,693.77,695.89,683.19,700.74,698.61
1992,620.25,599.22,569.47,554.27,587.72,628.09,607.75,646.78,585.02,610.27,612.51,588.64,721.08,722.43,613.19,580.51,593.59,584.46,588.42,566.97,601.17,708.77,659.44,654.74,598.20,615.20,682.68
1993,663.57,663.57,633.78,618.01,638.21,701.46,651.73,672.88,635.99,658.77,645.22,616.50,724.01,729.68,685.76,617.82,649.95,659.14,622.55,601.36,664.32,721.96,670.39,676.12,670.92,692.61,676.72
1994,649.93,639.73,597.91,578.05,600.45,673.56,641.85,673.11,601.75,643.00,619.79,620.30,748.24,743.86,655.20,596.67,621.72,636.88,624.05,589.06,637.24,733.54,687.97,689.41,631.06,647.47,705.64
1995,674.08,684.27,627.57,608.56,647.42,707.67,674.91,688.59,631.03,683.88,663.54,637.70,731.19,736.86,691.36,626.33,655.62,678.62,650.96,618.84,674.11,734.55,679.67,687.01,670.86,697.85,687.43
1996,567.69,574.81,555.58,547.98,522.75,609.54,567.00,537.28,560.98,574.02,525.57,563.41,583.64,584.61,592.23,559.60,581.84,570.33,555.35,550.70,557.82,577.88,556.14,550.64,578.39,596.93,568.40
1997,713.75,714.02,713.30,692.62,653.81,768.40,716.36,680.96,713.51,713.11,668.94,698.87,738.35,731.60,737.78,698.02,723.48,713.34,696.93,683.25,710.00,733.28,702.63,699.03,737.75,740.11,706.21
1998,744.35,742.32,723.98,719.56,693.67,778.80,754.26,740.16,722.05,745.63,704.11,745.06,794.66,815.73,749.12,745.57,737.25,735.26,725.42,711.54,721.99,796.70,721.84,736.40,743.06,751.55,733.00
1999,613.62,583.51,545.83,522.80,584.43,626.80,562.97,679.26,551.44,576.46,620.67,523.05,748.47,757.74,651.86,518.34,561.77,595.09,538.99,516.06,619.05,744.98,674.43,684.62,589.94,639.83,692.91
2000,638.81,631.37,628.62,621.41,580.20,660.78,662.20,620.15,626.69,637.40,584.49,652.35,682.34,672.77,647.42,644.32,630.58,621.38,632.26,625.10,614.63,670.82,639.40,632.00,629.28,650.79,657.47
2001,775.90,769.96,754.44,715.88,718.37,828.00,728.87,797.94,759.65,755.41,758.06,685.45,857.95,857.37,816.79,688.93,771.92,784.12,708.84,688.05,781.05,857.66,799.50,809.02,785.62,819.27,808.02
2002,570.58,573.92,519.41,499.69,562.71,602.55,552.77,611.36,528.43,568.25,570.06,500.16,647.54,652.62,589.45,488.14,547.93,579.67,522.98,498.34,580.71,654.67,594.07,606.02,558.28,582.64,600.83
2003,627.23,608.53,651.26,650.26,570.46,669.43,623.62,606.31,645.53,609.53,584.53,643.83,647.76,669.93,622.12,666.08,629.09,611.24,602.38,629.42,594.94,652.59,585.26,602.01,646.85,637.28,600.81
2004,680.50,687.53,678.98,661.10,631.78,731.81,685.97,662.96,680.50,684.53,638.37,662.92,709.47,709.64,698.74,662.17,690.29,691.91,658.82,643.63,670.90,710.06,651.92,665.34,699.30,707.51,660.33
2005,622.86,615.58,609.28,589.07,589.49,645.39,632.75,635.70,610.82,619.64,603.45,608.41,677.91,669.52,614.78,595.69,613.36,606.93,600.67,589.62,603.70,676.40,624.44,632.78,624.08,636.24,638.76
2006,584.17,595.44,572.10,565.53,551.22,614.07,603.17,566.10,575.51,601.18,550.56,589.76,611.29,630.29,576.47,584.40,585.91,588.38,577.91,561.36,564.99,609.65,563.65,563.80,574.71,573.17,583.35
2007,707.26,663.38,614.75,593.99,678.51,701.05,645.73,802.95,618.50,656.44,726.09,612.36,887.65,878.51,734.86,605.08,636.85,666.57,616.98,596.89,715.67,879.13,804.76,816.51,658.34,711.62,823.36
2008,696.08,655.81,692.88,669.45,612.03,744.89,641.45,712.10,689.73,641.07,646.98,644.79,786.93,772.96,751.39,672.16,671.38,673.39,614.15,636.26,679.95,774.13,722.58,727.26,717.96,749.82,739.18
2009,726.88,728.25,735.76,735.72,652.90,763.48,752.99,687.19,731.06,733.42,651.65,761.42,751.94,761.36,725.31,758.55,740.65,720.19,717.56,722.77,686.57,743.95,692.47,694.53,729.24,736.06,713.37
2010,810.98,821.26,750.81,724.99,791.30,841.08,793.74,847.91,761.71,811.61,813.50,744.88,898.01,901.98,832.65,731.42,792.26,820.88,758.72,724.71,820.88,905.44,829.45,849.18,792.53,826.97,845.14
2011,633.63,594.35,580.91,554.69,614.41,642.64,588.16,706.66,578.73,590.82,655.85,561.33,752.21,751.25,667.97,556.48,574.93,599.52,558.79,546.15,645.65,764.87,688.52,711.71,620.26,652.91,693.49
2012,798.17,783.13,755.52,723.98,745.26,828.41,755.62,824.58,755.94,771.40,768.54,738.47,906.47,890.04,844.27,734.05,771.96,793.27,720.66,713.11,798.75,895.62,844.98,840.61,791.20,836.57,858.94
2013,635.64,640.66,608.32,601.22,612.34,660.28,652.40,643.49,612.99,650.21,620.98,631.64,678.88,674.89,627.27,618.52,624.10,629.74,626.06,607.40,620.56,688.04,628.63,640.38,624.97,629.55,639.54
2014,659.54,664.11,652.18,638.90,622.90,701.47,656.18,648.12,656.18,666.63,623.63,636.79,691.77,698.66,663.92,642.17,664.41,669.78,650.85,634.41,650.48,691.11,642.04,650.29,662.57,664.08,649.19
2015,564.45,560.74,541.39,533.16,525.49,581.39,556.90,557.99,541.81,562.96,538.02,549.95,627.27,637.39,558.85,551.54,551.93,559.59,543.58,533.73,549.69,613.14,574.51,565.05,551.57,559.97,593.15
2016,706.39,714.08,697.92,689.23,683.20,735.04,728.25,721.46,686.79,711.76,688.63,705.39,743.99,764.66,691.70,700.73,694.72,709.70,682.44,669.33,688.15,764.02,673.70,709.80,695.89,697.75,682.47
2017,811.68,813.13,792.43,779.09,768.70,833.65,830.36,813.83,786.58,822.33,777.31,808.89,861.80,885.07,801.17,803.86,802.38,804.00,799.58,776.26,789.73,870.43,788.95,814.52,800.46,807.67,811.25
2018,557.93,559.40,543.95,539.74,527.22,583.92,569.83,560.39,536.85,559.60,538.21,553.08,596.80,607.15,560.76,551.97,548.43,553.07,536.77,525.89,544.95,593.26,543.37,558.60,548.44,562.82,559.49
2019,662.90,629.13,672.08,661.39,593.15,682.18,629.73,641.87,656.80,634.28,613.19,632.70,729.08,729.90,687.99,667.36,642.90,631.86,623.97,631.16,641.01,706.12,693.17,666.44,675.30,691.37,711.07
2020,649.97,633.60,641.56,622.53,606.35,680.85,642.23,650.71,637.16,635.97,629.98,630.19,693.97,678.17,681.39,632.13,636.55,630.77,619.56,609.72,647.72,688.21,660.66,660.86,663.34,683.19,665.47
