Variable:,pr
,Peru,Amazonas,Ancash,Apurímac,Arequipa,Ayacucho,Cajamarca,Callao,Cusco,Huancavelica,Huánuco,Ica,Junín,"La Libertad",Lambayeque,Lima,Loreto,"Madre de Dios",Moquegua,Pasco,Piura,Puno,"San Martín",Tacna,Tumbes,Ucayali
1914,1521.89,1482.12,546.80,378.05,161.38,372.59,582.91,504.07,1071.72,602.77,1265.01,76.41,1270.93,448.88,134.40,369.22,2511.70,2816.12,193.44,1720.61,214.06,1083.04,1260.56,139.15,305.11,2225.92
1915,1533.20,1505.15,546.80,389.35,177.11,373.54,582.91,534.76,1090.72,602.77,1265.01,76.28,1270.93,448.88,134.40,369.22,2533.76,2805.43,201.03,1720.61,214.06,1134.57,1260.56,141.98,306.00,2224.91
1916,1539.85,1500.42,546.80,479.20,260.37,400.62,582.91,466.66,1166.92,602.82,1265.01,76.87,1270.93,448.88,134.40,369.22,2529.92,2778.07,228.15,1720.61,214.06,1112.00,1260.56,149.44,305.79,2222.90
1917,1574.26,1515.02,546.80,650.81,408.54,438.23,582.91,600.78,1352.20,602.90,1265.01,77.30,1270.93,448.88,134.40,369.22,2544.24,2668.54,339.51,1720.61,214.06,1364.77,1260.56,206.34,305.73,2213.17
1918,1561.96,1497.32,546.80,518.13,292.72,406.73,582.91,612.99,1220.19,602.83,1265.01,76.88,1270.93,448.88,134.40,369.22,2526.23,2888.68,273.27,1720.61,214.06,1274.50,1260.56,177.60,305.86,2230.68
1919,1571.01,1492.13,546.80,523.12,291.43,401.08,582.91,606.36,1238.67,602.82,1265.01,76.43,1270.93,448.88,134.40,369.22,2521.98,2995.20,280.51,1720.61,214.06,1308.79,1260.56,178.24,305.26,2237.77
1920,1585.85,1481.52,546.80,700.92,498.90,474.30,582.91,688.81,1347.20,602.97,1265.01,78.68,1270.93,448.88,134.40,369.22,2512.34,2814.95,403.64,1720.61,214.06,1433.24,1260.56,245.53,304.83,2223.74
1921,1571.69,1498.87,546.80,661.09,442.38,454.22,582.91,553.83,1330.25,602.92,1265.01,78.03,1270.93,448.88,134.40,369.22,2527.99,2727.90,359.83,1720.61,214.06,1306.75,1260.56,215.07,305.74,2218.40
1922,1576.12,1484.02,546.80,638.67,419.41,436.67,582.91,729.44,1341.54,602.89,1265.01,77.18,1270.93,448.88,134.40,369.22,2513.30,2775.03,368.53,1720.61,214.06,1432.10,1260.56,225.54,305.56,2220.73
1923,1564.11,1480.04,546.80,641.02,375.64,427.38,582.91,635.67,1363.13,602.88,1265.01,77.09,1270.93,448.88,134.40,369.22,2510.03,2702.31,308.99,1720.61,214.06,1374.02,1260.56,185.36,305.20,2215.21
1924,1530.09,1501.58,546.80,393.05,144.13,359.25,582.91,391.25,1154.02,602.74,1265.01,76.04,1270.93,448.88,134.40,369.22,2530.73,2843.82,141.95,1720.61,214.06,1045.05,1260.56,100.41,305.45,2226.62
1925,1609.97,1498.03,546.80,842.12,618.28,513.04,582.91,641.86,1476.03,603.05,1265.01,79.45,1270.93,448.88,134.40,369.22,2527.26,2829.80,440.54,1720.61,214.06,1454.28,1260.56,249.30,305.85,2224.08
1926,1510.22,1478.82,546.80,377.98,164.16,373.17,582.91,403.69,1070.29,602.77,1265.01,76.48,1270.93,448.88,134.40,369.22,2510.42,2716.17,182.64,1720.61,214.06,1013.74,1260.56,130.43,304.49,2218.86
1927,1539.26,1503.75,546.80,461.62,238.53,389.90,582.91,607.36,1176.69,602.80,1265.01,76.64,1270.93,448.88,134.40,369.22,2533.70,2666.57,249.77,1720.61,214.06,1235.65,1260.56,168.95,305.58,2214.09
1928,1549.16,1501.10,546.80,461.62,237.98,389.90,582.91,566.47,1176.33,602.80,1265.01,76.64,1270.93,448.88,134.40,369.22,2531.34,2835.47,245.67,1720.61,214.06,1211.65,1260.56,165.30,306.04,2227.07
1929,1548.65,1460.47,546.80,461.62,240.95,389.90,572.80,607.27,1177.43,602.80,1265.01,76.64,1270.93,448.63,132.41,369.22,2520.95,2834.14,262.68,1720.61,210.65,1279.78,1257.57,183.03,302.79,2225.93
1930,1556.73,1313.48,548.59,458.11,237.08,392.13,545.65,660.18,1207.69,604.16,1313.29,76.75,1390.96,448.02,121.94,367.41,2495.31,2939.91,242.44,1899.10,171.06,1261.14,1248.93,166.95,223.23,2307.82
1931,1473.90,1060.12,525.48,529.49,253.39,383.77,477.09,440.63,1201.36,507.26,1163.34,61.89,1063.52,446.10,108.44,286.77,2451.04,2752.56,200.87,1461.99,159.47,1181.31,1224.95,123.14,233.64,2133.91
1932,1591.50,1323.31,559.01,563.09,247.17,452.66,521.10,561.13,1331.42,684.09,1296.34,88.03,1362.78,442.37,119.62,411.19,2569.85,2984.81,208.98,1772.63,198.82,1329.58,1252.61,141.70,294.43,2260.41
1933,1526.95,1296.55,540.34,480.49,221.73,392.54,521.82,383.27,1266.22,574.88,1241.36,76.73,1239.09,441.71,118.82,339.99,2463.39,2994.50,185.75,1654.36,192.94,1159.29,1251.76,115.54,263.69,2233.95
1934,1564.42,2219.06,557.56,440.99,283.45,395.24,692.10,667.25,1027.83,652.68,1305.74,88.53,1307.56,453.76,163.88,414.77,2588.56,2386.45,340.80,1822.04,283.72,1175.58,1289.13,238.45,412.21,2210.35
1935,1488.95,1360.69,566.83,422.48,226.85,402.43,497.61,462.63,1048.00,698.16,1342.31,93.93,1403.05,439.69,98.82,454.06,2464.36,2386.37,229.90,1919.36,137.69,1035.86,1249.83,153.23,174.36,2244.45
1936,1430.31,1164.55,536.40,318.18,215.10,314.34,490.74,515.93,915.53,508.22,1215.95,65.51,1116.22,442.58,116.14,326.22,2430.39,2452.70,237.53,1576.26,199.23,1039.74,1234.03,152.35,300.25,2138.89
1937,1376.27,1425.46,531.12,267.77,239.95,274.64,561.18,571.71,675.45,446.40,1175.08,62.45,960.25,452.12,136.55,308.74,2451.65,1938.45,292.62,1446.96,214.41,938.57,1244.94,196.92,310.80,2036.32
1938,1388.90,1120.41,521.50,222.63,134.32,252.16,386.76,320.00,739.10,402.16,1141.40,57.90,938.58,426.76,64.49,276.22,2535.91,2245.39,137.80,1372.86,106.59,893.76,1232.41,86.22,164.66,2052.71
1939,1546.38,1602.48,551.49,371.77,214.44,361.00,794.59,487.67,1063.91,598.52,1297.75,78.96,1318.06,488.05,266.55,384.05,2546.69,2563.47,227.35,1817.61,507.50,1109.29,1264.50,149.53,783.07,2238.19
1940,1520.70,1418.96,536.52,392.44,179.36,345.88,589.88,265.73,1063.08,543.93,1225.88,68.67,1181.31,451.67,149.87,338.06,2613.95,2688.97,117.84,1617.15,245.72,944.99,1253.78,60.85,325.15,2183.36
1941,1591.63,1589.79,566.16,428.46,193.28,406.72,788.18,449.04,1179.03,703.50,1393.58,85.36,1570.16,487.05,249.97,443.35,2511.56,2846.88,169.29,2129.17,434.25,1124.34,1267.72,103.66,656.72,2379.72
1942,1395.57,1083.83,542.18,387.58,183.17,340.22,490.84,358.91,944.11,523.90,1245.09,67.22,1177.39,443.99,104.66,336.26,2353.88,2326.37,132.09,1682.34,151.99,944.19,1232.24,77.31,210.33,2137.92
1943,1532.07,1411.32,370.50,334.17,174.72,328.97,431.60,566.65,1159.69,503.64,1211.39,63.05,1213.57,190.21,134.83,306.67,2562.26,2963.42,194.82,1713.53,306.83,1179.31,1032.98,136.74,537.34,2299.48
1944,1437.60,1097.18,327.26,308.72,252.50,316.74,262.96,753.85,977.00,496.71,1136.77,65.84,1061.24,125.98,61.76,312.08,2502.23,2639.20,378.66,1519.77,138.64,1222.62,937.75,278.17,248.62,2079.58
1945,1552.68,1650.49,528.52,421.23,162.48,370.94,718.18,393.22,1193.93,541.54,1311.40,61.74,1163.01,413.73,211.77,298.21,2587.34,2731.73,129.42,1484.97,399.26,1054.31,1458.55,87.40,534.27,2200.87
1946,1703.52,1970.59,782.10,546.51,247.57,439.01,866.04,527.59,1452.24,677.53,1472.20,79.68,1483.39,682.82,203.44,406.16,2581.39,3216.84,205.76,1936.39,364.62,1283.94,1705.17,130.39,505.34,2446.10
1947,1492.34,1957.67,347.89,400.07,218.05,323.83,581.07,450.80,1081.54,431.59,1094.35,55.11,984.44,257.56,114.49,247.44,2479.17,2956.51,188.20,1413.44,211.40,1095.06,1081.10,120.74,317.28,2197.69
1948,1560.42,1864.02,516.35,500.56,238.45,380.93,655.48,671.42,1268.03,518.21,1232.26,57.89,1155.51,462.68,124.64,299.04,2444.10,3088.81,204.38,1622.65,189.33,1313.32,1362.05,138.39,249.87,2288.22
1949,1576.77,1124.76,516.80,617.80,355.91,418.06,378.40,566.34,1321.06,532.94,1367.68,65.39,1257.70,339.65,95.21,321.36,2612.34,2686.44,290.08,1872.05,182.68,1295.87,1224.81,164.01,351.65,2359.17
1950,1489.73,1508.46,734.31,474.74,205.88,372.25,600.21,394.56,1157.92,527.89,1346.46,64.03,1145.90,547.90,96.73,329.52,2411.10,2553.56,148.68,1637.22,104.56,1026.70,1550.03,88.95,151.19,2234.10
1951,1525.56,1586.80,467.32,485.74,241.79,376.93,501.96,477.15,1219.83,544.75,1165.13,65.40,1180.48,373.36,97.80,329.44,2575.92,2804.23,220.51,1579.74,155.20,1145.99,1247.24,143.14,270.69,2028.40
1952,1485.03,1203.93,544.17,500.54,255.88,398.49,451.59,448.46,1207.14,588.50,1339.85,75.34,1282.65,416.79,78.81,363.66,2366.69,2723.59,211.83,1795.57,99.81,1103.58,1339.14,124.78,118.64,2295.49
1953,1688.75,1745.50,687.20,602.13,278.42,437.95,586.31,524.85,1424.65,592.74,1475.85,69.67,1343.05,519.13,136.57,377.31,2655.62,3249.25,207.07,1917.12,246.25,1247.40,1445.23,127.82,444.96,2500.30
1954,1511.00,1227.48,615.27,469.30,228.66,390.64,495.15,573.77,1217.89,594.49,1383.85,69.37,1333.49,468.29,97.72,370.15,2418.26,2651.91,220.40,1870.30,111.29,1180.33,1322.84,148.39,141.43,2333.38
1955,1499.93,1327.52,438.15,580.31,347.21,401.97,488.22,596.46,1319.36,491.27,978.79,60.44,1023.89,377.07,104.01,264.57,2501.52,2997.84,334.26,1311.14,157.67,1317.23,1158.04,214.00,220.13,1899.16
1956,1472.12,1374.31,512.66,352.58,148.23,321.55,495.52,342.45,954.68,470.05,1185.71,61.55,1090.49,416.09,98.10,307.53,2655.58,2300.38,115.76,1578.37,146.39,856.72,1261.44,80.39,216.53,2111.71
1957,1488.23,1594.26,465.10,423.53,184.67,365.95,594.26,511.65,1172.82,592.24,1158.00,60.16,1256.36,422.84,139.26,345.72,2414.79,2783.04,168.63,1679.60,240.87,1114.75,1174.55,109.35,383.36,2166.48
1958,1656.29,1780.54,516.98,454.75,214.49,394.35,797.52,420.07,1273.27,612.17,1263.14,69.68,1316.44,464.05,257.79,373.57,2654.02,3391.32,184.04,1688.32,540.11,1178.40,1343.63,128.92,872.30,2272.91
1959,1655.94,1453.89,519.88,795.24,337.66,748.33,552.82,554.88,1477.20,1153.98,1319.76,189.12,1576.42,415.75,141.06,535.94,2494.82,3358.43,215.12,1849.75,282.59,1268.81,1308.33,138.69,437.03,2357.22
1960,1493.14,1396.05,484.86,438.37,167.57,354.90,482.57,526.51,1224.34,546.38,1199.57,52.25,1114.95,403.03,91.89,284.61,2393.76,3100.12,136.15,1537.21,144.37,1171.74,1292.77,95.94,196.67,2199.99
1961,1555.54,1226.27,466.23,615.63,309.77,455.95,411.93,559.80,1434.59,702.13,1196.50,79.43,1505.96,335.69,82.34,418.18,2503.11,2943.59,257.95,1867.16,118.87,1270.70,1101.93,143.63,164.77,2187.47
1962,1521.00,1265.09,397.57,454.67,235.80,385.45,480.21,478.47,1245.49,658.49,1079.85,58.94,1379.36,343.53,97.68,392.94,2585.02,2758.63,267.21,1680.44,150.54,1063.52,1157.80,196.31,181.39,2091.33
1963,1457.91,1374.48,518.58,591.28,292.73,405.34,524.13,515.62,1319.86,538.04,1217.17,56.23,1231.49,444.04,104.56,304.99,2349.08,2442.13,271.52,1604.41,171.30,1135.66,1238.03,168.13,224.83,2166.34
1964,1492.66,1539.58,631.29,384.61,195.38,264.90,629.03,434.16,1038.36,417.87,1342.47,38.59,1113.58,557.64,120.50,293.79,2534.19,2386.33,201.06,1662.60,159.77,1055.45,1403.45,122.51,195.01,2188.05
1965,1577.17,1782.82,689.15,669.26,270.25,696.82,754.35,476.21,1147.24,920.29,1274.53,174.22,1291.67,581.64,185.00,457.96,2596.90,2624.18,142.71,1665.41,274.46,1048.06,1346.43,93.36,312.08,2052.01
1966,1453.76,1266.14,366.16,380.21,147.66,321.17,427.25,430.48,1047.59,500.05,1082.14,51.70,1110.59,314.55,79.56,256.61,2556.58,2612.35,120.33,1526.67,113.68,990.08,1135.30,73.35,173.64,2093.52
1967,1566.26,1674.01,572.89,465.05,261.33,380.53,612.52,470.91,1215.11,693.98,1413.25,82.90,1531.53,423.07,128.26,514.86,2518.82,2504.73,261.29,2035.06,179.98,1073.64,1410.92,143.99,229.20,2370.24
1968,1496.85,1326.28,373.15,355.61,188.18,280.27,451.46,542.69,1121.59,453.91,1215.29,40.72,1250.53,303.96,86.20,301.75,2442.74,2967.94,206.07,1799.31,118.05,1215.30,1204.36,153.36,144.07,2279.51
1969,1438.55,1439.90,412.01,305.84,137.05,249.22,426.29,324.35,946.52,414.25,1141.81,37.83,1073.96,332.91,77.06,265.30,2521.23,2589.50,136.72,1584.56,127.84,910.01,1149.56,97.72,205.39,2123.40
1970,1677.17,1535.72,562.16,424.98,184.29,415.08,494.11,500.16,1203.17,958.90,1474.31,127.82,1700.54,324.27,92.38,721.72,2721.51,3069.33,160.78,2199.53,138.53,1148.66,1296.16,87.94,201.33,2502.62
1971,1562.81,1544.41,414.50,406.36,211.42,308.61,597.97,419.26,1108.72,480.41,1200.59,49.24,1182.63,392.33,150.21,290.71,2655.12,2780.12,259.02,1694.22,257.33,1068.01,1317.49,186.68,325.84,2313.89
1972,1715.33,1843.92,716.52,616.07,352.31,538.12,745.71,530.15,1266.79,792.79,1439.66,123.08,1411.08,603.11,200.99,489.44,2735.06,3147.59,316.97,1836.12,369.53,1293.38,1412.23,197.11,530.72,2339.92
1973,1795.85,1742.34,713.97,571.03,276.80,512.98,761.97,552.83,1340.18,656.41,1701.43,102.96,1489.81,568.50,202.36,377.84,2822.93,3308.83,219.44,2207.47,315.86,1287.30,1517.04,143.98,479.22,2800.97
1974,1575.25,1556.92,590.82,557.68,298.42,464.53,537.29,556.48,1208.93,560.24,1317.90,91.34,1141.25,490.65,101.32,286.66,2491.77,3038.79,260.01,1675.40,124.10,1295.98,1393.74,163.59,143.86,2387.15
1975,1746.98,1784.93,642.85,509.81,322.81,389.24,611.51,664.24,1233.92,500.15,1398.99,65.50,1203.36,502.76,147.52,325.81,2976.23,3131.14,327.27,1758.45,276.27,1412.76,1354.29,206.49,453.46,2349.93
1976,1604.65,1421.47,396.43,374.28,204.96,298.07,447.47,570.03,1079.28,505.48,1129.01,58.02,1174.83,319.73,97.49,338.19,2920.89,2755.52,223.36,1614.22,181.32,1167.48,1132.15,175.46,328.24,2129.59
1977,1641.22,1392.91,518.58,420.68,253.14,366.03,555.40,609.63,1138.78,587.55,1334.52,68.41,1364.76,426.80,126.35,383.15,2788.41,2848.22,283.54,1927.21,187.80,1267.66,1303.21,217.77,226.60,2355.89
1978,1468.96,1194.93,319.86,403.96,186.36,283.17,398.74,535.27,1184.54,421.44,947.29,40.40,1051.42,297.73,78.07,217.18,2498.18,3033.72,190.57,1364.78,129.61,1228.42,1096.03,104.49,182.37,2076.21
1979,1309.29,1063.55,386.38,335.08,176.65,282.87,364.84,617.82,1013.96,542.55,999.87,55.43,1190.87,268.97,73.09,392.86,2117.66,2615.48,195.27,1556.02,115.19,1135.51,991.73,128.42,141.75,1898.68
1980,1475.89,1390.89,524.63,333.07,157.53,240.96,569.29,405.58,1015.14,349.85,1191.22,33.32,988.05,434.46,136.36,254.19,2597.02,2543.62,137.67,1452.62,230.66,1058.19,1262.79,69.67,312.76,2064.03
1981,1718.71,1271.26,556.00,461.81,219.60,382.70,456.42,589.67,1410.01,609.43,1359.20,63.23,1425.99,418.98,91.65,377.54,2896.92,3305.46,231.80,1939.11,141.90,1360.78,1273.15,149.48,202.52,2389.60
1982,1644.37,1466.02,666.08,409.26,235.42,316.71,637.21,446.49,1179.23,447.85,1552.04,52.75,1170.77,547.09,121.00,327.94,2728.03,2945.56,265.40,1889.09,142.27,1175.22,1372.12,184.49,141.59,2531.45
1983,1452.33,1858.10,491.91,259.86,111.49,223.91,764.37,372.87,836.16,348.90,1067.78,40.76,897.53,479.74,219.90,246.04,2582.64,2535.22,94.58,1322.57,426.25,914.95,1184.91,51.57,683.32,1931.56
1984,1542.59,1407.24,527.88,547.94,288.28,394.49,537.91,721.59,1466.54,573.97,1364.04,54.36,1329.09,422.66,129.41,332.91,2175.19,3387.39,313.05,1873.10,234.01,1591.88,1220.49,213.22,331.29,2454.92
1985,1207.92,1039.70,364.31,354.77,214.12,256.11,335.74,663.80,1146.34,361.16,938.94,31.63,1016.77,274.40,68.32,234.76,1788.73,2665.08,256.79,1380.86,103.70,1268.46,911.34,190.53,150.67,1872.47
1986,1500.86,1265.73,462.72,500.55,273.15,400.43,510.21,595.64,1292.64,592.04,1223.24,76.56,1264.88,403.79,114.53,344.02,2278.28,3062.45,286.27,1699.13,168.45,1332.30,1238.88,188.79,223.51,2366.85
1987,1395.62,1422.92,425.49,434.62,209.08,338.44,604.04,414.09,1075.02,445.32,1036.30,56.09,1027.72,368.82,206.45,227.76,2315.72,2431.85,148.15,1445.24,437.97,1070.55,1065.86,79.84,796.35,2072.68
1988,1318.57,1326.72,423.28,357.07,153.91,275.78,450.25,567.38,1090.11,403.64,996.59,39.02,1041.19,363.68,84.60,245.70,2144.14,2551.15,157.28,1371.32,127.49,1134.94,1099.42,113.82,171.95,1908.85
1989,1423.42,1441.44,504.52,277.80,135.03,239.39,570.87,375.77,977.92,378.79,1229.41,35.61,1136.89,432.30,143.86,265.60,2406.17,2427.04,182.79,1603.39,268.58,854.44,1316.15,135.03,434.85,2191.20
1990,1479.58,1276.81,403.06,461.67,183.78,384.19,415.29,527.91,1368.60,591.89,1183.75,59.41,1436.51,321.94,81.88,309.95,2272.56,3102.56,182.74,1776.42,133.29,1152.75,1150.16,121.95,187.43,2323.50
1991,1303.81,1124.98,386.16,301.22,127.37,273.22,377.72,402.82,972.44,431.75,934.88,45.28,1089.77,303.79,79.08,272.09,2186.76,2756.08,109.35,1328.68,144.32,941.65,926.68,78.08,206.24,1859.54
1992,1362.18,1454.32,366.48,321.60,122.82,277.21,446.38,364.15,1067.16,334.13,1025.25,32.18,960.27,308.52,102.05,137.20,2281.08,2760.62,91.33,1385.61,209.55,968.00,1032.42,63.81,396.86,2011.20
1993,1595.23,1707.16,766.77,372.28,162.68,322.20,770.44,515.14,1135.68,512.46,1524.18,45.40,1371.66,647.01,204.08,307.89,2542.45,2755.57,161.47,2031.83,331.46,1096.59,1646.39,126.42,441.90,2376.76
1994,1577.86,1552.04,823.21,479.26,233.10,315.89,694.41,501.18,1254.99,490.54,1505.49,39.16,1309.52,600.25,184.51,409.43,2463.89,2908.24,206.12,1953.48,303.00,1197.58,1472.57,111.77,435.66,2297.23
1995,1384.92,1105.71,394.62,356.23,215.36,238.69,394.66,384.21,919.51,315.88,1061.76,24.01,999.38,323.12,83.27,213.06,2573.84,2048.84,186.46,1452.12,140.72,921.95,985.89,92.46,187.60,2007.32
1996,1494.64,1225.64,573.69,316.07,151.86,238.80,447.54,408.78,1019.76,369.10,1385.40,26.84,1184.29,427.27,84.10,286.04,2561.57,2519.02,129.53,1820.47,133.36,974.58,1249.65,79.39,211.05,2390.56
1997,1531.48,1659.55,482.18,494.87,309.80,335.49,656.27,595.88,1306.93,451.62,1075.70,40.68,1125.76,437.35,171.60,273.06,2478.24,2971.11,326.60,1458.93,293.94,1397.04,1112.96,223.75,418.89,2061.12
1998,1469.49,1612.46,664.98,354.16,154.55,367.44,627.42,352.53,956.41,729.88,1298.17,111.26,1368.82,478.10,143.04,597.96,2365.48,2734.50,127.65,1777.03,235.31,950.43,1254.00,87.90,414.88,2073.15
1999,1693.73,1884.58,609.38,462.32,268.89,330.44,797.84,475.18,1100.64,428.63,1452.02,50.03,1174.90,563.48,205.23,286.74,2819.59,2933.56,252.47,1831.01,353.54,1179.86,1490.49,161.80,542.28,2555.65
2000,1618.62,1891.89,593.99,507.02,255.29,449.16,770.08,476.83,1204.38,957.42,1287.82,153.43,1657.94,426.19,196.72,839.09,2558.20,3060.71,216.67,1997.94,344.50,1199.89,1191.89,134.62,464.27,2032.31
2001,1658.63,1599.38,761.90,603.45,340.97,477.96,716.39,674.15,1383.74,918.87,1288.93,142.25,1649.41,438.68,216.11,861.71,2531.81,3465.05,321.19,1908.59,355.72,1415.18,1112.46,209.55,453.07,2036.45
2002,1627.32,1494.23,684.82,554.07,280.39,447.88,768.02,595.53,1360.20,767.89,1170.80,113.13,1401.34,574.16,218.37,593.65,2647.79,3180.51,254.53,1646.28,351.88,1311.62,1121.41,162.07,450.80,1975.40
2003,1693.47,1632.01,628.39,376.58,156.99,322.17,790.81,459.13,1095.70,361.27,1125.22,35.89,906.74,671.55,183.29,116.42,3142.56,2912.55,127.82,1202.34,268.68,1034.51,1519.90,89.43,351.36,2168.77
2004,1685.02,1435.39,583.61,383.94,203.31,299.73,664.11,381.80,1197.20,315.59,1167.45,32.52,935.69,569.29,162.55,102.54,3018.52,3244.61,194.94,1430.53,231.35,1073.68,1282.06,127.68,258.75,2334.23
2005,1474.89,1061.48,356.38,327.80,160.78,264.05,351.83,489.89,826.31,292.28,895.99,31.24,809.32,283.05,74.70,86.35,3058.57,2044.98,152.08,1125.49,145.01,902.70,936.62,112.51,220.35,1820.05
2006,1733.66,1462.46,532.73,430.65,193.89,346.55,766.61,409.01,1166.83,390.62,1262.68,38.46,1018.16,648.88,176.34,136.76,3169.74,2895.68,173.68,1548.67,244.40,980.29,1443.56,134.25,298.20,2480.97
2007,1620.19,1451.35,450.20,355.64,162.75,307.62,536.53,368.45,969.26,375.02,1070.06,42.03,940.46,450.28,106.57,151.00,3190.74,2454.84,136.31,1293.38,154.18,858.14,1274.28,95.56,208.02,2078.78
2008,1609.67,1963.37,478.15,445.01,228.73,330.75,859.92,371.30,1128.64,341.73,1186.21,34.94,959.47,571.53,250.44,110.80,2758.92,2732.92,188.69,1498.21,473.40,1007.78,1320.43,118.09,664.92,2407.94
2009,1610.91,1884.24,863.39,364.32,168.49,378.88,924.26,398.70,982.64,848.12,1472.67,97.17,1643.65,669.77,229.21,722.21,2555.63,2851.02,145.94,2127.55,311.35,1007.79,1409.28,83.78,372.34,2223.25
2010,1358.15,1792.30,417.78,394.16,139.85,331.69,848.81,327.84,1101.57,348.38,891.54,34.01,860.22,568.95,227.17,81.34,2105.15,3092.97,86.14,1052.54,348.18,949.53,1249.25,58.07,447.49,1946.42
2011,1562.47,1841.08,563.95,548.03,346.34,467.50,649.34,737.42,1338.59,839.14,1503.64,128.56,1561.32,357.68,143.54,641.79,2212.78,2915.47,381.73,2177.21,209.73,1428.42,1242.53,282.72,259.52,2470.87
2012,1400.17,1621.95,429.35,452.51,247.41,330.75,616.69,519.78,1086.99,411.38,1008.24,44.91,964.95,415.64,152.84,185.90,2313.67,2599.97,241.49,1200.12,274.89,1132.43,1259.56,157.92,444.34,1911.49
2013,1543.86,1744.96,636.76,441.86,202.65,334.64,847.89,481.08,1254.72,347.58,1123.40,33.09,913.68,702.61,206.00,103.24,2538.07,2927.62,175.04,1224.41,268.62,1175.04,1525.83,105.37,354.61,2146.92
2014,1500.90,1609.67,489.22,313.68,138.79,303.27,561.28,421.08,955.76,488.23,1203.41,64.84,1106.11,366.68,118.94,319.67,2601.70,2675.39,123.45,1589.44,196.91,983.47,1157.01,73.05,276.33,2203.95
2015,1510.83,1885.18,715.73,434.30,216.90,308.17,878.95,420.11,1148.27,287.93,915.82,30.98,803.43,741.11,219.81,99.35,2585.75,2983.09,180.49,885.06,311.14,1141.28,1413.60,108.37,407.65,1771.63
2016,1492.84,1550.25,657.25,433.34,245.04,417.11,631.28,449.02,1174.12,876.02,1225.67,128.70,1607.69,412.99,171.81,749.99,2367.33,2762.17,239.23,1843.19,307.64,1113.52,1049.07,153.08,448.40,1884.09
