Variable:,pr
,Bulgaria,Blagoevgrad,Burgas,Dobrich,Gabrovo,Haskovo,Jambol,Kardzhali,Kustendil,Lovech,Montana,Pazardzhik,Pernik,Pleven,Plovdiv,Razgrad,Ruse,Shumen,Silistra,Sliven,Smoljan,Sofia,Sofia-city,"Stara Zagora",Targovishte,Varna,"Veliko Tarnovo",Vidin,Vratca
1956,698.83,734.03,642.48,583.43,789.56,733.30,687.39,769.47,730.97,725.32,688.91,762.59,731.42,640.81,739.28,634.85,647.14,624.96,584.67,740.72,835.16,763.54,730.61,733.70,659.56,583.18,682.70,699.15,658.87
1957,672.08,731.43,548.91,546.97,766.95,612.84,576.01,654.72,766.57,740.71,726.14,747.25,781.06,658.28,695.63,627.75,644.54,588.66,595.23,679.79,743.02,802.11,785.66,678.41,629.79,535.08,666.73,720.60,687.18
1958,501.63,496.84,527.57,490.61,535.61,545.49,520.85,597.06,477.14,480.62,466.41,516.90,468.90,443.80,508.95,476.90,463.17,479.24,469.78,557.69,601.34,492.58,459.35,517.97,493.59,464.61,490.07,488.05,447.51
1959,633.76,668.89,609.84,514.05,729.02,629.69,616.41,671.40,683.38,667.69,615.22,692.46,676.45,577.75,680.51,582.62,582.57,565.46,523.14,671.90,745.55,695.37,658.33,669.63,615.86,533.94,619.88,618.57,583.43
1960,721.99,758.45,639.94,565.77,828.81,735.12,694.22,796.51,771.52,764.44,725.41,799.76,775.59,665.83,777.26,650.65,658.95,639.82,587.68,784.30,872.84,806.09,769.11,769.62,699.49,576.92,706.99,716.37,685.81
1961,609.58,621.56,517.10,496.46,704.22,633.28,573.47,698.52,629.67,654.73,594.65,668.74,649.65,577.10,658.87,550.07,578.54,544.55,510.83,658.30,749.15,672.85,650.07,649.04,614.43,495.24,628.73,541.32,581.68
1962,617.67,666.59,602.62,524.16,652.97,667.89,625.32,741.32,666.33,597.50,589.82,637.50,653.54,540.67,633.18,544.22,543.95,568.64,507.42,691.27,750.08,651.73,628.07,650.17,591.19,548.30,596.26,591.33,561.80
1963,644.12,720.97,633.16,541.11,714.27,682.26,660.20,727.36,693.40,643.19,607.45,702.75,669.32,557.56,671.31,562.29,564.75,575.51,521.50,705.98,791.01,688.87,652.00,675.15,600.99,570.67,613.18,587.93,579.76
1964,601.86,632.80,559.86,536.99,654.80,588.69,556.33,635.38,647.71,600.67,602.13,630.77,651.98,551.41,610.73,610.81,604.45,569.74,575.91,608.15,713.18,646.17,627.31,591.05,588.22,539.45,589.90,653.35,560.45
1965,529.47,533.55,578.00,503.96,567.61,556.98,559.53,590.27,517.50,505.54,498.04,543.01,510.53,451.34,520.33,521.51,502.31,515.63,488.55,578.70,621.67,527.22,500.79,534.71,517.09,511.36,507.19,547.37,463.05
1966,792.19,725.03,838.87,746.67,883.52,833.33,837.93,870.02,736.49,795.68,739.33,805.17,736.13,723.92,799.70,777.08,768.84,794.59,728.38,899.14,901.97,778.57,734.07,839.00,816.85,777.05,800.39,749.34,708.63
1967,550.45,639.71,512.95,490.00,583.28,546.95,517.64,600.04,636.21,536.65,540.81,590.40,609.82,482.56,552.04,506.56,498.80,506.44,494.47,572.06,651.47,606.86,585.63,546.05,516.81,492.87,511.74,580.27,502.53
1968,575.01,640.45,539.04,481.22,622.02,587.43,545.18,650.72,635.42,586.05,586.25,620.55,637.30,522.09,586.28,515.77,527.19,494.90,483.99,588.46,691.33,635.50,616.05,573.69,526.80,473.22,547.37,620.26,548.94
1969,656.40,675.54,562.07,632.46,735.78,614.51,581.66,669.47,654.47,697.36,662.92,695.01,668.30,652.91,659.60,682.72,689.23,633.90,645.36,662.91,752.55,695.12,662.54,643.43,683.99,598.88,680.16,694.40,639.33
1970,631.18,633.80,596.70,576.27,710.11,563.31,574.60,607.21,663.29,669.07,648.91,661.26,659.85,625.98,614.22,674.95,664.28,617.05,625.96,631.19,685.65,680.97,648.25,600.06,642.12,572.34,642.39,711.20,618.21
1971,716.95,740.64,678.64,607.86,823.23,744.78,704.79,815.39,725.78,732.87,662.24,770.98,711.33,656.44,752.42,685.26,698.20,677.91,650.05,776.89,880.58,741.95,699.58,756.39,720.75,637.80,726.30,651.83,643.36
1972,627.93,690.73,554.95,576.72,690.12,582.57,560.06,627.89,692.50,640.32,621.40,669.21,684.52,591.78,638.49,633.51,624.73,608.46,614.79,636.95,718.78,684.30,658.26,616.64,624.33,569.14,622.94,654.44,594.06
1973,641.02,713.96,602.97,538.87,702.88,631.26,621.15,670.72,727.91,635.70,617.94,679.71,710.53,565.89,655.93,603.25,597.62,589.38,547.08,702.61,757.82,705.49,679.72,660.24,626.91,560.09,633.90,618.81,590.65
1974,569.73,653.40,495.63,483.83,608.26,571.21,516.56,640.39,652.04,576.39,585.60,628.36,634.35,520.89,586.82,502.05,508.91,499.17,500.67,568.99,700.87,637.85,614.81,560.16,525.97,475.63,534.74,653.55,539.82
1975,697.35,662.57,700.36,563.67,780.54,722.12,698.41,804.53,704.93,710.37,683.96,734.89,727.60,645.21,733.82,642.23,647.31,649.04,590.55,758.77,860.56,738.64,716.44,724.04,667.58,616.21,681.25,700.24,656.26
1976,635.34,750.84,540.86,458.22,674.87,610.71,543.55,693.81,795.28,668.36,687.55,728.27,796.25,608.24,668.70,524.86,547.89,506.65,478.80,599.50,785.67,776.36,766.90,611.56,554.07,477.79,584.12,705.90,649.91
1977,589.40,557.81,544.44,526.48,681.56,571.45,561.58,606.36,579.30,623.47,581.57,624.37,596.11,555.91,628.94,574.13,568.16,563.00,543.26,654.90,678.69,625.87,598.07,632.99,583.07,537.81,597.13,613.09,555.04
1978,659.96,694.27,616.42,559.91,745.36,642.42,637.40,708.91,705.10,691.80,650.69,711.97,693.53,606.69,674.55,626.21,636.97,591.99,583.31,712.07,771.07,720.48,682.30,680.67,657.38,559.66,669.91,657.76,618.94
1979,736.39,762.50,683.60,610.52,817.85,757.69,701.57,836.20,778.61,749.88,704.03,774.77,780.10,689.78,755.72,703.19,720.56,686.85,639.11,796.45,874.32,791.22,762.97,763.34,734.65,648.69,752.85,684.90,688.27
1980,683.14,710.78,628.98,605.07,757.90,655.74,631.18,743.12,721.92,712.51,687.33,739.32,720.72,658.87,707.77,655.06,652.45,629.05,621.26,690.84,817.19,740.44,709.47,672.56,653.26,596.21,666.27,744.00,658.33
1981,624.61,633.40,601.93,584.37,663.91,616.32,586.78,658.96,671.03,623.85,638.97,635.31,687.86,584.66,609.12,619.93,607.21,601.25,592.40,627.76,692.53,674.83,660.93,600.27,607.46,587.13,598.81,707.67,599.07
1982,552.77,624.48,508.91,439.29,616.83,522.61,518.09,572.68,622.13,589.33,569.71,612.03,610.12,524.94,557.29,502.27,508.40,484.02,458.16,577.94,637.53,625.77,595.35,551.80,521.41,459.94,538.27,580.56,545.39
1983,557.86,676.38,473.99,373.29,608.48,566.69,500.48,642.33,685.09,578.90,570.87,644.57,669.22,513.03,615.20,441.61,464.41,438.58,407.01,570.94,721.96,661.40,643.44,574.74,492.07,404.91,519.41,553.51,548.31
1984,576.64,544.45,535.89,556.13,651.05,556.29,539.87,607.98,558.13,586.23,547.70,592.56,577.53,558.62,578.27,612.00,612.10,587.92,580.19,612.63,666.53,590.56,566.84,578.88,618.80,554.85,607.15,552.94,541.21
1985,444.53,460.83,441.26,430.38,476.91,425.73,432.19,440.00,478.26,442.12,444.96,465.39,488.15,402.26,437.33,426.11,416.53,423.11,427.93,463.97,485.74,481.68,472.58,441.71,422.20,415.14,420.72,493.53,419.06
1986,503.54,560.83,472.37,446.05,546.40,475.61,480.10,507.80,577.89,514.60,507.45,534.39,573.32,476.78,501.20,462.67,460.11,453.31,433.03,517.34,583.44,569.20,553.03,493.00,470.82,436.24,482.47,518.83,499.83
1987,624.09,693.09,565.59,529.77,689.80,598.15,580.90,632.38,691.97,653.88,593.25,691.56,679.54,588.96,647.88,588.98,583.90,573.83,544.87,649.12,753.35,691.29,665.05,627.83,600.99,549.14,607.54,619.61,597.09
1988,565.51,567.15,552.07,547.39,620.00,546.79,534.54,579.15,567.54,578.20,539.12,586.83,567.44,541.56,558.83,581.98,581.90,562.94,557.14,587.31,633.85,583.99,558.13,566.19,574.87,544.09,577.02,542.22,539.87
1989,518.27,550.59,484.73,444.35,571.62,501.29,506.56,513.71,574.93,515.29,518.34,556.35,574.19,462.87,538.25,493.18,486.03,483.61,456.25,548.62,612.89,568.66,553.82,531.76,509.29,455.77,503.56,550.06,481.74
1990,472.20,499.09,482.64,380.96,499.54,509.96,486.89,553.38,495.24,476.70,462.11,502.77,493.45,426.92,486.02,406.57,401.55,428.72,380.09,517.05,566.87,505.72,484.58,478.79,447.86,415.02,439.66,469.07,443.24
1991,627.48,651.85,592.59,519.17,702.79,577.53,586.69,615.56,681.10,665.60,672.23,648.62,683.83,624.15,623.95,595.67,624.78,561.63,558.19,647.09,696.41,694.31,668.77,626.08,621.61,534.07,634.13,689.03,645.34
1992,499.56,573.46,479.54,425.71,538.25,482.27,476.48,513.96,572.95,503.33,485.34,556.71,561.27,442.33,517.24,453.42,446.07,454.28,428.12,508.36,595.73,562.36,549.20,491.19,466.94,441.00,471.00,500.59,460.53
1993,476.62,433.77,492.62,481.18,540.84,460.76,486.18,476.52,430.27,490.65,433.50,467.98,427.73,457.99,471.16,513.77,495.09,505.67,497.47,529.01,511.64,469.98,440.23,491.37,505.21,492.58,495.06,450.97,435.22
1994,558.60,623.00,540.41,440.02,622.58,582.24,551.19,627.30,601.13,577.33,525.13,621.69,586.34,510.82,593.06,483.67,499.16,482.54,442.83,585.74,690.18,617.32,596.78,575.59,526.00,467.94,542.08,526.75,513.13
1995,738.20,746.30,718.49,637.23,822.31,728.24,726.67,771.05,749.00,767.35,727.57,778.34,753.67,699.51,751.60,696.16,715.50,690.28,643.09,807.94,841.53,793.13,757.41,753.39,743.78,659.72,749.77,742.98,698.74
1996,602.24,595.95,596.89,534.88,654.00,614.57,597.81,663.59,609.40,601.49,615.20,621.51,622.13,542.09,611.27,576.33,574.78,565.56,526.82,647.57,696.47,632.03,593.24,607.43,594.76,554.10,592.75,655.67,565.28
1997,672.65,586.47,729.63,685.52,750.27,696.18,713.74,714.21,565.36,675.35,609.52,656.80,574.41,625.76,671.14,707.15,686.70,711.10,683.51,754.74,748.26,651.84,609.09,696.93,715.86,694.78,688.57,627.72,591.98
1998,700.20,682.44,707.15,605.07,787.68,740.79,716.82,787.02,679.27,726.46,644.33,731.61,664.95,656.35,727.40,665.98,672.42,659.84,613.11,772.68,816.26,724.90,679.51,737.84,699.06,635.79,704.58,659.37,641.23
1999,653.92,658.59,611.71,581.00,721.78,604.44,609.09,656.38,670.99,676.01,687.96,679.99,687.56,629.02,649.25,657.80,656.99,625.30,610.65,692.44,731.67,705.99,678.52,648.24,661.15,594.33,660.81,708.73,659.20
2000,415.96,399.03,454.41,383.00,463.78,439.30,435.35,438.13,409.82,416.10,380.46,419.29,407.02,378.95,417.52,405.33,401.59,403.53,381.09,458.24,473.01,414.57,391.46,426.65,421.79,398.12,420.71,401.14,364.93
2001,529.23,505.54,521.55,448.37,579.13,530.54,518.18,583.57,504.00,534.70,588.33,532.79,531.92,509.09,524.11,509.00,516.71,484.21,477.87,563.72,617.86,551.74,524.43,527.56,514.72,461.72,523.27,641.73,537.64
2002,672.37,771.15,631.78,544.20,740.68,662.99,641.32,778.68,759.16,687.42,600.73,760.03,716.47,605.47,715.24,592.92,609.03,601.48,547.63,705.55,872.08,736.03,704.31,685.73,650.63,578.10,659.07,611.13,598.53
2003,582.50,649.91,531.06,440.02,654.13,589.69,553.72,658.46,649.14,610.40,587.85,647.31,621.95,547.52,619.74,507.31,521.88,493.46,458.19,609.78,718.19,644.09,606.71,603.21,543.26,462.04,570.33,600.93,562.11
2004,600.08,576.17,563.75,577.15,669.28,541.00,561.05,572.38,604.96,619.15,645.46,581.39,624.82,592.90,574.12,634.97,631.02,601.11,610.40,641.96,624.59,626.98,601.12,593.18,627.37,564.68,621.16,684.27,602.97
2005,771.79,764.75,723.68,664.01,887.30,740.99,738.79,785.77,778.28,827.14,752.86,812.97,784.57,762.37,791.79,754.38,774.19,721.10,694.50,839.64,865.98,832.64,789.35,795.15,779.22,681.02,799.83,787.25,743.08
2006,651.11,702.61,591.42,524.40,737.06,621.89,608.34,681.04,716.58,687.20,649.69,710.69,708.08,620.92,677.36,605.17,618.88,589.39,554.59,685.46,767.22,723.43,694.74,664.31,638.40,546.95,653.79,659.82,626.09
2007,658.95,722.69,575.29,501.95,727.28,625.15,602.19,676.02,758.47,700.23,714.66,720.41,756.84,647.96,675.57,599.57,626.08,556.99,533.74,671.73,759.57,759.11,735.57,657.23,625.93,518.50,651.60,735.23,674.32
2008,487.37,514.35,447.05,403.42,540.44,449.32,448.10,486.98,538.56,506.28,532.66,508.63,545.00,475.05,487.48,461.21,470.41,441.69,432.16,498.37,550.01,538.46,523.04,481.96,471.47,416.25,483.24,574.35,493.99
2009,713.95,745.58,695.22,598.95,798.49,730.74,702.70,790.29,753.18,736.87,684.35,757.57,741.25,663.55,737.63,657.38,667.97,652.99,602.51,775.90,842.07,762.75,726.65,736.20,698.94,624.58,711.86,692.17,662.81
2010,748.22,741.80,740.23,658.42,822.18,777.13,760.37,816.11,743.03,758.83,747.50,763.60,741.50,701.73,756.08,719.88,722.11,699.13,669.12,814.68,860.32,772.12,730.09,764.18,744.97,670.63,745.51,798.62,707.16
2011,506.10,503.52,522.04,447.74,582.12,545.73,526.47,588.48,476.60,507.70,439.02,536.83,472.39,444.38,539.51,462.45,460.40,495.07,438.51,573.22,622.63,507.83,473.13,546.35,511.81,474.71,508.58,449.26,431.07
2012,629.78,646.16,637.21,561.26,705.34,663.93,650.22,713.16,618.59,627.92,566.81,666.33,601.98,562.75,655.77,598.62,596.69,597.61,566.65,715.00,761.44,643.11,601.46,664.56,620.71,568.39,623.82,582.71,549.70
2013,576.39,556.36,559.45,522.69,639.24,564.81,562.66,602.46,563.93,592.96,584.68,576.46,578.57,562.75,567.36,585.56,587.93,560.18,556.88,618.33,642.00,600.24,575.00,571.99,593.91,526.84,590.80,615.82,559.45
2014,903.67,942.41,889.88,782.64,1029.84,926.78,917.78,986.30,914.88,935.80,790.65,982.71,882.61,816.05,956.10,852.33,856.75,850.62,786.91,1012.52,1076.07,949.25,890.54,963.71,906.16,810.03,913.94,799.75,786.37
