Variable:,pr
,"Dominican Republic",Azua,Baoruco,Barahona,Dajabon,"Santo Domingo",Duarte,"El Seibo",Espaillat,Independencia,"La Altagracia","Elias Pina","La Romana","La Vega","Maria Trinidad Sanches","Monte Cristi",Pedernales,Peravia,"Puerto Plata",Salcedo,Samana,"San Cristobal","San Juan","San Pedro de Macoris","Sanchez Ramirez",Santiago,"Santiago Rodriguez",Valverde,"Hato Mayor","Monsenor Nouel","Monte Plata","San José de Ocoa","Distrito Nacional"
1981,1983.47,1867.62,1739.33,1733.51,1684.75,2169.73,2520.94,2182.33,2284.92,1999.72,1709.31,1923.57,1735.37,1945.94,2535.76,1379.44,1885.95,1712.79,1942.38,2397.88,2489.63,1975.59,1747.41,2234.14,2360.81,1952.83,1891.90,1697.38,2362.34,2169.17,2258.47,1973.29,2120.44
1982,1371.04,1240.73,1194.68,1175.93,1193.48,1495.97,1735.21,1566.71,1566.72,1375.48,1303.57,1346.20,1275.44,1338.48,1769.18,960.71,1277.39,1130.56,1299.57,1630.19,1747.10,1320.67,1207.63,1546.79,1607.17,1341.41,1312.08,1150.47,1650.66,1465.36,1581.24,1339.46,1431.14
1983,1390.59,1325.25,1339.51,1310.00,1300.64,1445.28,1655.41,1452.57,1466.86,1564.00,1169.12,1504.47,1167.66,1360.75,1633.98,989.27,1426.21,1196.18,1265.95,1575.17,1594.53,1366.18,1332.55,1468.10,1579.41,1373.94,1403.37,1162.57,1553.10,1490.96,1501.25,1386.99,1384.00
1984,1381.40,1251.36,1272.94,1254.61,1260.16,1441.03,1668.79,1566.82,1569.06,1466.58,1283.35,1426.76,1253.66,1326.50,1702.49,991.13,1344.96,1140.51,1328.72,1596.58,1674.68,1314.13,1264.75,1529.65,1562.58,1346.10,1340.80,1179.85,1647.61,1445.06,1523.97,1333.70,1358.52
1985,1396.96,1297.06,1384.57,1351.50,1312.84,1416.69,1541.82,1528.77,1470.82,1635.76,1280.78,1541.82,1251.94,1313.83,1577.49,1006.06,1497.06,1205.47,1301.71,1479.77,1538.08,1330.04,1359.24,1488.26,1480.46,1358.56,1398.09,1187.39,1580.33,1414.40,1479.41,1337.36,1347.97
1986,1431.42,1307.52,1270.86,1244.41,1243.21,1500.76,1670.54,1702.68,1583.82,1513.43,1459.70,1454.12,1415.72,1383.20,1721.44,1005.90,1404.64,1151.33,1385.06,1587.14,1749.31,1324.81,1276.54,1645.71,1569.31,1417.07,1377.80,1229.15,1748.12,1463.47,1573.84,1359.68,1463.61
1987,1837.34,1698.35,1670.96,1654.10,1654.88,1901.53,2246.22,1905.76,2183.30,1933.45,1531.11,1871.30,1522.88,1843.83,2302.48,1417.03,1806.00,1446.44,1916.66,2166.52,2175.52,1692.92,1690.08,1918.93,2082.23,1917.86,1883.58,1703.26,2046.74,1912.93,2002.33,1763.00,1818.55
1988,1601.07,1473.26,1536.53,1513.89,1424.83,1664.38,1885.37,1770.01,1764.34,1774.77,1457.75,1673.41,1433.75,1519.79,1938.91,1103.80,1641.85,1349.24,1507.85,1791.69,1886.23,1535.30,1516.18,1738.62,1779.32,1549.06,1569.07,1342.71,1858.70,1666.61,1759.28,1552.49,1557.15
1989,1231.97,1122.88,1055.27,1072.39,1028.46,1292.02,1526.89,1367.58,1541.87,1217.49,1143.77,1148.98,1120.82,1206.38,1578.18,927.50,1192.82,989.56,1370.65,1488.28,1492.33,1148.32,1059.61,1357.96,1410.52,1263.14,1183.01,1154.95,1437.85,1282.56,1351.44,1161.31,1269.40
1990,1311.37,1224.11,1229.79,1245.56,1155.96,1345.78,1527.40,1443.07,1522.98,1414.16,1159.99,1301.14,1158.92,1258.95,1577.43,992.35,1354.08,1122.33,1342.20,1481.28,1513.64,1248.44,1202.44,1434.34,1438.02,1299.48,1262.82,1176.29,1525.28,1345.27,1403.97,1251.46,1308.05
1991,1333.09,1310.84,1225.29,1328.76,926.94,1413.63,1650.62,1401.24,1642.22,1358.04,1109.55,1119.65,1117.08,1360.89,1689.82,854.16,1403.41,1179.22,1420.44,1612.81,1566.65,1332.02,1169.14,1413.42,1556.22,1359.01,1206.44,1161.55,1506.93,1454.51,1474.61,1343.97,1349.23
1992,1298.43,1151.30,1033.41,1054.41,966.55,1478.41,1702.36,1579.87,1603.34,1197.07,1310.36,1110.69,1288.88,1239.59,1774.16,871.48,1171.09,1109.37,1337.88,1611.35,1752.24,1297.25,1032.63,1569.86,1573.19,1237.16,1132.76,1111.29,1673.07,1420.13,1556.65,1269.91,1441.95
1993,1371.82,1251.15,1278.73,1244.17,1288.06,1357.85,1623.11,1405.99,1633.28,1516.82,1156.89,1475.28,1141.12,1340.88,1672.58,1104.53,1397.21,1059.44,1494.85,1581.29,1583.73,1228.38,1291.94,1402.61,1502.70,1437.46,1433.92,1321.89,1494.32,1382.83,1421.26,1272.54,1319.88
1994,1280.04,1231.71,1164.72,1197.52,1043.70,1321.02,1586.76,1299.21,1585.35,1330.22,1037.84,1201.00,1041.26,1297.06,1629.40,952.26,1298.57,1082.83,1379.87,1550.64,1505.38,1242.00,1148.62,1316.91,1481.65,1317.07,1239.10,1183.75,1406.03,1376.71,1379.96,1272.33,1264.59
1995,1546.30,1480.26,1529.26,1536.43,1347.70,1592.90,1817.32,1621.03,1726.19,1738.04,1302.22,1595.91,1297.36,1501.47,1850.11,1057.97,1633.83,1331.47,1458.40,1747.61,1767.84,1491.10,1494.12,1622.57,1718.51,1518.57,1526.87,1297.48,1728.81,1616.38,1668.06,1517.90,1511.65
1996,1271.14,1164.96,1198.53,1183.31,1200.20,1284.82,1476.97,1354.46,1469.39,1394.27,1094.38,1337.82,1087.34,1216.75,1535.63,1011.00,1298.13,1043.87,1330.30,1428.25,1467.59,1174.84,1192.99,1343.77,1379.92,1284.63,1289.65,1181.31,1435.70,1282.96,1343.30,1193.44,1249.33
1997,1168.19,1060.49,1119.46,1112.90,1090.98,1202.83,1380.78,1272.95,1347.26,1303.68,1022.41,1235.01,1019.11,1082.52,1431.78,871.94,1214.44,995.38,1157.88,1329.62,1360.46,1108.38,1094.47,1259.78,1289.35,1123.59,1138.87,1018.74,1349.88,1189.72,1261.55,1098.25,1160.99
1998,1848.65,1731.00,1725.61,1737.86,1534.87,1964.82,2182.59,2135.32,2066.28,1962.51,1732.47,1809.78,1718.55,1766.91,2252.67,1231.04,1839.23,1602.89,1761.69,2078.38,2220.64,1790.49,1692.78,2100.56,2058.11,1782.69,1754.52,1536.26,2242.00,1925.43,2060.13,1800.45,1895.93
1999,1145.92,1066.14,993.16,1058.17,817.58,1263.89,1396.33,1464.10,1333.14,1115.45,1240.52,963.55,1200.93,1087.28,1454.18,687.50,1126.45,1021.13,1072.64,1334.68,1455.72,1142.33,948.86,1404.31,1315.52,1054.07,964.43,891.81,1500.88,1220.64,1325.04,1127.48,1230.70
2000,1451.70,1323.28,1240.16,1244.90,1243.13,1533.36,1905.96,1508.03,1931.70,1421.97,1179.23,1374.87,1196.69,1459.78,1962.56,1090.70,1371.13,1161.61,1639.04,1872.24,1793.81,1377.51,1253.45,1539.21,1743.06,1505.44,1390.85,1362.42,1649.27,1563.17,1610.83,1398.91,1484.79
2001,1467.38,1330.90,1352.93,1291.45,1456.10,1473.12,1785.35,1479.20,1798.86,1594.43,1180.69,1624.77,1190.01,1440.27,1846.22,1177.89,1440.68,1129.44,1590.93,1739.97,1737.39,1315.68,1382.83,1512.12,1637.37,1533.44,1533.70,1394.66,1608.79,1489.41,1542.62,1365.97,1443.27
2002,1353.51,1275.04,1253.22,1259.72,1152.05,1430.00,1654.00,1448.28,1593.57,1441.64,1152.36,1338.69,1160.89,1324.24,1707.56,942.20,1365.77,1144.38,1353.27,1586.64,1629.81,1306.34,1237.66,1460.90,1545.14,1343.03,1307.69,1170.96,1557.66,1433.14,1496.82,1327.23,1381.68
2003,1611.91,1406.20,1347.56,1338.52,1399.29,1659.51,2077.64,1766.92,2136.75,1558.70,1450.46,1532.99,1430.36,1564.20,2161.88,1329.71,1474.44,1222.14,1913.61,2036.92,2023.32,1450.44,1374.51,1762.55,1875.53,1672.06,1581.24,1613.04,1888.26,1656.42,1747.26,1470.11,1639.37
2004,1362.17,1252.20,1237.62,1243.21,1119.97,1446.62,1610.89,1646.10,1497.59,1419.90,1421.99,1320.54,1363.97,1288.60,1655.45,901.59,1337.19,1161.85,1255.02,1525.90,1660.20,1314.18,1219.92,1578.82,1519.49,1292.01,1279.38,1110.23,1683.52,1419.81,1520.71,1321.21,1390.81
2005,1510.46,1339.42,1450.06,1356.89,1592.27,1484.15,1689.90,1684.88,1631.16,1727.12,1454.50,1776.92,1396.45,1406.22,1737.51,1201.41,1512.55,1171.16,1464.04,1618.51,1719.30,1335.66,1471.28,1619.13,1581.40,1503.46,1588.82,1352.53,1727.12,1473.40,1560.71,1375.96,1433.02
2006,1418.85,1289.74,1273.23,1276.62,1234.67,1477.58,1682.80,1649.71,1611.94,1466.04,1407.78,1379.65,1356.14,1354.34,1732.50,1068.89,1385.42,1170.33,1420.63,1610.07,1713.04,1334.95,1265.77,1597.28,1575.70,1391.89,1372.14,1258.93,1702.55,1461.09,1552.03,1351.62,1427.36
2007,1527.56,1357.75,1499.11,1377.23,1690.15,1464.76,1691.95,1561.65,1666.79,1791.43,1293.33,1868.05,1267.50,1447.53,1734.71,1332.52,1548.12,1171.84,1572.88,1633.18,1679.57,1336.32,1538.43,1542.02,1584.00,1586.61,1688.53,1471.36,1642.69,1481.04,1535.44,1384.59,1410.67
2008,1401.43,1291.66,1284.50,1279.81,1210.05,1468.48,1677.17,1586.52,1600.17,1483.74,1325.10,1397.06,1293.16,1349.33,1723.33,987.89,1390.53,1170.21,1369.48,1605.88,1685.43,1335.06,1273.84,1555.32,1572.68,1374.40,1353.36,1203.13,1658.28,1460.85,1540.76,1352.95,1414.47
2009,1414.97,1284.87,1248.85,1264.60,1179.93,1481.67,1683.02,1683.50,1613.31,1427.81,1448.15,1326.43,1388.42,1351.73,1734.04,1054.61,1365.76,1170.26,1432.00,1609.73,1716.46,1334.84,1240.17,1615.43,1575.89,1385.65,1351.47,1262.32,1725.53,1460.13,1558.50,1349.66,1429.72
2010,1374.74,1184.20,1235.38,1177.62,1277.29,1370.12,1571.54,1709.47,1518.20,1457.16,1564.51,1438.60,1449.24,1266.25,1629.26,1058.40,1318.19,1025.30,1374.53,1496.42,1662.68,1190.26,1251.21,1587.75,1452.41,1343.62,1359.49,1231.47,1699.28,1330.35,1451.97,1226.59,1332.48
2011,1423.35,1246.39,1313.91,1248.15,1357.46,1428.15,1627.21,1732.95,1559.04,1552.63,1557.47,1549.89,1454.52,1311.56,1681.39,1032.17,1391.68,1092.69,1366.34,1550.30,1702.03,1257.58,1322.94,1622.45,1512.35,1375.48,1402.36,1219.43,1735.03,1393.40,1509.51,1290.39,1384.26
2012,1580.71,1503.63,1544.11,1535.03,1374.24,1657.40,1848.07,1667.16,1752.24,1776.05,1328.61,1630.54,1336.31,1525.12,1886.80,1099.13,1657.83,1396.08,1501.71,1772.87,1819.31,1553.02,1512.00,1683.27,1758.74,1542.40,1542.77,1337.18,1783.96,1662.45,1726.78,1560.17,1588.02
2013,1208.21,1093.22,1034.92,1081.14,824.83,1362.27,1485.32,1687.03,1307.09,1136.09,1504.33,998.66,1410.35,1093.82,1524.54,657.01,1113.72,1079.07,1014.40,1382.67,1594.65,1230.61,993.58,1571.18,1407.76,1031.01,977.64,856.52,1680.97,1308.39,1441.40,1200.47,1300.38
2014,1242.37,1079.61,1233.92,1151.30,1343.11,1194.83,1331.98,1363.21,1283.93,1491.21,1174.77,1510.03,1128.58,1136.59,1364.78,1027.22,1291.54,972.70,1206.88,1274.50,1363.88,1092.93,1242.91,1310.04,1259.54,1246.52,1351.94,1142.59,1396.84,1186.31,1256.63,1112.46,1141.67
2015,1367.48,1276.29,1250.31,1262.58,1137.97,1451.39,1695.15,1458.32,1633.03,1442.36,1152.18,1322.69,1163.10,1339.81,1746.44,970.76,1373.30,1154.74,1401.13,1627.06,1662.28,1324.27,1232.28,1475.33,1579.04,1363.19,1308.11,1205.58,1574.40,1455.33,1521.29,1336.14,1398.80
2016,1739.24,1593.39,1573.53,1538.67,1542.51,1802.63,2087.76,1921.51,1996.81,1838.39,1615.65,1775.49,1579.90,1694.60,2133.90,1298.22,1701.16,1410.70,1755.66,1999.35,2082.63,1624.90,1588.01,1895.67,1947.39,1754.81,1729.47,1560.99,2014.89,1799.77,1890.92,1659.17,1743.10
2017,1447.54,1304.15,1347.96,1306.27,1313.82,1478.69,1693.83,1644.61,1630.64,1592.18,1406.55,1535.00,1355.68,1373.62,1738.10,1041.65,1448.76,1164.75,1421.32,1626.28,1708.87,1335.26,1345.89,1594.37,1585.69,1428.64,1431.86,1260.54,1699.10,1469.94,1552.44,1358.32,1428.52
2018,1203.90,1095.10,1081.02,1059.75,1063.27,1250.00,1456.99,1359.56,1414.43,1255.94,1140.69,1220.55,1109.40,1168.89,1502.97,861.49,1163.87,968.06,1213.24,1402.05,1467.00,1125.00,1089.12,1332.40,1356.81,1205.78,1180.10,1057.23,1422.40,1251.12,1312.65,1149.33,1209.45
2019,1201.31,1071.31,1144.01,1074.22,1244.74,1171.83,1366.03,1265.40,1369.40,1360.60,1054.39,1390.89,1034.18,1156.88,1404.12,983.20,1201.33,917.69,1255.82,1330.90,1353.55,1061.97,1166.82,1245.56,1277.38,1251.27,1282.75,1135.67,1326.95,1188.40,1226.09,1101.07,1135.97
2020,1254.95,1107.65,1141.57,1113.72,1165.44,1265.88,1465.63,1414.88,1444.12,1347.58,1215.44,1288.56,1176.00,1179.59,1514.08,1031.95,1243.00,991.53,1327.90,1413.03,1481.63,1137.51,1144.69,1377.01,1363.40,1258.18,1257.83,1184.12,1463.00,1254.48,1325.81,1149.17,1239.33
