Variable:,pr
,Angola,Bengo,Benguela,Bie,Cabinda,"Cuando Cubango","Cuanza Sul",Cunene,Huambo,Huila,"Kuanza Norte",Luanda,"Lunda Norte","Lunda Sul",Malanje,Moxico,Namibe,Uige,Zaire
1912,1090.53,1022.58,855.08,1256.04,1306.74,865.10,1211.04,717.39,1446.76,952.71,1426.75,698.19,1358.46,1292.93,1293.02,1105.50,353.89,1534.04,1313.57
1913,936.47,561.86,689.71,1156.99,698.51,753.59,811.71,678.83,1192.44,857.08,806.86,396.91,1270.21,1284.02,979.93,1141.07,299.86,1082.78,751.81
1914,847.18,371.92,628.10,1033.84,771.78,763.56,631.71,519.90,1078.88,752.37,601.41,193.61,1189.40,1245.92,767.30,1043.07,237.75,1053.39,687.31
1915,884.77,586.66,574.42,1110.91,859.49,759.73,818.81,490.01,1140.57,656.77,848.76,376.24,1238.57,1265.03,928.72,1044.69,159.96,1152.40,837.11
1916,1058.32,1203.36,508.02,1240.11,1307.11,805.46,1307.90,635.61,1244.98,631.33,1605.46,867.87,1357.02,1293.13,1362.43,1137.37,65.98,1631.27,1515.12
1917,935.43,566.69,573.69,1159.68,857.62,798.56,821.83,820.59,1180.88,788.31,813.92,386.22,1281.54,1290.97,1007.16,1079.07,182.18,1090.49,796.82
1918,962.62,568.11,647.36,1231.77,803.55,789.33,911.87,582.00,1242.47,789.53,900.01,331.89,1358.45,1282.57,1190.95,1090.80,260.92,1213.07,808.50
1919,964.54,546.81,618.07,1222.00,698.82,771.16,934.38,488.36,1151.35,772.58,952.56,269.78,1358.45,1305.87,1208.09,1193.97,286.55,1165.47,711.94
1920,983.39,595.43,831.14,1251.69,1128.17,740.17,965.22,519.84,1426.79,900.23,851.94,377.49,1358.45,1286.13,1180.84,1062.97,344.17,1309.92,995.22
1921,1004.57,541.35,805.79,1248.62,873.56,846.97,918.05,815.40,1397.51,919.37,786.30,374.92,1358.45,1288.47,1164.12,1107.26,333.94,1152.50,816.86
1922,945.94,788.71,666.07,1260.57,908.47,612.25,1167.52,384.49,1321.47,644.46,1131.85,543.92,1358.53,1297.07,1244.50,1104.75,134.41,1243.80,928.89
1923,1153.88,1244.05,852.10,1280.11,1445.74,865.29,1445.52,748.97,1466.19,909.02,1673.92,837.16,1358.53,1330.49,1344.06,1266.68,331.81,1609.95,1514.97
1924,1044.90,1150.32,849.69,1278.27,775.39,675.76,1478.85,556.76,1447.73,828.94,1545.84,869.67,1358.55,1294.31,1333.45,1090.90,296.96,1443.27,1077.09
1925,1024.32,550.85,606.66,1232.25,1046.52,968.86,904.05,608.28,1239.72,730.73,864.36,318.02,1358.45,1320.27,1181.33,1285.31,209.46,1249.79,945.97
1926,1039.84,841.89,699.59,1233.80,1053.93,771.94,1111.25,432.33,1248.03,742.81,1219.75,559.14,1358.46,1326.51,1262.82,1337.83,269.91,1397.10,1132.94
1927,967.66,628.44,692.90,1232.29,966.56,738.24,957.65,413.08,1245.86,757.21,927.69,430.41,1376.88,1301.55,1201.20,1150.83,272.39,1248.25,920.78
1928,910.56,475.82,685.87,1230.46,903.77,695.91,813.59,391.83,1243.63,756.82,703.94,319.18,1329.99,1262.58,1149.44,1050.61,272.41,1168.85,800.39
1929,967.25,790.34,695.04,1232.49,1182.64,634.05,1031.55,291.52,1246.67,708.97,1110.79,531.43,1353.87,1277.84,1234.31,1151.17,263.57,1449.98,1120.02
1930,845.88,482.22,549.64,1103.24,834.26,603.54,852.87,316.48,1119.42,590.03,748.71,306.37,1352.25,1264.05,1128.54,980.89,104.28,1116.74,764.47
1931,995.00,620.12,694.89,1232.12,1092.65,743.42,935.53,549.34,1245.36,802.41,931.78,366.53,1354.84,1341.05,1196.94,1233.70,284.80,1244.19,982.75
1932,883.18,442.57,629.31,1230.71,980.04,585.58,800.71,295.04,1265.37,638.84,711.13,247.62,1321.55,1279.72,1148.56,1103.29,194.05,1156.24,855.57
1933,1018.35,1018.25,929.03,1238.30,1099.22,641.34,1204.62,495.24,1328.33,1004.54,1411.31,733.76,1327.41,1269.81,1282.83,1042.75,496.11,1354.71,1142.61
1934,1090.72,562.00,829.70,1237.61,981.83,1014.53,874.67,1001.15,1375.07,1145.04,811.02,384.23,1399.95,1322.72,1165.34,1237.96,383.12,1197.02,921.78
1935,1000.61,1132.84,757.39,1234.35,982.62,659.84,1312.06,475.37,1241.53,807.53,1636.69,776.13,1354.57,1270.18,1324.49,980.74,352.83,1415.13,1079.11
1936,963.03,570.37,746.42,1231.34,869.01,734.50,905.33,622.03,1245.56,858.22,906.92,336.75,1305.10,1243.75,1185.28,1106.32,362.63,1176.49,842.71
1937,1094.40,738.55,911.56,1240.87,1138.48,841.17,956.89,1036.71,1443.28,1291.47,1025.79,493.31,1341.89,1291.46,1205.79,1159.07,437.99,1398.97,1136.29
1938,996.63,645.86,664.72,1236.44,897.28,819.75,973.97,708.42,1330.07,888.13,968.83,425.11,1342.14,1283.10,1201.88,1139.72,226.43,1166.37,868.26
1939,974.93,681.00,531.24,1229.67,1218.32,829.92,880.71,516.52,1219.90,605.96,916.04,492.63,1468.80,1293.87,1174.53,1150.02,124.18,1224.36,1076.85
1940,956.71,552.28,640.57,1153.13,915.93,834.61,879.50,753.00,1194.95,907.69,843.82,377.24,1317.18,1198.61,1172.15,1017.66,291.56,1152.36,819.89
1941,891.02,449.80,610.23,1393.04,855.28,634.68,899.63,411.92,1389.17,691.94,693.65,286.34,1253.59,1206.34,1173.70,1042.50,168.81,1072.34,772.44
1942,934.28,423.21,603.28,1184.04,733.89,761.37,788.58,908.05,1183.59,924.66,693.48,271.22,1322.56,1220.74,1143.89,995.44,272.12,1102.54,711.11
1943,938.66,438.29,597.48,1328.52,853.14,748.94,877.34,575.32,1291.12,742.58,711.45,258.13,1337.25,1281.58,1196.75,1099.59,196.39,1068.77,777.94
1944,1117.93,1181.30,951.46,1028.14,1465.15,871.98,1178.95,850.24,1279.83,1172.23,1663.62,797.62,1350.72,1254.39,1252.86,1082.26,553.97,1689.10,1422.78
1945,1062.03,1033.51,645.76,1248.05,1208.79,828.81,1151.79,773.98,1255.05,880.82,1496.68,693.31,1424.10,1296.17,1309.32,1052.29,269.11,1550.25,1208.69
1946,935.00,736.17,637.73,1273.23,944.90,616.36,1043.04,475.36,1280.20,787.27,1191.26,415.06,1326.82,1227.97,1268.89,956.94,219.98,1369.57,936.88
1947,1047.51,875.41,810.80,1212.93,1228.98,784.93,1145.23,867.15,1311.86,1010.96,1217.15,630.56,1342.92,1265.97,1227.86,1085.92,392.64,1334.98,1115.64
1948,951.72,501.90,456.10,1168.82,1005.92,831.03,785.90,523.23,1032.78,641.63,903.77,236.69,1364.76,1289.58,1193.54,1184.30,149.77,1287.48,891.60
1949,944.21,671.16,665.50,1277.85,1108.42,631.86,968.39,582.40,1234.63,853.30,978.57,452.69,1354.96,1235.19,1170.55,1001.05,325.33,1248.36,986.02
1950,1105.05,936.71,831.60,1173.84,1343.30,890.85,1077.79,1102.12,1278.63,1162.97,1212.35,664.83,1354.37,1327.50,1133.06,1080.14,515.89,1510.96,1372.19
1951,1154.99,782.58,1041.12,1499.59,936.73,860.56,1258.95,866.14,1582.18,1278.51,1234.04,511.36,1443.96,1309.13,1493.07,1209.04,581.21,1264.21,874.71
1952,1002.55,840.96,693.26,1155.71,1175.84,713.36,1062.32,453.60,1225.79,754.00,1150.00,616.07,1426.32,1352.93,1188.88,1210.58,290.44,1304.19,1109.91
1953,956.67,476.65,532.33,1166.42,620.94,864.95,801.76,659.14,1066.48,758.36,805.47,282.94,1422.79,1318.39,1085.16,1184.54,230.74,1057.22,629.08
1954,1067.37,668.85,700.39,1320.63,955.36,928.16,1030.41,913.32,1316.47,1021.20,1088.10,404.61,1480.24,1288.63,1396.49,1038.64,346.01,1278.57,912.58
1955,1033.44,1057.38,573.82,1267.23,1198.05,822.26,1173.65,547.54,1167.40,736.89,1514.33,688.42,1408.66,1263.57,1368.83,1045.58,259.83,1492.11,1244.59
1956,988.27,531.04,663.20,1163.79,699.67,868.83,835.90,689.94,1134.06,894.62,836.33,331.72,1374.63,1339.77,1078.88,1211.86,359.04,1078.32,713.16
1957,1107.81,961.63,764.85,1236.61,1347.02,921.29,1056.83,819.73,1261.08,1028.50,1245.45,694.05,1399.47,1340.14,1152.31,1240.51,394.60,1466.60,1315.69
1958,869.10,350.41,473.18,894.97,444.90,896.51,642.93,607.81,896.41,702.17,621.48,193.75,1253.92,1248.78,895.13,1148.83,213.98,915.62,505.67
1959,1037.59,961.84,838.13,1143.08,1302.72,780.82,1202.19,501.23,1313.07,830.95,1340.11,682.98,1441.22,1273.11,1341.95,1082.22,341.59,1415.39,1208.63
1960,1112.34,1174.30,918.07,1369.53,1412.46,685.72,1412.55,560.55,1510.78,939.21,1582.89,856.55,1487.05,1338.72,1475.04,1136.64,373.13,1558.04,1338.14
1961,1173.94,912.30,1014.47,1501.22,1362.77,769.30,1258.79,560.75,1668.69,1133.07,1338.03,567.42,1519.20,1422.38,1429.45,1311.82,504.10,1616.52,1282.94
1962,1078.94,934.87,974.48,1417.57,1290.79,723.41,1291.28,452.27,1589.73,936.93,1244.83,679.38,1337.41,1314.98,1265.00,1268.82,426.38,1351.73,1156.23
1963,1060.18,847.56,709.77,1103.62,1179.38,890.71,993.11,916.28,1182.42,1020.70,1118.00,632.49,1389.62,1338.50,1139.04,1147.23,371.57,1367.74,1160.31
1964,915.39,560.69,682.15,1197.70,1018.63,535.83,859.82,468.60,1230.08,819.19,893.86,316.91,1414.32,1283.48,1193.98,998.89,284.89,1304.64,978.78
1965,944.01,718.61,794.31,1176.49,878.08,624.13,974.58,581.46,1243.48,934.52,993.22,520.90,1337.68,1264.47,1072.10,1037.70,384.29,1184.94,898.83
1966,1075.88,874.11,622.14,1375.95,1365.10,798.33,1096.55,557.58,1245.74,784.79,1281.71,579.87,1551.70,1358.62,1485.13,1153.57,260.56,1518.57,1237.00
1967,1147.39,681.37,739.04,1629.19,964.20,982.24,1138.36,899.83,1570.73,1084.36,1068.02,430.84,1355.78,1335.92,1422.45,1329.07,356.02,1211.67,903.86
1968,1067.00,725.11,944.10,1445.26,929.13,819.37,1196.11,645.93,1615.77,1026.99,1097.66,509.19,1431.39,1335.87,1312.76,1137.40,388.75,1133.51,817.30
1969,1155.44,963.18,910.97,1357.65,1132.79,860.15,1191.93,681.05,1428.23,1056.17,1320.97,686.77,1454.49,1382.92,1356.84,1370.99,491.42,1461.71,1176.85
1970,921.72,749.69,558.19,1134.45,1214.21,631.84,918.22,561.04,1073.27,714.30,1046.81,512.86,1279.32,1291.74,1125.40,1032.29,248.13,1312.00,1089.51
1971,937.65,730.77,664.96,858.28,925.38,790.66,824.69,791.15,918.50,920.89,992.84,547.17,1261.78,1252.36,1049.24,998.29,449.29,1226.49,974.79
1972,937.18,743.07,617.10,1083.22,914.27,773.52,932.22,570.54,1045.81,846.15,1145.20,429.25,1208.41,1204.66,1176.55,1015.00,342.03,1235.85,958.35
1973,1020.03,892.63,824.27,1305.52,980.97,691.25,1283.24,626.18,1456.75,938.70,1345.13,580.63,1322.27,1262.54,1399.68,960.30,361.08,1404.16,1084.85
1974,1035.81,568.57,720.13,1080.29,860.50,1037.05,906.40,989.62,1150.42,1041.66,918.52,361.79,1257.06,1262.89,1167.31,1133.20,415.40,1185.22,810.10
1975,992.44,711.14,578.08,1365.47,1219.03,700.78,999.83,573.29,1270.36,793.34,1077.54,421.44,1314.49,1294.61,1272.07,1128.81,227.04,1388.41,1111.05
1976,1050.43,733.77,676.95,1105.83,1104.12,887.33,988.75,775.90,1112.59,911.49,1131.89,464.98,1423.92,1344.91,1257.89,1201.34,373.42,1313.62,1023.40
1977,1060.60,709.20,597.16,1275.82,1031.78,1003.74,1008.50,658.98,1227.64,772.88,1076.17,471.39,1578.03,1396.24,1291.07,1131.29,230.84,1299.64,952.08
1978,993.71,543.84,584.44,1062.54,654.23,983.91,931.15,699.98,1076.41,757.83,983.89,255.86,1324.02,1311.41,1160.91,1250.72,235.56,1066.83,685.89
1979,1067.40,884.91,763.38,1500.38,832.75,763.78,1128.64,653.53,1431.10,946.77,1265.97,664.91,1274.24,1290.22,1313.94,1282.27,365.96,1292.21,932.63
1980,900.32,623.47,491.37,975.99,952.56,768.72,866.12,441.56,957.39,559.38,954.94,397.96,1308.23,1237.80,1140.39,1059.01,166.13,1333.95,945.25
1981,849.04,507.53,472.76,1091.03,1088.03,762.59,684.20,356.71,974.09,567.08,750.73,299.56,1149.44,1198.95,889.90,1059.93,176.88,1223.41,938.30
1982,929.96,419.92,681.75,1250.99,727.19,729.26,789.26,661.13,1257.06,936.61,679.82,266.41,1326.55,1298.22,973.78,1097.85,347.69,1006.65,650.97
1983,907.69,707.06,567.50,1068.16,983.53,658.21,987.99,501.99,1062.78,648.27,1091.38,452.48,1301.25,1227.83,1286.66,946.46,236.58,1336.75,982.41
1984,917.55,860.56,673.34,1021.85,1172.89,671.91,956.17,571.82,1134.94,765.31,1103.92,625.15,1162.57,1191.58,973.99,1029.47,308.10,1364.05,1171.40
1985,939.67,717.39,579.40,1238.83,990.32,717.38,1027.99,438.62,1179.88,622.53,1092.68,455.54,1433.21,1271.06,1287.11,950.91,196.00,1347.30,943.46
1986,1082.37,877.16,779.58,1581.43,990.22,816.81,1319.95,556.09,1580.50,808.79,1242.43,629.65,1358.54,1339.11,1413.31,1213.22,276.64,1292.99,985.18
1987,948.62,832.88,561.05,1199.33,1182.26,621.61,1000.52,482.86,1083.48,674.32,1234.06,516.26,1430.54,1265.06,1237.96,1011.31,214.20,1465.59,1128.90
1988,1042.32,937.60,724.01,1290.59,1004.96,767.45,1189.35,546.02,1322.64,771.79,1408.56,586.62,1487.58,1342.79,1299.47,1117.20,242.01,1453.41,1078.49
1989,926.51,570.83,493.59,1019.88,1243.50,829.85,735.33,377.58,904.02,564.77,801.75,377.89,1452.37,1312.41,1094.07,1116.32,171.16,1310.25,1102.99
1990,986.66,742.40,694.27,1232.61,1091.90,754.94,1021.04,583.88,1246.18,792.49,1092.13,491.47,1285.81,1289.52,1225.12,1101.57,288.89,1353.07,1017.96
1991,1026.57,756.49,797.95,1352.80,972.20,760.83,1076.98,560.44,1400.98,908.37,1092.46,509.70,1375.29,1301.65,1274.70,1162.70,352.49,1225.79,959.31
1992,884.57,598.49,674.23,1215.48,914.08,593.54,851.42,363.23,1184.75,776.82,928.20,388.78,1273.05,1259.68,1170.67,969.40,302.74,1150.14,832.18
1993,987.91,708.32,694.03,1232.71,898.93,792.83,1021.04,557.67,1246.08,717.65,1075.61,463.08,1224.70,1279.53,1223.90,1213.28,275.26,1263.64,922.10
1994,938.08,790.10,693.74,1232.43,1173.02,679.14,1021.04,326.75,1245.95,633.54,1126.29,497.68,1308.23,1269.49,1233.75,952.10,245.03,1499.84,1173.06
1995,910.23,744.70,694.00,1232.34,1133.08,592.90,1021.04,389.01,1246.06,681.57,1092.81,489.31,1278.47,1249.33,1224.60,933.95,260.23,1328.42,1051.07
1996,941.90,738.38,694.22,1232.57,976.20,672.10,1021.04,453.45,1246.17,751.39,1080.61,500.45,1364.83,1277.31,1222.50,1004.47,283.42,1195.25,945.81
1997,1026.99,777.50,694.65,1232.86,1074.68,835.69,1021.04,691.84,1246.36,853.72,1111.71,495.05,1376.14,1292.88,1229.43,1085.74,315.94,1475.14,1101.21
1998,981.27,805.50,694.68,1232.77,1195.95,638.92,1021.04,532.28,1246.38,843.96,1124.57,521.73,1181.20,1252.40,1229.72,1159.57,313.18,1471.29,1182.89
1999,1009.29,837.05,694.68,1232.77,1313.86,778.38,1021.04,596.44,1246.38,845.62,1129.65,531.85,1245.71,1258.06,1233.65,1089.43,313.75,1511.17,1283.40
2000,1001.48,741.54,694.68,1232.77,1065.96,794.38,1021.04,631.98,1246.38,846.54,1089.73,485.57,1208.18,1252.11,1229.60,1176.98,314.00,1312.49,1015.35
2001,992.54,761.29,694.68,1232.77,925.18,807.10,1021.04,613.40,1246.38,845.85,1094.61,518.14,1212.97,1259.61,1224.57,1131.75,313.75,1283.80,962.09
2002,1025.33,754.05,694.68,1232.77,1062.83,770.14,1021.04,613.40,1246.38,845.85,1102.90,486.32,1560.39,1340.60,1235.29,1079.20,313.75,1433.85,1062.19
2003,973.73,793.63,694.68,1232.77,1149.16,762.28,1021.04,613.40,1246.38,845.85,1129.18,501.09,1027.97,1203.13,1229.57,1091.21,313.75,1407.90,1140.48
2004,1008.23,837.64,694.68,1232.77,1143.95,813.27,1021.04,611.11,1246.38,845.85,1147.93,542.33,1111.48,1229.99,1230.38,1173.93,313.75,1455.40,1146.02
2005,964.15,757.49,694.68,1232.77,952.44,729.20,1021.04,603.48,1246.38,845.85,1101.32,500.91,1156.30,1234.05,1230.87,1060.75,313.75,1324.60,962.34
2006,1030.52,844.85,694.68,1232.77,1347.97,821.43,1021.04,635.74,1246.38,845.85,1149.06,528.29,1277.90,1264.57,1236.66,1120.18,313.75,1550.50,1313.02
2007,995.45,796.77,694.68,1232.77,1296.39,776.30,1021.04,612.40,1246.38,845.85,1121.68,518.11,1142.37,1228.20,1232.25,1119.30,313.75,1432.67,1181.81
2008,1010.13,868.88,694.68,1232.77,1277.80,784.48,1021.04,614.08,1246.38,845.85,1163.34,544.65,1154.80,1243.59,1229.86,1119.74,313.75,1540.71,1290.40
2009,1014.13,851.66,694.68,1232.77,1288.21,822.23,1021.04,634.73,1246.38,845.85,1141.52,559.40,1149.75,1234.15,1229.86,1132.92,313.75,1479.33,1270.94
2010,988.73,786.07,694.29,1232.68,1218.32,794.10,1017.86,609.22,1246.22,845.85,1104.91,521.49,1123.06,1231.26,1220.72,1139.43,313.75,1301.71,1093.59
2011,1004.56,661.92,692.38,1232.30,1117.80,814.15,967.50,697.40,1245.69,860.73,987.48,418.13,1306.37,1289.07,1204.65,1119.30,314.91,1336.79,1019.38
2012,1019.60,867.00,696.64,1233.20,1036.10,783.24,1052.87,614.46,1247.01,845.85,1188.17,592.27,1341.01,1294.43,1239.28,1119.60,313.75,1430.48,1103.85
2013,984.63,529.36,687.01,1231.09,1070.25,815.27,836.51,609.55,1244.08,845.86,775.04,339.83,1358.45,1297.63,1162.18,1122.59,313.75,1304.02,984.49
2014,1008.86,673.28,692.52,1232.25,982.94,896.37,970.27,626.90,1245.66,845.86,980.30,470.13,1358.45,1297.63,1203.40,1125.29,313.75,1203.70,933.14
2015,956.62,501.01,689.78,1231.67,1086.05,699.96,892.66,593.02,1244.94,845.85,804.09,304.06,1358.45,1294.94,1174.63,1093.49,313.75,1204.83,923.16
2016,979.60,506.06,690.88,1232.36,1191.08,681.85,947.92,596.97,1245.80,845.85,927.86,215.90,1358.46,1297.63,1214.60,1154.27,313.75,1321.65,997.66
2017,1005.98,524.56,690.31,1232.03,1129.08,835.00,920.91,613.40,1245.38,845.85,858.93,314.51,1358.45,1297.63,1191.41,1194.10,313.75,1286.32,987.55
2018,1005.53,743.82,694.68,1232.77,1028.45,780.12,1021.04,613.40,1246.38,845.85,1092.28,491.45,1358.46,1297.63,1228.37,1119.83,313.75,1332.91,1012.01
2019,1012.26,745.51,694.68,1232.77,1283.94,778.86,1021.04,613.40,1246.38,845.85,1092.20,491.45,1358.46,1297.63,1227.93,1119.83,313.75,1363.93,1146.31
2020,1019.67,745.23,694.68,1232.77,1213.52,781.69,1021.04,613.40,1246.38,845.85,1092.85,491.45,1358.46,1297.63,1230.43,1119.83,313.75,1510.56,1141.46
