Variable:,pr
,Colombia,Amazonas,Antioquia,Arauca,Atlantico,Bolivar,Boyaca,Buenaventura,Caldas,Caqueta,Casanare,Cauca,Cesar,Choco,Cordoba,Cundinamarca,Guainia,Guajira,Guaviare,Huila,Magdalena,Meta,Narino,"Norte De Santander",Putumayo,Quindio,Risaralda,"San Andres Y Providencia",Santander,Sucre,Tolima,"Valle Del Cauca",Vaupes,Vichada
1979,2750.77,2782.18,2776.65,2241.91,1350.33,2407.03,1807.16,2469.75,2367.30,2983.22,2970.62,2469.75,2293.96,7031.17,2040.68,1993.52,3078.36,1554.96,2979.74,1697.48,1846.51,3139.40,2493.13,2017.24,3158.88,1942.78,2444.44,2139.92,2634.31,1915.88,1923.64,2586.96,3110.44,2766.20
1980,2386.04,2945.12,2407.53,1813.73,931.26,1788.28,1463.45,2108.33,2077.62,2571.88,2483.54,2108.33,1531.20,5767.67,1652.98,1640.79,2825.53,892.57,2679.84,1380.80,1162.73,2469.65,2330.18,1463.48,2648.74,1691.83,2258.86,2076.04,1976.20,1431.64,1615.86,2151.03,2797.35,2528.28
1981,3013.57,3303.02,3380.69,2461.91,1762.42,2901.13,1877.50,2724.77,2576.25,2993.51,3108.17,2724.77,2942.98,7614.01,2704.22,2013.11,3206.29,2027.05,2947.06,1819.70,2479.14,3059.83,2986.24,2308.22,3378.95,2129.76,2824.26,2531.19,2841.70,2472.64,2030.10,2819.77,3200.79,2906.79
1982,2663.91,3108.22,2528.45,2077.14,916.26,1920.91,1552.64,2670.16,2331.31,2851.65,2676.76,2670.16,1712.66,6431.54,1701.58,1780.23,3293.26,952.10,2844.56,1790.37,1279.46,2674.17,3041.75,1772.30,3228.29,1947.63,2466.78,2236.73,2244.44,1447.36,1994.64,2550.54,3376.76,2817.34
1983,2472.84,2919.98,2436.11,1941.97,777.99,1824.05,1459.74,2048.61,2088.18,2553.75,2541.20,2048.61,1558.98,5257.71,1636.49,1673.02,3223.67,774.75,2823.10,1380.92,1112.80,2510.99,2852.50,1549.64,2815.10,1634.86,2119.05,1527.63,2001.57,1368.39,1675.66,2034.91,3139.34,2862.60
1984,2854.82,2749.46,3149.97,1852.37,1127.17,2162.98,1741.89,3096.64,2795.72,3233.94,2709.75,3096.64,1768.03,8626.05,2156.24,2180.96,3123.49,922.09,3118.87,2039.69,1412.70,3313.68,3203.43,1605.42,3696.72,2362.16,3017.07,2012.94,2312.34,1768.65,2282.41,3196.32,3219.09,2599.93
1985,2458.08,2383.87,2761.54,2084.84,1290.02,2439.67,1571.17,2187.41,2099.84,2621.79,2651.98,2187.41,2186.88,6316.03,2134.49,1659.12,2686.60,1316.56,2606.23,1415.81,1690.78,2529.11,2353.02,1971.19,2756.61,1658.27,2198.39,1624.22,2407.40,1941.15,1605.30,2279.99,2381.18,2638.78
1986,2629.54,2842.27,2822.90,2169.52,883.98,2157.24,1660.64,2311.95,2441.73,2697.51,2795.50,2311.95,1806.39,6470.35,1834.08,1884.67,3246.16,919.71,2831.46,1584.29,1272.22,2761.21,2438.45,1891.47,2727.50,1892.11,2511.35,1918.97,2430.55,1523.43,1901.15,2450.82,3235.99,2784.76
1987,2521.42,2755.69,2695.23,1972.84,1342.33,2309.54,1541.69,2156.96,2151.88,2636.68,2624.64,2156.96,2096.91,6323.42,2129.37,1701.46,2912.25,1333.35,2691.25,1432.56,1772.88,2593.37,2464.15,1727.11,2763.25,1753.43,2289.64,2064.66,2208.44,1951.79,1673.25,2304.71,2708.79,2670.78
1988,2827.60,2597.93,3248.49,2407.01,1490.20,2830.74,1861.66,2871.60,2718.38,3008.09,3066.04,2871.60,2343.09,7878.15,2377.60,2056.41,2883.48,1399.47,2848.87,1893.45,1878.69,3073.49,3057.41,2171.21,3571.00,2208.58,2880.24,2121.71,2763.64,2273.54,2121.71,2911.05,2788.28,2547.36
1989,2458.27,2787.49,2739.48,1757.39,1186.73,2088.65,1478.59,2231.23,2339.49,2697.27,2310.19,2231.23,1765.60,6416.43,2005.52,1752.13,2850.30,1016.13,2677.34,1505.79,1413.49,2488.05,2465.26,1625.29,2835.09,1871.40,2471.23,1624.89,2167.81,1726.05,1790.33,2358.04,2848.21,2260.55
1990,2484.70,2716.21,2710.17,1868.76,1031.09,2148.45,1506.53,2258.12,2338.77,2667.98,2345.39,2258.12,1923.41,6322.79,1804.66,1754.10,2949.86,1217.59,2677.08,1579.58,1431.46,2463.40,2478.27,1819.75,2766.38,1857.64,2454.88,1813.06,2348.80,1611.55,1858.93,2339.78,2818.17,2507.39
1991,2290.18,2646.37,2302.74,1586.93,539.14,1349.49,1377.15,2117.87,2142.37,2662.71,2272.81,2117.87,1094.77,5930.67,1354.33,1687.30,2712.41,680.27,2669.15,1481.52,762.38,2590.22,2404.57,1106.54,2860.59,1707.13,2247.01,1779.32,1825.94,1010.52,1680.00,2196.35,2454.84,2551.70
1992,2212.58,2699.20,2057.49,1732.52,1046.71,1806.13,1163.28,1938.69,1677.34,2436.65,2165.56,1938.69,1565.54,5229.11,1662.58,1300.12,2753.60,954.26,2521.26,1240.01,1297.96,2060.89,2638.95,1318.83,2807.81,1381.01,1818.80,1492.95,1622.11,1529.77,1363.05,1876.31,2730.78,2457.13
1993,2410.15,2950.86,2405.30,1657.85,893.93,1743.88,1367.48,2352.41,2166.28,2699.60,2150.56,2352.41,1531.58,5989.01,1611.18,1662.93,3010.52,912.99,2651.88,1614.47,1179.23,2359.16,2531.24,1420.53,2962.93,1749.79,2241.95,1010.25,1981.21,1378.23,1831.46,2274.55,3211.65,2328.55
1994,2570.61,2927.84,2458.60,1956.73,855.17,1901.15,1518.38,2498.18,2204.08,2818.78,2581.17,2498.18,1630.75,6061.48,1608.16,1763.45,3188.88,962.03,2902.07,1699.38,1175.65,2688.30,2767.00,1611.46,3103.95,1851.32,2340.16,1716.88,2187.80,1437.39,1898.95,2374.41,3213.84,2731.59
1995,2685.45,3163.41,2827.52,1915.58,1593.56,2450.93,1635.51,2255.94,2379.56,2825.07,2663.68,2255.94,2105.70,6490.32,2248.90,1919.94,3101.22,1249.62,2910.60,1593.28,1864.13,2904.17,2507.73,1677.35,3023.62,1867.88,2462.35,1993.60,2260.68,2092.27,1838.32,2389.12,3196.36,2562.29
1996,2805.54,3053.76,2999.93,2076.52,1269.03,2349.61,1733.51,2499.48,2555.17,2867.60,2852.37,2499.48,1980.01,7022.36,2161.50,2029.33,3396.17,1151.66,3024.26,1749.91,1586.93,2996.03,2550.58,1740.28,3027.97,2031.56,2690.25,1999.21,2436.26,1909.48,2011.76,2608.30,3262.84,3023.48
1997,2365.69,2998.92,2148.77,1588.70,880.67,1528.99,1260.56,2131.71,1929.57,2614.27,2201.64,2131.71,1320.36,5460.03,1515.11,1526.80,3125.07,808.25,2779.20,1411.01,1092.44,2389.80,2695.70,1133.84,2907.82,1593.90,2095.22,1291.27,1659.99,1264.82,1574.27,2055.02,3230.83,2565.16
1998,2806.83,2880.40,2939.15,2112.87,1307.14,2265.62,1788.47,2521.89,2611.50,2846.67,2880.13,2521.89,1996.52,7082.90,2050.02,2097.48,3270.37,1202.01,3015.39,1798.44,1642.68,3107.68,3352.41,1784.78,3180.04,2099.34,2731.09,2004.58,2445.88,1874.14,2080.96,2639.49,3234.58,2963.37
1999,2945.43,3084.17,3320.00,2081.53,1681.50,2679.25,1830.40,3108.83,2899.48,2990.65,2801.15,3108.83,2471.02,8395.36,2392.60,2200.93,3137.11,1644.52,2983.39,2060.60,2081.72,3079.97,3092.22,2097.00,3304.77,2384.62,3125.16,2389.25,2715.26,2210.38,2354.47,3149.42,3196.22,2606.06
2000,2730.15,2999.83,3077.92,1944.67,910.97,2024.41,1658.16,2637.54,2670.81,2820.84,2671.06,2637.54,1640.23,7637.61,1943.76,1994.91,3308.80,915.71,2854.27,1749.98,1207.03,2792.17,2687.51,1681.31,3056.36,2151.76,2886.87,1654.49,2362.29,1560.60,2029.48,2802.87,3267.74,2761.85
2001,2451.02,3011.11,2501.61,1655.16,940.91,1688.56,1340.04,2239.72,2160.02,2622.70,2335.86,2239.72,1487.25,6286.48,1669.37,1622.90,3063.41,998.73,2807.20,1490.31,1173.34,2517.80,2464.54,1282.97,2810.28,1776.30,2350.96,1807.54,1797.73,1353.90,1717.18,2312.95,3180.36,2462.31
2002,2689.96,3201.78,2534.22,2007.94,944.17,1854.17,1641.27,2369.06,2240.19,2859.69,2862.33,2369.06,1599.45,6344.49,1732.54,1854.82,3415.22,905.69,3079.78,1611.10,1255.44,3032.45,2808.44,1523.96,3120.52,1847.97,2375.89,1659.78,2196.56,1507.37,1803.74,2387.11,3342.60,2891.69
2003,2673.87,3382.54,2710.62,2188.60,1259.36,2285.71,1643.38,2229.50,2201.20,2653.49,2775.95,2229.50,1929.47,6277.80,2056.45,1745.44,3222.00,1133.77,2788.71,1526.48,1536.04,2658.41,2877.93,1831.03,2977.72,1784.08,2323.59,1903.65,2354.26,1875.17,1744.31,2296.43,3198.32,2844.48
2004,2729.44,3383.83,2738.35,2199.31,1467.36,2550.12,1750.88,2226.47,2304.58,2708.49,2901.71,2226.47,2408.82,6017.05,2090.41,1868.56,3105.80,1592.40,2965.80,1590.00,1911.54,2860.50,2435.05,2161.29,2850.51,1837.73,2371.50,2630.02,2569.71,2053.72,1850.49,2281.86,3191.58,2755.69
2005,2756.09,3406.26,2846.62,2215.85,1307.31,2408.86,1818.28,2467.13,2464.39,2803.95,2873.08,2467.13,2294.76,6660.58,1951.05,1962.12,3072.06,1495.99,2941.57,1709.64,1762.82,2903.37,2420.00,2245.99,2913.78,1987.31,2562.11,2219.65,2698.47,1862.74,1964.25,2531.82,3238.64,2562.92
2006,2810.73,3451.71,3023.97,1963.76,1048.42,1972.15,1750.37,2793.27,2780.25,2924.76,2700.42,2793.27,1835.02,7579.54,1884.61,2127.98,3085.69,1201.44,2961.76,1958.75,1419.38,3066.51,2768.42,1835.51,3112.64,2307.36,2981.18,1663.87,2477.52,1517.76,2273.19,2899.70,3257.18,2550.98
2007,2815.70,3411.62,3028.15,1807.99,1837.19,2629.37,1571.68,2616.81,2533.09,2844.65,2566.28,2616.81,2322.95,7543.33,2527.10,1926.54,3128.36,1457.93,2870.74,1763.12,2129.85,2907.31,2708.08,1723.86,3067.26,2089.13,2750.81,1730.48,2230.04,2368.09,2011.42,2754.30,3182.40,2745.63
2008,3067.75,3135.77,3285.01,2225.15,1268.28,2478.23,1979.75,3367.66,2993.56,3360.21,3089.66,3367.66,2165.87,8961.87,2106.68,2381.39,3228.52,1382.09,3080.48,2243.48,1703.74,3542.32,3316.95,2001.43,3758.85,2546.47,3286.67,2407.74,2710.42,1923.14,2444.06,3379.64,3233.80,2795.29
2009,2502.07,3071.20,2609.12,1761.41,802.33,1750.06,1525.92,2277.45,2264.94,2739.40,2484.67,2277.45,1532.15,6290.98,1630.90,1761.94,3020.47,866.14,2848.60,1547.95,1159.00,2644.46,2353.96,1557.36,2921.14,1841.99,2407.58,1565.90,2200.11,1327.66,1806.01,2371.53,3224.27,2299.05
2010,3026.06,2701.60,3315.01,2544.13,1811.00,3097.62,2053.44,2810.35,2881.21,3079.51,3237.73,2810.35,2784.80,7797.74,2516.67,2299.10,3164.08,1696.35,3155.20,2013.39,2265.15,3478.23,3111.76,2503.36,3396.10,2343.17,3039.93,2404.76,2919.34,2512.07,2294.39,2940.74,3205.07,2935.60
2011,3160.38,2723.79,3727.16,2419.84,2034.22,3158.78,2245.48,3196.28,3196.26,3181.57,3356.67,3196.28,2867.54,8473.65,2796.44,2547.54,3145.50,1820.68,3180.98,2277.84,2436.39,3717.52,2945.54,2588.49,3429.44,2644.31,3382.89,1956.45,3249.46,2623.50,2602.75,3260.29,3201.24,2816.28
2012,2422.87,2734.36,2588.88,1873.44,1076.81,2106.08,1454.12,2208.04,2131.45,2512.99,2358.25,2208.04,1895.59,5979.09,1814.58,1561.73,2951.55,1080.21,2545.59,1475.14,1479.62,2245.97,2616.53,1753.85,2801.68,1793.20,2346.31,1939.76,2216.28,1647.95,1710.25,2250.59,3226.71,2323.84
2013,2457.90,2895.94,2613.97,1722.75,990.10,1858.08,1406.32,2293.78,2277.71,2580.86,2300.53,2293.78,1552.28,6327.66,1736.55,1657.50,3212.08,910.42,2533.82,1499.43,1216.88,2345.00,2486.90,1437.74,2810.81,1903.19,2477.02,1525.61,2066.39,1497.12,1764.13,2387.19,3273.59,2456.40
2014,2399.83,3009.42,2404.78,1475.80,757.25,1533.56,1256.52,2385.58,2202.99,2618.44,2121.26,2385.58,1296.12,6250.05,1495.70,1580.70,3094.91,841.14,2592.62,1564.33,981.79,2308.99,2710.90,1154.87,2929.39,1830.82,2395.58,1815.51,1805.56,1187.29,1782.69,2376.67,3211.87,2492.37
2015,2180.39,2906.57,1970.15,1571.27,521.66,1297.30,1160.11,1556.83,1709.21,2268.67,2113.59,1556.83,1089.19,4505.75,1266.61,1302.17,3172.60,726.09,2556.66,1080.06,769.41,1993.45,2706.26,1068.19,2612.34,1359.49,1799.10,1062.19,1623.14,981.50,1319.90,1649.17,3234.83,2594.93
2016,2469.63,2830.53,2421.30,1583.83,1136.88,1859.43,1369.70,2255.71,2138.36,2646.85,2314.61,2255.71,1664.58,6057.31,1736.22,1647.47,3185.97,1177.71,2812.98,1524.46,1389.14,2545.62,2564.78,1355.33,2844.39,1763.47,2283.20,1382.05,1896.28,1537.28,1717.33,2260.23,3259.17,2591.20
2017,2731.28,2960.62,2966.62,1814.90,1288.84,2174.14,1556.14,2908.42,2591.76,3042.49,2476.08,2908.42,1939.37,7572.99,2091.50,1939.52,3063.16,1181.65,2858.09,1886.02,1627.92,2798.28,3141.89,1673.27,3438.25,2212.23,2847.15,2059.69,2200.55,1832.72,2113.14,2897.88,3214.42,2427.61
2018,2593.66,3034.91,2767.00,1829.80,1010.97,1990.34,1554.54,2226.35,2376.42,2632.20,2588.60,2226.35,1724.30,6592.07,1908.87,1811.59,3209.69,1107.77,2772.92,1487.03,1369.71,2673.60,2484.57,1506.97,2805.12,1909.52,2537.10,1580.61,2180.84,1606.72,1777.57,2410.40,3248.67,2736.52
2019,2532.39,3104.51,2587.05,1797.96,753.86,1662.29,1520.97,2211.09,2345.19,2631.62,2538.04,2211.09,1336.93,6148.48,1583.90,1806.23,3188.16,786.74,2805.58,1524.72,989.39,2685.38,2759.58,1304.17,2884.25,1912.78,2471.17,1223.09,2111.29,1259.13,1840.63,2350.96,3225.61,2699.21
2020,2544.11,3041.20,2649.55,1576.62,831.58,1704.40,1468.54,2299.30,2278.11,2822.72,2478.84,2299.30,1309.50,6809.90,1699.69,1797.96,3049.74,842.77,2886.57,1535.52,1020.74,2830.30,2664.53,1140.55,3097.18,1824.83,2465.26,2204.74,1949.76,1329.30,1720.53,2423.01,3162.48,2547.26
