Variable:,pr
,Thailand,"Ang Thong",Bangkok,Buriram,Chachoengsao,Chainat,Chaiyaphum,Chanthaburi,"Chiang Mai","Chiang Rai",Chonburi,Chumphon,Kalasin,"Kampaeng Phet",Kanchanaburi,"Khon Kaen",Krabi,Lampang,Lamphun,Loei,Lopburi,"Mae Hong Son","Maha Sarakham",Mukdahan,"Nakhon Nayok","Nakhon Pathom","Nakhon Phanom","Nakhon Ratchasima","Nakhon Sawan","Nakhon Si Thammarat",Nan,Narathiwat,"Nong Khai",Nonthaburi,"Pathum Thani",Pattani,Phangnga,Phatthalung,Phayao,Phetchabun,Phetchaburi,Phichit,Phitsanulok,"Phra Nakhon Si Ayudhya",Phrae,Phuket,"Prachuap Khilikhan",Ranong,Ratchaburi,Rayong,"Roi Et","Sakon Nakhon","Samut Prakarn","Samut Sakhon","Samut Songkham",Saraburi,Satun,"Si Saket",Singburi,Songkhla,Sukhothai,Suphanburi,"Surat Thani",Surin,Tak,Trad,Trang,"Uthai Thani",Uttaradit,Yala,Yasothon,"Amnat Charoen","Nong Bua Lamphu",Phachinburi,"Sa Kaeo","Ubon Ratchathani","Udon Thani"
1911,1325.02,957.68,1143.53,1005.47,1433.32,1058.51,959.65,1924.51,1083.31,1258.56,1368.73,2319.88,1073.67,1063.55,1913.28,991.04,2103.82,965.84,983.55,1031.99,1025.82,1169.29,1025.64,1170.33,1336.85,969.91,1394.24,1018.01,1027.56,2141.08,1101.11,2560.35,1341.07,1002.13,1155.24,1962.98,2537.33,1974.92,1078.79,946.06,1507.24,970.00,1017.88,1081.13,1022.95,2177.19,1501.01,2909.51,1367.32,1378.15,1103.04,1215.72,1204.12,1091.01,1258.07,1128.28,1925.48,1201.94,964.02,1881.56,1083.55,1087.73,2267.57,1087.88,1190.23,2461.83,1943.06,1283.52,1122.53,2346.76,1138.84,1198.70,1065.88,1358.78,1284.46,1346.00,1169.73
1912,1499.22,1105.91,1368.37,1140.53,1740.29,1178.38,955.20,2309.26,1245.44,1500.45,1653.46,2808.15,1114.71,1191.97,2307.79,962.27,2524.07,1105.18,1131.71,1079.79,1131.40,1297.07,1031.84,1266.49,1658.48,1166.11,1601.75,1118.78,1131.26,2261.18,1246.71,2782.72,1428.31,1207.87,1377.31,2212.83,3108.41,2303.28,1292.12,986.69,1878.95,1090.37,1076.84,1280.94,1128.46,2690.80,1731.32,3706.47,1724.67,1619.64,1144.29,1317.57,1438.35,1344.61,1629.59,1350.95,2404.43,1320.98,1104.62,2212.98,1125.71,1255.46,2638.05,1201.28,1321.60,3040.35,2397.39,1422.73,1147.70,2598.72,1206.99,1302.05,1029.61,1657.39,1534.32,1513.63,1166.43
1913,1485.01,1016.94,1230.18,1001.87,1487.84,1167.79,1002.96,1970.88,1122.78,1309.84,1494.51,2982.98,1172.94,1271.73,2134.34,1074.85,2621.33,999.29,1019.11,1201.69,1050.37,1178.17,1045.20,1287.35,1349.49,1091.75,1626.38,1007.01,1167.30,2539.55,1197.17,3142.16,1600.27,1120.80,1220.39,2442.55,3187.62,2482.78,1133.86,1022.87,1853.83,1140.35,1181.84,1142.22,1057.10,2759.01,1919.35,3766.20,1590.29,1495.54,1148.32,1422.16,1280.33,1257.82,1569.26,1131.71,2547.27,1237.13,1035.94,2381.56,1188.09,1168.40,2774.25,1091.43,1308.38,2557.71,2505.13,1443.78,1248.42,2883.65,1208.76,1303.39,1220.69,1340.83,1260.65,1454.33,1369.00
1914,1492.19,1093.22,1322.60,1065.15,1655.17,1268.48,1056.70,2173.44,1164.10,1383.00,1579.36,2636.67,1072.28,1309.95,2322.98,1061.80,2333.50,1074.57,1079.66,1233.82,1154.84,1222.21,1025.92,1215.46,1587.85,1105.62,1559.81,1098.28,1267.25,2269.77,1323.20,2876.57,1474.68,1146.67,1352.70,2326.21,2810.91,2233.60,1252.01,1116.52,1817.89,1240.74,1248.22,1257.77,1188.55,2506.42,1715.48,3314.77,1608.41,1575.87,1092.48,1309.07,1399.86,1266.58,1516.53,1300.15,2406.59,1246.04,1114.89,2230.05,1224.23,1259.90,2502.32,1122.69,1374.55,2824.25,2259.82,1570.63,1342.39,2697.38,1148.09,1252.41,1155.98,1548.97,1396.34,1442.01,1236.30
1915,1597.05,1255.45,1472.15,1255.50,1765.83,1290.10,1157.28,2259.58,1206.26,1480.94,1691.07,2563.21,1336.67,1278.93,2403.32,1182.01,2698.96,1095.86,1107.97,1241.82,1209.27,1255.56,1275.06,1484.11,1688.54,1273.24,1746.11,1245.78,1239.75,2524.85,1303.87,2949.61,1606.10,1308.88,1491.53,2399.12,3035.57,2518.24,1281.65,1109.07,1840.55,1150.04,1210.63,1402.27,1174.49,2670.70,1635.51,3302.63,1753.96,1662.79,1383.46,1482.51,1543.14,1420.17,1646.59,1410.16,2646.67,1539.62,1240.72,2424.81,1228.44,1398.28,2691.57,1376.32,1359.66,2882.04,2614.80,1553.21,1302.26,2835.47,1439.81,1527.08,1235.61,1642.50,1533.33,1720.93,1364.74
1916,1649.38,1221.75,1445.33,1169.42,1808.87,1348.71,1195.82,2376.81,1389.98,1684.91,1723.63,2748.48,1240.66,1461.52,2452.64,1182.69,2628.42,1274.88,1291.16,1415.82,1273.06,1445.84,1164.24,1351.41,1728.29,1236.35,1695.93,1225.86,1368.55,2502.70,1549.39,2638.23,1606.61,1275.53,1461.37,2245.09,3134.77,2444.34,1480.07,1293.43,1902.32,1384.94,1454.49,1362.36,1384.64,2866.67,1738.76,3485.05,1774.66,1735.50,1251.16,1473.95,1518.03,1401.43,1665.66,1432.50,2545.58,1389.01,1233.80,2317.98,1427.62,1378.38,2693.75,1237.74,1579.55,3009.19,2527.58,1650.03,1535.30,2498.96,1296.84,1359.54,1256.32,1723.17,1591.49,1533.06,1381.88
1917,1624.97,1293.49,1569.03,1358.67,1941.78,1359.36,1192.84,2630.46,1196.66,1359.94,1852.80,2483.57,1328.53,1369.84,2661.64,1232.72,2366.51,1074.57,1125.17,1246.17,1283.91,1280.76,1281.29,1465.49,1831.49,1332.49,1754.44,1338.46,1302.77,2324.22,1238.42,2913.00,1563.07,1379.60,1586.08,2266.03,2796.12,2360.81,1179.86,1195.29,1998.82,1282.24,1338.58,1475.88,1138.88,2498.96,1735.68,3180.38,1923.12,1838.55,1390.03,1507.95,1652.13,1527.00,1833.56,1504.36,2276.08,1589.89,1286.32,2186.01,1343.10,1476.81,2408.59,1451.85,1480.66,3510.57,2322.38,1632.75,1316.67,2601.45,1444.64,1524.28,1270.40,1814.96,1737.30,1762.99,1383.99
1918,1437.41,938.92,1159.45,1116.14,1485.22,1045.53,1018.20,1994.04,1271.05,1508.10,1377.35,2193.06,1326.44,1123.64,1888.44,1109.72,2126.05,1161.22,1172.55,1264.90,1018.94,1325.45,1154.27,1445.61,1456.25,947.28,1795.21,1083.40,1029.45,2088.32,1312.73,2890.83,1609.82,989.26,1187.10,2191.67,2522.92,2054.58,1324.53,1043.03,1457.91,1083.40,1185.37,1094.36,1200.65,2253.59,1370.17,2768.34,1357.28,1382.01,1297.90,1548.83,1230.35,1084.72,1254.43,1170.72,2129.46,1345.46,954.61,2026.53,1189.94,1076.29,2206.40,1221.80,1278.50,2646.28,2039.45,1232.98,1263.39,2610.60,1368.40,1437.44,1207.85,1420.28,1341.47,1539.37,1381.06
1919,1390.18,1031.40,1254.34,934.41,1593.36,1109.94,914.94,2098.01,1097.84,1337.17,1498.29,2498.39,1139.22,1049.08,2098.98,957.04,2400.97,937.38,962.14,1023.76,1034.49,1172.71,949.20,1323.41,1481.81,1051.20,1732.93,965.32,1041.28,2245.98,1147.26,2674.93,1484.94,1087.00,1285.63,2118.32,2884.01,2212.75,1137.42,926.14,1707.66,941.69,1031.66,1190.56,975.85,2487.27,1617.76,3255.46,1546.71,1510.31,1106.03,1406.56,1325.54,1198.80,1416.37,1213.39,2240.67,1224.50,1035.72,2082.68,1002.95,1171.79,2482.62,1034.55,1180.32,2745.10,2250.12,1327.76,1059.78,2469.87,1208.06,1299.26,1030.53,1448.50,1301.40,1461.34,1202.73
1920,1421.03,901.42,1080.79,1123.34,1338.92,1055.54,1065.84,1737.64,1072.64,1260.41,1257.26,2294.15,1349.56,1172.30,1980.33,1199.91,2194.33,973.61,999.86,1218.63,974.83,1118.87,1193.41,1519.79,1342.36,909.95,1867.67,1061.30,1078.91,2361.53,1165.71,2609.84,1700.77,938.92,1108.44,2070.09,2590.94,2159.42,1099.14,1038.07,1474.12,1131.97,1224.93,1028.26,1039.61,2489.04,1448.72,2802.84,1337.87,1233.60,1348.25,1588.73,1141.45,1037.52,1229.35,1063.41,2115.98,1469.62,923.67,2010.96,1188.40,1047.72,2273.64,1265.68,1224.02,2269.08,2110.80,1320.37,1247.15,2420.25,1439.52,1554.72,1320.54,1259.38,1217.48,1741.18,1472.19
1921,1498.44,1181.93,1396.59,1124.69,1770.19,1269.55,1115.66,2302.40,1197.48,1461.08,1657.08,2543.29,1169.73,1212.79,2209.65,1118.72,2468.25,1062.73,1079.91,1237.73,1242.30,1271.33,1080.76,1262.70,1687.93,1163.73,1574.36,1191.05,1230.27,2071.40,1315.13,2404.79,1528.99,1208.32,1451.66,1968.53,3026.27,2107.90,1273.37,1176.93,1718.55,1205.23,1246.18,1354.93,1146.36,2779.96,1598.95,3303.30,1625.84,1682.91,1169.81,1392.55,1477.23,1310.74,1475.51,1419.41,2381.22,1263.37,1193.92,1999.86,1184.20,1315.60,2464.48,1164.03,1330.07,2971.59,2350.51,1441.48,1293.55,2315.84,1209.17,1276.52,1219.27,1676.57,1522.98,1412.02,1335.18
1922,1475.54,1024.27,1189.53,970.61,1457.51,1158.32,1017.85,1927.00,1163.61,1299.05,1400.96,2727.67,1076.20,1346.30,2053.97,1022.53,2679.80,1067.81,1106.04,1132.41,1107.99,1221.29,985.17,1178.42,1388.22,1050.73,1447.92,1037.97,1208.72,2825.21,1164.42,3510.45,1410.80,1079.53,1212.49,2679.10,3064.46,2743.11,1135.91,1078.37,1662.99,1214.25,1254.08,1145.04,1110.36,2831.70,1682.65,3306.98,1475.47,1395.19,1073.48,1267.16,1239.55,1180.21,1414.37,1190.28,2655.62,1159.10,1037.83,2589.76,1293.36,1161.32,2726.70,1033.84,1380.79,2514.04,2638.84,1419.21,1256.72,3162.97,1119.95,1185.18,1136.65,1394.93,1306.11,1332.24,1242.96
1923,1545.89,1305.52,1526.95,1407.81,1963.95,1315.30,1173.34,2639.81,1143.84,1404.57,1865.74,2088.49,1332.23,1282.34,2342.40,1184.55,2047.81,1061.61,1048.09,1227.75,1360.59,1187.30,1322.29,1494.34,1879.41,1309.30,1733.43,1398.88,1265.95,1851.59,1301.23,2720.74,1495.87,1345.33,1577.89,1943.90,2406.03,1920.40,1245.33,1179.18,1997.11,1201.56,1196.10,1481.17,1114.45,2144.42,1717.11,2604.37,1855.01,1876.18,1412.68,1459.95,1607.59,1471.40,1795.35,1559.46,2122.70,1584.84,1298.37,1889.20,1202.97,1424.57,2010.70,1482.08,1355.72,3421.81,2006.31,1495.17,1221.23,2514.68,1444.48,1519.33,1199.63,1881.88,1817.56,1737.29,1310.25
1924,1553.86,1201.68,1399.80,1213.77,1807.54,1323.83,1222.87,2382.71,1050.08,1243.00,1658.01,2493.65,1356.29,1336.03,2361.41,1258.07,2373.97,967.66,979.26,1260.79,1306.36,1128.30,1235.43,1519.57,1709.32,1172.92,1893.25,1263.61,1331.32,2146.47,1189.84,2909.52,1726.38,1212.75,1455.27,2154.80,2875.92,2147.32,1085.86,1220.54,1735.89,1252.72,1287.94,1362.33,1048.59,2588.81,1570.48,3152.47,1652.70,1646.83,1348.20,1611.77,1480.39,1311.08,1502.13,1426.59,2392.24,1483.60,1214.78,2095.01,1239.09,1338.33,2417.35,1299.62,1372.51,3059.26,2301.46,1591.89,1264.28,2709.24,1417.95,1507.44,1345.27,1719.92,1597.93,1716.47,1500.12
1925,1450.96,1069.52,1222.79,1151.47,1589.87,1153.52,990.83,2098.57,1106.06,1370.72,1456.27,2661.51,1185.77,1146.24,2127.63,1005.59,2372.79,998.94,1012.59,1019.76,1154.92,1160.42,1143.92,1382.28,1547.16,1043.72,1576.73,1138.22,1154.89,2287.52,1151.98,2902.98,1313.28,1073.53,1295.56,2129.13,2925.46,2192.18,1143.58,1024.93,1667.50,1075.79,1072.19,1219.30,1056.60,2555.57,1670.11,3337.36,1508.57,1444.02,1285.80,1287.10,1289.91,1173.82,1418.35,1314.62,2240.11,1497.68,1073.87,2081.40,1094.20,1191.08,2532.57,1290.93,1265.03,2715.91,2237.96,1386.86,1128.32,2681.53,1353.34,1438.83,1010.00,1559.67,1439.31,1682.65,1130.15
1926,1611.61,1316.07,1531.18,1322.31,1962.74,1311.00,1230.95,2606.87,1166.34,1327.80,1768.46,2487.88,1265.37,1383.56,2429.18,1232.90,2408.12,1040.19,1088.41,1228.96,1404.34,1229.26,1295.02,1417.12,1929.09,1247.80,1731.70,1372.20,1335.31,2599.26,1213.73,3383.95,1554.16,1295.40,1610.00,2607.52,2795.53,2560.85,1146.42,1199.03,1782.01,1232.77,1264.11,1507.99,1078.94,2647.15,1585.01,3057.73,1726.07,1730.37,1363.65,1456.11,1634.45,1390.74,1610.23,1605.48,2338.52,1596.62,1293.20,2404.35,1272.36,1406.79,2428.31,1432.13,1400.86,3406.46,2392.79,1574.58,1263.81,2971.66,1380.39,1453.16,1251.57,1919.72,1741.56,1730.72,1348.09
1927,1578.07,1081.74,1276.18,1113.81,1656.48,1197.59,1175.65,2184.96,1362.88,1645.02,1514.17,2567.50,1329.40,1357.78,2235.50,1218.74,2521.14,1285.82,1267.95,1381.29,1206.79,1414.26,1142.72,1475.04,1624.89,1027.16,1883.10,1174.29,1251.81,2191.91,1534.50,2554.34,1768.11,1070.78,1346.56,2030.87,3081.14,2160.15,1482.90,1186.53,1592.67,1252.20,1395.77,1247.90,1372.34,2808.97,1506.08,3286.19,1513.21,1510.39,1276.33,1621.43,1364.95,1173.40,1361.14,1348.91,2284.44,1382.05,1092.35,2043.30,1416.24,1214.22,2515.90,1192.24,1482.29,2840.39,2354.09,1476.16,1495.51,2426.47,1370.65,1452.37,1326.14,1592.48,1408.92,1594.97,1487.64
1928,1425.14,1026.75,1300.70,1134.03,1691.96,1061.77,1095.45,2258.83,1102.74,1364.22,1551.40,2084.07,1410.47,1046.52,1861.29,1212.16,2084.16,986.06,984.27,1237.17,1133.71,1168.20,1203.30,1506.91,1608.32,1058.00,1918.99,1198.13,1043.75,2017.45,1222.06,2466.08,1737.70,1106.62,1316.68,2023.60,2414.52,1981.88,1181.12,1049.74,1514.49,1018.76,1097.69,1217.81,1044.98,2305.37,1423.21,2533.11,1453.03,1592.35,1341.99,1663.55,1380.34,1188.15,1342.22,1319.18,2044.62,1344.53,1021.42,1943.29,1074.43,1138.99,2035.60,1206.28,1149.07,2938.99,2016.56,1213.42,1188.26,2310.08,1403.14,1455.81,1305.12,1646.61,1542.62,1536.75,1493.17
1929,1371.54,1053.45,1194.51,1060.90,1571.53,1063.67,1079.20,2147.81,1141.51,1435.82,1443.11,2210.97,1206.86,1062.18,1835.69,1074.01,2011.05,1020.84,1015.63,1221.66,1124.93,1192.38,1090.86,1355.63,1484.33,1011.89,1682.57,1101.97,1039.34,1752.86,1296.66,2039.71,1560.64,1041.61,1262.25,1513.37,2461.35,1657.99,1252.80,1105.11,1461.00,1087.27,1188.44,1184.53,1075.96,2123.38,1436.59,2734.66,1406.41,1485.87,1208.12,1430.23,1260.31,1119.32,1277.07,1271.71,1737.71,1309.48,1051.04,1540.64,1116.21,1139.76,2069.78,1153.85,1186.39,2869.01,1824.98,1195.63,1229.88,1970.47,1272.54,1349.97,1170.41,1506.05,1450.70,1500.76,1322.13
1930,1406.89,1082.00,1166.16,1094.98,1488.80,1113.52,1089.45,1942.79,1131.64,1406.03,1370.59,2336.48,1181.07,1105.48,2056.25,1064.56,2082.71,989.29,984.89,1096.03,1184.19,1214.27,1120.77,1311.66,1477.37,986.58,1567.38,1138.15,1118.79,2116.54,1242.56,2657.42,1421.64,1013.60,1265.76,2098.34,2477.08,2001.72,1213.77,1083.04,1548.25,1092.91,1131.59,1197.62,1044.56,2130.43,1470.39,2964.59,1418.54,1336.34,1232.03,1346.38,1235.44,1096.40,1283.13,1296.20,1995.06,1387.01,1080.87,1952.74,1133.72,1157.85,2241.69,1201.89,1243.37,2449.45,1970.97,1303.91,1183.65,2434.54,1275.95,1343.15,1123.38,1467.55,1377.70,1541.43,1244.33
1931,1399.85,1107.93,1241.52,1156.19,1541.68,1115.09,1010.92,2061.30,942.72,1102.24,1426.90,2318.31,1284.89,1110.98,2089.03,1057.14,2318.07,846.68,861.48,1036.43,1150.44,1017.35,1141.36,1455.99,1574.80,1068.48,1757.14,1143.06,1074.66,2168.82,1023.69,2658.99,1475.77,1099.27,1320.07,2095.27,2750.99,2138.00,959.49,1014.90,1526.72,1076.73,1064.95,1244.98,904.96,2458.64,1391.07,3018.53,1489.67,1419.77,1306.28,1463.59,1304.03,1183.46,1338.98,1330.67,2167.26,1435.73,1098.00,2025.79,1082.53,1219.98,2342.00,1268.91,1174.47,2755.74,2197.76,1289.28,1074.96,2395.92,1386.80,1460.68,1112.11,1510.30,1420.92,1636.20,1281.05
1932,1509.84,1275.87,1467.47,1220.24,1752.24,1280.36,1178.51,2019.27,1049.30,1293.41,1663.95,2465.95,1248.35,1239.16,2240.65,1187.45,2557.24,928.38,916.81,1196.32,1319.28,1109.75,1183.20,1401.95,1767.75,1272.23,1678.44,1267.12,1248.22,2430.24,1181.78,2391.40,1557.40,1300.71,1527.29,2006.59,2992.50,2299.98,1128.02,1144.10,1794.76,1170.40,1179.03,1441.53,973.66,2674.69,1568.80,3166.18,1744.09,1541.21,1303.02,1443.75,1540.83,1390.09,1593.92,1485.87,2363.53,1473.27,1266.10,2116.47,1135.33,1391.80,2574.72,1349.93,1214.25,2439.31,2401.89,1443.02,1152.42,2375.39,1366.55,1452.37,1278.02,1727.98,1496.47,1642.03,1380.78
1933,1514.73,1189.88,1364.48,1159.83,1773.00,1208.16,1052.48,2167.44,1282.20,1552.77,1619.86,2237.43,1262.90,1298.88,2372.74,1080.13,2208.31,1123.93,1142.29,1144.28,1237.53,1369.71,1163.98,1416.81,1718.89,1148.69,1691.52,1177.37,1193.07,2131.43,1320.39,2680.20,1545.02,1186.09,1456.12,2131.20,2609.70,2123.87,1319.72,1080.38,1748.51,1188.56,1206.44,1361.92,1130.05,2390.63,1491.12,2865.59,1683.02,1523.31,1308.51,1433.82,1444.56,1305.22,1530.62,1445.56,2180.75,1435.47,1178.33,2074.78,1260.90,1314.02,2226.57,1274.87,1410.23,2678.78,2155.22,1447.41,1232.26,2525.22,1370.04,1467.62,1153.79,1705.53,1538.68,1657.66,1322.45
