Variable:,pr
,Seychelles,Aldabra,Alphonse,"Anse Aux Pins","Anse Boileau","Anse Etoile","Anse Royale",Aride,Assumption,Astove,"Au Cap","Baie Lazare","Beau Vallon","Bel Air",Belombre,Bijoutier,Bird,Cascade,"Cerf Island",Conception,Cosmoledo,Cousin,Cousine,Curieuse,Darros,Denis,Desnoeufs,Desroches,"English River",Farquhar,Felicite,Fregate,Glacis,"Grand Anse Mahe","Grande Soeur","Ile du Sud","La Digue","Les Mamelles",Marie-Louise,"Mont Buxton","Mont Fleuri","North Island","Petite Soeur",Plaisance,Platte,"Pointe Larue",Poivre,"Port Glaud",Praslin,Providence,Remire,"Roche Caiman",Silhouette,"St Louis","St. Francois","St. Joseph Atoll","St. Pierre","Ste Anne",Takamaka,Therese,Coetivy
1911,1631.39,1137.00,1651.60,1651.60,1624.62,1622.40,1651.60,1651.60,1651.55,1651.55,1651.55,1626.19,1622.40,1622.40,1622.40,1622.40,1622.40,1627.47,1622.40,1622.40,1627.47,1622.40,1622.40,1627.47,1622.40,1622.40,1622.40,1651.60,1622.40,1651.60,1622.40,1651.60,1622.40,1622.40,1622.40,1622.40,1622.40,1622.40,1622.40,1622.40,1622.40,1622.40,1622.40,1622.40,1622.40,1651.60,1622.40,1622.40,1622.40,1622.40,1622.40,1622.40,1622.40,1622.40,1622.40,1622.40,1622.40,1622.40,1647.07,1622.40,1647.07
1912,2217.22,1137.00,2243.10,2243.10,2208.54,2205.70,2243.10,2243.10,2243.04,2243.04,2243.04,2210.55,2205.70,2205.70,2205.70,2205.70,2205.70,2212.20,2205.70,2205.70,2212.20,2205.70,2205.70,2212.20,2205.70,2205.70,2205.70,2243.10,2205.70,2243.10,2205.70,2243.10,2205.70,2205.70,2205.70,2205.70,2205.70,2205.70,2205.70,2205.70,2205.70,2205.70,2205.70,2205.70,2205.70,2243.10,2205.70,2205.70,2205.70,2205.70,2205.70,2205.70,2205.70,2205.70,2205.70,2205.70,2205.70,2205.70,2237.30,2205.70,2237.30
1913,1439.71,1137.00,1455.90,1455.90,1434.28,1432.50,1455.90,1455.90,1455.86,1455.86,1455.86,1435.53,1432.50,1432.50,1432.50,1432.50,1432.50,1436.57,1432.50,1432.50,1436.57,1432.50,1432.50,1436.57,1432.50,1432.50,1432.50,1455.90,1432.50,1455.90,1432.50,1455.90,1432.50,1432.50,1432.50,1432.50,1432.50,1432.50,1432.50,1432.50,1432.50,1432.50,1432.50,1432.50,1432.50,1455.90,1432.50,1432.50,1432.50,1432.50,1432.50,1432.50,1432.50,1432.50,1432.50,1432.50,1432.50,1432.50,1452.27,1432.50,1452.27
1914,2270.23,1137.00,2296.60,2296.60,2261.39,2258.50,2296.60,2296.60,2296.54,2296.54,2296.54,2263.44,2258.50,2258.50,2258.50,2258.50,2258.50,2265.12,2258.50,2258.50,2265.12,2258.50,2258.50,2265.12,2258.50,2258.50,2258.50,2296.60,2258.50,2296.60,2258.50,2296.60,2258.50,2258.50,2258.50,2258.50,2258.50,2258.50,2258.50,2258.50,2258.50,2258.50,2258.50,2258.50,2258.50,2296.60,2258.50,2258.50,2258.50,2258.50,2258.50,2258.50,2258.50,2258.50,2258.50,2258.50,2258.50,2258.50,2290.69,2258.50,2290.69
1915,2214.99,1137.00,2240.80,2240.80,2206.33,2203.50,2240.80,2240.80,2240.74,2240.74,2240.74,2208.34,2203.50,2203.50,2203.50,2203.50,2203.50,2209.98,2203.50,2203.50,2209.98,2203.50,2203.50,2209.98,2203.50,2203.50,2203.50,2240.80,2203.50,2240.80,2203.50,2240.80,2203.50,2203.50,2203.50,2203.50,2203.50,2203.50,2203.50,2203.50,2203.50,2203.50,2203.50,2203.50,2203.50,2240.80,2203.50,2203.50,2203.50,2203.50,2203.50,2203.50,2203.50,2203.50,2203.50,2203.50,2203.50,2203.50,2235.02,2203.50,2235.02
1916,1394.32,1137.00,1409.20,1409.20,1389.33,1387.70,1409.20,1409.20,1409.16,1409.16,1409.16,1390.49,1387.70,1387.70,1387.70,1387.70,1387.70,1391.43,1387.70,1387.70,1391.43,1387.70,1387.70,1391.43,1387.70,1387.70,1387.70,1409.20,1387.70,1409.20,1387.70,1409.20,1387.70,1387.70,1387.70,1387.70,1387.70,1387.70,1387.70,1387.70,1387.70,1387.70,1387.70,1387.70,1387.70,1409.20,1387.70,1387.70,1387.70,1387.70,1387.70,1387.70,1387.70,1387.70,1387.70,1387.70,1387.70,1387.70,1405.87,1387.70,1405.87
1917,1421.41,1137.00,1436.70,1436.70,1416.28,1414.60,1436.70,1436.70,1436.66,1436.66,1436.66,1417.47,1414.60,1414.60,1414.60,1414.60,1414.60,1418.44,1414.60,1414.60,1418.44,1414.60,1414.60,1418.44,1414.60,1414.60,1414.60,1436.70,1414.60,1436.70,1414.60,1436.70,1414.60,1414.60,1414.60,1414.60,1414.60,1414.60,1414.60,1414.60,1414.60,1414.60,1414.60,1414.60,1414.60,1436.70,1414.60,1414.60,1414.60,1414.60,1414.60,1414.60,1414.60,1414.60,1414.60,1414.60,1414.60,1414.60,1433.27,1414.60,1433.27
1918,1772.40,1137.00,1796.00,1796.00,1764.49,1761.90,1796.00,1796.00,1795.94,1795.94,1795.94,1766.32,1761.90,1761.90,1761.90,1761.90,1761.90,1767.82,1761.90,1761.90,1767.82,1761.90,1761.90,1767.82,1761.90,1761.90,1761.90,1796.00,1761.90,1796.00,1761.90,1796.00,1761.90,1761.90,1761.90,1761.90,1761.90,1761.90,1761.90,1761.90,1761.90,1761.90,1761.90,1761.90,1761.90,1796.00,1761.90,1761.90,1761.90,1761.90,1761.90,1761.90,1761.90,1761.90,1761.90,1761.90,1761.90,1761.90,1790.71,1761.90,1790.71
1919,1985.10,1137.00,2005.10,2005.10,1978.39,1976.20,2005.10,2005.10,2005.05,2005.05,2005.05,1979.95,1976.20,1976.20,1976.20,1976.20,1976.20,1981.22,1976.20,1976.20,1981.22,1976.20,1976.20,1981.22,1976.20,1976.20,1976.20,2005.10,1976.20,2005.10,1976.20,2005.10,1976.20,1976.20,1976.20,1976.20,1976.20,1976.20,1976.20,1976.20,1976.20,1976.20,1976.20,1976.20,1976.20,2005.10,1976.20,1976.20,1976.20,1976.20,1976.20,1976.20,1976.20,1976.20,1976.20,1976.20,1976.20,1976.20,2000.62,1976.20,2000.62
1920,2029.99,1137.00,2053.80,2053.80,2022.01,2019.40,2053.80,2053.80,2053.74,2053.74,2053.74,2023.86,2019.40,2019.40,2019.40,2019.40,2019.40,2025.38,2019.40,2019.40,2025.38,2019.40,2019.40,2025.38,2019.40,2019.40,2019.40,2053.80,2019.40,2053.80,2019.40,2053.80,2019.40,2019.40,2019.40,2019.40,2019.40,2019.40,2019.40,2019.40,2019.40,2019.40,2019.40,2019.40,2019.40,2053.80,2019.40,2019.40,2019.40,2019.40,2019.40,2019.40,2019.40,2019.40,2019.40,2019.40,2019.40,2019.40,2048.47,2019.40,2048.47
1921,1998.20,1137.00,2018.20,2018.20,1991.49,1989.30,2018.20,2018.20,2018.15,2018.15,2018.15,1993.05,1989.30,1989.30,1989.30,1989.30,1989.30,1994.32,1989.30,1989.30,1994.32,1989.30,1989.30,1994.32,1989.30,1989.30,1989.30,2018.20,1989.30,2018.20,1989.30,2018.20,1989.30,1989.30,1989.30,1989.30,1989.30,1989.30,1989.30,1989.30,1989.30,1989.30,1989.30,1989.30,1989.30,2018.20,1989.30,1989.30,1989.30,1989.30,1989.30,1989.30,1989.30,1989.30,1989.30,1989.30,1989.30,1989.30,2013.72,1989.30,2013.72
1922,1236.64,1137.00,1252.90,1252.90,1231.18,1229.40,1252.90,1252.90,1252.86,1252.86,1252.86,1232.45,1229.40,1229.40,1229.40,1229.40,1229.40,1233.48,1229.40,1229.40,1233.48,1229.40,1229.40,1233.48,1229.40,1229.40,1229.40,1252.90,1229.40,1252.90,1229.40,1252.90,1229.40,1229.40,1229.40,1229.40,1229.40,1229.40,1229.40,1229.40,1229.40,1229.40,1229.40,1229.40,1229.40,1252.90,1229.40,1229.40,1229.40,1229.40,1229.40,1229.40,1229.40,1229.40,1229.40,1229.40,1229.40,1229.40,1249.26,1229.40,1249.26
1923,2411.03,1137.00,2439.40,2439.40,2401.51,2398.40,2439.40,2439.40,2439.33,2439.33,2439.33,2403.72,2398.40,2398.40,2398.40,2398.40,2398.40,2405.52,2398.40,2398.40,2405.52,2398.40,2398.40,2405.52,2398.40,2398.40,2398.40,2439.40,2398.40,2439.40,2398.40,2439.40,2398.40,2398.40,2398.40,2398.40,2398.40,2398.40,2398.40,2398.40,2398.40,2398.40,2398.40,2398.40,2398.40,2439.40,2398.40,2398.40,2398.40,2398.40,2398.40,2398.40,2398.40,2398.40,2398.40,2398.40,2398.40,2398.40,2433.04,2398.40,2433.04
1924,2296.45,1137.00,2324.20,2324.20,2287.14,2284.10,2324.20,2324.20,2324.13,2324.13,2324.13,2289.30,2284.10,2284.10,2284.10,2284.10,2284.10,2291.07,2284.10,2284.10,2291.07,2284.10,2284.10,2291.07,2284.10,2284.10,2284.10,2324.20,2284.10,2324.20,2284.10,2324.20,2284.10,2284.10,2284.10,2284.10,2284.10,2284.10,2284.10,2284.10,2284.10,2284.10,2284.10,2284.10,2284.10,2324.20,2284.10,2284.10,2284.10,2284.10,2284.10,2284.10,2284.10,2284.10,2284.10,2284.10,2284.10,2284.10,2317.98,2284.10,2317.98
1925,2837.70,1137.00,2866.70,2866.70,2827.98,2824.80,2866.70,2866.70,2866.63,2866.63,2866.63,2830.23,2824.80,2824.80,2824.80,2824.80,2824.80,2832.08,2824.80,2824.80,2832.08,2824.80,2824.80,2832.08,2824.80,2824.80,2824.80,2866.70,2824.80,2866.70,2824.80,2866.70,2824.80,2824.80,2824.80,2824.80,2824.80,2824.80,2824.80,2824.80,2824.80,2824.80,2824.80,2824.80,2824.80,2866.70,2824.80,2824.80,2824.80,2824.80,2824.80,2824.80,2824.80,2824.80,2824.80,2824.80,2824.80,2824.80,2860.21,2824.80,2860.21
1926,2323.90,1137.00,2348.40,2348.40,2315.69,2313.00,2348.40,2348.40,2348.34,2348.34,2348.34,2317.59,2313.00,2313.00,2313.00,2313.00,2313.00,2319.15,2313.00,2313.00,2319.15,2313.00,2313.00,2319.15,2313.00,2313.00,2313.00,2348.40,2313.00,2348.40,2313.00,2348.40,2313.00,2313.00,2313.00,2313.00,2313.00,2313.00,2313.00,2313.00,2313.00,2313.00,2313.00,2313.00,2313.00,2348.40,2313.00,2313.00,2313.00,2313.00,2313.00,2313.00,2313.00,2313.00,2313.00,2313.00,2313.00,2313.00,2342.91,2313.00,2342.91
1927,1462.03,1137.00,1484.80,1484.80,1454.40,1451.90,1484.80,1484.80,1484.75,1484.75,1484.75,1456.17,1451.90,1451.90,1451.90,1451.90,1451.90,1457.62,1451.90,1451.90,1457.62,1451.90,1451.90,1457.62,1451.90,1451.90,1451.90,1484.80,1451.90,1484.80,1451.90,1484.80,1451.90,1451.90,1451.90,1451.90,1451.90,1451.90,1451.90,1451.90,1451.90,1451.90,1451.90,1451.90,1451.90,1484.80,1451.90,1451.90,1451.90,1451.90,1451.90,1451.90,1451.90,1451.90,1451.90,1451.90,1451.90,1451.90,1479.70,1451.90,1479.70
1928,2844.53,1137.00,2870.90,2870.90,2835.69,2832.80,2870.90,2870.90,2870.84,2870.84,2870.84,2837.74,2832.80,2832.80,2832.80,2832.80,2832.80,2839.42,2832.80,2832.80,2839.42,2832.80,2832.80,2839.42,2832.80,2832.80,2832.80,2870.90,2832.80,2870.90,2832.80,2870.90,2832.80,2832.80,2832.80,2832.80,2832.80,2832.80,2832.80,2832.80,2832.80,2832.80,2832.80,2832.80,2832.80,2870.90,2832.80,2832.80,2832.80,2832.80,2832.80,2832.80,2832.80,2832.80,2832.80,2832.80,2832.80,2832.80,2864.99,2832.80,2864.99
1929,1612.84,1137.00,1628.20,1628.20,1607.68,1606.00,1628.20,1628.20,1628.16,1628.16,1628.16,1608.88,1606.00,1606.00,1606.00,1606.00,1606.00,1609.86,1606.00,1606.00,1609.86,1606.00,1606.00,1609.86,1606.00,1606.00,1606.00,1628.20,1606.00,1628.20,1606.00,1628.20,1606.00,1606.00,1606.00,1606.00,1606.00,1606.00,1606.00,1606.00,1606.00,1606.00,1606.00,1606.00,1606.00,1628.20,1606.00,1606.00,1606.00,1606.00,1606.00,1606.00,1606.00,1606.00,1606.00,1606.00,1606.00,1606.00,1624.76,1606.00,1624.76
1930,1852.99,1137.00,1877.90,1877.90,1844.63,1841.90,1877.90,1877.90,1877.84,1877.84,1877.84,1846.57,1841.90,1841.90,1841.90,1841.90,1841.90,1848.15,1841.90,1841.90,1848.15,1841.90,1841.90,1848.15,1841.90,1841.90,1841.90,1877.90,1841.90,1877.90,1841.90,1877.90,1841.90,1841.90,1841.90,1841.90,1841.90,1841.90,1841.90,1841.90,1841.90,1841.90,1841.90,1841.90,1841.90,1877.90,1841.90,1841.90,1841.90,1841.90,1841.90,1841.90,1841.90,1841.90,1841.90,1841.90,1841.90,1841.90,1872.32,1841.90,1872.32
1931,1648.68,1137.00,1668.20,1668.20,1642.14,1640.00,1668.20,1668.20,1668.15,1668.15,1668.15,1643.66,1640.00,1640.00,1640.00,1640.00,1640.00,1644.90,1640.00,1640.00,1644.90,1640.00,1640.00,1644.90,1640.00,1640.00,1640.00,1668.20,1640.00,1668.20,1640.00,1668.20,1640.00,1640.00,1640.00,1640.00,1640.00,1640.00,1640.00,1640.00,1640.00,1640.00,1640.00,1640.00,1640.00,1668.20,1640.00,1640.00,1640.00,1640.00,1640.00,1640.00,1640.00,1640.00,1640.00,1640.00,1640.00,1640.00,1663.83,1640.00,1663.83
1932,1541.36,1137.00,1559.70,1559.70,1535.21,1533.20,1559.70,1559.70,1559.66,1559.66,1559.66,1536.64,1533.20,1533.20,1533.20,1533.20,1533.20,1537.80,1533.20,1533.20,1537.80,1533.20,1533.20,1537.80,1533.20,1533.20,1533.20,1559.70,1533.20,1559.70,1533.20,1559.70,1533.20,1533.20,1533.20,1533.20,1533.20,1533.20,1533.20,1533.20,1533.20,1533.20,1533.20,1533.20,1533.20,1559.70,1533.20,1533.20,1533.20,1533.20,1533.20,1533.20,1533.20,1533.20,1533.20,1533.20,1533.20,1533.20,1555.59,1533.20,1555.59
1933,1669.52,1115.40,1691.60,1691.60,1662.12,1659.70,1691.60,1691.60,1691.55,1691.55,1691.55,1663.84,1659.70,1659.70,1659.70,1659.70,1659.70,1665.24,1659.70,1659.70,1665.24,1659.70,1659.70,1665.24,1659.70,1659.70,1659.70,1691.60,1659.70,1691.60,1659.70,1691.60,1659.70,1659.70,1659.70,1659.70,1659.70,1659.70,1659.70,1659.70,1659.70,1659.70,1659.70,1659.70,1659.70,1691.60,1659.70,1659.70,1659.70,1659.70,1659.70,1659.70,1659.70,1659.70,1659.70,1659.70,1659.70,1659.70,1686.66,1659.70,1686.66
1934,2297.61,1143.90,2324.60,2324.60,2288.56,2285.60,2324.60,2324.60,2324.54,2324.54,2324.54,2290.66,2285.60,2285.60,2285.60,2285.60,2285.60,2292.38,2285.60,2285.60,2292.38,2285.60,2285.60,2292.38,2285.60,2285.60,2285.60,2324.60,2285.60,2324.60,2285.60,2324.60,2285.60,2285.60,2285.60,2285.60,2285.60,2285.60,2285.60,2285.60,2285.60,2285.60,2285.60,2285.60,2285.60,2324.60,2285.60,2285.60,2285.60,2285.60,2285.60,2285.60,2285.60,2285.60,2285.60,2285.60,2285.60,2285.60,2318.56,2285.60,2318.56
1935,2395.92,1124.60,2422.70,2422.70,2386.94,2384.00,2422.70,2422.70,2422.64,2422.64,2422.64,2389.02,2384.00,2384.00,2384.00,2384.00,2384.00,2390.72,2384.00,2384.00,2390.72,2384.00,2384.00,2390.72,2384.00,2384.00,2384.00,2422.70,2384.00,2422.70,2384.00,2422.70,2384.00,2384.00,2384.00,2384.00,2384.00,2384.00,2384.00,2384.00,2384.00,2384.00,2384.00,2384.00,2384.00,2422.70,2384.00,2384.00,2384.00,2384.00,2384.00,2384.00,2384.00,2384.00,2384.00,2384.00,2384.00,2384.00,2416.70,2384.00,2416.70
1936,2304.97,1120.70,2333.00,2333.00,2295.57,2292.50,2333.00,2333.00,2332.93,2332.93,2332.93,2297.75,2292.50,2292.50,2292.50,2292.50,2292.50,2299.54,2292.50,2292.50,2299.54,2292.50,2292.50,2299.54,2292.50,2292.50,2292.50,2333.00,2292.50,2333.00,2292.50,2333.00,2292.50,2292.50,2292.50,2292.50,2292.50,2292.50,2292.50,2292.50,2292.50,2292.50,2292.50,2292.50,2292.50,2333.00,2292.50,2292.50,2292.50,2292.50,2292.50,2292.50,2292.50,2292.50,2292.50,2292.50,2292.50,2292.50,2326.72,2292.50,2326.72
1937,2039.55,1152.10,2062.80,2062.80,2031.75,2029.20,2062.80,2062.80,2062.74,2062.74,2062.74,2033.56,2029.20,2029.20,2029.20,2029.20,2029.20,2035.04,2029.20,2029.20,2035.04,2029.20,2029.20,2035.04,2029.20,2029.20,2029.20,2062.80,2029.20,2062.80,2029.20,2062.80,2029.20,2029.20,2029.20,2029.20,2029.20,2029.20,2029.20,2029.20,2029.20,2029.20,2029.20,2029.20,2029.20,2062.80,2029.20,2029.20,2029.20,2029.20,2029.20,2029.20,2029.20,2029.20,2029.20,2029.20,2029.20,2029.20,2057.59,2029.20,2057.59
1938,1666.14,1129.50,1686.90,1686.90,1659.18,1656.90,1686.90,1686.90,1686.85,1686.85,1686.85,1660.79,1656.90,1656.90,1656.90,1656.90,1656.90,1662.11,1656.90,1656.90,1662.11,1656.90,1656.90,1662.11,1656.90,1656.90,1656.90,1686.90,1656.90,1686.90,1656.90,1686.90,1656.90,1656.90,1656.90,1656.90,1656.90,1656.90,1656.90,1656.90,1656.90,1656.90,1656.90,1656.90,1656.90,1686.90,1656.90,1656.90,1656.90,1656.90,1656.90,1656.90,1656.90,1656.90,1656.90,1656.90,1656.90,1656.90,1682.25,1656.90,1682.25
1939,1454.13,1136.70,1467.90,1467.90,1449.51,1448.00,1467.90,1467.90,1467.87,1467.87,1467.87,1450.58,1448.00,1448.00,1448.00,1448.00,1448.00,1451.46,1448.00,1448.00,1451.46,1448.00,1448.00,1451.46,1448.00,1448.00,1448.00,1467.90,1448.00,1467.90,1448.00,1467.90,1448.00,1448.00,1448.00,1448.00,1448.00,1448.00,1448.00,1448.00,1448.00,1448.00,1448.00,1448.00,1448.00,1467.90,1448.00,1448.00,1448.00,1448.00,1448.00,1448.00,1448.00,1448.00,1448.00,1448.00,1448.00,1448.00,1464.82,1448.00,1464.82
1940,1646.15,1144.30,1663.80,1663.80,1640.24,1638.30,1663.80,1663.80,1663.76,1663.76,1663.76,1641.61,1638.30,1638.30,1638.30,1638.30,1638.30,1642.73,1638.30,1638.30,1642.73,1638.30,1638.30,1642.73,1638.30,1638.30,1638.30,1663.80,1638.30,1663.80,1638.30,1663.80,1638.30,1638.30,1638.30,1638.30,1638.30,1638.30,1638.30,1638.30,1638.30,1638.30,1638.30,1638.30,1638.30,1663.80,1638.30,1638.30,1638.30,1638.30,1638.30,1638.30,1638.30,1638.30,1638.30,1638.30,1638.30,1638.30,1659.85,1638.30,1659.85
1941,2066.27,1132.70,2092.50,2092.50,2057.48,2054.60,2092.50,2092.50,2092.44,2092.44,2092.44,2059.51,2054.60,2054.60,2054.60,2054.60,2054.60,2061.18,2054.60,2054.60,2061.18,2054.60,2054.60,2061.18,2054.60,2054.60,2054.60,2092.50,2054.60,2092.50,2054.60,2092.50,2054.60,2054.60,2054.60,2054.60,2054.60,2054.60,2054.60,2054.60,2054.60,2054.60,2054.60,2054.60,2054.60,2092.50,2054.60,2054.60,2054.60,2054.60,2054.60,2054.60,2054.60,2054.60,2054.60,2054.60,2054.60,2054.60,2086.63,2054.60,2086.63
1942,1342.77,1127.50,1356.40,1356.40,1338.19,1336.70,1356.40,1356.40,1356.37,1356.37,1356.37,1339.25,1336.70,1336.70,1336.70,1336.70,1336.70,1340.12,1336.70,1336.70,1340.12,1336.70,1336.70,1340.12,1336.70,1336.70,1336.70,1356.40,1336.70,1356.40,1336.70,1356.40,1336.70,1336.70,1336.70,1336.70,1336.70,1336.70,1336.70,1336.70,1336.70,1336.70,1336.70,1336.70,1336.70,1356.40,1336.70,1336.70,1336.70,1336.70,1336.70,1336.70,1336.70,1336.70,1336.70,1336.70,1336.70,1336.70,1353.35,1336.70,1353.35
