Variable:,pr
,"Cote d'Ivoire","Bas Sassandra",Denguele,Savanes,"Vallee Du Bandama",Zanzan,Comoe,"District autonome de Abidjan","District autonome de Yamoussoukro",Gôh-Djiboua,Lacs,Lagunes,Montagnes,Sassandra-Marahoue,Woroba
1923,1359.79,1629.80,1262.81,1255.78,1189.46,1197.66,1597.48,1662.19,1312.42,1475.81,1293.79,1550.18,1543.62,1336.60,1261.37
1924,1575.90,1962.42,1640.26,1524.40,1411.32,1244.59,1399.98,1562.99,1408.19,1598.59,1356.00,1497.52,2011.01,1663.87,1638.99
1925,1536.39,1604.14,1613.44,1553.09,1508.38,1392.38,1518.34,1465.91,1369.01,1374.24,1390.69,1424.96,1817.75,1541.05,1629.20
1926,1449.04,1921.38,1408.06,1261.14,1301.19,1236.26,1505.80,1600.46,1254.58,1523.04,1336.08,1522.31,1756.39,1401.38,1422.12
1927,1554.91,2131.63,1555.04,1430.77,1300.17,1321.41,1486.04,1547.36,1318.76,1549.65,1317.76,1470.95,2076.52,1577.21,1502.08
1928,1553.62,1930.21,1539.21,1355.78,1338.26,1273.87,1460.35,1470.92,1440.86,1469.89,1376.06,1442.03,2209.40,1692.90,1598.61
1929,1555.09,1733.91,1599.04,1504.74,1415.92,1392.42,1554.45,1642.05,1462.33,1506.30,1446.67,1591.46,1847.27,1568.56,1556.87
1930,1442.85,1707.49,1338.66,1280.31,1327.26,1241.40,1465.39,1490.85,1392.48,1412.07,1348.20,1434.92,1841.60,1574.30,1442.85
1931,1622.93,2044.65,1610.72,1408.45,1340.38,1308.62,1740.97,1820.31,1445.38,1657.29,1441.75,1706.77,2212.39,1683.65,1581.15
1932,1366.50,1596.08,1497.77,1319.62,1151.10,1164.53,1405.88,1521.01,1113.59,1289.55,1148.48,1405.98,1799.64,1317.66,1377.98
1933,1692.12,2189.88,1611.09,1479.54,1463.82,1362.28,1693.73,1820.26,1619.80,1832.01,1504.00,1726.06,2235.08,1818.44,1628.48
1934,1328.88,1558.46,1359.53,1221.97,1082.05,1137.88,1493.66,1525.90,1151.24,1286.30,1161.42,1409.52,1755.43,1335.29,1312.92
1935,1451.02,1896.31,1381.18,1371.40,1279.06,1233.18,1472.81,1597.84,1343.24,1531.29,1298.82,1504.45,1795.44,1438.94,1345.99
1936,1390.23,1771.95,1443.46,1230.72,1141.51,1117.50,1390.85,1495.12,1255.65,1449.61,1223.08,1414.18,1851.03,1446.46,1387.17
1937,1419.07,1661.81,1438.04,1269.57,1278.37,1102.93,1432.95,1473.02,1378.15,1371.41,1315.93,1374.87,1876.52,1532.49,1500.70
1938,1520.36,1956.17,1419.28,1283.65,1300.49,1265.89,1675.09,1800.72,1460.54,1682.99,1489.82,1725.37,1848.07,1522.46,1424.96
1939,1388.67,1583.39,1479.95,1281.42,1195.30,1174.30,1416.68,1453.45,1255.37,1316.82,1227.10,1358.23,1858.27,1428.44,1426.99
1940,1385.59,1726.71,1325.16,1175.83,1176.00,1162.89,1481.58,1622.12,1265.47,1489.85,1270.08,1512.53,1783.47,1425.86,1350.92
1941,1453.94,1947.46,1447.30,1288.81,1184.17,1117.99,1640.18,1709.37,1262.46,1541.20,1239.56,1582.27,1899.75,1455.40,1419.79
1942,1293.53,1585.79,1344.34,1132.90,1051.67,1091.72,1408.12,1503.54,1108.13,1364.02,1125.74,1367.11,1680.14,1318.42,1282.05
1943,1557.81,2198.45,1371.41,1283.13,1307.07,1221.52,1662.23,1852.02,1379.26,1752.56,1366.16,1708.83,2034.48,1647.76,1488.29
1944,1458.20,1832.99,1414.59,1260.07,1329.84,1172.86,1476.19,1584.95,1269.15,1496.13,1292.89,1488.71,1899.28,1526.63,1493.56
1945,1365.01,1527.56,1502.09,1365.08,1263.49,1109.78,1348.04,1442.24,1208.13,1278.60,1178.82,1311.01,1665.10,1391.56,1469.37
1946,1159.63,1345.31,1320.26,1005.96,943.03,887.83,1158.35,1263.52,1122.78,1175.15,989.66,1156.36,1593.66,1270.88,1238.51
1947,1518.48,2071.23,1445.29,1201.41,1282.32,1220.62,1569.98,1646.57,1359.16,1546.12,1341.07,1551.07,2128.13,1545.47,1546.40
1948,1277.76,1559.76,1364.09,1216.11,1115.04,971.63,1329.09,1481.98,1147.29,1354.07,1131.53,1361.90,1571.34,1298.51,1271.27
1949,1609.06,1978.19,1564.99,1475.95,1618.66,1327.46,1487.09,1653.32,1664.78,1760.26,1589.60,1599.88,1764.08,1688.67,1607.41
1950,1286.40,1699.76,1399.06,1243.30,1028.88,966.17,1285.81,1418.01,1255.34,1469.74,1095.38,1350.26,1565.85,1329.69,1238.86
1951,1643.10,2258.90,1673.97,1538.64,1392.41,1338.29,1559.50,1764.57,1393.27,1723.81,1281.91,1601.94,2107.68,1683.83,1665.73
1952,1622.16,2267.14,1578.10,1395.92,1278.64,1256.91,1748.69,1898.27,1471.97,1875.20,1427.88,1784.19,1954.91,1661.53,1644.02
1953,1543.45,2004.87,1633.70,1449.71,1303.48,1153.22,1474.03,1712.91,1373.28,1662.64,1270.43,1567.42,2015.80,1590.85,1579.84
1954,1621.99,2058.32,1750.51,1550.97,1337.10,1249.02,1719.19,1979.77,1414.40,1760.54,1343.67,1776.45,1980.93,1627.74,1610.61
1955,1721.70,2390.01,1571.38,1516.51,1456.80,1389.50,1815.40,2163.41,1547.49,1952.10,1463.30,1955.45,2092.83,1768.35,1636.78
1956,1307.64,1644.35,1342.54,1165.88,1016.42,1097.95,1558.29,1766.15,1187.88,1464.01,1110.53,1563.54,1550.70,1320.15,1226.81
1957,1774.15,2094.14,1834.39,1676.30,1703.65,1421.70,1596.14,1577.49,1541.45,1695.39,1457.74,1508.57,2380.80,1950.12,1937.67
1958,1129.95,1494.46,1324.89,1051.79,899.19,912.25,1146.26,1231.78,949.12,1158.60,907.39,1163.65,1441.78,1106.44,1114.00
1959,1598.41,2110.00,1428.62,1345.22,1369.51,1288.38,1701.52,1998.10,1526.96,1816.26,1403.92,1822.27,1984.37,1704.94,1557.32
1960,1534.41,1922.54,1530.89,1427.10,1348.87,1176.39,1688.10,1820.75,1397.81,1647.28,1312.80,1633.47,1871.81,1596.38,1547.88
1961,1260.96,1737.70,1293.34,1068.89,1004.33,888.93,1417.84,1636.27,1186.68,1490.95,1116.27,1515.89,1573.29,1273.98,1187.02
1962,1642.14,2108.42,1528.08,1349.80,1295.35,1335.76,1741.10,2019.33,1531.15,1833.94,1490.79,1847.61,2187.54,1693.41,1636.82
1963,1744.98,2115.95,1474.95,1440.31,1578.34,1522.54,1867.39,1832.59,1622.72,1819.40,1580.14,1781.84,2327.44,1920.23,1738.81
1964,1459.71,1804.84,1576.54,1469.24,1303.92,1151.94,1399.27,1510.53,1369.35,1540.56,1320.99,1433.35,1747.01,1452.30,1431.22
1965,1357.57,1553.44,1363.09,1323.40,1259.86,1165.00,1425.30,1478.37,1147.33,1291.08,1194.58,1396.25,1705.86,1253.73,1411.14
1966,1507.03,1867.06,1471.98,1293.08,1365.72,1125.31,1404.13,1494.85,1360.70,1585.99,1279.75,1416.10,2135.43,1693.01,1596.24
1967,1246.56,1427.46,1576.41,1275.55,1081.28,932.75,1299.85,1507.82,1086.63,1271.44,1026.48,1346.89,1453.49,1176.79,1289.11
1968,1783.07,2240.03,1452.24,1383.96,1565.83,1649.73,2144.43,2022.05,1732.41,1950.06,1815.63,2000.66,2109.97,1881.24,1656.36
1969,1367.15,1586.16,1599.58,1401.03,1110.79,1207.51,1392.47,1597.89,1149.09,1352.32,1056.05,1437.96,1634.82,1336.19,1374.30
1970,1305.60,1729.89,1428.56,1322.08,1130.44,944.64,1323.70,1378.75,1182.98,1363.63,1108.69,1299.60,1560.92,1331.64,1294.62
1971,1415.04,1853.50,1389.67,1205.42,1239.11,1148.68,1308.16,1396.10,1308.52,1507.21,1233.36,1316.27,1801.21,1613.69,1502.19
1972,1329.30,1686.21,1375.08,1156.76,1118.93,1080.68,1367.67,1365.49,1333.74,1398.55,1252.92,1346.57,1709.94,1348.64,1313.34
1973,1296.34,1617.21,1229.95,1121.86,1145.09,1106.30,1477.22,1539.89,1177.33,1313.90,1213.56,1408.61,1577.24,1290.68,1282.58
1974,1323.51,1568.78,1413.27,1239.23,1133.97,1060.66,1485.82,1571.51,1155.34,1314.86,1202.41,1455.95,1584.98,1286.16,1363.42
1975,1343.22,1528.40,1451.76,1258.30,1132.24,1126.06,1536.62,1583.30,1154.84,1319.21,1251.27,1483.41,1662.81,1262.08,1330.35
1976,1304.97,1727.97,1426.83,1092.70,933.11,986.57,1505.00,1697.23,1130.51,1447.99,1130.66,1551.60,1735.54,1255.42,1274.34
1977,1222.66,1547.68,1193.76,1014.04,1106.60,1004.78,1113.48,1200.62,1102.26,1191.70,1059.55,1116.21,1779.30,1297.73,1277.98
1978,1271.52,1486.95,1438.03,1115.34,998.83,1030.54,1459.30,1619.12,1034.48,1254.32,1098.38,1428.52,1627.75,1196.27,1382.01
1979,1510.22,2049.43,1436.93,1298.84,1284.90,1207.43,1695.03,1878.03,1218.48,1685.20,1276.60,1710.86,1864.68,1446.19,1523.75
1980,1410.62,1727.57,1326.16,1232.43,1367.94,1168.45,1431.55,1381.97,1325.68,1394.51,1265.82,1298.29,1787.35,1580.12,1458.50
1981,1268.42,1546.59,1464.95,1214.63,1046.16,963.06,1343.61,1463.82,1151.95,1247.61,1059.51,1369.58,1601.79,1257.95,1299.45
1982,1263.22,1634.41,1337.26,1136.33,992.29,983.21,1373.36,1587.64,1161.86,1357.18,1067.48,1418.46,1584.21,1287.01,1257.07
1983,968.86,1324.52,1032.70,836.03,691.92,754.62,1048.33,1131.84,861.63,1079.53,825.45,1067.50,1347.29,952.35,899.45
1984,1392.45,1835.12,1234.59,1126.11,1243.34,1205.19,1495.90,1514.12,1376.07,1537.55,1347.47,1491.45,1712.12,1404.50,1343.45
1985,1392.17,1641.15,1209.60,1252.78,1342.25,1176.05,1287.07,1295.06,1394.13,1422.17,1320.29,1276.55,1770.93,1563.01,1462.81
1986,1160.92,1326.65,1261.11,1186.55,1044.97,987.06,1133.02,1148.66,931.14,1090.03,968.69,1098.89,1466.21,1139.84,1216.73
1987,1374.28,1849.07,1167.81,1099.42,1194.22,1142.58,1559.22,1635.30,1268.94,1489.31,1238.76,1517.79,1759.29,1463.47,1323.17
1988,1343.17,1510.57,1311.68,1217.99,1194.96,1062.79,1419.23,1448.98,1325.42,1359.17,1291.76,1388.87,1730.05,1425.47,1381.55
1989,1425.21,1796.10,1334.19,1198.49,1295.57,1298.20,1466.39,1443.46,1329.89,1438.48,1391.19,1427.98,1730.59,1452.61,1416.24
1990,1212.42,1523.04,1251.31,1112.29,1012.05,1040.19,1233.70,1263.21,1118.26,1209.69,1087.14,1200.59,1536.86,1217.98,1221.51
1991,1246.21,1544.22,1255.37,1122.85,1104.06,1096.91,1209.56,1242.25,1142.49,1247.64,1085.18,1188.44,1640.15,1273.18,1238.96
1992,1171.53,1472.82,1277.82,1079.77,1005.84,952.94,1203.09,1188.02,948.11,1097.12,995.09,1136.99,1556.53,1171.08,1204.08
1993,1243.60,1678.50,1280.53,1078.28,1001.64,1049.05,1358.52,1418.53,1055.88,1371.71,1089.82,1335.28,1618.06,1199.28,1127.09
1994,1324.15,1593.86,1560.05,1234.30,1047.26,995.57,1398.23,1606.22,1155.13,1411.42,1144.46,1449.68,1743.28,1244.15,1332.03
1995,1399.34,1647.98,1427.23,1274.24,1242.29,1132.59,1375.17,1451.00,1282.74,1412.86,1275.75,1393.23,1848.27,1450.67,1431.01
1996,1393.76,1728.39,1332.09,1146.18,1164.92,1147.00,1575.82,1638.43,1200.53,1406.41,1247.74,1502.71,1907.23,1450.17,1384.41
1997,1190.14,1335.49,1283.93,1147.41,980.27,1067.09,1330.60,1463.56,1011.95,1155.88,1005.43,1310.68,1470.31,1132.86,1187.77
1998,1228.20,1432.34,1500.88,1278.54,1063.53,963.18,1053.79,1142.67,1008.83,1164.87,946.29,1090.17,1586.20,1222.22,1386.32
1999,1411.55,1768.45,1482.34,1295.27,1224.08,1197.66,1399.26,1455.82,1247.25,1439.36,1221.68,1391.28,1785.67,1420.57,1431.16
2000,1316.60,1675.19,1340.43,1193.53,1136.60,1059.18,1279.60,1411.22,1203.69,1378.89,1128.19,1323.80,1715.44,1355.38,1344.06
2001,1444.45,1980.46,1250.41,1144.93,1192.24,1094.26,1565.77,1756.86,1410.05,1638.52,1349.98,1644.99,1931.65,1531.44,1382.80
2002,1353.65,1736.37,1218.46,1111.17,1174.15,1083.64,1460.65,1522.23,1273.47,1433.93,1270.13,1454.91,1760.71,1419.26,1377.16
2003,1462.29,1937.77,1439.65,1280.45,1224.53,1152.24,1436.07,1575.37,1401.37,1637.11,1311.15,1520.94,1874.45,1544.93,1431.71
2004,1352.44,1785.60,1419.40,1192.37,1125.32,1063.58,1329.31,1465.32,1185.66,1420.88,1155.38,1372.19,1786.29,1393.00,1370.33
2005,1313.30,1790.49,1305.62,1089.86,1076.18,1008.12,1297.10,1496.76,1245.23,1481.31,1156.88,1399.64,1742.75,1403.04,1277.51
2006,1425.20,1829.36,1438.95,1258.21,1247.88,1153.00,1346.14,1432.12,1299.19,1434.21,1251.19,1369.75,1918.77,1518.13,1439.45
2007,1300.04,1541.57,1344.47,1222.28,1093.64,1071.00,1537.68,1519.44,1095.04,1269.53,1143.27,1397.60,1634.13,1248.05,1313.16
2008,1394.17,1734.37,1450.47,1173.90,1150.93,1128.03,1598.01,1650.14,1285.12,1467.31,1281.77,1528.71,1756.38,1422.19,1379.53
2009,1409.43,1776.22,1355.48,1263.30,1262.23,1210.27,1371.68,1499.14,1291.16,1460.81,1272.20,1418.14,1790.89,1433.11,1401.99
2010,1632.52,2201.43,1679.39,1394.58,1299.07,1126.84,1656.08,1829.51,1635.50,1877.12,1457.56,1732.32,2154.22,1819.14,1610.61
2011,1384.69,1894.10,1368.33,1146.18,1143.78,1046.55,1343.35,1459.65,1271.76,1491.66,1192.38,1384.66,1920.04,1503.37,1403.85
2012,1275.89,1347.09,1410.63,1275.56,1147.44,1158.58,1429.11,1367.06,1108.05,1178.93,1147.35,1290.18,1482.52,1199.65,1322.34
2013,1214.85,1459.91,1365.19,1177.20,1071.97,1042.13,1109.23,1140.85,864.81,985.65,942.51,1038.89,1706.89,1185.78,1365.83
2014,1501.36,2029.67,1463.22,1372.95,1271.73,1175.99,1365.16,1504.66,1330.86,1560.78,1247.90,1436.09,2050.78,1591.86,1527.71
2015,1140.18,1415.15,1182.67,964.95,932.69,922.15,1239.71,1316.70,1051.96,1215.59,1030.69,1231.70,1491.66,1165.23,1131.01
2016,1278.31,1609.72,1408.18,1221.98,1062.35,1063.21,1175.48,1208.49,1076.57,1237.44,1022.05,1152.80,1752.41,1302.43,1332.24
2017,1190.21,1599.56,1126.27,990.83,939.35,912.95,1390.43,1519.73,1151.89,1347.16,1082.15,1379.19,1516.85,1227.41,1127.56
2018,1501.52,1788.55,1567.79,1434.84,1337.21,1330.22,1562.11,1650.08,1355.96,1544.26,1338.22,1552.40,1772.26,1467.69,1465.77
2019,1472.48,1772.84,1435.45,1429.69,1313.74,1365.20,1543.41,1645.79,1310.21,1516.28,1323.09,1540.77,1727.18,1413.05,1386.55
2020,1368.42,1700.14,1412.33,1274.73,1173.26,1129.41,1401.44,1501.91,1215.58,1397.35,1188.20,1398.57,1731.05,1376.24,1380.77
