Variable:,pr
,"El Salvador",Ahuachapan,Cabanas,Chalatenango,Cuscatlan,"La Libertad","La Paz","La Union",Morazan,"San Miguel","San Salvador","San Vicente","Santa Ana",Sonsonate,Usulutan
1973,1901.07,2287.92,1829.18,1942.81,1908.97,1973.36,1920.29,1626.20,1652.25,1703.46,1951.45,1848.95,2152.52,2183.09,1810.54
1974,1820.58,2141.37,1748.18,1866.37,1807.06,1852.93,1816.06,1635.13,1619.65,1655.63,1834.99,1763.30,2064.79,2040.54,1736.40
1975,1574.38,1872.61,1519.03,1561.05,1563.36,1609.14,1610.44,1404.97,1388.24,1444.42,1588.54,1545.92,1733.38,1767.33,1543.57
1976,1473.29,1789.69,1397.47,1549.04,1461.64,1510.31,1471.95,1259.45,1271.66,1292.86,1490.80,1412.82,1729.68,1715.32,1376.71
1977,1384.25,1638.69,1318.10,1423.55,1355.86,1387.04,1382.33,1271.76,1244.05,1259.23,1371.15,1334.77,1571.39,1539.68,1323.02
1978,1641.20,1882.66,1589.43,1732.77,1637.78,1663.48,1620.45,1500.25,1480.58,1484.63,1656.46,1592.93,1873.10,1785.57,1542.05
1979,2136.67,2465.62,2076.44,2234.58,2156.09,2206.97,2130.95,1888.13,1890.47,1921.15,2193.68,2083.82,2416.76,2391.28,2014.82
1980,1893.49,2152.71,1838.82,1955.72,1876.98,1900.36,1880.30,1767.77,1721.13,1744.94,1890.16,1849.77,2123.17,2040.09,1816.52
1981,2017.19,2280.91,1973.08,2102.55,2025.39,2055.28,2015.47,1833.14,1826.39,1852.99,2047.50,1980.97,2241.99,2175.73,1930.33
1982,1626.38,1955.32,1539.98,1741.18,1594.20,1628.21,1586.20,1468.84,1440.11,1448.85,1612.06,1545.92,1904.91,1838.51,1507.09
1983,1639.06,1976.70,1583.60,1728.15,1638.11,1675.51,1631.65,1397.59,1439.27,1455.87,1660.76,1592.30,1897.59,1860.11,1534.97
1984,1757.89,2123.42,1691.35,1841.41,1752.08,1793.97,1739.40,1543.64,1554.44,1573.64,1778.54,1697.24,2015.75,1979.18,1643.85
1985,1485.18,1788.99,1432.02,1547.19,1496.68,1541.85,1498.95,1252.19,1285.55,1308.60,1528.54,1446.21,1719.92,1689.03,1397.36
1986,1318.58,1592.90,1251.50,1402.60,1298.47,1328.48,1297.74,1163.63,1162.50,1169.76,1316.07,1260.01,1554.97,1486.65,1226.67
1987,1437.69,1681.57,1395.46,1517.60,1457.37,1498.69,1445.57,1219.54,1264.05,1276.55,1488.15,1401.81,1646.58,1622.84,1345.72
1988,2233.20,2448.56,2221.67,2298.33,2279.71,2317.00,2282.03,1985.61,2013.19,2063.49,2310.25,2234.45,2427.23,2386.99,2171.68
1989,1833.99,2129.96,1787.88,1850.27,1826.62,1864.80,1858.16,1648.13,1650.21,1689.31,1845.93,1807.17,2024.11,2026.71,1780.49
1990,1525.57,1844.83,1458.76,1644.99,1523.15,1558.46,1491.07,1310.41,1341.51,1337.16,1548.88,1460.35,1809.98,1730.86,1395.58
1991,1532.89,1886.92,1448.70,1590.52,1519.99,1575.67,1525.32,1325.03,1323.29,1351.92,1555.10,1463.43,1787.29,1786.61,1432.62
1992,2175.88,2306.69,2152.14,2138.73,2146.63,2153.97,2221.05,2147.53,2061.35,2105.55,2139.68,2180.95,2282.53,2238.35,2192.71
1993,1962.53,2186.13,1922.87,2019.59,1955.63,1977.90,1972.61,1816.68,1795.03,1823.54,1966.83,1935.85,2171.00,2096.20,1900.94
1994,1341.64,1740.28,1246.99,1408.06,1325.08,1387.69,1305.18,1134.02,1136.38,1144.40,1364.18,1252.08,1614.41,1644.07,1205.05
1995,1898.97,2226.87,1847.66,1980.19,1921.08,1963.02,1891.48,1631.48,1684.34,1703.96,1955.40,1855.63,2183.17,2109.95,1787.21
1996,1900.19,2104.58,1864.13,1901.81,1894.62,1918.57,1947.79,1760.12,1728.83,1789.58,1907.40,1894.52,2054.86,2009.55,1895.25
1997,1688.92,1930.80,1649.03,1756.44,1690.67,1716.82,1695.08,1509.61,1520.26,1541.78,1707.48,1660.38,1901.67,1837.31,1617.48
1998,1726.79,2091.75,1662.89,1787.85,1724.91,1771.96,1722.01,1507.19,1505.88,1534.71,1753.82,1673.78,1981.99,1970.56,1621.94
1999,1682.15,1996.63,1613.78,1728.57,1671.63,1713.16,1686.34,1495.18,1481.49,1520.07,1698.14,1632.72,1918.02,1878.23,1609.13
2000,1693.43,1967.47,1642.09,1772.23,1696.27,1731.28,1686.27,1496.11,1515.77,1529.12,1720.33,1649.24,1932.45,1875.11,1597.77
2001,1635.51,1932.00,1580.29,1710.49,1628.34,1660.30,1609.43,1448.49,1463.67,1470.10,1648.32,1584.70,1887.76,1836.04,1530.76
2002,1561.61,1913.00,1487.58,1651.15,1567.82,1622.52,1542.54,1326.37,1347.89,1359.15,1606.65,1492.05,1840.68,1815.52,1430.03
2003,1615.45,1855.04,1560.10,1588.35,1597.84,1639.17,1662.84,1490.47,1443.82,1503.16,1618.63,1592.40,1756.23,1778.94,1605.75
2004,1683.57,1986.67,1618.38,1688.55,1665.24,1708.52,1701.87,1521.67,1498.81,1541.25,1688.60,1642.37,1882.80,1882.87,1632.79
2005,1778.47,2274.88,1666.44,1828.79,1771.58,1853.16,1747.50,1510.62,1511.97,1539.17,1827.29,1677.31,2106.37,2135.55,1625.74
2006,1921.60,2152.56,1893.41,2039.93,1912.64,1917.46,1908.55,1739.44,1773.22,1776.87,1911.46,1897.22,2155.50,2040.77,1838.59
2007,1676.74,1983.12,1618.13,1700.44,1671.39,1717.25,1687.19,1483.24,1493.05,1522.46,1698.61,1633.91,1891.95,1888.68,1602.55
2008,1977.33,2158.06,1976.55,1983.18,1975.42,1977.18,2008.69,1844.13,1844.07,1882.84,1970.02,1994.56,2116.02,2057.14,1966.64
2009,1469.48,1865.78,1379.19,1544.07,1470.26,1539.49,1460.95,1217.24,1230.65,1254.14,1517.47,1390.53,1752.64,1765.82,1340.93
2010,1787.85,2296.25,1661.37,1851.16,1768.59,1848.98,1747.83,1519.33,1509.42,1544.71,1822.59,1675.00,2148.20,2150.89,1634.41
2011,1760.57,2191.62,1660.52,1829.17,1753.82,1822.49,1735.34,1510.61,1512.80,1539.43,1801.15,1671.40,2076.06,2066.12,1623.56
2012,1651.51,1913.73,1591.71,1689.71,1634.72,1669.78,1659.43,1505.78,1481.71,1512.62,1654.08,1609.92,1851.26,1823.60,1592.21
2013,1962.53,2274.75,1883.86,2038.58,1921.52,1947.10,1936.41,1825.67,1784.23,1812.73,1931.95,1897.99,2222.70,2134.45,1881.70
2014,1507.80,1963.17,1400.56,1591.76,1507.00,1584.55,1477.77,1241.55,1245.84,1265.73,1561.93,1408.61,1834.40,1844.20,1350.26
2015,1608.88,1877.62,1568.97,1627.36,1602.63,1637.77,1635.80,1436.87,1441.32,1472.03,1619.27,1586.85,1780.06,1789.36,1557.92
2016,1685.09,1952.11,1639.40,1737.60,1677.84,1707.11,1692.59,1510.91,1511.34,1538.44,1693.31,1653.09,1894.30,1854.08,1617.53
2017,1708.33,2061.91,1640.54,1804.22,1710.73,1757.79,1686.49,1469.70,1496.33,1506.09,1742.63,1644.71,1994.98,1955.89,1578.39
2018,1581.02,1849.62,1520.45,1640.79,1574.93,1616.19,1586.93,1413.74,1401.96,1427.42,1601.01,1533.70,1789.64,1764.43,1503.23
2019,1384.97,1699.56,1319.16,1425.77,1386.91,1443.22,1391.58,1190.88,1189.78,1211.22,1423.06,1330.69,1601.38,1623.82,1288.83
2020,1720.42,2090.25,1638.17,1764.14,1704.78,1757.67,1713.58,1515.90,1504.26,1538.62,1737.13,1654.83,1981.80,1970.58,1625.30
