Variable:,pr
,Albania,Berat,Bulqize,Delvine,Devoll,Diber,Durres,Elbasan,Fier,Gjirokaster,Gramsh,Has,Kavaje,Kolonje,Korce,Kruje,Kucove,Kukes,Kurbin,Lezhe,Librazhd,Lushnje,"Malesi E Madhe",Mallakaster,Mat,Mirdite,Peqin,Permet,Pogradec,Puke,Sarande,Shkoder,Skrapar,Tepelene,Tirane,Tropoje,Vlore
1911,955.88,906.71,901.37,986.05,815.54,917.78,983.33,919.21,845.18,985.21,915.50,951.70,963.46,911.34,837.62,1092.51,901.50,909.82,1180.60,1169.85,881.96,905.33,1125.37,908.14,1014.47,1060.99,990.50,970.35,825.76,1029.94,972.80,1078.77,933.36,969.70,975.10,996.97,907.24
1912,1037.17,974.35,957.81,1103.99,833.05,1003.49,1050.30,972.62,921.94,1063.03,962.00,1078.94,1025.60,929.45,864.13,1173.30,981.10,1012.24,1276.50,1264.58,925.59,980.93,1290.85,992.51,1097.15,1153.20,1053.80,1021.45,856.76,1150.56,1098.74,1201.47,982.11,1073.10,1034.75,1130.64,1021.22
1913,998.95,934.62,952.12,1005.23,803.43,985.03,1024.65,959.75,867.40,997.26,945.70,1028.26,1008.43,885.89,839.23,1141.38,928.20,981.52,1227.20,1215.10,924.88,935.19,1239.40,935.22,1070.30,1117.24,1042.00,974.74,834.57,1122.25,990.94,1177.34,956.70,999.05,1025.41,1096.21,941.05
1914,1125.02,1096.84,1026.28,1242.62,921.25,1037.93,1154.06,1075.32,1049.23,1200.08,1074.80,1089.11,1137.51,1052.06,957.03,1261.79,1109.00,1032.87,1343.90,1332.64,1007.07,1105.52,1305.59,1121.19,1153.27,1205.00,1166.70,1155.05,941.71,1178.83,1234.87,1241.12,1101.38,1214.20,1142.94,1145.21,1159.22
1915,1516.92,1526.85,1427.48,1536.04,1207.98,1381.33,1614.50,1519.29,1458.59,1527.65,1487.70,1417.63,1617.64,1307.30,1279.60,1726.31,1549.00,1354.15,1777.10,1763.60,1424.76,1549.11,1817.41,1550.38,1547.92,1597.69,1667.50,1488.09,1270.80,1583.84,1500.57,1709.80,1492.68,1605.07,1631.87,1533.16,1554.42
1916,1138.04,1134.34,1036.62,1228.35,884.45,1036.42,1205.57,1104.61,1097.24,1186.19,1093.30,1076.34,1190.47,989.02,936.93,1306.06,1157.40,1021.57,1381.50,1371.59,1019.87,1154.74,1346.78,1163.58,1170.64,1224.92,1218.70,1135.96,925.73,1185.62,1215.06,1272.79,1109.91,1232.60,1188.78,1142.78,1193.20
1917,932.87,883.48,848.08,1022.39,702.03,894.58,1012.00,879.09,866.99,946.63,834.40,933.36,985.13,791.40,733.34,1118.71,911.10,887.82,1216.90,1207.64,813.77,919.23,1142.35,917.19,1006.87,1069.51,1005.00,885.09,726.82,1016.12,1026.29,1083.42,851.96,971.11,975.46,975.23,942.79
1918,1011.51,994.35,918.88,1223.75,877.01,913.75,1006.70,965.98,938.51,1159.09,987.80,928.85,993.78,1009.07,903.95,1098.38,997.60,900.29,1166.50,1156.58,911.36,987.55,1058.96,1018.44,1011.46,1050.50,1019.50,1103.98,884.93,998.48,1228.16,1037.54,1024.82,1145.70,1003.72,960.57,1079.47
1919,1287.81,1298.05,1155.38,1532.92,1094.49,1120.00,1292.27,1245.78,1215.86,1465.51,1279.10,1146.32,1290.08,1251.38,1140.65,1397.56,1308.30,1101.12,1454.00,1441.86,1156.91,1290.16,1415.39,1330.72,1257.80,1301.60,1332.20,1399.55,1116.38,1258.66,1528.27,1340.31,1318.82,1477.31,1305.85,1214.18,1392.83
1920,939.78,889.24,838.94,1167.04,826.80,844.71,912.32,872.60,828.74,1102.76,893.50,890.29,896.20,990.97,837.80,1012.48,886.20,847.44,1089.50,1079.70,827.24,879.29,1038.65,909.46,936.26,977.46,923.30,1053.25,814.40,951.94,1178.99,991.60,942.56,1051.38,909.46,925.42,967.71
1921,853.84,790.06,757.79,1001.06,686.10,801.18,868.46,778.96,759.92,933.92,769.10,871.24,839.89,826.46,700.70,976.39,801.50,816.73,1078.20,1068.80,728.95,802.79,998.89,819.28,895.26,951.18,858.50,882.51,686.07,921.91,1008.26,955.31,804.25,926.81,838.88,898.09,878.85
1922,1040.55,1006.50,943.35,1121.73,760.76,985.55,1098.69,985.84,969.84,1049.92,954.20,1055.34,1075.68,845.57,810.19,1222.64,1036.00,987.14,1323.10,1311.27,909.14,1033.74,1315.98,1041.64,1105.73,1170.13,1106.30,984.67,805.59,1145.52,1118.91,1218.12,966.98,1099.66,1076.21,1113.49,1066.49
1923,1249.10,1283.96,1133.12,1425.07,976.07,1107.25,1324.93,1231.49,1242.79,1351.28,1221.70,1121.69,1320.41,1111.47,1037.46,1418.55,1319.00,1076.12,1473.60,1462.50,1125.22,1307.37,1380.84,1326.95,1257.30,1307.48,1354.80,1278.08,1021.88,1233.78,1414.79,1318.20,1242.91,1409.75,1320.24,1179.82,1365.91
1924,1036.41,995.28,947.60,1142.47,793.65,980.39,1073.31,982.83,956.28,1073.13,953.90,1040.02,1053.45,893.35,832.17,1191.76,1018.50,980.65,1284.90,1272.62,918.80,1015.95,1263.27,1029.42,1089.68,1146.51,1083.90,1011.20,825.02,1126.71,1140.22,1186.39,974.07,1108.46,1059.23,1096.26,1068.11
1925,1002.94,928.31,950.23,903.28,745.50,1016.25,1098.86,955.52,903.82,889.48,891.80,1103.33,1066.63,784.72,781.71,1223.34,949.10,1028.22,1339.00,1328.68,905.76,965.96,1363.37,942.28,1124.05,1192.59,1089.40,864.00,785.06,1191.71,885.96,1266.11,885.69,934.01,1061.54,1167.52,916.86
1926,997.52,935.36,966.75,933.18,736.04,1009.34,1075.38,971.62,900.22,913.83,914.80,1078.54,1053.41,783.30,783.19,1187.78,947.10,1012.27,1280.60,1270.14,930.72,961.55,1301.27,941.49,1104.67,1158.50,1080.30,883.60,786.67,1161.30,919.20,1221.35,908.24,946.14,1059.20,1139.43,921.80
1927,1118.02,1105.20,1024.54,1245.66,838.62,1048.85,1189.48,1079.82,1075.95,1157.17,1046.90,1083.29,1172.81,926.52,892.71,1302.81,1138.10,1034.10,1388.40,1375.99,997.86,1135.53,1306.71,1145.82,1174.39,1233.80,1203.70,1079.24,888.03,1175.36,1243.98,1239.22,1060.60,1213.20,1172.26,1132.25,1185.31
1928,1106.79,1121.28,983.63,1381.98,891.52,973.54,1145.16,1065.87,1088.44,1268.37,1069.30,969.23,1136.75,1035.19,936.81,1235.67,1150.30,943.01,1296.10,1285.34,974.17,1137.91,1162.99,1168.18,1100.99,1148.54,1165.70,1178.58,918.07,1063.43,1393.82,1126.31,1105.58,1288.69,1136.30,1009.99,1242.08
1929,1034.62,995.48,986.35,1094.13,812.82,1016.15,1081.90,1004.07,958.61,1037.08,954.30,1075.82,1065.26,874.38,848.44,1187.64,1018.70,1021.72,1268.60,1257.91,960.29,1018.81,1211.60,1025.10,1105.85,1153.76,1093.90,982.85,849.48,1120.99,1087.67,1151.20,965.69,1076.32,1074.35,1098.78,1043.59
1930,1107.68,1074.60,986.49,1327.85,949.83,965.63,1103.59,1049.29,996.49,1283.50,1081.60,1000.88,1088.04,1140.96,977.15,1218.16,1070.00,954.80,1301.90,1289.87,981.90,1062.17,1241.64,1093.77,1099.34,1148.00,1121.20,1238.63,948.94,1106.15,1326.25,1179.21,1130.81,1250.43,1101.23,1062.30,1154.92
1931,1148.94,1146.55,1015.44,1378.88,905.79,1018.26,1187.87,1093.59,1104.89,1277.20,1085.90,1054.68,1172.51,1051.57,947.21,1300.91,1180.50,1005.14,1383.90,1371.64,999.92,1166.99,1296.71,1197.36,1157.93,1216.46,1204.80,1192.51,930.94,1158.64,1382.55,1233.72,1121.32,1311.95,1173.19,1110.82,1260.76
1932,883.73,820.78,800.39,904.89,625.05,857.17,953.03,821.57,808.42,846.93,774.90,914.85,920.95,694.97,663.62,1070.97,846.70,858.37,1183.20,1173.52,760.68,855.88,1192.69,848.83,968.37,1034.69,941.00,795.11,660.56,1030.34,902.51,1121.20,783.59,884.44,913.63,996.06,867.34
1933,1132.35,1115.13,1014.32,1278.12,856.93,1020.98,1206.24,1083.14,1106.70,1190.67,1044.10,1051.74,1186.42,987.28,899.14,1306.87,1155.10,1003.17,1390.00,1380.90,993.96,1153.97,1372.30,1161.73,1162.11,1221.68,1210.60,1116.47,887.84,1187.59,1279.32,1300.49,1069.05,1231.20,1177.72,1139.67,1206.04
1934,1050.21,1029.97,962.98,1153.44,808.78,979.24,1118.35,1014.15,1002.99,1087.98,983.90,1013.24,1103.25,909.21,853.45,1217.61,1055.90,966.91,1293.10,1282.63,940.38,1057.34,1225.47,1062.57,1096.92,1150.15,1130.20,1027.83,844.62,1109.75,1149.26,1176.02,1000.13,1125.90,1101.53,1069.56,1095.55
1935,1103.37,1133.34,986.70,1327.29,853.09,972.33,1161.63,1074.45,1101.08,1227.93,1072.20,974.07,1149.07,977.54,909.38,1259.65,1167.70,942.16,1331.20,1319.58,977.09,1153.42,1174.16,1181.91,1114.73,1167.18,1176.80,1142.52,895.03,1070.22,1328.41,1134.97,1097.50,1284.54,1146.57,1011.86,1247.46
1936,1182.14,1170.00,1085.55,1338.10,1036.30,1058.74,1190.37,1148.02,1088.73,1310.13,1169.60,1075.73,1179.83,1182.22,1067.18,1309.95,1169.80,1039.67,1388.50,1374.59,1084.08,1159.25,1305.06,1184.90,1190.95,1236.80,1219.00,1274.34,1043.94,1175.93,1328.69,1239.75,1203.15,1295.43,1199.73,1126.60,1211.46
1937,1415.80,1414.54,1311.94,1539.06,1116.95,1289.42,1495.06,1393.50,1363.73,1472.42,1360.80,1334.52,1486.46,1235.09,1178.98,1613.12,1444.80,1270.79,1687.50,1673.71,1301.80,1440.71,1663.55,1450.93,1449.14,1505.99,1527.00,1402.96,1168.98,1462.10,1526.98,1560.20,1377.83,1524.48,1493.65,1414.55,1475.34
1938,1006.12,987.05,909.63,1237.55,821.98,927.65,1000.69,952.14,935.83,1148.46,959.50,957.61,985.51,960.27,854.15,1104.98,1002.20,918.05,1183.90,1172.00,890.14,988.37,1073.68,1022.32,1022.03,1067.39,1013.60,1076.45,838.52,1014.21,1246.22,1038.80,997.32,1148.71,995.52,981.12,1087.10
1939,1295.38,1315.76,1146.18,1599.02,1057.43,1119.35,1295.09,1242.08,1270.20,1497.84,1265.80,1154.41,1286.73,1244.50,1104.73,1394.77,1343.50,1101.65,1459.60,1447.87,1142.34,1320.51,1392.63,1368.24,1258.05,1305.03,1319.70,1410.89,1080.72,1256.07,1602.40,1327.89,1313.32,1528.82,1293.47,1213.92,1467.98
1940,1277.14,1276.94,1168.78,1410.73,1073.21,1157.95,1301.77,1239.61,1209.41,1370.70,1253.90,1202.13,1292.67,1196.71,1118.12,1414.77,1289.70,1147.31,1487.20,1474.34,1159.90,1277.82,1447.71,1303.18,1287.14,1336.69,1330.90,1322.58,1101.05,1297.46,1396.44,1364.83,1277.66,1402.26,1305.27,1258.08,1339.33
1941,1054.80,1006.48,959.23,1093.42,740.34,1010.59,1141.44,998.04,992.21,1013.38,931.20,1088.66,1115.72,811.72,788.49,1267.31,1049.10,1016.18,1373.20,1361.55,919.77,1053.84,1403.50,1049.75,1137.67,1208.11,1144.70,943.08,788.64,1201.86,1089.71,1295.14,938.26,1080.45,1110.14,1170.41,1066.93
1942,1068.10,1057.22,961.29,1236.10,828.98,976.31,1102.97,1020.07,1016.10,1156.56,1005.50,999.84,1087.19,956.48,870.06,1218.37,1086.20,958.33,1303.40,1290.75,939.64,1075.48,1236.27,1098.27,1099.08,1154.38,1119.90,1086.77,857.37,1101.57,1235.56,1171.16,1033.12,1190.03,1092.75,1057.46,1143.88
1943,1013.03,998.35,916.00,1120.43,775.12,933.00,1072.72,970.38,972.83,1052.70,948.00,967.19,1054.23,870.25,819.07,1172.23,1026.70,920.95,1253.00,1243.43,893.99,1023.87,1204.80,1034.02,1052.51,1107.26,1078.70,991.59,810.19,1070.45,1117.12,1148.05,964.20,1098.01,1050.55,1029.67,1070.32
1944,1216.01,1210.22,1109.35,1371.24,941.27,1117.00,1261.78,1175.36,1160.78,1293.91,1160.40,1172.20,1249.95,1048.85,996.04,1373.99,1238.20,1111.05,1450.50,1438.12,1090.41,1228.50,1399.18,1253.32,1244.15,1298.69,1285.40,1218.59,987.42,1260.78,1361.80,1324.05,1182.23,1356.83,1256.00,1223.42,1311.01
1945,961.16,957.16,876.44,1115.74,777.10,892.26,994.04,925.14,905.25,1057.86,930.80,899.24,977.55,887.96,817.08,1102.61,971.80,869.85,1186.30,1173.59,856.61,962.50,1014.59,985.92,1001.85,1052.26,1005.70,1003.69,802.81,960.78,1112.78,986.49,955.54,1082.44,983.37,911.77,1031.47
1946,932.70,913.50,858.37,1076.52,757.33,887.97,953.07,889.60,862.49,1011.89,891.50,908.54,932.16,853.98,792.58,1060.73,925.70,872.71,1151.00,1139.26,833.46,916.98,1011.66,939.43,982.13,1031.60,956.20,955.76,781.05,958.40,1077.40,977.96,913.30,1028.70,938.14,920.04,978.58
1947,953.69,939.11,861.53,1120.75,740.77,875.49,980.91,907.75,911.38,1038.16,895.90,895.44,962.41,846.56,778.44,1076.76,963.30,860.56,1156.00,1146.56,842.89,954.97,1082.84,978.12,980.08,1028.07,985.00,969.35,769.28,980.75,1124.23,1041.07,920.99,1073.75,963.79,940.08,1039.35
1948,809.52,737.93,749.44,843.68,619.20,805.16,838.10,750.68,701.33,801.11,718.60,861.44,810.59,700.31,642.30,956.16,748.70,811.23,1061.40,1050.58,713.26,753.93,1055.19,754.04,889.36,944.85,834.30,763.47,637.44,936.16,843.58,985.88,733.61,802.68,816.49,912.81,764.27
1949,1107.92,1107.13,1018.47,1257.31,902.40,1009.59,1137.34,1077.34,1066.75,1201.70,1074.90,1028.80,1125.45,1011.29,946.42,1235.16,1125.10,990.76,1304.90,1293.85,1007.89,1116.14,1209.90,1137.59,1125.98,1170.31,1154.40,1146.25,932.71,1124.49,1251.86,1182.03,1099.70,1230.80,1133.21,1081.15,1186.13
1950,1089.82,1117.42,984.66,1300.36,869.74,969.17,1138.78,1063.91,1075.64,1217.43,1073.00,952.95,1122.95,990.79,921.40,1239.71,1142.30,931.78,1317.70,1306.63,976.33,1127.83,1142.00,1155.47,1107.45,1158.20,1149.40,1143.44,906.02,1047.92,1300.05,1111.61,1098.01,1254.61,1123.61,985.90,1209.61
1951,1174.18,1198.60,1064.65,1370.36,921.00,1049.91,1242.81,1151.75,1157.44,1294.19,1144.20,1028.38,1235.83,1048.72,976.43,1343.51,1229.10,1011.04,1407.00,1394.51,1055.67,1219.32,1270.63,1239.33,1191.41,1242.70,1270.00,1221.79,963.56,1144.22,1367.18,1223.01,1171.88,1333.10,1237.24,1082.65,1285.71
1952,1071.50,1070.00,927.38,1209.82,794.68,950.59,1141.99,1007.22,1044.60,1124.94,1004.20,1080.27,1111.39,905.87,844.98,1252.19,1107.10,978.97,1358.40,1349.12,903.62,1097.84,1270.90,1115.29,1099.98,1171.76,1129.20,1050.02,832.35,1146.03,1206.72,1208.41,1021.67,1187.06,1094.01,1113.31,1154.29
1953,951.66,964.69,865.48,1122.67,756.59,859.91,991.25,931.66,921.02,1077.18,940.90,834.74,993.33,916.77,794.17,1071.72,977.80,821.45,1110.00,1098.77,855.80,972.36,994.62,986.60,959.19,995.61,1027.40,1032.04,781.13,920.71,1121.59,965.07,971.04,1077.41,1001.08,876.48,1029.66
1954,1267.20,1328.16,1121.26,1553.57,953.67,1107.48,1365.53,1244.80,1294.77,1435.29,1227.30,1099.45,1361.20,1113.55,1018.05,1480.75,1384.90,1067.77,1548.50,1532.49,1107.98,1366.01,1283.76,1392.48,1282.13,1346.33,1402.30,1331.97,1000.37,1205.10,1557.11,1259.04,1264.23,1487.24,1356.57,1135.44,1439.85
1955,1214.16,1174.77,1126.79,1265.67,965.65,1165.03,1272.17,1164.14,1134.44,1233.43,1123.80,1215.77,1251.36,1067.00,1005.74,1398.12,1203.40,1158.67,1496.50,1483.56,1093.78,1202.41,1438.34,1213.36,1284.02,1346.25,1284.20,1189.02,997.41,1306.95,1244.93,1368.56,1146.43,1289.76,1255.37,1268.32,1243.63
1956,1168.16,1198.12,1056.97,1450.63,962.53,1042.80,1227.82,1148.63,1161.19,1353.11,1129.80,992.43,1236.37,1098.68,1007.21,1307.94,1236.30,995.31,1335.70,1323.29,1047.78,1224.76,1146.59,1258.13,1161.49,1201.08,1275.80,1266.65,984.75,1073.78,1449.51,1114.62,1174.92,1395.13,1240.67,1017.76,1336.86
1957,1025.70,1009.40,950.49,1105.43,809.65,964.81,1095.65,999.01,983.35,1064.77,978.90,965.89,1087.35,901.58,850.60,1178.39,1026.50,947.31,1235.20,1224.84,931.16,1032.30,1178.28,1033.83,1066.21,1111.17,1112.60,1019.77,843.23,1061.17,1095.71,1127.97,994.21,1099.73,1084.84,1022.57,1070.74
1958,1134.49,1141.51,1054.13,1230.16,837.11,1039.33,1245.16,1127.29,1112.88,1151.92,1100.50,1055.03,1230.70,945.30,897.84,1347.52,1164.80,1009.53,1423.10,1412.61,1043.78,1170.26,1312.43,1163.34,1190.20,1246.47,1260.00,1082.64,897.38,1176.28,1228.79,1263.27,1098.90,1198.66,1227.43,1120.79,1178.07
1959,1237.35,1221.28,1174.21,1364.59,1002.95,1163.83,1293.06,1224.47,1155.65,1304.72,1210.70,1144.51,1283.45,1126.25,1051.77,1414.94,1227.10,1123.68,1493.30,1478.76,1163.43,1227.66,1370.61,1235.81,1292.35,1340.96,1324.20,1246.67,1044.58,1265.09,1359.77,1328.65,1224.61,1316.43,1301.14,1210.49,1258.97
1960,1258.16,1271.01,1144.49,1452.53,972.17,1138.13,1361.62,1233.81,1240.71,1362.08,1204.30,1110.29,1352.28,1108.01,1028.01,1463.23,1308.50,1091.39,1530.70,1518.82,1127.91,1306.86,1387.07,1319.05,1292.69,1351.03,1385.10,1279.90,1014.09,1237.79,1449.62,1332.52,1231.35,1412.56,1345.75,1169.42,1369.55
1961,880.60,851.16,824.06,980.96,708.87,822.01,921.36,856.55,828.32,920.05,831.40,848.18,912.40,792.10,741.71,993.11,862.20,819.31,1043.90,1036.64,813.85,867.32,1034.04,868.50,907.72,941.96,934.30,869.29,735.20,925.58,983.88,984.16,844.72,923.16,916.81,900.61,890.36
1962,1245.56,1224.07,1154.93,1482.44,1036.14,1138.86,1283.29,1212.95,1145.59,1368.45,1235.30,1145.62,1268.02,1153.55,1088.36,1403.52,1217.50,1103.06,1489.80,1476.86,1144.31,1216.62,1348.99,1241.02,1279.39,1331.08,1303.60,1278.55,1071.64,1241.57,1493.10,1299.95,1251.50,1375.49,1280.72,1186.65,1309.36
1963,1271.80,1237.18,1183.16,1422.85,1016.95,1201.97,1326.45,1233.41,1162.72,1335.80,1230.70,1217.37,1314.86,1120.16,1072.80,1459.24,1240.70,1175.25,1545.90,1530.83,1157.10,1243.86,1452.00,1260.68,1331.48,1389.80,1358.90,1258.17,1060.82,1323.96,1418.90,1388.62,1242.56,1377.96,1328.80,1271.59,1317.53
1964,1072.79,1041.22,996.15,1136.04,872.13,1010.64,1101.83,1030.96,998.28,1102.41,1020.10,1062.33,1079.82,968.14,910.34,1209.55,1053.00,1009.87,1300.10,1290.19,976.49,1049.89,1282.33,1059.31,1117.70,1167.80,1104.70,1063.54,899.80,1151.37,1125.96,1216.72,1035.55,1120.64,1086.51,1121.89,1078.03
1965,912.94,888.63,842.21,1036.31,715.28,844.77,936.98,878.08,865.56,946.43,836.00,895.69,921.11,804.55,747.05,1035.53,918.30,846.80,1111.20,1101.69,827.95,910.73,1095.29,927.49,945.89,989.24,947.90,877.57,739.62,967.12,1041.02,1022.15,850.30,986.14,931.06,941.28,962.71
1966,1193.56,1211.79,1121.93,1321.23,921.83,1085.24,1279.82,1192.34,1215.49,1228.46,1079.00,1111.65,1270.73,1058.68,960.75,1383.20,1286.80,1069.68,1450.90,1439.04,1118.19,1272.45,1364.50,1276.85,1234.90,1283.29,1304.80,1153.77,956.98,1213.77,1322.73,1291.18,1103.74,1275.65,1277.93,1163.74,1255.22
1967,949.47,900.15,921.40,920.87,733.96,965.01,987.20,921.79,865.71,910.97,866.20,1022.72,969.88,795.86,762.32,1103.08,919.30,968.82,1190.80,1178.41,889.01,921.44,1163.36,914.99,1041.22,1088.36,1001.50,887.76,765.34,1081.66,907.01,1108.35,875.07,927.81,985.84,1060.88,897.78
1968,1127.27,1107.39,1034.21,1165.12,842.66,1077.40,1179.37,1076.66,1087.36,1131.05,1049.40,1147.27,1155.74,939.12,893.13,1301.49,1140.10,1074.01,1403.30,1390.45,999.09,1135.17,1353.23,1143.71,1193.64,1256.71,1183.60,1085.97,889.73,1235.35,1148.22,1291.80,1064.20,1198.41,1155.66,1199.67,1174.91
1969,1227.36,1222.65,1141.24,1308.50,906.98,1171.40,1299.15,1191.05,1187.59,1246.70,1141.10,1201.97,1270.07,1024.94,966.64,1439.83,1268.70,1145.34,1559.80,1545.65,1108.03,1256.10,1440.64,1266.94,1314.55,1383.99,1300.90,1182.77,964.08,1307.45,1297.28,1376.11,1157.71,1307.28,1272.61,1252.84,1274.68
1970,1092.66,1078.63,1011.71,1112.62,835.24,1025.60,1132.70,1058.59,1030.37,1081.46,1013.20,1098.14,1115.55,916.33,881.79,1268.23,1115.60,1032.32,1365.50,1350.80,990.02,1102.32,1350.53,1115.51,1152.10,1210.16,1155.60,1039.70,877.32,1205.54,1094.26,1273.34,1024.38,1148.01,1131.41,1173.49,1107.90
1971,1034.98,1026.39,953.22,1199.78,840.23,954.34,1075.42,1005.02,972.78,1116.41,985.70,963.53,1061.44,952.94,876.81,1180.50,1049.20,937.02,1257.70,1245.69,939.50,1039.57,1140.82,1064.62,1069.84,1117.70,1091.10,1047.33,863.96,1038.82,1199.03,1086.45,1006.52,1157.34,1068.90,993.56,1107.35
1972,1168.53,1151.19,1066.10,1244.51,967.40,1106.24,1196.86,1117.49,1082.37,1257.24,1168.60,1097.57,1184.98,1073.35,1017.88,1313.58,1141.00,1070.03,1393.10,1379.48,1035.14,1141.10,1293.63,1161.70,1209.33,1263.70,1221.50,1236.03,999.74,1196.30,1213.92,1248.83,1192.98,1295.62,1192.62,1147.88,1234.92
1973,1108.00,1069.62,1020.97,1255.73,916.61,1043.76,1165.38,1066.86,1018.37,1173.33,1079.30,1042.22,1153.62,999.05,959.96,1268.00,1064.00,1017.06,1340.10,1328.28,997.05,1075.41,1243.88,1085.39,1153.13,1204.38,1184.50,1103.79,943.57,1136.60,1256.02,1196.10,1089.39,1198.98,1156.08,1089.57,1156.64
1974,1166.68,1144.21,1054.71,1257.84,907.22,1086.22,1233.83,1115.07,1091.91,1214.37,1112.60,1128.37,1217.09,1016.45,959.15,1354.86,1161.90,1067.46,1444.20,1431.13,1024.31,1162.25,1379.25,1173.10,1218.21,1282.48,1251.40,1162.63,946.57,1238.29,1243.34,1311.07,1131.38,1262.07,1216.12,1195.18,1212.71
1975,802.27,763.71,696.09,862.82,627.08,736.52,838.93,737.94,735.41,849.35,773.20,802.74,825.21,702.79,660.35,901.45,758.10,749.08,955.30,949.97,670.28,768.30,999.48,774.78,812.05,856.61,839.10,822.16,648.40,873.95,849.56,940.02,790.94,876.38,811.86,858.19,847.41
1976,1189.85,1134.14,1113.73,1189.89,926.50,1143.71,1301.34,1155.94,1115.06,1168.22,1123.50,1175.04,1293.03,993.27,977.91,1391.77,1140.10,1130.00,1450.20,1441.35,1085.51,1167.90,1455.49,1147.61,1255.92,1310.34,1324.10,1131.09,975.05,1290.14,1171.56,1384.09,1129.46,1213.11,1286.72,1251.48,1193.18
