Variable:,pr
,Turkey,Adana,Adiyaman,Afyon,Agri,Aksaray,Amasya,Ankara,Antalya,Ardahan,Artvin,Aydin,Balikesir,Bartin,Batman,Bayburt,Bilecik,Bingol,Bitlis,Bolu,Burdur,Bursa,Canakkale,Cankiri,Corum,Denizli,Diyarbakir,Edirne,Elazig,Erzincan,Erzurum,Eskisehir,Gaziantep,Giresun,Gumushane,Hakkari,Hatay,Icel,Igdir,Isparta,Istanbul,Izmir,K.maras,Karabuk,Karaman,Kars,Kastamonu,Kayseri,Kilis,Kirikkale,Kirklareli,Kirsehir,Kocaeli,Konya,Kutahya,Malatya,Manisa,Mardin,Mugla,Mus,Nevsehir,Nigde,Ordu,Osmaniye,Rize,Sakarya,Samsun,Sanliurfa,Siirt,Sinop,Sirnak,Sivas,Tekirdag,Tokat,Trabzon,Tunceli,Usak,Van,Yalova,Yozgat,Zonguldak
1911,581.06,808.58,543.59,493.64,409.46,349.81,469.32,440.69,910.61,541.89,604.83,783.03,707.35,716.05,654.87,456.87,593.05,671.55,647.97,634.79,606.30,728.64,735.80,535.55,468.66,635.03,591.78,601.66,579.88,520.28,474.51,444.49,582.61,539.14,473.19,600.73,1018.67,819.53,336.54,620.35,711.84,725.28,571.60,782.56,612.68,437.31,625.65,429.89,631.91,408.84,573.19,407.13,724.11,479.87,669.06,501.75,688.50,576.69,888.04,590.53,390.16,423.35,595.01,843.54,624.75,681.83,597.80,493.71,743.35,572.45,665.00,447.07,612.06,481.70,520.78,611.64,588.37,487.36,741.89,429.93,792.64
1912,584.15,686.39,543.57,489.03,542.48,324.23,471.46,440.32,648.87,737.10,832.84,754.79,705.69,777.31,705.67,593.40,593.05,770.53,787.98,635.64,518.43,728.94,731.63,539.01,473.95,611.49,609.43,635.27,602.28,593.01,641.81,444.49,558.74,624.37,581.06,633.78,840.68,554.52,433.98,555.45,738.94,706.01,563.19,810.01,397.29,609.29,690.79,422.72,576.15,408.84,641.29,406.53,733.30,391.07,669.06,502.63,684.25,582.59,787.51,727.28,383.00,363.06,637.93,771.94,843.34,686.73,632.33,492.79,831.83,642.20,716.25,454.56,634.47,486.82,679.14,670.41,588.33,568.63,748.76,429.92,808.35
1913,576.17,727.23,543.55,491.03,429.22,339.08,470.37,440.57,781.65,586.25,691.95,757.65,692.51,751.07,686.90,537.12,593.05,732.22,708.02,635.29,559.35,728.82,682.15,538.01,472.13,623.12,602.71,590.60,596.04,571.84,542.07,444.49,558.20,598.44,546.91,619.85,879.72,652.98,326.03,585.42,723.94,671.65,565.49,800.64,494.30,467.52,665.78,426.95,578.53,408.84,578.90,406.87,728.85,433.98,669.06,502.46,670.76,581.39,831.23,649.99,387.23,393.86,620.60,789.36,729.89,684.16,616.66,492.73,795.03,617.53,699.95,452.66,613.75,484.50,618.19,655.21,588.33,495.28,746.30,429.92,801.84
1914,587.22,719.87,543.59,490.98,525.06,335.17,470.23,440.44,704.04,721.04,776.19,755.46,713.10,750.29,703.04,559.99,593.06,748.74,772.37,635.63,547.53,729.44,744.37,537.06,471.88,617.03,607.27,628.70,599.13,582.17,610.54,444.49,562.20,603.29,556.91,664.53,870.85,618.98,427.69,577.80,762.84,734.60,565.01,795.86,461.44,588.13,665.78,425.27,582.74,408.84,641.47,406.77,740.49,420.79,669.06,502.74,697.24,583.29,778.04,704.67,386.05,385.65,617.92,793.07,778.36,690.03,611.19,492.91,835.93,615.77,731.68,454.50,637.56,484.37,633.52,662.83,588.36,576.93,756.86,429.92,802.71
1915,567.08,574.00,543.54,487.79,558.46,307.47,471.37,440.00,503.43,839.89,910.60,738.60,689.07,764.49,696.08,603.76,593.06,770.78,762.45,635.85,485.32,729.35,670.65,539.30,473.62,606.43,609.07,636.18,600.85,586.82,668.60,444.49,536.56,620.54,583.82,609.21,679.95,366.40,467.45,528.95,761.16,648.21,554.99,806.24,285.34,661.41,674.28,417.25,526.51,408.84,661.99,406.10,739.69,346.22,669.06,502.47,666.19,580.41,771.57,723.59,377.74,322.75,634.53,700.60,897.45,689.81,624.65,492.26,805.56,621.74,693.24,453.37,641.76,486.04,699.69,664.29,588.31,562.55,755.50,429.92,807.01
1916,548.18,716.56,543.54,489.70,412.17,328.94,469.13,440.34,677.58,543.22,584.33,681.34,676.82,711.77,658.06,454.88,593.04,675.75,652.00,634.53,525.25,722.24,639.53,534.96,468.21,587.96,592.45,542.77,581.61,522.98,482.06,444.49,560.22,531.69,466.00,540.31,898.16,595.37,340.07,571.08,707.27,637.51,565.71,779.58,440.12,454.21,621.60,424.44,584.25,408.84,550.45,406.68,721.33,408.25,669.05,501.89,665.22,577.01,683.46,594.45,384.31,373.55,589.92,794.62,593.48,679.61,596.72,492.42,743.26,570.35,651.19,447.71,563.78,480.95,502.20,615.69,587.19,461.15,740.87,429.92,790.28
1917,562.30,687.30,543.55,489.67,393.49,331.43,470.01,440.40,672.20,558.05,636.22,808.18,731.10,732.97,651.07,509.43,593.05,697.08,637.97,634.98,529.95,739.51,766.65,536.32,470.56,619.36,593.18,679.43,591.51,558.77,497.82,444.49,549.89,584.96,526.13,533.26,808.63,558.38,305.72,564.26,763.10,752.37,562.71,789.25,421.10,447.73,647.27,424.63,557.25,408.84,658.74,406.71,731.17,404.90,669.08,502.37,699.86,575.32,872.89,599.20,385.28,377.05,612.76,766.45,675.23,683.88,609.49,492.38,727.02,597.09,638.74,451.77,692.96,483.80,582.90,646.57,588.39,427.71,761.25,429.92,796.37
1918,580.43,807.05,543.55,492.67,415.69,356.56,468.90,440.79,805.16,571.83,614.45,803.22,730.27,699.33,655.14,480.32,593.05,695.17,639.16,634.60,576.49,740.05,781.80,533.77,466.49,627.43,593.73,700.05,593.36,550.79,494.33,444.49,568.46,543.60,486.16,568.49,995.51,741.24,346.03,606.08,775.69,750.30,570.77,771.69,560.02,468.88,603.76,431.85,601.16,408.84,663.38,407.28,731.14,468.15,669.08,502.47,691.80,576.51,904.66,585.94,392.58,432.21,588.95,845.45,625.15,683.05,593.51,492.58,736.11,554.50,654.38,450.61,705.10,481.38,522.03,648.17,588.30,469.46,765.16,429.93,788.95
1919,592.86,652.47,543.54,491.03,532.53,316.67,471.33,440.14,700.66,767.77,840.28,789.57,756.35,763.08,685.56,583.21,593.10,747.39,744.27,637.14,552.16,755.32,836.48,538.79,473.89,627.76,603.55,847.78,596.75,581.78,629.93,444.49,547.26,625.80,580.27,616.93,767.11,562.16,437.96,573.64,897.36,735.20,559.91,804.47,427.67,614.57,677.23,419.81,551.36,408.84,855.89,406.32,780.27,402.83,669.10,502.47,690.24,579.72,853.35,701.79,379.86,346.93,635.59,741.34,844.03,709.23,623.78,492.38,796.01,626.21,691.83,453.95,852.00,486.40,682.87,657.51,588.66,543.59,805.95,429.92,811.29
1920,612.09,755.00,543.52,493.55,645.43,370.17,469.75,441.02,816.79,849.61,866.93,752.86,732.83,714.49,716.03,538.96,593.05,762.64,858.56,634.62,583.84,739.99,791.35,536.00,469.64,611.82,612.78,706.70,596.54,558.54,656.90,444.49,547.77,558.52,518.39,699.66,827.83,715.68,541.28,624.56,745.28,733.65,566.98,781.65,620.48,710.96,629.54,434.66,554.84,408.84,651.04,407.51,722.62,497.25,669.08,502.40,693.07,582.29,808.77,780.07,396.87,461.61,595.54,799.18,811.56,679.72,603.17,491.90,859.18,581.62,736.22,450.59,704.07,481.99,603.42,646.28,587.71,683.42,758.03,429.93,790.47
1921,601.53,899.91,543.55,493.60,473.33,409.58,468.72,441.78,834.96,636.36,724.10,775.95,711.34,696.72,699.45,512.45,593.04,732.36,750.95,634.01,577.52,726.08,750.36,533.85,466.65,615.33,605.83,588.69,595.39,558.51,549.95,444.49,562.00,583.21,526.33,646.78,987.98,843.14,370.98,639.78,694.35,749.44,575.13,773.44,704.19,509.75,606.44,446.07,584.85,408.84,550.35,408.66,710.82,543.82,669.06,502.43,699.14,581.71,828.04,677.15,410.25,537.51,613.72,885.22,735.93,673.83,600.90,492.43,825.72,558.32,714.71,451.76,589.03,483.27,602.16,648.29,588.18,551.69,736.76,429.94,787.11
1922,586.56,690.58,543.54,489.91,544.27,329.81,470.90,440.47,693.89,825.99,890.95,773.99,675.04,774.68,705.33,569.64,593.07,762.25,768.91,636.56,535.80,722.69,632.17,539.20,473.96,626.33,609.49,586.66,600.06,580.56,644.15,444.49,545.37,604.59,561.76,651.10,783.55,567.44,454.29,568.16,770.74,675.64,562.06,811.43,418.17,656.18,687.45,424.64,546.51,408.84,647.54,406.72,752.42,405.24,669.05,502.50,672.34,582.50,855.65,714.39,384.94,371.56,622.88,761.19,870.89,697.16,621.95,492.19,830.42,635.36,719.46,452.98,613.46,484.31,665.47,663.48,588.72,573.42,757.43,429.92,813.51
1923,573.18,719.48,543.55,492.12,428.90,343.94,470.43,440.60,746.21,626.23,686.15,778.85,693.69,748.22,668.07,514.67,593.06,712.50,657.55,635.55,567.64,725.21,689.95,537.37,471.50,632.25,598.21,600.66,594.19,560.39,527.01,444.49,551.86,581.55,530.67,585.80,845.17,631.89,353.28,591.86,744.80,712.17,564.66,796.36,502.22,506.76,656.47,427.57,560.46,408.84,616.03,406.94,738.98,441.04,669.06,502.47,688.42,578.81,840.34,616.62,388.81,406.77,608.95,788.39,703.44,689.46,615.01,492.35,755.46,610.94,671.54,451.80,610.64,483.46,595.03,648.66,588.88,470.50,751.68,429.93,801.45
1924,582.33,803.79,543.55,492.19,404.82,367.49,469.50,441.05,850.41,574.17,655.48,841.00,686.86,730.65,652.22,499.89,593.04,698.23,645.90,634.54,579.27,723.94,676.15,535.35,468.93,647.47,593.51,587.33,592.22,556.54,505.38,444.49,559.04,587.03,524.54,576.25,915.12,748.52,314.81,606.80,718.35,722.85,570.23,786.40,587.83,449.14,636.62,435.01,579.36,408.84,584.33,407.59,721.50,482.30,669.06,502.48,683.92,575.91,985.46,602.53,396.52,452.92,612.21,830.01,680.28,679.38,604.57,492.42,733.59,584.23,653.71,452.45,592.19,483.42,581.99,645.16,589.31,459.20,743.46,429.93,793.75
1925,550.77,613.30,543.50,488.96,391.88,320.70,471.89,440.27,580.01,574.09,650.68,753.03,704.98,798.34,661.67,494.48,593.07,706.67,647.40,636.19,509.19,732.29,716.65,540.03,475.96,613.21,596.92,676.77,593.41,553.82,499.64,444.49,528.47,578.96,517.37,557.29,689.07,431.10,303.58,547.06,777.88,692.76,556.15,818.43,348.17,424.86,709.05,420.76,510.33,408.84,676.76,406.45,746.76,376.53,669.07,502.45,682.04,577.02,795.95,606.55,381.96,348.74,611.52,719.19,669.10,692.35,632.75,491.52,743.92,668.34,656.83,451.98,678.12,483.61,571.92,644.89,588.34,447.68,765.73,429.92,814.62
1926,527.38,634.18,506.06,397.52,424.64,250.92,369.79,301.55,839.43,677.90,741.28,775.74,678.98,578.88,658.44,532.49,467.76,715.93,643.08,444.05,573.03,660.95,653.62,371.77,335.66,622.30,594.63,500.93,588.45,568.23,554.20,317.11,512.45,595.54,541.69,544.67,826.49,665.56,350.74,547.63,673.60,696.92,495.47,582.86,484.28,518.68,508.93,343.72,543.07,278.82,500.63,287.78,596.20,367.96,583.57,471.02,673.65,576.67,878.70,610.60,286.23,314.80,604.68,701.33,747.34,512.35,542.98,476.87,737.60,506.80,648.31,421.02,536.90,428.87,612.32,653.73,546.89,456.30,681.54,322.92,578.79
1927,514.49,512.06,454.00,392.38,498.12,244.07,375.41,304.98,602.85,727.99,821.34,739.66,688.08,562.35,688.05,567.33,468.29,758.46,737.11,451.02,506.13,669.31,681.64,376.04,337.09,598.47,601.81,622.95,584.57,581.60,610.41,319.04,419.10,612.86,568.42,635.96,638.84,449.67,394.24,498.02,721.85,657.98,405.69,576.30,354.17,572.69,488.81,306.57,435.27,280.78,615.27,282.13,610.96,323.32,584.56,431.09,661.10,580.09,781.12,695.97,277.70,274.81,613.67,568.29,832.93,521.18,545.74,451.18,802.37,489.52,701.79,407.11,639.85,431.50,664.35,663.99,546.77,537.10,703.39,320.79,579.71
1928,526.35,647.39,544.49,341.96,523.57,222.68,327.46,229.27,718.47,683.90,768.57,835.69,724.61,530.62,706.33,544.35,415.24,754.58,772.27,354.27,528.14,651.16,775.55,271.73,267.86,618.92,610.08,648.75,595.54,562.94,604.39,249.34,539.81,571.08,531.19,635.79,763.71,561.59,413.19,484.36,720.37,791.73,548.99,493.34,404.15,595.65,442.02,342.37,540.38,214.30,623.23,234.95,576.35,321.97,543.32,502.10,704.66,588.18,936.45,723.65,245.81,310.85,593.30,730.66,781.15,459.80,522.00,494.78,824.44,470.17,711.85,419.54,663.93,406.64,613.45,648.67,526.85,548.73,693.06,272.77,515.71
1929,559.00,649.95,461.89,517.24,486.30,332.97,434.58,386.98,858.09,545.78,642.16,871.96,699.46,631.13,603.93,504.00,524.50,653.64,692.65,512.83,669.19,681.66,740.18,465.37,430.39,728.35,525.90,652.01,544.51,529.98,539.20,405.66,456.37,576.09,512.70,606.15,741.10,607.81,372.55,647.96,713.70,731.84,505.26,661.40,496.44,523.86,579.66,416.16,457.70,371.58,612.13,379.32,633.98,451.11,653.39,471.55,700.98,460.41,991.60,629.35,371.30,377.72,614.91,698.14,717.74,570.60,584.41,394.79,724.29,549.34,628.46,452.80,646.36,469.32,594.69,601.04,621.82,508.84,696.82,407.56,662.70
1930,547.56,638.97,454.08,532.69,485.91,307.72,415.52,349.69,830.20,668.97,749.91,898.53,702.38,546.49,587.31,516.36,496.38,672.78,674.57,439.89,683.36,655.77,744.02,421.70,398.71,767.86,514.25,613.12,530.09,537.93,571.66,399.30,455.74,579.90,523.40,571.52,727.58,591.92,375.46,635.60,623.53,759.24,499.62,570.58,475.84,546.06,526.42,403.22,463.20,333.29,555.47,346.24,540.06,432.45,647.85,450.13,719.91,459.46,980.81,652.09,347.00,344.50,603.91,693.52,740.05,487.32,535.95,396.71,695.47,497.76,597.13,440.14,609.73,459.06,597.76,600.34,639.19,504.02,622.79,384.61,538.29
1931,632.46,731.12,537.46,558.46,581.65,383.10,484.21,483.60,771.59,787.70,903.59,874.77,770.90,727.11,737.11,670.14,630.27,833.82,820.43,670.69,623.52,782.74,797.38,575.84,494.12,708.50,631.31,715.73,624.60,641.41,718.75,490.53,544.38,679.06,648.98,705.57,820.82,620.59,458.19,665.25,812.38,815.49,577.27,819.44,501.33,650.82,662.10,459.06,558.35,448.55,707.87,447.55,760.17,468.73,741.15,517.79,759.79,580.20,909.56,787.12,429.16,443.78,661.69,796.04,955.20,700.79,608.06,475.12,862.19,589.95,726.78,475.04,724.84,506.53,767.68,709.14,663.05,616.30,796.78,451.26,793.74
1932,418.58,385.78,301.62,303.31,476.66,201.65,380.19,297.62,419.97,601.48,693.59,538.08,486.64,564.32,505.78,501.21,414.51,584.39,672.59,463.13,340.83,508.04,475.51,403.28,357.90,417.97,407.22,418.06,409.00,465.47,526.86,296.85,295.22,535.67,480.09,659.01,499.11,313.04,362.78,346.45,490.03,504.42,316.94,596.90,245.03,504.99,513.36,266.86,307.09,285.34,434.82,271.79,504.35,239.60,475.17,302.01,486.61,395.37,593.93,602.84,243.58,222.32,533.44,407.53,731.31,481.86,506.57,294.17,687.08,472.04,622.36,340.65,423.04,395.03,572.34,500.07,404.19,541.30,499.40,310.85,587.68
1933,585.43,553.27,492.23,501.18,526.03,270.62,486.39,460.57,544.25,689.15,868.16,770.92,773.88,810.88,724.90,683.05,679.36,841.08,829.65,724.39,502.96,825.87,753.27,572.37,481.94,616.96,621.23,681.65,630.59,659.64,693.40,498.45,444.08,720.10,670.14,632.48,626.23,415.04,382.12,534.01,845.95,750.55,469.21,868.50,317.90,566.44,707.82,364.04,442.97,405.68,729.53,374.16,825.06,358.02,758.31,487.55,747.43,533.69,738.96,799.85,314.90,307.74,711.42,613.80,951.81,780.28,661.91,436.60,869.47,630.33,711.48,467.66,697.72,513.51,792.49,732.18,625.15,558.56,847.69,401.71,887.66
1934,478.61,620.24,491.45,381.49,426.82,275.07,389.43,341.54,562.10,650.15,731.63,558.71,460.65,555.48,617.20,537.27,426.38,685.86,674.38,461.72,391.57,484.27,488.42,423.44,375.17,445.38,543.33,429.13,540.46,530.20,557.98,343.20,498.54,547.65,508.28,569.60,745.86,533.41,333.91,428.09,514.14,519.36,495.91,603.89,386.14,509.56,507.01,365.08,513.25,318.87,421.85,313.82,516.89,338.31,473.24,458.77,455.46,526.80,657.01,623.89,308.23,340.97,552.65,702.91,763.55,491.64,515.36,459.92,727.48,482.65,642.71,392.88,429.77,406.49,618.99,601.68,416.47,473.30,501.00,341.82,575.37
1935,608.39,865.31,667.03,468.72,486.48,370.77,454.63,426.60,754.70,551.43,637.57,846.08,754.39,717.56,812.99,506.96,588.39,801.66,791.58,612.93,566.22,749.97,749.69,509.13,455.53,656.30,718.47,656.10,679.84,580.49,526.42,426.47,716.35,578.08,524.30,610.56,1034.69,686.78,367.03,578.82,784.68,771.95,685.78,759.83,502.08,482.27,624.26,470.70,723.93,400.62,655.34,412.50,749.91,435.11,672.00,575.68,735.46,696.72,907.31,725.92,409.41,442.97,615.95,977.60,683.37,690.01,627.81,606.91,897.32,594.67,758.16,468.85,671.71,474.29,580.35,703.33,602.25,539.38,784.59,437.13,779.42
1936,654.06,753.38,561.79,541.18,705.83,360.65,541.74,463.79,732.53,860.09,977.35,857.00,753.86,788.08,796.53,717.46,654.40,902.32,932.02,689.37,601.09,786.28,778.10,589.67,534.93,690.63,675.30,699.27,698.28,697.34,787.18,485.32,527.69,739.05,694.88,674.25,811.46,606.28,556.35,615.47,795.12,784.43,603.10,851.78,480.47,751.20,715.18,496.02,527.34,428.65,671.29,425.78,789.50,440.98,737.53,575.57,740.10,582.46,915.08,885.55,422.03,434.69,741.16,804.23,1052.76,745.00,693.48,471.61,938.23,674.49,761.55,539.49,698.02,558.20,849.98,786.20,652.88,674.79,810.45,475.20,846.62
1937,531.24,522.97,456.44,453.47,506.97,276.09,390.76,372.46,644.37,665.31,725.27,790.21,712.51,617.32,657.73,526.33,559.91,705.40,690.18,548.18,524.63,719.23,760.23,428.57,387.13,607.94,566.91,717.32,559.47,545.03,575.93,405.16,421.20,568.99,525.48,556.33,597.05,457.86,411.48,534.87,830.12,746.43,458.12,648.57,360.06,580.56,547.01,345.45,405.25,344.12,709.08,334.62,724.98,358.86,631.88,447.26,698.28,533.14,857.46,651.94,315.02,307.04,562.18,583.75,758.88,642.26,527.77,407.50,743.06,524.53,644.50,399.24,716.53,412.70,616.23,623.80,572.64,509.74,791.17,354.80,691.75
1938,597.60,794.12,550.91,509.22,480.92,365.25,457.16,455.37,808.25,712.57,826.66,846.79,654.45,783.58,709.37,557.82,623.41,772.05,740.72,663.34,600.06,726.86,649.53,548.61,471.81,672.02,609.83,579.94,583.80,565.97,618.64,468.05,590.18,596.17,551.89,554.95,857.19,682.19,380.35,609.79,762.85,750.64,609.31,827.79,517.67,580.71,666.39,452.58,587.95,421.47,579.87,419.93,796.96,454.74,672.11,477.76,705.45,588.90,925.63,705.11,413.68,427.37,620.72,870.32,817.88,742.65,599.92,499.09,812.84,601.63,692.00,428.06,598.51,464.14,646.40,651.34,614.27,493.02,781.49,434.89,850.79
1939,625.58,680.85,500.23,551.59,557.53,314.96,493.25,443.06,767.63,796.57,919.41,941.51,842.91,773.10,729.22,611.00,686.86,771.70,793.35,673.29,626.28,874.90,820.99,533.44,486.01,745.17,619.22,704.72,601.90,587.76,658.89,481.37,519.87,659.88,611.06,670.52,726.99,553.51,450.30,629.50,875.52,863.93,544.97,806.31,440.47,640.37,677.22,447.03,531.21,405.64,713.91,413.88,864.25,435.54,794.79,495.88,841.70,598.15,986.31,739.95,373.81,368.23,661.33,758.34,930.43,783.51,672.07,470.31,857.26,650.74,750.49,477.04,737.68,510.67,734.00,661.46,709.76,590.47,906.78,455.26,851.58
1940,711.71,899.78,674.75,632.12,566.31,400.86,562.53,512.25,892.97,743.73,872.43,1070.88,982.87,811.07,768.85,628.95,778.10,841.77,829.87,745.30,715.44,1003.07,1012.12,608.41,559.16,838.53,685.65,927.75,694.14,660.49,670.05,552.30,721.14,717.02,642.58,644.74,994.02,728.72,460.07,735.10,1050.57,957.58,713.18,875.28,552.36,627.98,740.08,519.18,721.81,473.03,923.52,489.31,942.70,525.84,930.70,590.13,956.90,631.32,1106.06,775.17,456.92,483.44,747.09,963.43,924.68,849.12,713.04,585.64,895.06,695.58,751.28,534.38,954.13,578.03,736.16,763.10,820.61,583.51,1001.31,531.72,894.10
