Variable:,pr
,Spain,Andalucía,Aragón,Canarias,Cantabria,"Castilla-La Mancha","Castilla y León",Cataluña/Catalunya,"Ciudad Autónoma de Ceuta","Ciudad Autónoma de Melilla","Comunidad de Madrid","Comunidad Foral de Navarra","Comunitat Valenciana",Extremadura,Galicia,"Illes Balears","La Rioja","País Vasco/Euskadi","Principado de Asturias","Región de Murcia"
1912,501.58,480.05,391.59,364.39,745.51,358.97,515.15,510.94,540.80,369.40,392.80,557.84,294.43,500.59,1137.36,415.99,477.74,713.70,805.54,289.87
1913,588.53,464.29,608.70,322.75,968.79,426.04,616.54,712.54,501.80,302.20,478.58,844.37,349.42,588.21,1123.28,436.58,714.93,1033.90,889.55,232.69
1914,601.78,485.03,559.92,350.68,934.38,467.83,611.06,748.96,554.50,369.20,482.98,713.28,425.41,566.12,1207.72,691.22,599.54,894.20,914.60,363.06
1915,694.18,534.04,742.70,351.76,1080.57,509.50,701.50,885.08,557.10,409.40,549.66,967.63,506.00,589.79,1382.06,778.93,808.58,1158.94,1040.65,398.73
1916,613.49,574.82,493.44,246.42,946.48,438.21,629.19,617.45,577.80,415.20,476.69,701.93,344.87,596.66,1449.91,561.49,594.77,870.65,1006.31,348.60
1917,565.65,476.88,598.19,294.36,990.15,409.38,560.56,751.31,535.20,440.10,413.99,809.98,389.40,429.93,1065.23,664.83,656.78,1001.26,896.16,332.75
1918,569.22,472.72,501.54,495.71,989.70,404.37,599.57,688.78,509.30,432.30,435.44,690.71,398.45,480.53,1179.14,726.93,577.89,907.80,941.77,366.66
1919,727.91,565.70,713.09,291.38,1272.56,540.92,789.14,731.81,566.20,364.40,618.41,1006.82,480.93,611.10,1591.62,559.43,841.68,1237.21,1205.70,375.94
1920,559.18,490.12,592.42,537.24,682.44,471.72,490.58,788.83,462.00,347.00,487.80,709.17,436.94,531.49,927.39,666.15,588.99,831.53,666.51,350.19
1921,526.70,500.00,553.89,365.83,705.40,440.89,487.86,699.12,512.70,418.00,438.31,646.06,436.59,439.04,781.87,669.42,544.69,770.99,698.30,393.40
1922,563.88,434.02,566.47,400.81,885.63,430.12,560.06,651.08,451.00,368.10,454.76,796.33,380.22,486.06,1229.67,503.27,644.32,984.18,905.50,301.91
1923,567.33,498.69,532.27,255.20,1045.75,430.31,578.16,574.98,507.90,427.50,460.08,851.69,362.63,484.91,1110.66,563.59,727.68,1090.99,869.52,341.35
1924,537.73,563.37,418.22,502.83,792.97,410.52,513.50,483.70,593.40,404.50,424.23,628.90,308.42,557.82,1161.40,502.65,531.84,785.47,810.13,299.61
1925,577.68,514.67,466.74,240.69,956.15,447.17,600.58,546.27,540.20,405.30,476.29,703.73,328.71,545.78,1301.34,541.75,616.05,914.48,984.30,318.57
1926,613.09,488.69,609.61,402.34,929.60,473.53,622.74,748.81,513.60,335.60,533.98,814.64,397.48,564.23,1211.02,623.43,686.82,985.59,896.98,342.45
1927,640.08,524.11,605.81,440.63,1162.46,444.84,686.15,611.59,576.30,416.50,500.86,965.45,350.82,580.25,1400.28,536.93,806.33,1190.82,1092.81,306.36
1928,585.02,526.97,508.30,242.76,939.64,462.68,587.41,548.86,484.80,453.60,489.56,780.12,356.50,559.51,1230.22,614.33,666.46,977.52,923.12,336.35
1929,560.24,424.04,542.80,312.84,946.06,468.26,591.50,549.03,400.00,400.60,488.21,702.82,453.96,449.03,1144.15,537.85,629.43,907.73,918.88,377.17
1930,621.90,505.39,654.74,536.84,1078.16,468.33,611.11,762.41,539.70,398.10,512.78,1005.23,378.56,508.16,1166.31,577.32,864.73,1247.96,946.90,316.85
1931,521.52,419.47,492.30,202.26,924.15,356.49,520.85,628.26,453.10,309.50,392.09,828.40,320.24,446.70,1134.31,534.61,679.46,1030.71,897.78,297.05
1932,691.68,588.58,812.82,249.45,1046.87,489.42,619.62,1028.56,621.20,410.40,461.57,994.88,557.32,548.47,1276.68,790.54,806.86,1174.34,1020.84,401.72
1933,631.65,518.33,731.04,273.48,1058.91,486.31,568.63,813.64,594.30,498.50,469.44,915.12,560.20,462.89,1184.14,766.78,751.41,1136.17,965.70,416.23
1934,543.55,432.16,567.27,217.36,1005.74,390.32,544.30,573.49,487.10,436.80,415.16,865.87,350.28,438.67,1148.84,606.42,716.38,1065.29,904.19,344.71
1935,573.72,415.08,599.96,234.12,1120.43,419.17,618.88,614.25,392.60,359.80,451.97,907.65,346.17,482.16,1178.94,522.95,758.61,1126.35,955.41,294.90
1936,849.93,762.20,943.29,526.84,1349.88,649.19,835.35,902.95,855.30,591.00,680.15,1242.82,612.39,738.32,1497.11,741.21,1017.86,1468.25,1228.88,478.84
1937,715.18,586.43,567.09,195.53,1217.86,544.81,822.38,575.69,609.30,403.90,663.99,900.71,336.22,773.34,1607.52,444.98,789.32,1141.27,1198.94,335.34
1938,493.73,367.26,608.20,219.25,913.83,330.33,480.27,701.10,456.40,366.30,345.62,851.79,396.95,371.90,859.53,650.04,689.21,1033.19,712.54,271.74
1939,663.85,590.95,686.98,285.02,1101.41,477.00,663.77,810.71,621.60,358.40,505.87,934.04,408.94,650.40,1187.05,618.28,769.53,1151.84,982.68,302.80
1940,652.41,512.22,642.23,380.84,1221.16,484.85,705.35,594.90,553.20,383.30,540.07,998.77,362.09,614.11,1348.61,515.71,844.92,1248.44,1057.06,302.83
1941,735.54,673.75,667.78,322.85,1167.94,590.72,749.90,747.67,645.10,421.90,626.86,974.01,430.77,752.15,1367.23,551.70,836.15,1195.32,1096.63,380.89
1942,641.28,636.82,594.30,239.79,994.22,495.74,612.45,650.31,680.00,422.60,499.95,827.63,412.77,632.82,1235.45,574.09,680.77,1019.98,956.04,367.17
1943,605.03,465.25,652.27,401.14,924.78,440.72,593.21,820.42,458.40,480.80,464.28,792.24,488.27,519.74,1188.21,755.61,627.62,947.88,907.93,362.45
1944,477.24,404.95,464.13,317.46,814.20,378.37,457.34,603.80,404.10,300.10,376.20,668.58,326.97,380.58,902.63,620.66,538.92,822.29,765.84,307.71
1945,471.28,344.20,552.56,271.37,828.26,313.55,467.01,510.93,441.60,267.20,341.93,775.00,309.59,387.15,1091.84,329.68,602.37,929.95,812.80,204.83
1946,617.86,551.87,643.36,411.89,942.68,471.90,559.95,718.33,613.30,492.10,441.22,777.54,502.21,472.96,1325.11,640.56,637.82,936.61,976.11,437.46
1947,697.04,672.13,604.85,173.40,1001.51,579.95,684.60,573.45,607.20,374.30,605.09,851.69,455.98,689.86,1473.84,540.97,734.94,1046.79,1044.04,430.14
1948,559.65,535.04,435.60,235.76,788.37,443.25,535.60,579.15,477.30,455.00,420.50,601.68,414.52,548.99,1227.81,579.07,504.53,765.43,872.53,431.19
1949,541.72,466.94,552.72,496.69,926.99,445.28,511.22,590.17,467.60,454.50,406.56,757.62,511.58,436.07,917.07,503.28,649.23,974.29,800.15,460.16
1950,476.19,383.33,470.15,449.30,879.83,318.77,467.07,495.55,358.10,445.70,311.57,735.64,348.07,400.52,1068.21,492.39,623.11,942.91,829.59,283.19
1951,757.45,597.52,767.36,441.75,1124.28,621.86,743.53,920.97,545.00,411.30,666.74,977.52,565.22,649.12,1498.33,775.10,823.63,1206.53,1118.54,460.85
1952,600.35,522.36,513.98,338.51,1112.64,454.95,629.47,539.41,434.80,391.70,470.08,859.85,319.50,559.83,1275.61,474.83,734.23,1131.33,1057.23,331.38
1953,505.98,414.48,535.59,678.91,816.36,357.52,491.66,633.06,486.50,350.50,387.28,746.09,393.65,425.27,944.85,518.34,630.96,922.12,762.30,299.37
1954,471.17,347.60,495.34,450.09,909.35,305.22,466.85,604.63,380.10,473.20,302.61,746.09,340.47,308.81,1054.16,567.53,616.37,946.85,854.10,340.47
1955,727.91,639.48,606.94,167.85,1092.11,537.47,787.60,743.82,740.00,422.10,606.24,831.69,392.16,732.15,1642.09,585.71,733.86,1067.13,1197.08,323.10
1956,615.37,504.21,637.84,580.03,954.12,473.80,611.53,669.75,640.90,436.20,509.63,818.87,429.64,536.03,1263.91,551.42,672.53,979.10,970.83,327.43
1957,547.29,511.19,568.07,473.66,726.48,465.22,468.74,724.05,517.70,504.10,429.10,632.73,504.91,446.93,936.25,708.27,527.97,758.43,728.21,450.13
1958,591.47,451.54,503.97,379.92,1010.53,426.17,651.15,564.80,450.10,416.30,475.24,814.96,370.63,525.55,1386.61,538.97,710.21,1070.02,1035.74,324.58
1959,772.04,500.79,839.11,319.69,1267.19,599.80,829.39,912.63,483.40,376.10,628.02,1100.46,599.76,563.46,1654.12,716.70,931.96,1325.18,1271.38,483.81
1960,828.64,754.26,776.64,325.30,1238.51,607.25,825.03,884.41,739.10,470.70,631.95,996.62,509.12,800.17,1818.89,605.68,833.41,1235.37,1349.76,423.98
1961,652.05,567.53,593.13,169.08,1070.83,485.62,724.20,557.96,554.20,273.60,535.14,905.69,339.72,616.13,1400.96,388.96,766.43,1114.06,1097.72,281.95
1962,674.18,690.20,629.91,396.12,940.38,569.82,598.09,830.63,644.20,502.90,556.06,820.21,506.99,615.36,1111.33,862.48,678.40,1003.14,892.60,449.12
1963,817.81,848.74,665.62,198.84,1036.08,653.30,793.38,889.62,846.30,642.70,688.22,897.16,438.03,866.55,1653.90,689.86,747.73,1101.77,1152.74,427.51
1964,523.81,450.78,538.62,284.05,883.95,367.42,498.81,692.41,488.10,412.60,377.76,730.72,335.20,461.53,1055.28,515.44,594.41,910.59,845.00,271.89
1965,635.50,525.56,585.08,329.70,1069.99,488.96,635.57,697.44,558.20,469.70,496.12,908.39,407.07,595.46,1320.80,461.62,762.58,1162.46,1007.34,373.48
1966,649.82,431.71,568.50,254.55,1168.22,475.31,756.54,576.68,371.10,265.30,555.69,937.91,328.61,611.00,1591.11,498.11,806.89,1204.93,1194.06,286.12
1967,534.39,469.92,521.70,549.39,952.35,402.37,512.58,617.73,488.70,453.80,405.85,762.82,402.68,473.53,954.27,514.78,655.48,1012.57,826.99,347.43
1968,599.23,520.54,592.97,462.72,983.46,424.46,558.25,695.86,508.80,458.00,385.26,835.09,410.76,536.19,1316.76,510.00,674.17,1029.49,995.70,363.18
1969,823.17,834.30,858.04,364.68,1064.88,652.97,715.30,970.64,850.40,591.90,608.37,1027.74,630.67,768.40,1515.31,731.09,814.49,1160.27,1119.34,527.68
1970,528.46,564.36,474.81,356.69,867.19,331.57,501.56,581.95,658.30,322.80,332.43,698.06,321.12,509.26,1069.90,538.36,572.59,888.82,849.78,289.91
1971,713.91,557.48,834.11,508.05,1141.53,554.43,679.21,942.30,598.50,571.30,514.33,1044.85,650.34,514.67,1254.51,685.81,856.70,1198.79,1099.96,523.75
1972,772.78,640.43,814.87,441.69,1148.49,609.46,750.84,953.24,622.50,464.70,646.91,989.84,652.00,658.19,1416.96,812.91,810.35,1206.84,1108.95,541.16
1973,495.53,386.71,466.40,234.79,932.25,368.39,533.61,507.79,389.60,510.10,400.01,703.33,347.55,393.06,1015.42,553.52,594.71,928.68,880.59,320.35
1974,554.87,365.52,627.43,237.99,1005.73,410.78,553.45,665.42,350.00,377.30,385.64,906.11,479.76,372.92,1193.81,580.18,729.05,1107.20,941.27,395.68
1975,597.36,477.93,638.70,218.83,1043.29,477.32,572.41,723.27,496.60,460.00,469.18,827.42,519.63,478.53,1090.82,653.32,688.02,1058.07,948.33,396.64
1976,671.57,660.25,584.16,303.58,974.37,558.78,646.60,728.00,737.20,563.00,586.46,817.28,457.12,634.95,1232.11,592.92,676.71,1036.36,958.52,441.14
1977,735.82,521.89,754.30,327.31,1154.74,531.59,760.64,926.55,496.70,361.70,575.56,963.57,535.42,662.33,1613.23,689.71,823.05,1161.55,1215.34,401.16
1978,633.16,476.83,451.54,318.37,1085.11,467.83,731.43,542.23,496.50,343.70,573.32,770.72,282.80,646.81,1625.97,565.46,661.50,1029.50,1169.06,276.70
1979,723.83,570.47,634.17,474.12,1303.00,517.99,761.55,746.43,535.00,445.70,544.41,1028.04,400.88,669.94,1667.13,638.51,873.52,1351.85,1281.30,351.37
1980,535.14,423.24,509.30,394.75,1026.30,417.33,539.16,542.60,429.30,415.20,400.97,819.93,424.77,388.08,1092.78,559.24,702.92,1063.06,924.82,392.09
1981,521.10,344.95,550.02,326.70,879.59,391.64,543.28,632.39,369.30,250.00,433.22,732.70,350.80,424.92,1173.06,467.02,614.02,925.86,854.14,268.83
1982,570.66,415.91,679.79,351.44,905.00,424.84,520.16,858.43,448.90,323.50,414.75,823.69,526.69,406.48,1093.32,600.86,661.44,1000.97,867.93,378.00
1983,515.38,417.84,482.33,195.04,899.23,312.47,539.05,562.84,359.80,176.30,334.48,722.95,293.10,510.12,1238.04,400.11,594.60,923.37,935.06,247.25
1984,634.73,441.37,580.58,432.64,1108.78,469.64,688.78,688.17,399.40,259.50,517.74,877.19,364.33,572.02,1486.46,573.87,751.77,1122.77,1121.30,296.95
1985,539.53,444.95,483.94,347.14,872.68,373.28,545.80,530.14,426.70,260.10,379.38,685.04,362.04,540.29,1278.18,554.31,579.81,867.24,925.47,312.14
1986,535.38,419.00,526.21,395.55,889.72,423.07,512.55,530.40,404.10,409.00,411.68,749.87,440.28,428.23,1199.48,562.65,625.01,951.75,887.84,376.71
1987,679.82,612.92,620.80,400.17,945.91,531.09,663.20,758.92,589.60,278.50,570.17,797.91,461.87,663.57,1404.70,700.24,667.70,961.76,1004.32,398.64
1988,590.43,455.47,603.59,461.82,897.82,461.82,607.29,672.82,445.80,278.50,484.04,819.26,395.38,529.86,1172.57,488.90,691.92,977.31,907.53,350.76
1989,711.17,739.88,577.66,569.58,875.46,575.54,690.49,649.57,769.10,391.60,584.67,675.47,626.83,747.60,1333.10,584.50,573.08,825.26,990.46,577.37
1990,501.16,395.08,508.12,383.61,857.72,343.64,501.58,624.48,456.80,398.60,351.49,725.16,379.60,406.93,1024.62,585.90,619.70,918.91,829.64,328.64
1991,534.88,473.91,561.00,289.01,832.00,399.84,471.24,675.29,561.80,341.60,368.30,745.64,455.36,428.52,1068.65,725.49,622.05,929.66,780.41,356.44
1992,537.13,398.51,592.18,182.60,1004.45,389.11,534.66,774.16,360.10,382.00,381.27,832.83,404.03,407.59,974.57,510.58,688.95,1050.67,882.48,334.89
1993,576.90,447.86,527.61,352.48,930.67,433.17,597.71,703.70,540.20,337.30,460.77,725.82,394.30,488.24,1266.37,501.76,615.20,921.33,986.11,348.92
1994,500.07,328.43,485.01,316.08,928.19,314.39,542.26,571.84,330.10,275.00,357.88,757.85,316.57,414.30,1260.23,473.94,639.31,969.03,919.75,251.35
1995,519.68,382.01,440.45,269.29,884.20,349.03,575.27,513.67,357.30,276.60,405.98,688.38,279.87,502.19,1331.70,401.54,573.54,900.86,969.28,233.07
1996,806.61,857.84,712.19,455.23,1198.53,569.43,763.96,918.24,999.10,388.40,582.75,1011.98,477.86,801.69,1568.95,749.87,831.13,1249.55,1169.22,425.35
1997,778.02,677.06,747.61,332.94,1300.26,602.04,831.07,724.27,575.00,311.70,644.47,1077.46,480.79,753.22,1465.03,543.83,963.94,1350.63,1190.04,428.05
1998,486.43,359.85,483.32,217.87,803.48,376.98,500.87,543.89,356.80,216.20,392.91,685.39,332.90,417.82,1047.40,544.82,561.85,849.33,796.54,252.82
1999,571.83,402.55,573.36,328.97,1008.88,381.83,609.13,677.25,379.70,331.80,421.32,855.26,334.15,477.36,1360.13,388.21,689.43,1060.10,1041.61,285.34
2000,631.17,492.33,581.31,264.14,1071.07,415.63,683.68,631.29,514.40,307.00,469.54,869.00,358.97,584.72,1553.40,407.56,721.26,1099.91,1139.09,308.67
2001,581.41,507.44,487.34,303.41,897.07,427.71,585.58,529.65,433.80,340.00,443.29,714.23,385.54,581.65,1380.86,517.72,592.06,900.58,996.98,341.56
2002,680.41,520.47,697.33,459.88,1016.97,488.79,702.38,826.81,539.40,286.30,518.95,903.14,488.38,584.64,1473.48,686.04,756.76,1076.93,1081.09,345.74
2003,694.25,570.14,716.07,291.04,1049.95,498.09,724.08,776.01,625.50,472.50,556.71,918.32,485.33,617.60,1446.30,672.55,755.46,1086.28,1089.64,349.74
2004,568.67,449.92,611.93,347.25,915.15,486.55,549.96,692.79,391.30,365.50,487.88,822.83,448.50,493.40,929.86,577.42,685.45,1008.16,801.91,380.30
2005,445.38,311.93,466.95,418.99,829.92,286.51,469.66,577.27,346.40,255.20,324.93,677.15,324.62,338.45,962.23,467.46,562.73,857.44,770.39,224.82
2006,616.71,524.71,521.83,472.17,906.75,466.47,648.99,531.63,480.70,348.90,509.20,720.50,392.55,614.69,1439.12,521.03,615.13,888.60,1050.90,358.44
2007,560.71,425.77,584.06,431.08,886.60,457.19,577.72,585.06,395.90,378.90,479.58,813.81,496.83,465.38,1001.71,627.58,682.55,990.56,822.98,411.42
2008,655.15,529.15,697.53,257.48,1098.09,513.08,663.00,709.27,570.90,418.70,536.19,988.88,473.37,537.32,1239.15,602.23,835.33,1203.75,1011.89,395.67
2009,585.69,559.91,526.26,216.54,935.85,424.11,556.89,560.30,613.00,334.60,390.02,781.05,443.98,532.36,1281.25,595.88,642.35,977.27,941.70,400.72
2010,784.12,922.71,597.47,426.13,982.22,633.71,721.94,668.29,972.10,514.60,603.59,802.64,488.51,873.41,1508.76,653.29,690.67,997.25,1119.66,504.52
2011,519.48,453.33,505.80,283.25,770.93,387.76,497.28,654.20,537.60,369.10,396.21,656.64,376.16,497.40,1012.88,607.85,556.49,801.93,772.11,309.40
2012,509.14,446.10,505.05,240.44,814.69,389.61,495.76,539.43,449.40,351.80,388.35,726.43,385.40,447.11,995.92,469.91,593.06,888.09,778.28,353.93
2013,663.99,480.57,681.87,299.69,1208.53,461.98,690.60,737.58,462.20,366.50,473.50,1037.85,399.42,577.95,1496.51,584.08,873.16,1296.72,1138.69,339.29
2014,621.65,465.54,620.02,410.50,1012.91,424.03,645.92,766.07,427.90,266.60,479.11,861.96,343.34,583.01,1418.42,515.63,711.33,1047.04,1047.83,264.43
2015,472.90,343.22,530.22,236.25,867.51,328.39,477.50,563.09,336.50,307.50,324.28,772.80,371.30,346.75,957.86,569.13,633.82,952.52,794.65,308.74
2016,628.21,491.22,564.46,317.53,980.67,465.45,675.26,596.87,519.70,315.90,534.90,821.93,384.05,609.94,1458.37,546.64,688.91,1016.54,1064.07,294.22
2017,453.60,362.25,508.36,144.35,815.23,313.37,440.36,567.20,356.50,267.80,306.61,724.29,319.37,351.40,910.42,539.52,588.21,889.29,734.49,262.91
2018,754.22,588.84,780.22,404.53,1135.12,581.90,756.51,938.16,627.20,441.20,620.02,1053.05,572.32,658.21,1457.07,686.32,876.40,1253.72,1125.64,458.31
2019,554.02,340.75,592.87,235.42,1078.83,379.79,589.37,681.58,325.60,285.50,379.82,882.25,401.55,364.77,1322.31,539.08,734.74,1110.29,1037.86,328.21
2020,596.37,412.48,654.11,189.34,969.82,450.73,615.31,718.24,393.60,244.50,471.22,884.86,452.81,492.88,1228.95,568.41,717.45,1060.78,963.52,346.28
