Variable:,pr
,Iceland,Arnes,Austur-baroastrandar,Austur-hunavatns,Austur-skaftafells,Borgarfjaroar,Dala,Eyjafjaroar,Gullbringu,Kjosar,Myra,"Nordhurland Eystra",Norour-isafjaroar,Norour-mùla,Norour-pingeyjar,Rangárvalla,Skagafjaroar,"Snaefellsnes- Og Hna",Stranda,Suour-mùla,Suour-pingeyjar,Vestur-baroastrandar,Vestur-hunavatns,Vestur-isafjaroar,Vestur-skaftafells
1931,888.70,890.56,649.36,572.05,1337.78,758.60,606.58,639.88,730.83,820.71,690.09,690.09,713.53,1010.00,731.93,1108.32,601.20,695.56,591.81,1115.75,856.42,802.47,572.07,826.56,1306.34
1932,933.01,869.27,710.26,606.87,1376.26,756.70,635.63,707.37,709.78,799.57,683.58,683.58,766.49,1125.67,831.89,1079.71,648.90,696.22,648.57,1231.47,950.38,844.31,616.88,870.70,1274.86
1933,1088.76,1089.27,785.18,676.85,1699.81,932.11,740.81,723.64,930.85,1038.07,841.95,841.95,823.57,1254.19,848.13,1376.08,696.05,847.61,707.89,1375.29,1064.56,951.87,694.17,977.55,1639.32
1934,1088.10,985.44,788.75,727.42,1642.63,887.03,715.83,824.82,793.75,907.54,782.11,782.11,865.11,1339.29,1004.03,1216.31,777.10,750.86,736.28,1449.96,1144.55,936.92,725.23,967.47,1455.29
1935,957.76,881.68,679.39,656.55,1451.41,809.51,644.44,723.84,721.92,837.52,724.41,724.41,745.46,1160.99,848.97,1085.02,689.89,709.67,638.17,1250.67,1003.52,811.00,648.04,836.60,1275.54
1936,947.93,954.91,721.71,647.93,1355.86,878.28,695.84,700.85,848.01,948.63,798.03,798.03,793.47,1056.01,801.92,1126.66,665.74,778.54,674.59,1145.92,934.86,869.92,667.66,890.65,1316.14
1937,1045.63,1005.98,755.83,690.53,1619.25,871.56,715.42,707.31,806.61,898.60,780.47,780.47,833.62,1248.99,819.00,1276.62,684.95,792.37,717.21,1388.17,1001.49,902.53,692.29,926.53,1560.99
1938,994.20,969.72,802.91,689.80,1413.29,884.56,728.93,761.03,800.45,919.66,796.87,796.87,890.20,1129.48,794.40,1172.14,728.72,767.91,740.36,1228.71,969.38,952.18,695.81,990.66,1369.07
1939,848.03,909.30,710.24,608.12,1211.19,799.11,663.56,596.34,729.72,823.97,713.32,713.32,781.00,855.63,534.31,1124.92,603.88,686.73,668.66,937.52,755.26,831.49,626.40,861.14,1312.64
1940,1013.16,967.08,728.25,685.37,1489.01,844.20,686.58,802.56,774.61,848.08,747.00,747.00,807.34,1167.14,862.75,1225.49,748.63,697.72,700.39,1260.30,1043.41,855.18,682.95,884.51,1429.86
1941,790.30,817.15,661.96,475.41,1225.80,701.78,611.79,468.19,687.13,747.20,642.46,642.46,728.50,854.02,537.55,1056.95,463.77,675.64,601.00,936.51,687.46,803.21,520.09,829.66,1261.87
1942,985.71,938.69,727.42,616.53,1497.53,829.94,706.54,701.03,817.35,884.94,759.71,759.71,796.99,1187.40,818.96,1169.51,655.26,782.28,686.81,1297.95,971.64,872.39,637.67,897.89,1383.98
1943,1060.37,994.37,769.47,671.78,1576.83,892.07,740.58,813.72,824.67,939.13,819.77,819.77,844.13,1292.26,948.29,1227.75,740.85,802.44,719.09,1401.68,1062.45,938.10,679.83,966.67,1433.27
1944,895.58,925.40,732.82,556.03,1336.54,826.93,704.61,582.60,806.72,881.16,759.25,759.25,805.77,963.60,630.35,1159.17,560.38,775.11,682.27,1062.42,806.44,895.07,610.74,918.52,1370.97
1945,1006.78,1051.79,746.80,641.77,1479.59,921.45,726.70,713.84,866.02,945.03,833.82,833.82,823.72,1087.44,721.00,1327.31,671.21,804.22,707.72,1192.39,951.92,902.92,668.27,932.47,1548.54
1946,983.42,928.95,796.55,605.64,1463.06,824.54,728.73,674.88,789.40,873.34,767.52,767.52,878.95,1182.59,816.27,1165.48,636.16,810.05,718.78,1292.60,941.15,973.57,626.20,1003.34,1374.49
1947,967.07,919.32,625.25,571.35,1519.49,792.65,604.19,689.07,779.65,852.44,712.58,712.58,679.95,1209.71,849.84,1160.54,631.10,716.98,586.70,1334.99,992.53,742.75,578.75,756.98,1365.49
1948,911.99,939.54,584.05,487.78,1475.09,791.54,591.79,527.27,866.96,938.90,731.86,731.86,628.16,1106.87,694.74,1207.36,504.11,771.34,533.77,1233.64,844.26,740.92,514.54,761.20,1425.23
1949,926.94,880.17,643.20,542.89,1450.21,735.62,618.01,622.97,755.98,806.16,691.70,691.70,715.33,1158.02,785.13,1128.34,581.03,740.83,580.33,1255.00,926.83,811.55,539.92,820.71,1310.33
1950,1040.52,795.04,596.13,546.34,1746.88,618.86,510.97,770.60,640.42,697.71,556.18,556.18,673.84,1534.09,1077.15,1123.52,662.47,556.11,558.36,1660.37,1199.09,704.21,486.66,741.70,1396.69
1951,938.47,715.41,677.63,595.96,1481.51,620.05,545.99,764.66,543.26,605.85,553.67,553.67,789.91,1269.06,934.27,955.49,682.49,541.81,655.27,1393.93,1032.36,799.53,560.45,840.08,1226.03
1952,908.20,764.66,654.76,660.94,1260.10,698.75,582.02,811.28,592.89,659.08,604.19,604.19,757.54,1140.95,851.21,942.35,733.10,576.53,654.89,1221.80,1037.76,769.16,628.03,808.46,1129.28
1953,1281.59,1280.44,971.67,875.38,1939.67,1174.28,954.82,894.99,1052.38,1227.08,1074.97,1074.97,1062.23,1449.22,915.46,1561.74,878.89,1057.02,935.33,1631.38,1205.57,1144.31,900.81,1183.13,1858.89
1954,985.03,883.25,731.32,628.54,1495.96,786.32,645.72,731.27,730.97,829.58,721.34,721.34,824.14,1242.35,823.41,1107.88,678.33,729.33,680.70,1396.96,1002.36,880.98,622.49,917.88,1334.05
1955,891.97,855.42,696.71,627.46,1274.79,787.52,627.49,687.18,694.52,789.53,704.84,704.84,779.85,1021.64,695.65,1039.79,649.04,688.42,669.85,1127.82,897.50,832.28,636.58,865.53,1233.51
1956,1049.19,1041.43,849.82,724.40,1507.25,964.19,805.23,777.45,863.16,1007.92,896.28,896.28,959.98,1155.88,744.56,1265.33,749.46,904.35,785.93,1294.81,998.03,1081.19,752.10,1121.54,1454.17
1957,939.33,951.60,692.79,649.12,1362.19,839.70,645.15,713.67,799.58,902.57,746.50,746.50,780.26,1015.54,771.89,1173.23,689.50,732.94,669.55,1137.31,892.80,847.63,636.06,878.81,1384.61
1958,904.86,879.45,664.32,615.77,1330.50,776.73,613.76,751.99,733.84,827.37,701.16,701.16,742.09,978.90,768.58,1103.13,696.88,694.72,633.85,1053.59,911.20,820.27,600.53,853.86,1297.71
1959,1192.48,1164.17,830.33,718.73,2011.94,1020.36,775.39,795.17,990.88,1103.07,931.32,931.32,925.65,1374.16,838.84,1491.84,765.16,929.20,757.61,1629.90,1101.33,1064.71,725.29,1093.12,1847.16
1960,886.67,758.48,554.39,452.01,1538.46,632.99,473.62,576.56,686.22,739.79,575.48,575.48,649.50,1195.86,738.31,1019.29,520.52,612.95,485.41,1367.36,920.96,765.34,430.25,788.51,1304.54
1961,1176.47,990.97,763.00,696.17,1881.23,797.70,621.14,931.36,768.09,870.80,702.19,702.19,910.44,1564.62,1102.10,1299.76,824.31,692.62,689.51,1702.21,1321.90,926.49,621.31,981.84,1580.66
1962,966.17,1005.89,741.86,626.07,1403.15,851.80,668.92,697.08,790.29,920.34,771.56,771.56,897.34,1049.82,736.68,1232.16,662.57,781.27,701.93,1093.14,935.62,907.91,615.39,958.29,1406.27
1963,916.75,802.53,671.89,589.58,1506.89,731.12,570.12,714.77,712.68,779.85,656.60,656.60,789.71,1088.21,803.60,1023.35,650.48,650.21,639.78,1211.75,942.87,826.79,563.67,854.43,1272.42
1964,994.04,1022.10,754.36,642.48,1519.91,860.71,680.95,721.35,796.05,910.01,771.34,771.34,848.33,1044.44,813.68,1282.91,667.46,765.79,672.09,1098.60,962.48,972.27,621.75,1002.43,1514.22
1965,768.48,749.52,588.90,511.11,1095.65,669.82,555.36,617.64,628.00,693.39,609.17,609.17,643.38,809.20,754.73,928.19,543.00,615.21,557.26,834.06,784.92,730.38,510.22,750.48,1120.20
1966,896.02,861.55,598.13,563.64,1323.43,720.83,561.18,688.64,735.24,788.94,648.45,648.45,665.68,1058.24,883.52,1095.81,620.73,647.04,565.44,1088.84,920.98,732.46,552.69,757.58,1296.14
1967,1006.32,1041.26,704.60,681.84,1326.67,889.01,685.60,818.46,788.13,917.38,800.16,800.16,743.35,1105.78,963.12,1276.85,748.24,768.34,651.43,1081.19,1085.31,816.80,656.60,844.39,1399.01
1968,952.33,909.86,630.07,541.45,1508.18,741.29,565.39,674.52,759.29,853.84,661.01,661.01,713.30,1191.81,814.51,1177.35,602.96,675.40,561.01,1336.04,924.40,788.08,515.20,811.92,1430.51
1969,1044.67,1127.52,775.35,782.65,1502.07,989.64,786.16,768.10,930.29,1049.55,896.57,896.57,843.80,1027.97,806.23,1362.02,768.37,854.22,758.11,1159.24,979.34,922.82,775.01,946.11,1578.66
1970,1057.94,1029.32,716.04,699.26,1398.24,892.60,704.55,867.48,855.00,930.10,812.56,812.56,802.06,1251.84,1008.63,1271.62,767.08,766.36,692.23,1342.28,1148.04,809.65,684.76,840.67,1441.44
1971,1085.68,1094.52,821.99,808.38,1566.58,943.16,750.50,837.52,802.44,950.92,843.61,843.61,938.09,1145.04,877.88,1348.61,833.70,806.74,784.43,1275.12,1058.19,986.19,764.38,1032.71,1587.35
1972,1267.78,1188.09,938.05,772.58,1898.31,1042.18,800.91,920.34,1046.61,1176.73,947.72,947.72,1045.77,1565.37,1043.90,1498.30,851.52,988.01,831.04,1795.02,1238.56,1189.73,761.25,1221.70,1789.77
1973,1114.70,1166.33,854.37,760.88,1508.22,1011.45,834.83,848.97,942.05,1048.03,927.85,927.85,931.16,1170.79,954.93,1433.19,807.79,933.47,812.99,1221.90,1122.45,1034.92,761.74,1057.94,1567.01
1974,1214.88,1127.85,775.76,713.99,1847.39,981.23,768.63,921.87,887.05,1010.97,904.10,904.10,842.90,1591.75,1078.16,1397.62,811.38,891.52,723.75,1818.01,1269.46,921.24,715.11,944.45,1612.65
1975,1062.47,1152.68,797.07,807.98,1568.98,1021.85,827.08,778.16,934.91,1012.41,943.85,943.85,866.01,1018.38,762.85,1382.09,815.45,906.72,780.74,1109.65,998.03,951.84,803.30,973.29,1604.13
1976,1087.47,1113.12,801.60,712.10,1679.35,993.24,777.25,694.26,999.10,1105.12,917.98,917.98,867.73,1276.14,709.65,1388.04,722.99,954.66,733.32,1521.80,944.86,1021.45,716.44,1028.97,1577.65
1977,905.95,779.35,650.64,530.54,1378.14,671.24,547.33,741.47,737.21,764.47,606.25,606.25,742.26,1118.75,926.02,983.47,621.29,649.13,596.36,1234.62,1002.04,807.04,512.63,824.54,1233.42
1978,978.59,846.04,674.05,582.42,1585.61,753.29,621.76,691.99,796.83,788.44,700.38,700.38,771.73,1284.06,778.12,1094.09,644.34,715.51,619.01,1476.55,969.76,862.42,590.44,890.15,1402.57
1979,933.32,801.88,626.71,523.17,1520.72,691.46,541.36,692.42,774.47,804.96,618.78,618.78,722.16,1239.75,937.99,1011.40,589.72,611.46,580.38,1331.11,994.23,729.82,526.83,761.49,1269.27
1980,875.77,834.28,559.64,513.33,1377.84,746.23,544.17,618.27,803.15,859.24,686.22,686.22,625.53,1053.31,758.08,1067.37,561.33,686.19,522.74,1103.67,905.65,722.96,516.37,741.54,1284.19
1981,993.32,870.75,696.35,622.83,1312.25,794.33,628.09,825.37,743.59,795.28,729.05,729.05,787.14,1315.46,1009.41,1054.17,722.87,716.35,645.11,1400.63,1125.09,849.22,625.58,882.81,1209.82
1982,1070.57,953.54,733.57,628.26,1691.57,854.08,636.39,788.18,923.17,992.90,762.25,762.25,846.83,1367.37,979.91,1188.88,708.94,750.35,684.73,1501.24,1140.50,834.01,634.75,872.54,1470.10
1983,1175.14,1220.94,876.84,852.15,1364.28,1063.75,841.65,1010.97,978.84,1069.53,970.92,970.92,954.96,1301.36,1165.23,1438.06,932.24,924.72,842.56,1284.46,1248.43,1033.98,834.64,1075.47,1523.51
1984,1098.08,1146.87,782.70,719.93,1649.38,1031.14,764.29,734.76,1075.42,1151.80,926.06,926.06,822.68,1293.22,808.18,1372.65,730.62,916.20,748.71,1493.46,997.73,944.12,754.61,949.78,1563.21
1985,885.92,805.38,622.36,572.09,1134.70,721.48,550.80,776.43,699.61,791.08,640.18,640.18,699.09,1082.73,902.55,1010.78,671.94,653.98,575.92,1125.08,989.40,740.77,551.12,767.34,1177.12
1986,1050.26,975.91,689.43,617.33,1698.30,832.53,612.41,706.80,810.84,929.84,723.25,723.25,759.40,1419.95,827.32,1247.15,663.51,732.32,633.93,1611.90,997.24,839.07,598.91,867.67,1494.81
1987,938.93,896.44,675.46,534.66,1420.75,755.27,599.73,649.38,732.01,860.53,674.60,674.60,755.92,1191.86,809.12,1108.41,588.90,717.86,596.04,1316.69,921.14,893.82,531.81,921.14,1326.01
1988,1033.35,960.60,708.87,589.19,1318.45,804.25,621.82,794.56,785.78,920.26,730.02,730.02,787.65,1419.79,1011.13,1195.60,688.16,760.09,641.30,1515.04,1087.79,872.37,574.49,901.05,1357.68
1989,1205.89,1150.71,805.80,754.59,1782.43,1000.63,794.44,891.33,990.96,1133.70,894.43,894.43,846.30,1514.29,1060.17,1440.73,834.23,930.59,764.56,1655.63,1222.69,925.39,747.95,937.71,1676.81
1990,1120.98,983.95,745.02,699.83,1558.85,862.39,710.52,910.86,819.82,898.55,783.05,783.05,816.08,1451.63,1172.32,1252.67,775.70,802.41,718.11,1531.97,1232.91,874.59,682.10,896.01,1508.84
1991,1204.60,1190.20,975.63,764.64,1550.38,1084.68,908.50,905.68,1024.07,1231.43,1017.26,1017.26,1031.19,1436.46,1062.64,1414.61,842.71,1079.78,884.25,1548.57,1205.49,1201.71,793.90,1220.26,1550.26
1992,1275.67,1214.51,949.30,829.15,1804.50,1094.55,896.67,979.72,977.61,1143.96,1009.48,1009.48,1016.88,1520.29,1158.22,1506.57,904.63,1015.03,900.87,1660.47,1283.73,1108.26,819.63,1131.15,1746.59
1993,1079.58,1057.81,810.72,656.25,1694.23,907.24,724.01,713.41,843.44,985.14,820.84,820.84,901.59,1274.52,813.11,1349.03,694.67,864.81,733.85,1419.28,1022.99,1007.13,660.33,1034.50,1594.72
1994,1109.30,948.25,647.08,644.68,1824.92,802.39,640.74,828.06,742.40,859.83,714.73,714.73,690.15,1507.43,1025.50,1259.08,733.65,694.06,637.62,1704.90,1162.31,744.93,627.12,761.03,1593.77
1995,1007.05,795.74,718.28,589.76,1431.95,693.88,626.25,829.78,652.29,743.04,639.97,639.97,800.63,1360.70,1121.20,1046.12,687.93,694.01,685.76,1395.36,1146.76,859.50,601.28,883.02,1309.64
1996,1000.77,932.87,666.40,644.78,1524.60,827.11,683.34,722.32,813.57,913.88,753.03,753.03,706.07,1252.66,845.82,1167.39,681.38,760.81,668.84,1425.22,1003.61,773.56,662.94,795.60,1402.61
1997,1139.67,1066.70,793.37,766.55,1837.01,967.09,786.31,784.71,899.58,1028.12,865.17,865.17,844.28,1433.34,936.32,1273.40,784.18,840.94,803.11,1629.38,1082.56,893.57,786.14,920.58,1598.06
1998,1056.92,908.46,663.15,687.60,1604.64,827.51,656.46,826.16,772.96,878.01,735.48,735.48,709.65,1413.46,1003.88,1148.25,757.57,703.58,686.48,1597.63,1121.78,719.73,681.68,743.43,1405.39
1999,1094.26,1037.26,766.21,734.94,1487.08,898.57,708.34,882.20,844.90,962.37,790.74,790.74,861.69,1309.04,1050.24,1279.53,810.17,779.93,758.41,1390.31,1179.95,892.73,713.08,923.22,1477.88
2000,993.50,935.61,688.10,592.32,1306.03,799.39,637.26,774.14,796.91,917.42,716.34,716.34,792.52,1238.91,997.44,1182.17,680.02,735.68,666.98,1310.84,1055.21,839.82,573.94,869.48,1359.36
2001,1041.50,985.18,727.54,664.80,1558.96,864.16,691.69,729.31,814.22,914.81,785.29,785.29,786.55,1303.14,889.29,1242.59,690.35,787.53,682.05,1472.15,1012.72,860.36,665.17,888.69,1488.47
2002,1223.32,1043.48,745.99,711.67,2038.17,903.76,716.46,891.88,935.43,1015.71,831.99,831.99,819.32,1670.91,1097.25,1344.15,811.61,837.45,730.40,1905.72,1273.15,871.14,693.46,898.70,1679.72
2003,1199.08,1150.07,820.80,787.61,1863.57,1031.79,814.21,883.29,982.69,1137.29,940.13,940.13,870.47,1458.37,993.33,1392.14,843.43,920.01,800.36,1636.03,1191.31,915.41,786.63,944.89,1669.08
2004,1211.97,1168.15,882.67,784.07,1782.91,1029.59,848.28,894.01,980.89,1104.50,947.35,947.35,955.65,1467.36,1029.55,1424.09,847.67,953.79,841.36,1615.79,1213.24,1032.27,790.13,1066.33,1646.34
2005,1057.62,941.99,677.59,682.18,1536.35,811.11,629.85,889.55,776.80,873.21,734.29,734.29,761.52,1315.31,1031.23,1220.70,792.52,722.13,650.08,1365.63,1159.29,802.57,649.07,832.23,1469.72
2006,1204.18,1145.61,913.51,765.12,1796.31,1025.30,834.15,880.13,951.75,1099.06,936.18,936.18,1009.69,1417.51,1026.48,1412.79,815.20,939.34,840.96,1565.70,1196.58,1101.93,794.14,1137.19,1707.34
2007,1229.54,1256.69,1009.87,819.25,1691.00,1136.88,925.84,924.68,1066.93,1199.86,1042.27,1042.27,1122.51,1319.97,1005.52,1511.27,852.20,1045.27,929.85,1420.64,1179.13,1235.79,864.62,1278.73,1755.93
2008,1035.82,1023.87,768.67,675.54,1443.33,910.19,718.02,792.96,843.46,947.02,825.70,825.70,843.39,1209.92,929.35,1243.67,724.08,805.11,710.48,1301.99,1041.95,920.02,695.08,949.27,1424.70
2009,1206.21,993.16,767.54,769.19,1896.75,828.84,683.07,1006.61,815.72,877.76,749.33,749.33,865.11,1615.38,1217.50,1299.89,893.92,734.82,729.55,1719.15,1348.61,908.63,716.60,942.75,1547.46
2010,934.52,772.05,538.20,562.31,1537.10,604.71,487.34,734.69,611.97,661.36,534.25,534.25,617.30,1290.00,944.08,1019.84,646.30,538.05,526.56,1409.36,1054.07,636.39,506.63,662.14,1240.43
2011,1280.74,1112.24,875.74,804.13,2066.44,961.81,807.22,969.23,913.71,1039.77,892.38,892.38,982.84,1623.00,1117.74,1428.30,882.34,896.29,821.47,1785.07,1365.89,1050.33,776.11,1092.46,1756.71
2012,1086.72,1017.87,728.88,667.07,1632.25,866.19,669.95,853.33,861.64,951.43,790.72,790.72,815.78,1318.73,968.86,1314.19,766.50,785.72,674.25,1430.32,1147.01,873.36,635.82,903.74,1519.51
2013,1150.46,1076.07,781.07,739.62,1745.38,918.41,706.36,887.34,881.34,969.43,825.89,825.89,879.82,1386.15,1014.07,1382.82,811.22,822.73,735.98,1494.53,1207.19,922.25,708.03,950.57,1625.09
2014,1239.66,1107.17,766.14,765.07,1955.68,924.64,711.44,927.74,889.97,984.20,841.52,841.52,846.36,1632.32,1146.65,1413.75,841.80,827.34,716.71,1788.02,1342.02,905.36,716.55,930.29,1695.93
2015,1180.98,1132.65,845.08,729.28,1764.91,984.37,780.51,838.43,958.89,1074.54,907.42,907.42,930.04,1427.63,1032.92,1423.74,768.58,900.87,773.19,1571.33,1178.63,1020.68,730.91,1054.85,1694.43
2016,1244.42,1091.43,827.27,771.98,1896.80,948.00,749.87,976.95,910.04,1012.80,855.15,855.15,929.62,1613.01,1199.23,1380.03,872.37,855.36,775.09,1748.13,1352.70,983.85,735.52,1018.49,1648.26
2017,1171.84,1105.03,803.47,728.88,1742.27,952.60,738.43,873.58,908.95,1023.18,852.31,852.31,895.72,1456.35,1066.97,1382.58,797.09,837.76,750.97,1602.46,1200.10,968.96,714.86,1001.03,1626.50
2018,1349.89,1281.00,940.26,854.04,1985.85,1111.51,866.13,1023.14,1062.24,1192.41,996.04,996.04,1044.26,1657.24,1223.71,1591.39,935.98,983.98,879.12,1814.03,1382.82,1127.38,837.33,1162.74,1858.59
2019,1074.54,1007.31,741.65,678.39,1589.49,874.70,688.30,809.54,834.62,935.07,786.14,786.14,820.41,1340.43,985.50,1253.65,741.16,769.20,696.33,1478.47,1099.31,883.54,665.92,911.63,1477.21
2020,1158.81,1094.61,809.56,733.75,1690.16,952.09,748.13,879.15,904.17,1018.40,856.70,856.70,900.73,1433.96,1065.15,1357.80,803.70,843.63,758.11,1567.19,1186.06,969.13,720.93,1000.53,1584.17
