Variable:,pr
,China,"Anhui Sheng","Beijing Shi","Chongqing Shi","Fujian Sheng","Gansu Sheng","Guangdong Sheng","Guangxi Zhuangzu Zizhiqu","Guizhou Sheng","Hainan Sheng","Hebei Sheng","Heilongjiang Sheng","Henan Sheng","Hubei Sheng","Hunan Sheng","Jiangsu Sheng","Jiangxi Sheng","Jilin Sheng","Liaoning Sheng","Nei Mongol Zizhiqu","Ningxia Huizu Zizhiqu","Qinghai Sheng","Shaanxi Sheng","Shandong Sheng","Shanghai Shi","Shanxi Sheng","Sichuan Sheng","Tianjin Shi","Xinjiang Uygur Zizhiqu","Xizang Zizhiqu","Yunnan Sheng","Zhejiang Sheng"
1993,632.51,1286.84,387.82,1253.56,1513.08,284.30,2007.61,1594.49,1283.53,1852.95,441.24,573.80,735.60,1248.48,1569.86,1125.73,1721.12,572.90,607.68,316.15,271.70,223.18,579.68,708.35,1532.32,433.75,869.45,435.48,157.33,506.02,1088.36,1614.70
1994,618.12,952.99,566.67,1037.10,1696.66,255.21,2037.86,1873.62,1252.26,2308.09,553.77,628.69,726.65,1039.91,1618.77,792.30,1785.99,711.89,807.06,319.28,311.72,195.75,569.57,705.35,1105.25,515.20,719.34,641.33,112.58,437.29,1153.88,1483.03
1995,599.39,1028.40,585.50,1092.94,1520.64,252.24,1804.79,1387.64,1119.43,2245.84,582.23,500.50,683.28,1080.29,1420.24,848.26,1653.92,680.97,798.52,298.92,313.40,203.92,505.94,721.91,1154.85,502.43,799.54,637.78,111.06,528.63,1200.36,1518.55
1996,611.55,1253.39,522.57,1139.39,1431.08,270.39,1706.74,1451.91,1187.63,1998.40,559.28,519.56,894.43,1255.45,1371.70,1049.89,1420.54,588.53,711.15,316.73,337.47,223.09,637.11,692.89,1145.92,552.49,753.45,557.87,144.54,544.19,1137.16,1336.55
1997,598.54,985.89,368.27,938.75,1962.58,216.65,2319.36,1734.79,1252.54,2344.65,371.37,538.66,567.08,955.55,1568.40,852.74,1859.87,530.86,557.60,262.93,233.19,206.38,423.04,539.42,1233.46,330.52,718.54,392.85,90.53,539.13,1232.00,1561.12
1998,668.53,1357.12,565.45,1292.84,1788.48,293.20,1833.38,1454.89,1157.14,1799.57,540.25,599.63,933.56,1270.67,1524.74,1153.25,1851.51,699.52,796.33,381.21,342.12,245.78,635.09,795.04,1248.28,481.65,924.86,600.89,150.88,579.02,1124.49,1599.90
1999,603.02,1140.63,346.64,1155.44,1571.24,266.79,1589.55,1478.26,1241.55,2301.09,375.49,458.39,610.47,1098.44,1531.46,954.47,1714.62,543.45,517.84,255.27,288.87,235.08,507.29,527.07,1309.44,356.41,859.70,363.10,126.50,594.56,1298.32,1588.22
2000,609.78,1095.18,405.44,1173.93,1744.12,253.50,1811.95,1302.98,1239.73,2349.23,436.43,514.23,942.64,1197.61,1432.16,1047.80,1584.63,577.15,483.74,239.41,246.81,214.31,595.01,672.20,1359.64,442.65,822.71,416.67,115.79,627.46,1177.98,1579.31
2001,582.46,904.92,393.42,899.37,1742.27,251.24,2125.77,1611.42,1080.98,2389.25,375.19,404.33,534.41,856.25,1320.77,868.42,1575.62,525.59,562.58,236.58,331.97,206.72,535.91,619.43,1278.38,384.15,788.70,406.16,114.93,566.75,1321.91,1489.14
2002,638.23,1256.40,361.81,1166.53,1782.28,260.46,1924.71,1709.03,1254.86,2306.68,375.38,533.80,725.88,1320.93,1809.35,964.25,1940.58,584.49,556.74,263.26,346.59,239.14,568.57,438.20,1472.63,445.26,755.13,349.40,142.92,576.46,1207.83,1757.30
2003,603.64,1439.50,449.39,1155.87,1086.44,323.97,1412.44,1183.66,995.71,1568.92,525.49,558.80,1073.19,1247.48,1197.25,1175.45,1260.18,582.34,609.38,325.99,371.81,232.85,797.60,906.14,911.53,639.19,823.34,496.59,162.12,580.16,971.38,1100.01
2004,573.50,1004.51,481.87,1185.68,1266.19,248.94,1406.92,1231.39,1104.72,1363.88,511.23,480.19,770.18,1097.96,1379.22,820.56,1347.40,566.00,666.62,260.73,268.36,233.11,579.33,756.71,1034.54,482.99,836.59,529.05,129.97,571.50,1136.89,1279.09
2005,596.21,1180.62,446.13,1094.75,1709.56,270.07,1766.83,1343.12,992.86,1870.41,451.99,506.80,892.61,1103.05,1297.24,1042.99,1583.00,722.13,748.11,242.66,237.88,259.04,584.94,758.32,1088.91,407.34,813.31,511.17,149.96,518.12,1060.33,1473.98
2006,575.13,1083.90,374.45,917.63,1894.36,247.52,2029.59,1432.76,1107.05,1726.77,390.39,538.10,728.88,964.90,1418.48,986.85,1649.35,570.57,593.23,256.47,273.65,212.59,541.97,571.08,1108.77,435.26,690.19,397.36,116.06,492.20,1074.46,1425.79
2007,579.83,1152.24,432.84,1216.09,1426.30,303.41,1515.59,1278.35,1140.14,1662.12,461.81,442.26,840.76,1139.45,1174.18,1095.83,1279.86,556.95,632.30,234.24,310.29,253.70,644.21,836.29,1183.01,532.38,803.71,491.47,119.64,542.84,1197.08,1390.47
2008,619.24,1099.95,508.40,1220.92,1521.11,249.89,1843.83,1675.49,1283.53,2293.59,502.04,488.91,787.80,1166.23,1355.84,991.91,1449.40,604.11,618.96,297.22,274.39,246.68,595.16,759.46,1169.58,470.74,833.59,530.32,115.72,585.48,1221.48,1353.76
2009,554.26,1155.68,393.08,1010.16,1423.95,251.81,1579.50,1224.03,957.82,2397.01,433.74,579.74,762.52,1034.01,1222.08,1069.49,1357.99,575.84,560.22,256.13,263.17,270.03,611.62,694.19,1370.61,502.03,756.05,450.34,105.94,455.27,949.67,1466.79
2010,639.78,1274.06,470.25,1121.66,1986.75,280.28,1895.76,1370.94,1125.37,1884.58,500.71,546.52,774.89,1201.73,1547.16,1013.21,2017.46,755.63,897.77,278.15,306.35,262.39,637.19,684.64,1285.32,475.12,822.62,499.97,150.67,526.17,1073.29,1929.51
2011,540.06,974.40,458.13,1018.93,1207.45,293.89,1439.34,1152.55,832.34,2436.87,479.62,462.18,693.62,904.23,997.52,975.57,1168.29,488.36,587.31,257.38,320.50,243.78,726.55,721.00,1103.31,530.42,723.18,516.80,123.55,588.04,913.51,1256.54
2012,640.01,1110.10,502.73,1103.69,1979.71,296.47,1858.58,1500.88,1103.37,2531.88,539.14,636.15,609.06,1044.68,1575.66,939.40,2051.57,775.91,844.81,358.69,351.79,276.47,571.58,654.97,1373.45,502.40,831.47,659.75,130.48,488.04,984.40,1921.03
2013,615.57,1000.11,496.24,1074.88,1510.80,295.55,2087.48,1527.03,1006.09,2446.72,510.07,681.93,652.10,1034.05,1264.38,864.33,1380.59,772.21,751.51,340.36,317.11,209.52,640.12,643.20,1087.23,539.15,823.95,528.63,131.63,557.70,1065.29,1398.19
2014,612.21,1187.76,420.11,1305.63,1714.79,298.13,1846.15,1512.09,1449.35,2098.20,436.42,500.81,717.01,1114.52,1463.06,1052.11,1625.54,510.23,448.42,286.56,330.81,267.75,636.06,602.43,1349.36,502.07,881.18,453.10,109.24,508.44,1098.24,1646.54
2015,632.39,1439.47,429.93,1353.95,1845.82,252.75,1809.45,1564.93,1428.09,2098.57,468.95,530.50,839.92,1250.11,1525.72,1143.96,1853.87,601.68,594.30,281.25,285.51,211.19,572.97,642.86,1409.90,457.03,840.47,491.79,135.34,487.93,1171.86,1831.65
2016,674.29,1396.65,658.73,1203.16,2000.75,266.42,2297.77,1572.46,1177.61,2185.97,644.01,594.70,904.88,1261.27,1618.94,1166.69,1970.45,694.91,710.97,327.36,332.60,217.31,550.11,727.80,1347.67,600.58,816.63,723.70,151.16,553.82,1221.25,1658.58
2017,634.22,1169.47,452.23,1239.85,1581.57,307.11,1869.48,1605.72,1258.91,2675.60,457.89,522.48,733.23,1143.95,1491.33,1085.80,1592.85,564.67,555.86,241.22,357.34,266.76,691.23,653.87,1337.67,516.11,878.75,502.70,149.95,592.65,1225.19,1471.92
2018,641.09,1188.52,486.65,1149.78,1599.20,318.80,1894.55,1498.46,1227.73,1740.96,504.00,627.76,764.99,1050.88,1387.47,1106.72,1585.29,707.93,592.62,350.14,385.39,276.57,576.93,774.15,1279.74,459.16,863.93,582.68,135.25,565.55,1247.91,1430.74
2019,614.16,1034.03,413.52,1163.03,1675.88,334.72,2030.96,1454.44,1170.92,2019.94,455.12,687.74,693.23,918.25,1283.83,919.11,1623.75,687.33,626.22,309.71,289.94,269.32,668.79,612.36,1384.55,497.52,840.74,482.81,123.66,559.12,889.42,1680.51
2020,643.78,1438.40,489.79,1280.56,1509.10,276.66,1698.43,1352.97,1305.49,1969.70,532.15,644.80,928.39,1421.36,1586.50,1307.04,1662.69,656.02,757.17,335.09,319.16,229.93,652.13,834.07,1455.50,574.19,879.86,530.52,107.77,532.58,1056.71,1581.77
