Variable:,pr
,Croatia,Bjelovar-bilogora,Dubrovnik-neretva,"Grad Zagreb",Istra,Karlovac,Koprivnica-krizevci,Krapina-zagorje,Lika-senj,Medimurje,Osijek-baranja,Pozega-slavonija,"Primorje-gorski Kota",Sibenik,Sisak-moslavina,"Slavonski Brod-posav",Split-dalmatija,Varazdin,Virovitica-podravina,Vukovar-srijem,Zadar-knin,Zagreb
1942,961.03,736.12,1093.01,826.07,1014.89,1226.58,686.50,804.27,1325.98,705.99,625.47,792.43,1241.09,1097.07,926.43,784.94,1063.38,741.20,690.73,669.53,1138.63,826.81
1943,1041.03,848.04,1072.48,975.17,1165.85,1326.42,797.89,967.44,1383.17,828.56,681.75,881.15,1447.92,1092.18,1005.94,869.05,1053.42,876.25,781.28,697.88,1171.69,968.59
1944,1092.00,972.86,1196.77,1057.76,1122.93,1335.91,907.85,1120.50,1362.06,946.63,765.05,971.37,1452.69,1081.48,1058.83,955.03,1132.69,1003.51,885.07,801.36,1143.03,1054.30
1945,811.79,726.65,849.75,826.53,837.39,1018.74,677.37,837.68,989.99,709.77,570.46,732.26,1058.60,785.95,824.34,717.79,793.19,754.96,662.23,598.85,826.22,819.05
1946,854.56,689.74,858.13,768.32,1052.40,1104.06,646.97,790.84,1147.52,673.32,542.90,707.16,1268.25,857.60,842.13,694.12,835.59,708.82,630.45,572.25,938.90,767.85
1947,914.86,706.95,924.80,868.85,1200.23,1201.78,678.20,854.50,1217.81,715.46,554.21,714.00,1421.62,922.00,881.73,708.76,903.20,760.13,621.06,591.18,1008.76,859.68
1948,1112.10,926.92,923.44,1113.30,1463.82,1571.51,859.66,1099.15,1493.17,912.74,685.46,888.55,1792.49,975.76,1124.71,865.67,930.69,979.61,817.35,695.63,1093.04,1105.79
1949,871.59,681.63,988.94,783.88,994.54,1044.29,636.85,796.72,1143.68,666.16,572.03,698.71,1200.59,973.80,832.40,694.38,984.61,707.13,621.27,640.99,1009.61,779.36
1950,1057.79,864.06,975.07,998.29,1317.13,1433.76,841.27,1028.98,1487.03,882.70,612.65,820.53,1622.13,1043.91,1007.55,798.14,981.91,932.92,759.23,613.24,1164.95,995.63
1951,1237.54,1031.28,1134.72,1189.52,1551.62,1624.51,948.18,1168.78,1717.48,989.91,731.29,980.95,1837.05,1230.72,1232.08,954.23,1154.89,1059.33,923.59,719.21,1364.97,1183.10
1952,1098.91,849.52,1167.41,1015.42,1390.34,1479.16,795.04,997.29,1455.32,828.18,685.45,873.89,1689.08,1111.69,1039.92,862.87,1120.54,884.59,768.43,743.36,1181.59,1007.11
1953,911.15,729.60,832.32,882.25,1113.00,1197.12,686.69,887.71,1185.04,734.50,569.24,734.76,1321.22,934.93,904.95,724.18,896.28,791.32,663.20,610.53,1001.12,870.84
1954,1098.36,974.72,1096.87,1141.47,1181.72,1466.68,906.03,1152.28,1326.22,958.49,735.18,943.00,1471.03,1045.75,1143.92,926.31,1059.99,1028.68,856.36,783.56,1098.75,1132.21
1955,1266.18,1012.40,1269.92,1167.29,1438.72,1650.36,932.14,1139.12,1683.88,969.57,889.86,1112.03,1780.88,1249.64,1250.17,1098.60,1204.16,1037.50,986.91,946.15,1354.28,1162.14
1956,997.26,786.21,967.47,907.34,1122.61,1285.02,757.73,971.76,1331.47,817.74,666.89,838.91,1366.53,1062.90,966.26,830.14,993.06,875.63,739.07,706.47,1109.49,905.89
1957,950.15,771.66,1019.46,934.76,1088.17,1258.66,732.54,939.63,1221.11,784.63,598.16,765.03,1343.65,977.21,927.54,750.76,972.76,839.24,689.95,629.58,1037.65,923.58
1958,1023.86,791.06,1137.09,956.34,1232.25,1340.16,770.65,1028.26,1395.60,842.68,601.14,764.57,1468.85,1103.77,984.95,750.84,1066.61,908.16,696.12,626.85,1170.74,947.88
1959,1164.90,946.44,1244.16,1107.35,1377.90,1470.37,851.91,1067.38,1500.15,888.75,758.28,977.27,1642.44,1218.05,1155.40,962.20,1226.00,949.93,871.33,771.78,1282.47,1097.72
1960,1329.85,974.48,1241.06,1158.24,1759.14,1823.30,919.68,1139.82,1960.46,960.34,759.82,977.05,2089.25,1428.88,1215.15,959.13,1282.00,1024.14,903.41,760.28,1596.48,1154.75
1961,1031.12,796.56,964.07,964.16,1268.01,1405.03,743.83,960.23,1482.81,796.43,590.81,779.10,1577.38,1068.41,993.35,765.23,1007.65,856.46,692.76,584.79,1174.05,960.43
1962,1131.23,1003.33,1085.11,1223.16,1202.27,1563.16,950.77,1273.19,1470.03,1043.25,653.49,891.15,1552.73,1068.62,1210.95,869.62,1044.08,1136.87,824.22,648.46,1157.15,1208.89
1963,1102.29,872.05,1190.30,1050.45,1261.56,1490.55,826.16,1061.56,1422.24,878.66,705.77,903.61,1546.36,1126.34,1093.92,891.57,1120.99,941.71,798.23,738.28,1196.16,1039.90
1964,1211.72,1006.07,1185.78,1142.50,1296.70,1568.07,938.85,1130.54,1560.07,965.13,819.91,1071.42,1609.96,1248.67,1228.16,1056.79,1225.08,1015.01,941.63,849.17,1322.16,1137.67
1965,1220.56,1109.68,1063.77,1256.26,1484.01,1613.53,1073.35,1260.20,1491.08,1114.30,823.11,1046.71,1761.78,1079.35,1269.12,1021.67,1066.60,1160.15,1010.77,795.31,1176.09,1251.95
1966,1289.98,1048.76,1313.87,1201.48,1401.62,1622.17,997.06,1173.89,1857.47,1036.59,763.86,981.93,1771.76,1433.78,1238.21,960.08,1336.97,1078.24,914.18,766.81,1567.35,1197.01
1967,1036.21,875.51,1039.55,1001.37,1055.26,1348.45,794.52,981.57,1365.69,824.00,665.26,878.26,1337.72,1095.12,1060.14,866.88,1054.44,882.09,766.57,706.77,1156.85,998.20
1968,1004.70,752.43,1149.74,906.84,1236.16,1326.51,695.87,920.59,1312.79,746.50,633.09,827.47,1458.05,1063.64,943.71,822.90,1084.72,813.04,677.02,707.07,1127.03,900.41
1969,1186.82,950.25,1290.62,1093.30,1254.06,1494.10,871.68,1091.63,1602.26,907.60,777.78,988.72,1568.64,1292.20,1156.04,976.04,1272.02,966.16,878.84,847.17,1345.28,1086.17
1970,1130.36,951.02,1209.04,1095.02,1194.64,1455.45,868.73,1064.88,1461.54,906.13,754.17,973.30,1503.79,1158.95,1143.43,959.84,1153.07,960.68,837.67,813.08,1204.52,1089.97
1971,823.23,606.60,983.06,715.34,1089.80,1003.50,567.90,722.78,1124.30,607.44,490.17,625.34,1277.42,921.91,742.83,616.09,917.42,652.68,552.93,543.14,971.61,711.64
1972,1153.74,1053.67,1024.54,1186.84,1257.89,1470.20,988.32,1250.01,1476.15,1049.35,784.91,1035.58,1550.01,1051.80,1209.71,1008.96,995.60,1121.11,955.68,798.41,1157.86,1180.47
1973,860.71,706.47,959.06,795.35,961.48,1039.95,688.67,846.81,1070.20,725.09,623.07,783.90,1124.61,885.47,858.49,774.49,881.16,758.98,702.93,628.24,914.55,791.52
1974,1229.66,1006.60,1220.70,1176.29,1289.79,1564.08,943.28,1118.88,1668.72,969.61,803.93,1016.84,1656.05,1312.42,1197.21,999.69,1263.00,1020.35,920.65,852.71,1409.33,1165.71
1975,981.77,785.57,866.12,896.19,1204.32,1219.21,753.13,934.86,1330.07,799.08,661.07,807.88,1448.39,1007.88,923.40,793.38,952.26,844.74,737.96,702.56,1099.57,895.57
1976,1154.51,826.13,1326.39,971.51,1384.76,1457.17,763.55,940.45,1633.84,793.49,682.95,886.16,1658.41,1359.50,1065.26,874.18,1335.29,843.29,780.39,713.42,1435.19,967.31
1977,1038.11,842.52,1050.37,977.59,1223.28,1361.25,764.53,897.03,1373.49,782.10,677.89,867.54,1478.53,1027.48,1052.31,855.37,1028.19,823.19,757.30,733.42,1125.60,974.54
1978,1047.70,740.39,1295.28,884.71,1296.61,1273.94,692.75,857.49,1481.33,728.44,624.92,779.92,1522.88,1257.99,916.34,772.41,1241.97,774.47,669.49,709.33,1306.16,878.49
1979,1135.29,890.15,1335.30,1050.27,1394.81,1427.86,859.59,1107.96,1528.11,927.28,671.43,865.24,1665.30,1223.02,1059.68,848.31,1216.09,990.42,800.46,694.87,1301.80,1040.40
1980,1170.53,926.74,1228.63,1080.53,1277.30,1500.56,839.37,1038.11,1606.13,869.77,747.49,974.73,1611.99,1244.98,1155.64,959.90,1206.15,928.07,864.32,802.39,1346.58,1073.55
1981,1120.39,884.11,1153.00,1016.45,1333.98,1439.10,791.36,950.61,1506.12,810.03,744.23,929.46,1625.85,1157.32,1094.47,918.67,1144.84,859.15,819.63,803.87,1248.91,1014.35
1982,999.84,816.05,1017.28,973.90,1194.68,1305.44,760.80,997.73,1282.83,816.66,619.80,815.28,1417.08,1038.61,985.73,801.30,1013.85,878.00,727.14,658.62,1086.67,964.77
1983,808.87,653.46,756.73,779.01,900.00,1030.82,623.57,781.24,1102.78,663.47,535.30,678.16,1114.67,831.63,797.65,669.88,783.12,705.20,589.15,559.60,886.88,772.93
1984,1182.71,914.26,1204.24,1067.53,1439.42,1523.93,844.50,1001.65,1692.94,861.98,722.42,927.23,1748.22,1241.61,1135.19,911.13,1210.46,902.82,842.18,725.91,1382.46,1060.95
1985,941.45,781.30,1056.23,905.51,1010.45,1162.12,777.85,986.05,1161.01,839.84,641.21,798.37,1234.90,994.36,899.05,786.14,1020.20,891.04,725.80,685.09,1002.86,897.66
1986,1004.04,831.15,1077.87,978.94,1096.03,1260.08,769.64,989.74,1338.80,816.88,627.06,828.60,1355.71,1073.05,988.97,814.86,1047.31,879.54,735.45,650.63,1130.02,968.33
1987,1063.79,902.24,1078.10,1042.67,1262.04,1351.10,886.13,1073.77,1349.07,935.54,721.51,881.70,1506.29,1031.52,1044.74,862.03,1031.16,983.04,837.79,737.37,1106.27,1035.03
1988,940.12,756.60,1036.04,903.47,1052.29,1190.89,719.47,917.74,1247.21,772.24,579.12,763.36,1286.52,998.86,931.48,750.55,999.26,825.63,679.95,591.23,1049.15,895.48
1989,935.88,842.96,851.88,954.33,1047.61,1223.82,784.06,981.81,1142.29,824.54,660.51,851.62,1270.50,847.78,978.49,834.92,823.42,880.97,767.19,703.66,912.85,950.25
1990,887.14,698.02,851.49,853.68,1121.38,1147.07,680.15,918.57,1189.13,747.40,540.34,680.34,1358.54,897.69,851.62,665.60,867.80,804.01,635.74,546.49,984.22,845.94
1991,1049.06,872.88,1086.15,981.26,1081.97,1235.92,828.98,1005.50,1326.92,873.15,774.80,977.00,1340.05,1079.12,1043.92,965.20,1102.21,917.55,854.73,815.05,1127.16,973.43
1992,1031.42,808.99,897.75,940.05,1314.21,1374.40,738.81,905.28,1469.29,757.12,656.13,829.13,1628.40,1015.42,994.38,815.18,932.73,796.77,759.48,668.81,1139.49,934.14
1993,1072.09,900.81,932.50,1031.12,1272.77,1418.70,810.88,943.34,1484.56,813.21,677.70,881.92,1606.43,1048.29,1104.86,861.97,948.41,847.81,814.08,660.04,1184.75,1026.80
1994,999.66,878.13,916.71,1024.03,1098.53,1312.90,825.83,1044.73,1311.82,876.25,627.82,832.71,1350.59,983.23,1018.50,813.82,946.42,937.24,778.89,620.16,1052.29,1017.14
1995,1229.70,939.00,1274.02,1108.51,1505.95,1559.49,890.26,1034.00,1684.43,907.57,782.01,1000.76,1810.86,1318.38,1150.84,987.36,1299.75,940.59,902.76,809.24,1400.35,1098.30
1996,1210.90,938.53,1381.01,1095.37,1482.55,1498.98,855.34,1074.83,1605.75,895.83,746.94,978.62,1739.89,1339.00,1131.44,963.08,1358.43,959.23,873.68,802.94,1401.42,1086.38
1997,1020.62,792.47,966.34,916.49,1213.53,1345.57,719.25,908.42,1433.57,754.09,639.55,819.73,1515.19,1054.28,998.64,809.73,993.28,805.53,718.04,695.08,1161.08,912.62
1998,1118.21,981.40,1065.23,1126.89,1256.14,1439.54,923.09,1114.54,1415.85,973.52,757.78,978.64,1546.11,1073.71,1130.01,955.24,1065.82,1035.75,902.43,740.65,1149.36,1117.37
1999,1190.11,972.53,1258.07,1099.09,1251.60,1475.66,872.99,1056.99,1550.25,896.93,832.32,1041.79,1565.95,1264.02,1154.25,1031.21,1286.44,953.64,918.73,903.68,1325.22,1091.97
2000,911.53,627.64,937.01,838.90,1200.55,1299.73,627.36,826.67,1353.77,672.00,431.53,622.11,1477.82,987.66,878.51,611.08,918.60,714.73,537.70,436.97,1078.72,831.10
2001,1059.63,854.82,1124.12,968.15,1101.35,1319.61,705.91,880.61,1406.74,718.62,753.06,939.09,1367.81,1135.71,1070.82,944.16,1123.14,777.68,794.51,827.88,1185.22,963.07
2002,1193.91,924.98,1138.46,1064.50,1416.67,1569.20,830.80,1035.82,1693.66,867.56,697.43,980.80,1759.76,1272.42,1179.59,962.31,1197.84,937.25,843.69,730.88,1407.54,1061.34
2003,784.05,628.73,889.53,724.26,918.92,952.99,569.94,699.18,1031.56,592.00,534.71,652.55,1103.04,823.53,745.72,645.65,821.78,629.30,585.75,571.26,891.53,716.62
2004,1180.96,952.82,1309.83,1091.04,1392.55,1495.07,839.33,1044.71,1529.39,861.85,801.01,1003.08,1687.67,1210.69,1134.94,995.16,1239.20,924.14,904.29,855.92,1284.13,1080.24
2005,1183.70,963.21,1319.71,1069.19,1255.46,1460.84,875.00,1066.31,1549.96,914.44,807.85,1010.85,1581.02,1277.81,1135.60,999.90,1283.18,974.33,903.33,861.00,1361.40,1067.19
2006,943.14,758.92,977.29,871.97,1073.19,1226.11,689.03,869.20,1252.30,719.96,634.76,788.12,1329.64,966.68,924.54,780.53,952.36,770.35,701.72,691.68,1012.03,868.44
2007,1032.85,880.61,1063.53,998.89,1133.58,1338.57,805.34,988.99,1338.64,843.04,690.97,878.35,1414.49,1016.04,1044.88,868.60,1021.21,900.30,787.81,729.70,1083.67,994.85
2008,1041.59,797.56,1135.15,984.87,1279.75,1360.13,757.49,947.16,1403.58,793.55,649.43,805.32,1541.03,1094.40,993.29,791.64,1093.17,837.64,727.16,679.61,1157.88,973.51
2009,1118.35,902.83,1290.40,1048.35,1278.92,1435.99,865.72,1062.81,1467.77,910.07,707.35,897.84,1570.61,1172.03,1079.21,884.33,1195.08,960.42,819.75,737.37,1220.25,1042.11
2010,1334.79,1034.17,1563.85,1170.83,1424.30,1603.60,968.12,1158.07,1752.23,1011.12,944.03,1123.01,1747.60,1505.56,1243.62,1112.79,1529.35,1065.09,995.22,1020.12,1553.94,1166.86
2011,752.81,600.22,857.78,714.53,879.52,986.89,575.29,735.71,995.15,619.74,463.20,613.74,1060.46,768.44,749.98,606.48,787.20,661.03,535.03,499.19,806.64,711.28
2012,981.50,805.96,1012.18,956.39,1191.56,1244.71,780.16,964.61,1284.05,840.30,597.33,789.32,1409.46,992.99,961.88,775.04,1003.03,891.22,718.45,629.49,1055.70,950.19
2013,1234.44,938.53,1376.31,1129.37,1442.00,1578.49,890.16,1117.86,1691.85,942.42,713.40,960.87,1747.80,1369.12,1184.45,949.26,1373.39,1000.36,835.35,770.92,1440.95,1120.19
2014,1452.64,1198.16,1399.61,1399.42,1621.43,1878.90,1096.04,1349.51,1928.67,1137.03,926.26,1249.78,1986.61,1486.36,1461.32,1232.49,1437.95,1207.69,1089.87,1003.75,1594.10,1387.05
2015,1065.99,893.51,1067.03,1030.78,1201.05,1362.65,842.25,1028.26,1407.79,883.43,671.52,878.63,1500.41,1092.76,1048.29,855.42,1071.44,934.88,809.61,680.46,1191.71,1024.33
2016,1185.81,1017.25,1143.98,1143.68,1392.29,1505.71,994.49,1216.39,1508.88,1057.09,811.21,994.07,1679.63,1133.53,1172.02,971.87,1120.42,1121.21,940.62,822.74,1210.87,1142.16
2017,1012.62,882.75,947.67,992.56,1185.67,1329.66,857.17,1064.30,1312.75,906.68,651.72,836.23,1473.79,944.94,1004.29,811.66,922.37,962.34,800.43,654.62,1032.18,990.11
2018,1068.09,900.15,1027.93,1009.25,1136.84,1366.09,856.34,1019.68,1420.66,889.95,698.99,911.19,1468.99,1078.51,1068.21,889.40,1049.25,935.36,833.56,725.05,1166.56,1005.80
2019,1236.29,1005.32,1300.20,1167.69,1381.29,1604.20,936.12,1143.41,1675.14,975.67,737.75,998.10,1744.89,1301.31,1228.02,979.03,1273.83,1031.41,893.69,782.75,1405.11,1160.30
2020,1069.92,920.36,1019.48,1067.30,1308.99,1389.93,896.43,1143.19,1383.83,959.10,657.93,861.95,1543.04,1039.43,1057.83,835.76,999.39,1024.12,809.50,669.00,1135.86,1061.28
