Variable:,pr
,Iran,Kermanshah,Bushehr,"Chaharmahal-o bakhtiyar","East Azarbayejan",Esfahan,Fars,Gilan,Hamedan,Khorasan,Hormozgan,Ilam,Kerman,Khuzestan,"Kohgiluyeh va boyerahma",Kordestan,"Administrative unit not available",Lorestan,Markazi,Mazandaran,Semnan,"Sistan-o baluchestan",Tehran,"West Azarbayejan",Yazd,Zanjan,Ardebil,Golestan,Ghazvin,Ghom
1911,240.35,477.53,323.83,331.17,432.46,163.31,344.46,339.08,436.05,192.17,185.75,394.12,165.09,299.97,356.80,461.44,243.29,476.89,365.58,284.53,149.92,109.74,323.04,409.79,122.41,413.78,462.37,210.95,373.69,233.59
1912,203.89,463.65,217.97,288.96,354.01,128.86,252.93,230.98,321.19,175.69,201.43,390.08,165.60,219.30,239.67,423.04,157.59,428.43,245.37,194.15,121.75,113.67,212.72,399.41,117.22,307.59,314.54,171.04,248.32,137.77
1913,216.61,469.53,255.50,288.19,345.64,140.01,282.62,254.34,374.18,184.97,193.80,393.76,165.18,272.33,290.52,434.37,198.80,450.56,298.52,226.11,134.21,112.49,245.07,384.79,118.17,327.47,326.26,214.36,287.96,186.96
1914,245.89,474.94,233.43,527.84,439.17,234.25,319.36,325.61,436.91,185.90,178.17,397.40,165.63,300.45,397.39,458.27,233.66,551.41,427.85,255.02,146.63,108.56,312.92,433.47,153.96,392.73,455.94,195.16,352.74,275.80
1915,232.61,471.79,218.77,438.35,381.06,194.87,330.65,247.41,393.47,197.70,170.08,396.14,165.25,276.20,344.69,436.09,176.13,499.47,344.81,236.91,144.97,104.71,268.79,406.02,148.80,339.51,365.05,235.74,297.74,202.54
1916,225.05,485.87,191.34,257.95,355.53,149.11,254.98,307.31,505.58,180.69,205.59,390.70,165.80,231.69,233.00,462.03,210.18,475.74,418.98,342.78,156.11,116.09,410.64,361.13,114.27,416.01,351.88,192.80,447.42,254.20
1917,170.25,457.05,191.80,186.03,254.17,91.83,237.93,138.56,268.80,117.17,181.81,389.03,164.36,220.07,207.99,397.53,103.11,391.56,182.44,116.59,101.42,109.99,119.21,326.61,102.79,219.87,210.29,163.73,151.90,103.81
1918,224.77,469.48,203.91,360.18,408.81,173.43,285.08,268.68,379.64,195.05,174.19,395.01,164.93,266.50,299.75,440.95,188.83,483.86,331.26,214.00,138.85,106.66,254.43,387.67,135.44,351.11,426.50,189.95,291.46,205.85
1919,210.15,467.47,191.31,248.92,412.93,119.91,275.83,263.66,355.26,182.46,176.48,388.81,164.34,224.33,261.29,437.04,183.45,422.90,270.61,200.46,131.95,107.29,227.12,413.61,106.69,339.18,410.86,185.88,280.21,169.39
1920,271.68,485.43,333.48,437.74,511.95,229.17,339.81,412.24,514.23,224.17,166.38,404.18,164.91,366.01,394.27,474.62,278.98,563.79,484.68,387.28,178.28,103.88,447.33,477.36,147.65,485.95,499.91,222.82,501.11,324.53
1921,225.91,478.37,157.40,382.86,397.49,189.58,245.82,309.71,451.54,176.64,169.65,393.78,164.46,254.24,293.95,450.44,210.23,523.94,424.41,285.89,148.64,105.11,338.25,405.94,126.08,386.78,404.34,195.11,373.89,253.55
1922,210.25,472.53,58.47,234.02,395.15,142.28,175.82,271.09,401.54,217.33,158.87,392.97,163.83,208.46,153.96,437.48,191.30,459.24,328.79,228.37,147.12,102.95,274.41,409.74,120.15,345.41,380.20,182.15,314.81,218.60
1923,250.34,480.10,338.61,420.39,400.58,198.95,353.33,305.44,459.75,216.88,185.50,394.31,165.56,299.50,382.89,449.42,207.11,515.56,420.20,312.71,160.89,108.96,377.38,381.92,138.50,388.70,419.62,192.76,384.61,261.58
1924,256.75,486.21,286.11,360.36,403.98,196.75,310.58,379.32,512.08,235.27,166.10,395.77,164.56,296.15,336.05,482.64,275.04,519.47,459.34,384.33,186.51,104.46,450.60,393.75,133.36,464.17,433.59,242.66,474.77,303.12
1925,180.31,463.38,145.29,254.88,270.91,111.91,236.43,170.12,316.56,139.28,161.98,388.60,163.67,209.66,237.64,409.25,122.89,420.05,239.27,156.52,108.44,103.22,173.60,341.18,105.17,254.66,219.21,156.65,207.29,132.49
1926,242.83,478.49,230.52,455.78,359.05,223.09,297.35,297.54,458.73,197.07,176.26,401.25,165.42,323.64,360.95,449.72,204.18,549.74,441.48,304.48,162.67,107.61,373.50,366.24,150.81,386.61,364.82,217.98,380.91,289.84
1927,197.56,463.94,154.45,224.66,400.18,117.99,220.41,257.55,326.49,160.55,169.54,389.74,164.01,213.56,197.99,432.21,190.62,427.07,251.12,212.63,123.58,106.14,226.04,407.55,110.86,324.47,391.47,185.47,256.39,151.88
1928,211.88,468.78,188.60,236.42,387.75,122.11,235.96,288.10,366.24,178.36,185.29,390.25,164.71,230.93,228.57,447.47,215.86,431.35,280.27,262.20,156.74,111.43,278.78,410.39,109.09,360.59,392.57,251.29,313.74,175.91
1929,222.01,463.11,341.10,413.20,369.71,186.00,349.25,236.13,342.31,157.18,175.63,401.08,165.31,350.22,399.96,434.19,153.62,495.18,309.33,149.21,104.40,105.99,191.72,397.24,146.53,316.23,344.46,119.45,243.38,203.26
1930,240.78,471.15,230.41,562.83,363.49,253.20,309.64,263.48,414.05,193.11,163.92,405.06,165.78,345.18,410.58,437.65,182.80,565.19,412.43,214.33,136.44,104.00,268.41,382.66,179.72,346.31,364.27,175.50,304.94,261.06
1931,247.08,473.65,219.20,366.90,478.45,187.49,270.10,317.85,416.90,235.10,181.70,399.29,165.28,288.89,278.95,457.11,238.26,508.41,372.12,286.59,173.38,108.36,322.51,477.44,140.81,395.96,467.85,259.48,345.70,245.50
1932,209.87,469.66,194.57,170.76,438.66,103.53,220.28,327.26,359.94,191.77,181.93,387.05,164.07,188.36,160.14,456.02,209.49,417.43,269.92,266.92,137.85,108.30,289.10,439.27,96.62,408.88,453.03,203.16,346.95,140.00
1933,198.36,467.27,134.75,156.57,377.99,93.34,222.66,257.63,346.20,187.51,177.78,386.50,164.12,190.99,174.56,437.62,188.96,400.57,246.63,208.68,130.58,108.42,227.10,398.75,95.83,328.95,376.36,195.84,272.29,155.73
1934,239.83,483.78,283.90,402.57,385.46,200.57,314.81,323.02,500.94,190.15,181.44,394.46,165.33,282.83,334.64,469.25,199.24,527.57,452.45,270.38,136.19,108.26,349.01,374.44,139.29,436.05,399.41,168.91,430.53,271.76
1935,230.17,480.14,299.18,411.34,369.23,186.93,336.20,299.42,455.14,154.46,181.58,393.81,165.14,288.95,373.92,450.67,198.50,508.21,401.54,287.57,132.11,108.44,338.50,387.99,129.99,389.23,369.45,165.57,379.20,234.58
1936,210.24,471.86,220.56,258.87,423.41,118.46,263.45,231.34,376.52,171.18,177.43,416.53,164.49,274.73,261.89,436.13,143.80,446.46,277.04,204.19,120.90,107.39,260.99,445.85,112.06,324.59,364.25,147.19,296.38,172.26
1937,196.31,464.74,174.12,178.39,389.44,79.27,223.81,267.99,324.21,180.05,180.59,415.51,164.00,216.86,187.12,430.36,177.73,412.67,212.34,196.55,120.82,109.86,215.74,384.71,89.31,341.57,405.78,151.74,272.05,114.58
1938,230.01,474.38,285.22,424.21,326.40,206.90,318.27,276.28,424.32,169.86,164.23,401.33,164.82,338.07,375.78,441.25,192.71,525.75,392.55,254.98,138.74,103.83,309.71,352.00,146.66,349.87,327.41,176.37,333.61,263.29
1939,242.91,475.66,261.53,371.25,426.34,167.07,322.92,284.76,408.10,231.21,183.75,449.63,165.15,324.18,345.23,452.58,199.91,508.56,343.29,239.87,141.83,109.66,286.89,439.67,129.11,370.97,393.13,186.82,329.07,225.21
1940,213.88,470.66,197.30,263.11,410.36,142.11,246.75,287.86,388.49,160.29,177.57,394.77,164.64,270.07,259.19,445.59,211.65,458.75,318.03,250.12,143.33,108.96,283.90,421.42,116.87,358.11,401.97,195.05,318.87,217.33
1941,243.04,513.77,175.43,455.28,366.62,219.71,297.37,250.26,447.87,202.87,166.23,435.42,171.18,331.22,369.90,462.13,187.23,587.20,411.40,268.89,159.55,111.35,319.01,404.71,154.48,344.77,342.57,226.31,326.04,255.48
1942,223.90,352.38,197.48,314.54,431.87,151.83,297.73,310.82,339.18,177.17,170.81,296.52,190.07,233.12,292.61,386.45,222.25,379.72,313.71,252.36,133.51,150.34,287.93,458.63,132.56,361.91,430.34,187.60,321.36,202.97
1943,255.35,358.15,246.52,489.15,401.32,242.49,293.14,378.76,424.34,218.20,191.39,349.71,162.58,378.58,431.63,383.10,277.25,470.05,459.18,340.74,188.50,113.49,407.24,371.91,164.14,423.84,476.30,246.05,418.85,340.21
1944,182.41,405.22,200.68,198.43,388.72,109.56,241.39,235.29,290.91,144.10,175.57,304.34,157.85,162.26,177.57,392.39,145.93,333.06,215.57,151.72,100.62,101.41,168.97,404.27,118.35,309.21,375.78,122.17,227.30,126.63
1945,232.45,469.00,303.99,450.50,374.23,199.83,350.37,286.84,389.73,171.59,166.01,442.93,164.08,358.10,397.47,418.86,201.50,515.86,350.79,232.88,128.50,95.44,281.52,360.34,151.97,347.54,392.60,172.42,312.51,227.18
1946,246.80,518.82,204.76,452.95,436.17,213.42,370.34,287.33,395.65,183.08,176.46,469.39,175.02,363.21,427.11,463.87,203.27,533.64,354.14,220.65,131.55,105.87,262.12,463.58,177.27,357.05,441.33,155.69,303.41,228.05
1947,209.34,530.29,232.27,239.46,384.26,122.04,250.20,220.83,348.74,185.31,168.67,435.87,168.64,235.14,225.28,440.36,159.53,449.60,251.39,202.98,133.66,114.37,221.36,416.98,116.69,297.98,350.42,179.85,241.75,145.86
1948,218.92,430.37,239.45,411.21,335.99,206.38,315.17,245.40,370.02,167.25,190.49,370.96,156.68,276.75,357.24,384.89,166.62,468.60,346.05,235.19,138.17,90.10,279.11,342.04,165.87,319.59,325.81,180.65,301.87,219.34
1949,220.73,497.73,302.66,370.54,354.52,185.76,334.12,276.38,382.27,168.36,183.90,422.72,149.49,323.90,349.92,446.75,190.42,497.26,328.50,211.60,122.71,63.53,249.78,369.97,153.54,352.56,379.70,157.59,295.01,210.38
1950,191.35,400.44,174.81,356.67,313.57,166.18,277.13,190.44,303.08,155.01,165.53,340.98,140.99,239.77,304.04,346.24,145.01,422.01,275.47,193.65,128.77,65.51,212.46,344.09,138.14,265.89,293.19,177.67,225.79,167.51
1951,239.48,411.71,238.72,275.73,418.30,149.69,331.89,354.52,380.78,186.17,205.77,328.47,232.69,230.87,283.01,434.03,248.07,395.91,320.81,272.62,135.85,147.85,308.62,417.63,153.61,409.85,476.90,195.67,363.02,211.18
1952,226.66,430.83,193.55,338.37,370.20,163.95,270.49,359.61,414.96,195.63,171.19,359.59,165.49,263.76,291.87,427.74,235.26,445.70,367.46,297.55,146.81,117.40,351.63,362.56,114.84,432.27,415.17,201.61,411.40,235.29
1953,244.36,517.17,217.52,342.32,444.75,166.90,295.65,334.16,414.16,226.90,186.55,441.84,201.19,281.72,296.61,475.06,220.73,502.17,355.60,249.28,130.97,104.54,296.26,446.69,143.35,393.14,436.11,185.23,352.95,231.91
1954,267.65,616.84,384.55,451.64,420.86,187.26,400.97,312.80,473.64,182.63,199.88,536.73,212.76,404.85,447.40,545.65,200.82,598.01,391.59,256.90,125.30,152.38,311.19,441.75,136.29,419.19,403.85,177.99,359.14,237.25
1955,221.14,448.28,308.50,308.78,437.77,145.59,305.61,270.42,372.07,171.55,227.13,327.08,195.07,214.16,268.05,454.39,175.04,407.79,292.70,182.36,103.88,126.40,220.33,409.74,127.09,369.27,426.60,158.53,289.03,175.16
1956,231.70,332.75,271.69,275.51,393.21,152.30,374.52,303.98,313.14,216.25,185.52,287.33,197.05,210.72,293.85,334.92,211.93,352.25,280.80,235.66,147.20,133.93,277.08,373.54,161.82,336.92,441.39,202.74,313.80,189.85
1957,339.16,693.81,318.81,575.41,480.02,257.21,465.70,396.14,616.84,251.47,355.01,565.61,339.19,339.20,437.46,615.55,257.79,766.87,533.68,324.48,160.38,216.07,390.26,447.77,203.43,504.35,512.56,238.67,460.66,302.79
1958,174.07,304.71,240.65,239.64,339.98,111.72,243.18,207.04,271.08,145.68,167.47,264.51,112.53,204.43,234.07,293.28,140.73,329.84,238.80,171.57,101.08,128.55,197.48,321.16,73.85,249.46,347.64,138.74,220.24,146.89
1959,210.34,394.68,190.35,233.93,359.36,131.94,229.13,273.79,338.33,194.82,184.15,293.74,159.13,197.55,212.06,386.53,219.07,364.42,285.66,280.71,159.90,151.56,295.46,355.45,109.47,345.94,373.60,240.88,308.90,181.29
1960,185.36,427.07,91.65,249.90,320.41,117.25,161.19,245.01,342.18,176.34,148.44,348.89,167.88,186.60,172.01,377.02,173.41,423.85,296.55,204.61,101.73,103.10,247.86,331.44,94.39,328.46,338.37,148.85,292.38,176.08
1961,219.48,450.55,263.29,393.38,274.48,182.51,305.51,231.37,368.25,198.99,164.53,414.33,150.41,342.50,352.50,372.91,164.44,527.96,349.04,195.96,120.71,110.13,240.39,307.17,131.77,294.30,314.02,139.71,274.37,213.32
1962,190.83,430.88,111.89,289.89,408.80,135.24,188.60,307.28,387.69,168.56,88.81,361.80,120.15,229.35,230.16,414.07,197.21,448.75,336.96,224.32,122.04,77.72,271.47,361.72,98.53,368.27,452.29,174.15,338.52,200.36
1963,238.84,547.54,135.96,309.00,552.15,146.02,210.11,385.87,493.87,194.04,170.40,405.45,193.65,202.28,220.78,547.85,247.74,514.04,378.47,278.03,132.99,132.49,325.39,547.07,114.52,469.21,591.19,200.27,395.31,216.00
1964,196.79,279.59,239.84,186.59,337.97,105.66,255.79,274.98,233.18,195.54,228.35,196.21,214.96,147.14,192.65,308.90,187.46,244.93,197.49,197.28,115.44,133.75,216.97,326.28,97.66,315.34,367.98,179.60,256.33,141.29
1965,200.42,424.85,214.52,274.05,442.68,131.64,268.60,282.78,356.63,152.68,144.97,359.22,136.32,242.15,264.92,397.84,191.99,423.78,299.48,225.26,113.01,92.11,255.29,404.90,109.79,341.91,448.57,192.02,291.85,182.68
1966,174.56,423.76,108.62,292.73,446.60,128.99,135.50,295.43,359.94,152.04,77.70,330.78,83.32,196.36,209.07,425.68,197.00,410.66,295.70,212.82,115.76,70.09,247.68,402.37,78.07,364.14,473.20,178.41,305.11,173.58
1967,202.52,474.38,204.89,306.69,447.06,125.53,229.91,273.45,348.87,191.90,95.99,395.45,130.86,252.23,295.04,452.52,193.47,446.87,258.11,198.61,98.99,87.58,217.35,477.53,104.40,343.39,417.38,169.78,266.38,148.93
1968,268.24,618.98,208.86,433.82,514.55,203.41,285.64,345.73,511.44,235.77,178.64,483.69,193.51,274.14,319.04,616.97,241.05,613.46,431.64,304.46,161.54,115.22,348.44,538.13,148.10,480.52,458.85,258.50,402.84,251.84
1969,290.45,713.02,312.29,509.49,595.85,218.61,414.46,417.10,592.82,213.82,179.38,586.97,151.12,357.25,450.05,675.22,296.37,711.56,470.88,348.21,183.05,84.82,391.48,556.23,149.55,521.09,619.23,292.01,446.99,286.99
1970,176.84,366.11,137.10,305.07,273.50,136.15,161.05,243.73,310.10,131.17,123.59,333.33,150.80,263.84,254.49,333.03,174.82,396.58,283.81,211.15,102.41,136.34,245.67,276.53,79.69,277.89,297.54,167.33,271.39,189.35
1971,199.17,565.32,154.69,383.85,336.70,174.52,197.09,253.42,473.69,159.80,85.91,484.05,120.81,276.48,277.60,487.25,173.12,609.51,394.56,209.18,116.66,54.28,259.88,366.10,118.65,361.40,309.98,156.87,334.83,224.37
1972,311.54,616.78,320.35,524.34,511.37,250.22,392.85,416.21,546.00,264.53,241.80,534.06,190.44,395.20,436.27,578.48,293.41,676.88,502.19,373.05,232.38,146.86,436.35,481.53,180.31,518.92,534.61,302.43,474.77,325.47
1973,133.83,227.40,97.40,171.72,332.89,81.18,123.96,224.10,186.49,134.70,75.08,189.79,89.82,130.90,168.91,237.26,169.69,213.73,162.08,185.51,105.23,60.64,183.71,314.34,63.45,232.12,366.38,185.70,205.98,114.80
1974,274.91,567.62,316.42,474.22,424.33,223.35,341.17,328.80,460.37,251.81,190.54,510.57,200.24,409.68,413.83,496.18,229.17,613.62,415.48,299.87,185.48,103.29,342.75,391.62,161.38,407.65,452.46,227.98,373.13,265.14
1975,232.23,493.48,222.54,412.75,389.70,184.09,312.16,300.51,424.68,186.18,172.67,443.78,151.46,341.42,375.09,434.68,205.77,537.73,365.68,231.94,134.59,111.36,268.82,363.90,135.63,377.29,409.87,176.43,341.09,220.00
1976,301.41,459.62,357.50,576.52,443.20,254.91,481.09,342.99,409.99,266.07,339.74,419.23,238.32,367.53,478.25,421.15,227.49,549.52,406.19,265.69,162.56,163.02,316.87,401.34,199.89,400.53,466.25,199.62,362.24,233.78
1977,265.41,503.13,247.96,459.86,466.41,231.95,348.90,333.51,455.22,209.27,230.63,417.62,193.89,317.48,360.94,504.07,226.77,537.12,425.88,287.73,172.07,113.83,342.39,460.52,180.69,431.48,459.12,222.92,386.18,255.66
1978,217.00,383.14,214.02,261.09,385.20,157.34,290.92,292.10,328.30,220.57,153.59,302.09,155.32,234.56,264.01,385.72,213.91,354.47,271.84,257.65,167.74,68.98,276.38,390.65,161.80,344.80,414.93,253.36,298.96,187.63
1979,258.45,419.56,267.67,447.40,396.89,206.43,376.87,279.82,359.90,230.38,283.63,350.95,208.57,282.25,404.93,397.66,215.58,455.06,336.80,268.83,176.82,134.30,294.75,396.38,156.94,345.37,404.66,238.62,313.59,219.67
1980,225.13,470.85,270.58,380.69,381.20,196.81,307.65,295.70,394.39,184.94,148.64,419.77,139.06,335.84,342.37,423.21,220.46,497.55,362.82,228.52,146.60,73.72,269.51,360.06,149.24,356.23,434.72,209.00,301.58,251.34
1981,226.59,483.43,165.23,293.38,477.01,134.98,223.69,331.60,412.84,228.45,145.26,390.46,149.70,249.14,240.16,454.83,227.61,467.22,326.67,300.22,158.95,98.93,324.47,434.36,102.65,406.35,505.16,249.49,359.60,197.34
1982,328.11,595.32,339.59,439.99,562.51,218.46,449.68,404.61,507.29,259.48,358.98,508.77,273.56,350.11,398.53,554.81,278.30,623.95,443.39,312.62,167.94,270.78,380.91,476.05,171.44,500.00,596.86,198.20,429.51,290.95
1983,207.24,398.61,156.57,289.79,333.18,154.43,245.24,242.55,337.63,186.65,197.04,332.51,193.03,213.33,233.76,370.19,163.07,409.75,299.43,209.35,123.98,114.77,253.74,335.13,134.09,320.66,326.57,145.25,274.43,199.11
1984,223.96,502.13,173.96,366.49,393.95,185.00,300.58,315.22,430.31,166.14,136.14,400.41,162.83,267.11,325.02,506.92,222.89,480.38,350.88,250.42,136.74,83.48,282.36,405.67,155.51,431.33,429.13,200.15,357.98,219.30
1985,167.84,416.37,199.45,222.36,357.56,103.65,185.94,252.36,319.52,140.68,85.29,322.86,110.62,198.55,206.46,414.00,185.12,368.96,250.46,201.92,99.74,64.92,221.79,382.67,76.72,319.13,343.58,156.20,270.41,164.61
1986,276.55,503.44,313.14,567.10,435.50,267.40,411.91,285.26,434.30,231.98,158.03,458.14,199.75,367.51,505.36,476.47,211.65,586.84,425.37,269.65,163.34,106.96,321.24,457.11,223.44,382.20,391.20,198.93,345.01,253.57
1987,211.68,537.18,141.48,386.04,377.95,166.12,203.71,284.75,440.87,166.45,156.01,424.94,112.77,240.48,297.60,504.96,208.54,537.60,363.59,286.61,152.29,104.52,310.23,442.73,96.98,373.08,372.59,234.66,348.15,202.03
1988,233.81,453.17,241.54,295.37,436.29,156.62,301.69,286.96,371.87,221.35,186.55,370.18,174.18,241.45,281.53,453.28,205.68,433.32,311.07,286.14,163.99,83.77,306.77,484.57,146.54,367.76,446.34,225.18,320.15,190.66
1989,189.17,403.63,197.73,301.52,282.62,145.04,250.01,222.81,327.47,153.24,195.41,361.55,138.45,254.38,265.17,334.71,181.30,427.06,284.63,205.46,123.97,95.86,226.22,278.76,95.87,265.03,305.35,172.52,246.30,193.04
1990,171.18,311.24,160.62,223.10,273.88,116.58,190.96,278.70,271.99,159.30,135.89,259.24,123.58,174.22,204.59,295.77,191.15,311.11,239.15,205.35,103.88,120.68,235.10,297.89,97.42,300.31,333.11,141.18,299.18,162.37
1991,260.81,441.06,313.10,414.59,379.74,194.84,348.76,278.11,367.66,255.02,207.98,427.04,215.66,348.58,400.00,432.03,207.09,481.93,310.27,248.94,170.81,131.79,272.22,410.53,170.25,342.40,368.78,224.24,303.62,206.15
1992,272.95,505.07,277.42,398.92,398.31,189.34,360.37,368.40,451.09,252.20,259.71,440.22,211.17,308.65,328.18,459.17,248.80,554.74,418.48,335.01,183.90,130.17,385.66,393.58,143.55,439.64,463.70,258.72,430.49,254.11
1993,256.48,559.56,224.68,454.89,505.12,218.10,295.64,322.52,452.68,228.21,194.94,460.12,163.58,330.15,360.76,548.00,228.06,587.22,405.11,261.63,167.09,71.43,300.17,498.24,159.15,415.76,486.45,216.80,339.10,243.23
1994,222.47,578.45,208.59,342.18,459.60,148.53,268.94,292.11,438.33,173.38,111.87,473.96,137.69,300.39,315.50,539.41,213.43,526.06,340.44,243.28,127.30,90.87,266.02,499.71,111.86,395.69,430.19,192.06,331.79,205.38
1995,211.60,312.68,298.42,354.65,323.89,166.86,382.73,199.08,270.17,176.06,217.81,236.58,208.01,206.43,339.84,332.31,144.47,318.28,245.42,175.95,108.27,107.85,190.88,306.20,170.76,282.85,327.45,147.37,214.88,133.30
1996,266.15,504.18,265.00,474.97,350.00,231.19,367.00,308.51,461.50,211.05,253.70,457.47,217.93,338.93,382.36,441.09,213.38,584.73,447.15,292.84,175.51,134.16,366.27,337.10,164.51,385.51,381.11,182.80,374.83,281.92
1997,226.56,439.66,263.93,359.90,348.04,146.86,323.96,258.92,328.16,190.89,240.84,409.61,182.24,301.23,353.97,392.12,182.84,454.28,266.10,213.63,111.67,155.42,232.67,322.23,121.33,310.71,387.25,164.61,262.89,157.03
1998,218.92,416.87,223.30,415.28,326.57,190.51,282.19,277.96,350.10,211.20,188.92,342.81,146.03,247.65,320.26,381.03,193.62,444.52,344.42,248.98,152.42,92.00,295.17,313.22,128.11,332.86,353.02,183.38,306.36,213.76
1999,200.10,306.60,253.29,346.21,309.10,166.40,265.21,243.65,262.06,182.59,148.47,325.76,171.16,301.89,317.62,262.20,167.96,388.66,272.03,207.47,126.32,90.06,250.34,270.08,144.60,263.06,344.89,152.61,257.37,176.54
2000,181.85,370.16,245.14,290.65,302.03,149.67,263.63,263.30,333.85,124.90,151.25,335.41,125.93,268.06,277.56,336.45,195.47,404.73,307.12,228.26,125.42,50.68,264.14,288.79,104.77,310.32,341.66,178.23,289.27,213.34
2001,156.62,323.55,179.42,341.21,271.94,150.91,195.55,239.76,273.79,110.86,68.54,314.68,97.54,277.21,297.62,284.51,165.85,388.48,262.32,194.70,98.59,31.29,219.62,287.21,119.44,274.80,300.31,130.75,264.96,158.74
2002,196.62,425.29,258.73,303.25,372.23,153.61,253.32,288.71,342.79,176.38,104.48,355.76,102.04,265.81,307.86,400.17,207.89,420.22,310.80,258.85,137.59,42.35,293.17,403.59,114.39,343.11,370.37,193.00,326.03,209.02
2003,221.54,432.24,242.44,334.50,395.28,178.48,268.54,341.95,400.10,214.27,107.56,374.10,115.74,275.09,294.79,410.97,239.90,463.70,374.03,297.14,169.94,53.96,346.22,423.56,140.06,403.94,430.85,228.35,395.91,253.80
2004,249.86,435.83,367.15,456.20,417.01,228.71,378.66,354.55,392.36,215.64,118.69,379.50,139.85,355.78,446.57,425.10,239.33,475.83,376.70,313.77,173.83,68.69,360.47,396.07,191.41,431.19,464.40,226.21,398.76,239.94
2005,202.24,369.22,244.02,296.13,322.42,142.64,251.67,257.68,327.86,187.08,155.82,323.96,142.76,276.58,289.19,330.80,189.82,397.13,312.58,244.22,132.72,113.31,271.97,318.00,90.05,305.19,351.19,191.72,300.69,206.01
2006,224.54,481.37,244.09,413.45,377.05,209.41,291.16,295.91,403.93,161.66,160.55,419.35,133.84,349.89,357.67,451.63,214.12,502.00,373.82,250.40,146.04,87.53,297.20,420.29,143.08,363.19,368.11,176.83,336.30,249.17
2007,200.22,396.09,155.77,389.18,375.57,182.89,209.26,311.19,386.86,179.99,92.07,328.62,105.50,243.56,301.61,383.74,216.64,441.26,358.22,277.07,145.23,71.88,315.27,362.41,117.40,378.25,407.99,204.41,370.01,226.64
2008,131.83,286.19,110.78,177.55,277.00,104.80,140.65,218.21,232.85,97.81,90.70,232.03,92.56,138.00,141.06,256.69,156.92,287.03,222.82,165.63,85.62,63.14,197.37,261.22,87.74,238.94,311.15,106.10,228.29,150.31
2009,231.65,409.61,235.65,430.16,347.95,202.30,299.82,271.12,362.37,220.80,200.71,334.55,153.93,256.33,340.87,387.64,198.22,463.39,364.60,257.07,146.76,119.87,298.55,360.85,141.83,341.21,364.39,203.74,324.35,225.50
2010,144.42,353.84,64.29,233.76,329.69,106.91,110.70,236.83,318.70,146.59,58.06,261.94,58.14,129.86,169.66,348.45,161.85,338.59,263.17,194.02,110.39,48.13,219.59,338.82,61.80,308.14,344.84,168.47,275.27,162.05
