Variable:,pr
,Yemen,"Amanat Al Asimah",Hadramaut,Raymah,Sana'a,Aden,Abyan,"Al Bayda","Al Dhale'e","Al Hudaydah","Al Jawf","Al Maharah","Al Mahwit",Amran,Dhamar,Hajjah,Ibb,Lahj,Marib,Sa'ada,Shabwah,Taizz
1936,178.00,451.92,129.08,250.43,394.61,41.56,138.00,384.75,352.50,79.96,176.55,147.06,238.77,400.71,367.68,218.59,360.56,151.28,248.44,344.38,159.41,178.04
1937,168.79,350.93,129.08,180.22,310.65,52.70,134.45,333.28,306.11,69.04,175.47,147.06,173.32,362.30,277.45,195.39,297.55,152.67,230.07,343.41,157.24,175.11
1938,170.19,390.20,129.08,192.69,340.89,32.10,131.81,348.93,310.95,60.01,175.73,147.06,188.47,374.82,306.25,208.11,312.17,129.55,236.70,345.07,158.10,158.74
1939,176.30,435.63,129.08,240.85,380.86,45.00,137.54,379.70,348.04,69.33,176.33,147.06,224.27,393.52,358.86,211.86,356.96,149.00,245.27,344.16,159.06,175.17
1940,171.67,450.52,129.08,229.02,391.52,21.92,128.56,364.56,283.06,72.93,176.55,147.06,237.49,400.71,335.10,221.47,283.56,95.81,247.90,344.80,159.35,106.47
1941,176.14,451.86,129.08,244.46,393.92,39.48,135.17,379.29,330.83,75.00,176.55,147.06,238.94,400.71,358.81,221.18,337.24,136.61,248.31,344.86,159.40,156.01
1942,170.73,450.65,128.77,229.19,391.60,22.70,129.30,365.72,286.91,74.31,176.55,138.71,238.02,400.71,336.05,224.87,286.38,98.54,247.92,345.33,159.36,109.79
1943,168.38,451.01,127.23,240.46,392.80,41.01,132.41,370.55,302.39,83.95,176.55,110.85,239.63,400.71,346.66,223.09,303.47,122.44,248.08,345.20,159.37,135.13
1944,169.21,451.68,127.07,248.04,394.05,36.69,134.59,377.74,328.11,80.71,176.55,105.67,239.12,400.71,359.70,220.30,337.22,129.39,248.26,344.56,159.39,158.40
1945,154.84,295.98,129.66,89.52,259.52,22.56,115.95,270.10,168.56,39.34,174.85,160.34,128.49,341.92,166.38,182.08,128.53,69.60,218.90,343.05,155.93,53.93
1946,176.25,453.92,126.77,277.19,398.49,55.57,145.95,405.10,420.73,85.16,176.55,98.52,241.59,400.71,404.50,218.81,444.08,197.36,249.02,344.68,159.48,252.21
1947,154.27,284.69,128.80,101.71,251.66,29.56,119.92,278.27,205.16,37.62,174.66,142.52,116.97,336.11,183.66,172.70,175.82,93.40,216.78,342.43,155.69,95.74
1948,150.02,313.40,126.91,114.14,275.35,28.46,119.95,286.30,197.94,48.56,175.07,107.84,142.39,348.62,195.36,186.02,164.74,87.00,222.40,343.02,156.35,78.94
1949,167.43,394.41,127.19,226.35,350.97,50.59,133.04,347.04,301.41,119.31,176.24,110.11,231.58,383.38,312.44,227.34,298.51,141.49,239.68,344.36,158.24,165.90
1950,184.07,529.31,127.19,337.05,461.52,38.88,146.08,436.10,442.91,98.79,177.24,110.23,296.18,428.72,473.17,244.87,490.32,174.80,261.23,346.60,160.80,244.11
1951,175.86,379.73,130.10,217.99,337.27,55.30,138.09,353.59,339.24,87.58,175.84,157.57,206.53,374.88,315.83,210.36,338.84,165.08,235.55,343.94,157.84,195.52
1952,150.99,322.77,127.59,112.40,282.02,20.45,118.33,286.40,191.10,36.29,175.10,119.55,141.57,351.45,196.45,182.38,159.99,73.05,223.68,342.99,156.49,64.77
1953,182.58,494.32,128.81,288.42,430.13,47.01,138.62,399.45,367.07,92.01,176.90,149.42,269.21,416.30,407.51,232.59,391.78,151.83,254.66,345.26,160.04,193.82
1954,228.32,685.04,128.31,559.55,601.05,75.19,191.48,616.33,835.84,135.53,178.63,130.65,389.16,481.19,786.17,268.56,975.53,360.09,291.03,347.32,164.43,543.69
1955,184.53,420.75,132.22,217.60,366.15,31.94,133.43,363.49,324.94,59.08,176.00,219.99,205.82,386.38,333.57,203.21,329.73,131.60,241.21,343.96,158.60,158.97
1956,180.57,458.32,127.05,300.85,403.35,46.91,147.62,412.10,454.92,91.41,176.45,107.70,247.78,401.17,431.54,225.94,498.87,200.03,248.22,345.67,159.28,284.32
1957,171.45,330.23,128.75,206.59,297.31,59.14,140.40,347.41,366.20,81.84,175.20,136.37,168.22,353.44,306.12,193.74,372.22,185.55,226.33,343.65,156.77,236.89
1958,150.72,306.76,127.35,115.36,269.75,23.55,120.09,286.61,209.52,37.88,174.89,113.46,131.11,344.69,199.75,176.70,184.01,86.41,220.56,342.62,156.12,88.19
1959,158.34,341.51,128.03,149.24,299.76,28.16,124.86,310.11,249.19,47.96,175.29,125.12,156.98,358.15,241.30,186.24,233.85,105.12,227.21,343.07,156.92,118.63
1960,178.30,451.55,128.88,257.35,396.27,54.56,139.74,386.55,351.51,83.20,176.64,143.10,240.72,401.29,373.11,219.42,365.36,159.64,249.99,344.56,159.55,186.50
1961,246.71,930.21,126.67,699.38,810.35,81.08,212.07,760.34,876.73,212.51,189.83,95.81,564.15,599.82,954.87,365.12,1017.17,342.51,361.33,357.90,176.44,497.70
1962,164.16,392.60,126.61,223.00,344.29,40.15,131.28,352.51,348.56,64.53,172.26,99.80,199.17,370.51,333.83,197.73,359.83,152.28,228.37,340.54,153.92,193.92
1963,364.93,813.37,311.97,436.19,716.53,63.40,227.41,657.94,576.69,168.58,405.91,263.72,441.57,798.90,626.45,467.57,597.32,228.83,502.61,771.92,317.03,281.97
1964,275.87,678.45,206.69,415.08,598.50,74.08,207.78,591.34,618.88,149.31,272.13,171.32,371.88,626.65,595.58,360.39,645.84,276.52,386.59,552.28,239.97,363.50
1965,212.50,461.11,196.10,236.03,402.05,24.24,130.74,368.89,311.16,75.64,228.41,143.85,235.45,462.96,350.20,248.67,330.84,107.98,282.25,466.84,196.46,137.38
1966,155.68,374.52,126.35,187.60,325.32,25.11,123.09,330.07,272.57,53.93,152.85,121.46,177.28,329.93,291.40,169.22,279.68,105.89,220.94,287.38,154.04,128.50
1967,253.62,727.18,167.49,491.55,638.39,85.35,193.97,595.04,663.85,159.15,239.43,144.56,439.39,625.67,664.65,358.91,719.07,305.36,347.28,486.83,197.88,413.21
1968,234.15,560.55,185.11,314.07,494.06,56.63,167.26,478.65,451.22,111.04,268.98,128.13,294.54,535.38,462.21,292.89,470.37,196.44,339.02,513.01,215.17,240.62
1969,164.56,337.51,147.11,171.14,296.66,30.92,113.14,293.20,235.49,63.09,171.96,135.53,172.24,322.89,256.60,183.33,242.09,98.20,217.88,315.73,157.07,115.93
1970,144.44,420.69,88.72,290.16,364.82,44.08,133.24,376.61,421.63,74.21,117.61,102.43,231.68,324.40,411.33,170.06,460.24,179.02,190.84,247.70,121.58,239.45
1971,131.03,335.64,86.25,232.86,295.72,37.15,112.28,279.74,275.15,104.00,131.06,106.16,224.16,277.32,295.54,196.72,293.19,123.66,171.79,239.49,118.27,156.29
1972,100.93,255.33,43.10,153.15,225.37,46.21,107.87,262.10,282.86,51.83,102.29,102.18,126.32,219.15,236.14,123.43,278.40,154.61,148.31,192.22,92.87,184.07
1973,176.60,370.28,164.75,203.17,324.58,31.60,119.08,315.88,263.55,78.23,168.08,137.32,201.34,343.02,291.62,196.88,275.79,107.36,224.89,315.01,166.48,130.12
1974,164.15,350.88,148.93,193.77,307.23,41.80,127.37,329.73,314.00,45.00,152.60,110.79,165.57,311.71,299.77,153.98,320.17,144.41,211.42,280.92,158.72,177.09
1975,188.51,553.93,122.68,303.97,480.61,40.25,150.96,456.48,422.19,78.20,203.71,108.83,279.38,495.53,454.19,256.09,450.38,160.79,291.16,436.29,170.18,206.46
1976,158.75,243.70,161.34,127.38,215.79,29.63,100.36,235.25,185.06,46.97,151.75,158.22,124.88,243.60,191.03,137.37,186.72,86.27,179.16,263.36,159.53,99.51
1977,204.93,484.89,155.27,257.14,423.95,44.37,155.67,431.40,404.87,73.16,200.52,177.62,232.93,448.25,397.81,226.11,409.75,169.54,281.65,406.69,181.24,204.35
1978,156.43,459.54,84.28,264.63,405.71,55.05,143.87,389.87,356.16,111.66,165.64,109.14,256.14,408.78,374.66,240.83,367.58,166.29,250.54,327.51,141.84,199.78
1979,164.78,412.44,125.15,199.38,358.94,34.94,140.68,376.61,310.62,55.82,159.41,128.54,185.29,354.81,322.71,176.88,311.96,129.41,247.41,285.55,169.01,151.74
1980,96.67,250.05,59.58,122.51,217.23,22.62,98.56,239.92,189.91,35.12,91.17,100.15,112.49,203.10,196.09,103.87,187.97,81.84,146.27,162.01,102.29,94.41
1981,120.99,325.55,82.85,189.11,284.60,41.36,118.35,301.96,270.50,47.58,95.94,114.01,167.20,241.37,281.73,127.10,280.43,122.03,168.45,158.13,116.47,145.42
1982,113.15,250.78,65.59,199.49,223.61,59.86,95.97,241.14,291.92,87.30,96.05,118.65,167.35,219.87,261.08,143.68,313.28,169.92,127.57,194.78,90.30,218.75
1983,244.61,589.73,177.40,330.75,519.10,64.71,184.98,515.11,489.88,109.83,246.89,210.50,303.95,536.90,485.69,290.79,500.85,220.98,341.44,475.99,208.92,267.97
1984,96.42,214.67,55.03,115.06,191.15,23.03,83.34,205.79,179.09,40.33,117.16,103.40,108.64,211.84,177.64,123.09,176.21,75.72,137.75,235.92,93.34,84.79
1985,109.13,323.55,60.48,172.63,281.32,35.96,115.27,303.19,276.67,37.94,105.96,80.72,148.21,257.00,274.31,127.69,281.86,121.82,173.18,194.33,111.07,148.49
1986,141.28,456.24,62.54,282.19,398.63,52.26,132.07,391.27,403.53,72.82,154.64,86.31,245.17,390.09,408.83,211.83,431.55,174.79,223.51,329.21,120.90,224.91
1987,141.78,405.62,74.47,212.30,355.64,38.81,125.25,358.98,322.58,56.22,157.16,122.05,193.83,364.25,335.02,185.65,331.78,131.40,224.35,328.00,127.53,154.29
1988,160.65,382.63,99.11,231.32,335.38,45.55,127.66,346.96,361.97,72.28,152.90,172.50,198.71,345.00,340.58,189.84,376.39,163.54,210.99,317.82,137.35,211.24
1989,208.71,415.01,192.63,290.59,363.89,70.34,148.83,382.67,421.49,92.36,143.90,212.28,243.29,320.01,400.52,194.93,446.77,215.05,213.65,225.83,169.89,273.47
1990,124.99,336.90,66.96,164.94,295.36,33.60,109.94,285.63,246.93,59.99,156.61,93.70,165.52,350.53,247.89,187.43,248.18,112.62,203.96,336.91,115.17,135.67
1991,165.99,414.24,127.95,208.81,361.36,35.70,129.16,350.71,281.30,70.17,176.10,122.71,209.72,386.22,311.48,208.86,278.04,116.04,240.91,344.29,158.53,128.47
1992,189.85,453.37,131.44,270.75,397.61,45.86,145.02,402.46,413.85,85.80,176.55,185.40,241.52,400.71,398.42,222.46,434.12,187.21,248.90,344.94,159.46,237.97
1993,174.84,444.91,126.60,274.47,390.61,62.13,145.62,400.60,419.05,87.38,173.12,98.00,238.20,392.32,399.02,218.10,439.72,201.88,243.96,338.44,157.74,253.15
1994,165.89,417.41,126.76,246.58,365.90,42.11,132.22,361.16,343.64,82.62,163.55,107.72,225.59,370.01,353.41,207.07,360.87,150.61,229.12,320.08,152.09,192.86
1995,181.00,419.85,129.27,273.81,370.00,62.75,141.84,380.98,410.44,92.42,168.83,153.34,229.35,372.91,389.02,211.61,440.77,199.27,232.41,327.30,153.76,265.67
1996,175.93,414.34,129.79,219.71,362.98,39.44,134.94,363.27,326.84,73.02,176.17,161.79,216.55,386.72,328.03,220.75,324.62,137.51,241.61,345.39,158.60,160.37
1997,197.13,531.15,131.13,290.03,464.50,47.55,146.13,428.04,365.06,105.91,210.23,167.52,290.16,479.32,413.12,270.75,376.23,150.05,293.32,409.81,174.30,175.95
1998,181.62,454.04,128.28,280.30,398.71,54.34,145.43,404.13,417.23,85.73,176.55,132.86,242.25,400.71,405.76,219.79,443.87,192.26,248.97,344.82,159.47,247.57
1999,186.62,456.70,127.02,311.98,403.77,66.20,158.23,437.25,532.80,89.20,176.55,105.23,243.84,400.71,459.85,216.32,576.56,267.73,249.83,344.14,159.57,358.29
2000,179.31,454.64,126.92,291.62,400.36,57.37,148.26,413.00,447.66,90.11,176.55,103.89,244.39,400.71,421.30,222.30,478.23,206.58,249.23,344.94,159.50,273.83
2001,174.79,452.95,127.34,264.62,396.55,46.65,140.84,393.01,379.35,84.24,176.55,111.80,241.18,400.71,384.99,222.43,397.11,165.51,248.68,344.94,159.44,208.55
2002,180.84,452.95,129.29,264.62,396.55,46.60,140.84,393.01,379.35,84.24,176.55,147.95,241.18,400.71,384.99,222.43,397.11,165.45,248.68,344.94,159.44,208.36
2003,176.59,452.95,127.91,264.62,396.55,46.61,140.84,393.01,379.35,84.24,176.55,122.64,241.18,400.71,384.99,222.43,397.11,165.45,248.68,344.94,159.44,208.40
2004,178.62,452.95,127.87,264.62,396.55,46.61,140.84,393.01,379.35,84.24,176.55,136.38,241.18,400.71,384.99,222.43,397.11,165.71,248.68,344.94,159.44,208.50
2005,172.92,452.95,126.85,264.62,396.55,46.60,140.84,393.01,379.35,84.24,176.55,100.40,241.18,400.71,384.99,222.43,397.11,165.42,248.68,344.94,159.44,208.40
2006,173.57,452.95,127.03,264.62,396.55,46.65,140.84,393.01,379.35,84.24,176.55,104.25,241.18,400.71,384.99,222.43,397.11,165.82,248.68,344.94,159.44,208.64
2007,208.51,452.95,137.72,264.62,396.55,46.61,140.84,393.01,379.35,84.24,176.55,314.45,241.18,400.71,384.99,222.43,397.11,165.45,248.68,344.94,159.44,208.41
2008,179.01,452.95,128.14,264.62,396.55,46.62,140.84,393.01,379.35,84.24,176.55,138.43,241.18,400.71,384.99,222.43,397.11,165.48,248.68,344.94,159.44,208.42
2009,172.67,452.95,126.48,264.62,396.55,46.59,140.84,393.01,379.35,84.24,176.55,99.59,241.18,400.71,384.99,222.43,397.11,165.58,248.68,344.94,159.44,208.42
2010,173.28,452.95,126.92,264.62,396.55,46.63,140.84,393.01,379.35,84.24,176.55,102.63,241.18,400.71,384.99,222.43,397.11,165.67,248.68,344.94,159.44,208.53
2011,181.07,452.95,128.96,264.62,396.55,46.62,140.84,393.01,379.35,84.24,176.55,150.38,241.18,400.71,384.99,222.43,397.11,165.57,248.68,344.94,159.44,208.51
2012,171.40,452.95,126.32,264.62,396.55,46.61,140.84,393.01,379.35,84.24,176.55,91.43,241.18,400.71,384.99,222.43,397.11,165.51,248.68,344.94,159.44,208.44
2013,171.35,452.95,126.38,264.62,396.55,46.67,140.84,393.01,379.35,84.24,176.55,90.84,241.18,400.71,384.99,222.43,397.11,165.99,248.68,344.94,159.44,208.71
2014,175.37,452.95,127.65,264.62,396.55,46.63,140.84,393.01,379.35,84.24,176.55,114.99,241.18,400.71,384.99,222.43,397.11,165.60,248.68,344.94,159.44,208.52
2015,172.28,452.95,126.57,264.62,396.55,46.61,140.84,393.01,379.35,84.24,176.55,96.83,241.18,400.71,384.99,222.43,397.11,165.44,248.68,344.94,159.44,208.41
2016,178.25,452.95,128.49,264.62,396.55,46.65,140.84,393.01,379.35,84.24,176.55,132.38,241.18,400.71,384.99,222.43,397.11,165.64,248.68,344.94,159.44,208.61
2017,176.09,452.95,127.75,264.62,396.55,46.64,140.84,393.01,379.35,84.24,176.55,119.63,241.18,400.71,384.99,222.43,397.11,165.53,248.68,344.94,159.44,208.54
2018,175.44,452.95,127.36,264.62,396.55,46.65,140.84,393.01,379.35,84.24,176.55,116.15,241.18,400.71,384.99,222.43,397.11,165.76,248.68,344.94,159.44,208.60
2019,172.27,452.95,126.55,264.62,396.55,46.63,140.84,393.01,379.35,84.24,176.55,96.69,241.18,400.71,384.99,222.43,397.11,165.66,248.68,344.94,159.44,208.53
2020,175.53,452.95,127.65,264.62,396.55,46.63,140.84,393.01,379.35,84.24,176.55,116.04,241.18,400.71,384.99,222.43,397.11,165.60,248.68,344.94,159.44,208.53
