Variable:,pr
,Nigeria,Abia,Abuja,Adamawa,"Akwa Ibom",Anambra,Bauchi,Bayelsa,Benue,Borno,"Cross River",Delta,Ebonyi,Edo,Ekiti,Enugu,Gombe,Imo,Jigawa,Kaduna,Kano,Katsina,Kebbi,Kogi,Kwara,Lagos,Nassarawa,Niger,Ogun,Ondo,Osun,Oyo,Plateau,Rivers,Sokoto,Taraba,Yobe,Zamfara
1911,1262.44,2379.53,1288.06,1167.64,2556.54,2068.84,1111.35,2491.67,1673.71,652.10,2308.50,2261.49,2054.06,1871.56,1478.34,1908.10,1002.43,2340.21,695.77,1317.96,954.49,851.40,984.02,1455.05,1130.60,1728.69,1373.84,1096.55,1557.00,1758.35,1548.95,1299.78,1432.06,2502.12,760.43,1532.09,591.80,1014.52
1912,1018.54,2215.45,1124.13,969.54,2441.72,1878.26,838.55,2032.81,1541.57,453.87,2228.46,1860.00,1968.05,1585.68,1190.98,1778.60,799.78,2142.54,527.94,1051.20,699.78,614.82,640.85,1316.49,868.96,1105.48,1202.86,917.44,993.13,1354.68,1054.39,852.25,1129.69,2265.41,487.59,1320.88,437.45,699.74
1913,1023.78,2334.70,1140.53,832.65,2646.83,1921.80,713.30,2203.56,1546.05,327.94,2375.08,2010.28,2010.84,1680.88,1305.02,1790.65,677.02,2228.63,459.07,932.98,627.81,550.44,696.91,1365.03,1090.95,1423.96,1149.69,1029.24,1301.54,1511.44,1275.33,1120.47,1013.05,2406.34,452.84,1266.77,359.97,648.72
1914,955.34,1983.81,836.37,865.98,2249.98,1595.18,820.47,2072.00,1331.73,397.37,1942.84,1773.75,1642.82,1392.16,1054.96,1457.34,737.37,1900.78,598.05,910.77,760.40,681.40,694.52,1003.00,810.97,1353.72,964.77,776.35,1201.73,1299.62,1113.17,947.60,1045.90,2139.61,569.54,1353.91,427.65,749.89
1915,1143.70,2447.31,1156.18,843.63,2779.83,2037.09,851.23,2428.49,1667.46,507.17,2517.25,2257.40,2141.24,1865.76,1445.01,1901.21,777.69,2342.28,655.50,1075.84,816.39,765.16,771.54,1410.96,1199.41,1670.63,1238.53,1058.56,1527.81,1733.17,1482.16,1319.22,1081.93,2526.60,613.50,1182.21,532.01,858.65
1916,1284.54,2376.56,1386.65,1316.15,2604.23,2041.23,1126.66,2241.15,1748.67,662.07,2414.02,2084.62,2132.79,1840.43,1506.75,1925.03,1100.30,2286.95,834.40,1369.36,1032.34,915.55,877.37,1548.84,1201.53,1438.86,1454.77,1225.46,1332.81,1636.57,1366.27,1154.67,1402.68,2415.22,677.37,1604.19,680.36,968.51
1917,1260.47,2257.06,1393.62,999.01,2421.11,2044.29,931.32,2505.94,1638.88,531.91,2265.15,2495.05,2012.26,2193.34,1943.95,1871.55,871.46,2236.24,647.19,1208.41,848.83,743.29,758.47,1624.33,1623.19,2138.93,1369.86,1279.97,1999.14,2222.34,2067.07,1819.79,1214.94,2360.53,522.00,1354.63,514.10,824.17
1918,1220.96,2361.11,1240.71,1301.74,2549.99,2061.76,1029.38,2296.28,1590.13,640.58,2290.29,2129.89,2056.57,1831.14,1420.60,1903.25,1027.88,2308.02,812.33,1213.64,985.54,924.71,932.89,1488.14,1061.68,1376.79,1278.13,1097.63,1248.35,1578.77,1270.14,1041.37,1212.44,2428.99,781.38,1498.25,673.40,988.45
1919,1074.93,2066.87,1126.44,1097.32,2208.69,1786.13,873.24,2053.65,1519.91,505.00,2091.40,1865.20,1860.69,1581.01,1232.72,1694.65,866.99,2011.65,610.02,1039.82,774.57,732.38,909.66,1313.47,914.40,1270.62,1204.37,976.69,1110.66,1383.56,1107.33,902.56,1146.78,2139.61,739.13,1439.61,485.81,855.01
1920,1209.86,2443.49,1361.37,1098.35,2707.89,2083.27,988.80,2204.31,1817.86,678.64,2543.02,2046.32,2217.60,1763.22,1312.97,1996.85,933.36,2331.27,766.88,1234.37,948.64,890.04,874.66,1557.17,1020.40,1202.27,1432.07,1128.38,1101.61,1448.50,1129.79,945.16,1234.41,2441.65,722.66,1416.56,634.64,965.59
1921,1221.87,2262.58,1363.80,1119.49,2443.98,2003.70,960.27,2315.29,1589.21,614.20,2194.96,2205.93,1986.68,1921.76,1589.46,1853.33,947.06,2216.29,677.80,1214.88,868.82,795.77,921.19,1550.02,1270.33,1744.36,1360.27,1225.34,1608.87,1795.83,1581.04,1359.91,1230.70,2346.30,688.39,1349.84,569.01,908.62
1922,1151.36,2091.26,1165.94,1058.31,2316.51,1787.54,887.10,2160.15,1487.36,552.17,2120.48,2038.95,1848.61,1745.08,1432.69,1674.39,822.68,2016.68,709.76,1134.37,897.57,878.70,929.77,1334.19,1154.89,1522.06,1218.96,1085.79,1359.47,1658.13,1453.72,1205.73,1141.62,2174.63,781.63,1426.76,551.22,980.29
1923,1183.71,2175.22,1258.32,1154.58,2378.40,1824.14,974.27,2029.71,1753.59,499.72,2323.96,1884.64,2045.20,1635.10,1371.21,1791.35,947.96,2061.36,692.32,1193.22,883.13,786.88,947.48,1396.52,1157.09,1461.04,1362.13,1114.96,1295.35,1520.07,1349.66,1149.41,1301.62,2153.18,728.81,1628.35,517.83,909.13
1924,1254.59,2396.38,1355.80,1168.36,2535.21,2093.99,978.46,2334.75,1692.87,683.91,2320.89,2109.82,2155.45,1838.94,1486.05,1969.62,975.04,2343.11,735.92,1253.59,927.29,874.29,1078.36,1558.06,1270.31,1309.93,1383.16,1266.15,1222.10,1587.43,1283.23,1169.81,1238.63,2458.74,831.84,1428.44,634.50,1046.76
1925,1213.28,2295.24,1350.13,1142.05,2487.05,1955.11,973.54,2214.91,1708.47,494.67,2350.21,2044.63,2070.08,1730.84,1397.45,1851.27,886.72,2209.58,715.89,1227.09,927.16,853.41,986.20,1471.46,1206.79,1462.21,1374.41,1218.72,1325.45,1568.27,1389.74,1201.26,1282.65,2315.12,764.79,1534.42,509.62,985.89
1926,1137.41,2114.50,1263.61,1106.17,2337.80,1766.34,968.74,2004.90,1598.49,555.21,2189.39,1876.34,1917.93,1613.64,1384.68,1687.29,934.60,2007.88,646.89,1138.68,843.02,720.66,770.39,1326.40,1150.49,1524.00,1311.56,1125.51,1361.91,1557.08,1431.51,1183.48,1295.34,2130.50,514.09,1484.99,513.79,757.17
1927,1245.26,2310.06,1369.93,1190.86,2478.38,1991.95,984.53,2307.68,1612.94,681.93,2198.17,2093.31,2015.12,1809.10,1466.58,1858.04,974.30,2247.85,749.96,1240.70,935.37,890.01,1120.99,1506.47,1251.02,1249.13,1375.98,1287.26,1144.51,1599.80,1265.58,1085.23,1266.44,2407.00,873.40,1469.32,623.51,1035.46
1928,1237.37,2502.63,1354.61,1180.76,2658.32,2175.39,962.48,2475.92,1708.76,530.60,2398.20,2315.18,2188.14,1951.65,1551.16,2027.23,933.85,2464.51,742.68,1185.55,919.26,841.91,924.54,1562.76,1259.27,1572.76,1376.85,1203.43,1406.03,1773.81,1513.33,1236.50,1221.81,2585.02,699.95,1452.76,530.46,887.18
1929,1250.07,2463.16,1314.61,1102.78,2665.05,2115.66,969.13,2424.58,1656.79,530.29,2375.68,2255.40,2129.95,1915.15,1546.81,1963.29,938.74,2401.85,722.19,1187.60,905.13,839.35,1098.04,1530.71,1340.35,1621.85,1325.52,1271.46,1462.58,1782.51,1503.62,1280.25,1227.30,2543.70,784.90,1470.38,547.28,963.21
1930,1277.79,2557.28,1429.36,1072.49,2707.59,2231.19,987.56,2483.03,1860.66,584.01,2508.31,2341.50,2314.01,2014.61,1593.96,2107.72,920.32,2494.81,681.50,1245.66,853.75,783.57,1026.35,1667.81,1254.25,1503.77,1486.88,1252.27,1347.16,1797.97,1467.03,1210.30,1338.50,2609.49,759.20,1546.28,581.63,919.44
1931,1250.34,2419.50,1340.93,1142.76,2656.47,2121.91,934.26,2562.42,1606.07,646.49,2334.51,2359.45,2064.24,1975.64,1587.93,1932.36,900.27,2381.22,707.31,1223.81,887.42,843.38,974.51,1613.49,1297.31,1703.84,1339.68,1248.73,1520.30,1848.08,1624.62,1292.16,1156.08,2556.70,691.82,1372.45,614.35,949.49
1932,1115.14,2015.01,1114.81,1075.79,2179.15,1738.41,997.75,1954.05,1486.63,606.58,2026.04,1795.79,1793.62,1559.31,1276.46,1630.37,928.03,1956.44,771.09,1114.81,933.89,851.52,892.25,1295.50,1066.08,1186.99,1231.93,997.01,1081.59,1393.34,1144.69,985.81,1238.68,2074.40,787.07,1396.39,592.53,917.78
1933,1298.40,2477.64,1329.21,1175.32,2649.96,2211.04,975.66,2621.17,1699.50,649.76,2456.78,2418.55,2175.08,2060.15,1708.91,2013.83,947.18,2471.54,770.63,1237.26,975.76,914.87,933.33,1623.76,1394.23,1889.06,1334.19,1222.89,1720.65,1873.57,1684.50,1489.24,1220.90,2606.27,787.91,1454.99,606.04,997.44
1934,1230.62,2247.63,1416.74,1135.39,2336.81,2133.54,948.15,2348.44,1715.74,575.57,2228.93,2322.69,2089.95,2013.33,1592.92,1993.93,933.80,2285.81,646.89,1183.78,820.91,727.53,904.32,1644.00,1277.41,1775.07,1466.63,1196.28,1606.34,1827.31,1551.56,1347.87,1307.00,2309.30,642.79,1451.05,541.94,807.25
1935,1210.93,2342.85,1214.97,1053.50,2563.37,2015.09,1009.63,2379.08,1621.76,547.83,2358.55,2167.18,2062.24,1779.82,1415.70,1875.27,921.86,2291.92,781.66,1183.82,972.41,883.15,963.20,1390.46,1195.65,1717.53,1284.16,1110.56,1569.33,1677.18,1450.03,1274.51,1244.92,2429.32,788.06,1423.05,573.47,937.94
1936,1211.66,2139.61,1142.70,1269.10,2425.08,1746.73,1136.23,2184.30,1537.98,702.72,2181.91,1881.07,1850.67,1529.95,1257.84,1643.28,1107.99,2047.56,820.58,1210.37,983.00,911.45,1109.37,1260.11,1021.34,1336.98,1268.56,1043.39,1183.22,1442.59,1242.19,1030.16,1384.00,2251.81,990.50,1548.83,673.70,1079.49
1937,1134.31,2156.00,1160.83,1024.02,2314.11,1882.84,903.10,2231.25,1526.07,615.68,2127.98,2099.16,1924.60,1783.87,1431.32,1750.41,883.17,2116.47,682.35,1033.61,786.22,749.08,803.58,1380.67,1124.34,1512.29,1196.02,1035.03,1371.34,1692.21,1500.94,1223.24,1118.57,2229.90,705.09,1331.18,626.07,847.52
1938,1154.87,2318.01,1176.10,1020.87,2660.02,1890.23,1032.56,2292.67,1561.83,625.22,2366.24,1992.84,2017.63,1646.85,1272.12,1779.35,949.70,2198.07,807.76,1177.55,922.51,850.16,916.69,1340.54,1020.40,1317.77,1260.81,1042.79,1176.10,1450.79,1208.38,1012.59,1227.91,2423.90,717.02,1297.98,612.93,902.53
1939,1311.45,2571.36,1390.54,1166.44,2708.27,2227.76,1066.91,2596.52,1791.90,639.58,2503.01,2335.16,2268.32,1946.27,1512.77,2059.72,1025.86,2537.83,851.80,1299.27,1084.57,1049.13,1048.64,1547.17,1247.13,1383.33,1453.08,1240.80,1255.41,1671.70,1390.97,1177.17,1373.15,2680.03,864.69,1523.93,666.13,1099.95
1940,1204.93,2478.01,1228.49,1091.69,2720.15,2077.02,945.70,2441.57,1693.16,556.17,2471.37,2182.14,2147.16,1790.57,1393.95,1936.22,894.26,2391.00,703.47,1129.01,858.19,800.75,921.48,1475.59,1223.92,1464.39,1291.24,1152.43,1337.11,1613.12,1400.30,1211.53,1228.08,2558.91,688.14,1485.40,545.79,887.49
1941,1197.08,2549.04,1199.28,1099.96,2739.12,2193.79,895.54,2624.38,1699.21,518.78,2500.42,2401.70,2212.37,1934.35,1438.94,2014.46,878.23,2497.30,640.08,1091.45,833.62,777.70,843.96,1481.67,1136.89,1701.19,1266.41,1059.91,1524.71,1784.71,1537.64,1262.19,1185.62,2644.86,668.18,1479.05,478.89,856.61
1942,1082.91,2356.74,1107.91,979.73,2672.89,1918.04,863.97,2334.75,1655.62,540.87,2433.33,2070.35,2067.55,1629.24,1188.16,1807.52,832.23,2233.03,572.27,987.55,708.31,582.33,712.05,1276.35,957.97,1487.23,1226.20,916.31,1285.42,1503.42,1286.51,1049.80,1171.27,2450.39,500.96,1458.61,515.63,636.52
1943,1190.46,2349.72,1162.76,1129.51,2597.76,1945.16,1048.03,2413.18,1584.46,605.68,2324.94,2131.31,2021.90,1714.62,1323.00,1816.56,1003.13,2259.58,817.99,1132.88,931.92,826.86,921.76,1329.09,1033.04,1528.01,1249.65,1015.95,1344.25,1604.57,1361.91,1089.42,1280.79,2486.82,769.07,1511.56,666.07,861.81
1944,1085.01,2159.47,1114.62,963.11,2305.65,1843.94,813.45,2163.06,1554.20,486.54,2157.41,1985.33,1923.41,1688.22,1379.95,1724.47,790.36,2104.20,591.55,967.83,707.63,649.71,863.94,1337.97,1137.12,1305.94,1185.93,1029.81,1206.06,1541.53,1345.71,1165.10,1100.19,2237.41,646.70,1403.36,492.94,778.68
1945,1114.02,1989.96,1187.46,1028.38,2086.44,1745.66,991.85,2023.44,1442.93,604.94,1932.73,1864.90,1763.84,1563.48,1209.92,1610.99,937.18,1958.56,768.59,1175.81,970.80,921.26,928.42,1275.30,1025.66,1155.97,1226.12,1057.88,1057.92,1359.86,1090.61,952.15,1190.71,2067.05,834.69,1291.17,600.72,1000.39
1946,1157.51,2027.64,1105.49,1111.06,2339.37,1671.66,1164.23,1992.56,1439.23,753.06,2090.68,1703.93,1775.29,1396.25,1034.96,1569.99,1078.98,1925.58,991.34,1238.68,1132.48,1114.51,954.48,1132.08,892.54,1027.83,1194.72,1025.15,923.81,1181.27,938.27,829.27,1277.70,2123.54,851.41,1404.87,812.45,1104.60
1947,1223.15,2346.02,1412.29,1006.67,2422.51,2096.24,926.41,2427.93,1797.39,545.88,2376.84,2297.16,2173.43,1937.70,1534.82,1962.75,865.95,2307.27,682.15,1192.31,874.05,831.82,795.69,1604.33,1314.94,1703.50,1476.09,1152.68,1547.10,1794.78,1591.91,1425.12,1287.42,2403.99,645.07,1399.31,508.08,861.08
1948,1162.73,2312.53,1339.55,1168.71,2465.00,2006.13,967.26,2158.97,1791.67,554.95,2340.74,1998.23,2140.41,1719.90,1241.94,1926.34,939.45,2249.26,660.25,1158.48,861.42,802.55,854.26,1461.82,1021.06,988.12,1447.18,1054.11,902.27,1376.20,984.82,877.45,1358.11,2334.31,703.91,1551.73,535.58,880.42
1949,1142.06,2508.69,1253.90,982.43,2566.33,2246.26,723.83,2445.26,1733.32,417.25,2383.88,2364.65,2222.89,2071.50,1584.76,2085.03,701.13,2478.02,472.25,1004.26,690.03,610.31,770.24,1632.21,1281.92,1415.83,1302.29,1095.91,1364.40,1812.70,1494.07,1360.26,1107.23,2547.16,532.53,1411.54,360.24,730.25
1950,1109.95,2055.60,1058.51,1009.83,2294.50,1706.04,935.83,1980.91,1465.64,742.02,2093.97,1781.70,1828.84,1541.24,1269.53,1619.98,900.18,1958.70,768.30,1032.62,858.20,838.55,894.01,1257.60,1049.73,1224.81,1112.61,1003.43,1137.92,1406.06,1205.43,1069.35,1055.98,2124.94,807.75,1271.77,748.54,934.31
1951,1234.90,2274.97,1309.82,1138.92,2433.20,1957.06,960.20,2282.87,1673.91,571.43,2304.34,2167.08,2015.61,1860.89,1530.86,1801.96,925.30,2216.46,716.56,1210.18,897.89,809.81,996.21,1477.12,1332.76,1569.32,1343.53,1278.23,1422.34,1750.94,1543.10,1295.32,1249.79,2342.29,755.60,1503.30,554.59,925.86
1952,1258.33,2557.47,1236.18,1013.75,2747.32,2144.44,1050.19,2549.72,1698.98,682.83,2474.82,2348.82,2232.06,1926.92,1417.20,2004.67,953.30,2444.38,900.06,1173.26,1006.22,939.83,986.20,1471.60,1092.05,1613.67,1302.88,1068.60,1430.49,1734.71,1469.00,1199.00,1228.77,2635.31,957.58,1406.69,731.59,1027.56
1953,1234.12,2227.42,1256.87,1072.49,2459.94,1938.83,1003.07,2156.67,1606.03,713.09,2295.86,2034.85,2001.25,1816.26,1496.99,1822.25,980.69,2160.75,808.94,1105.70,887.75,895.15,1091.27,1477.65,1315.33,1395.96,1269.60,1208.75,1306.56,1639.67,1416.56,1293.40,1157.74,2285.86,919.94,1348.90,765.03,1021.64
1954,1391.29,2738.53,1420.24,1125.94,2880.37,2336.17,1203.07,2656.85,1965.93,648.99,2744.96,2438.69,2436.65,2105.70,1660.19,2179.54,1047.80,2659.76,1030.27,1373.20,1198.75,1089.14,1071.55,1723.54,1260.79,1551.01,1508.66,1256.26,1409.37,1836.48,1522.24,1235.60,1432.33,2828.02,906.86,1701.48,696.92,1093.13
1955,1335.50,2590.87,1463.82,1192.17,2713.10,2252.43,1063.98,2528.28,1797.74,668.61,2486.89,2392.34,2260.02,2059.00,1627.90,2107.17,979.57,2520.29,884.36,1318.46,1070.92,949.49,1006.27,1639.52,1375.39,1612.31,1493.70,1318.24,1473.97,1851.79,1561.01,1358.90,1369.50,2645.85,739.19,1545.26,629.15,987.07
1956,1108.40,2351.54,1047.45,1038.38,2721.29,1910.49,870.50,2310.13,1561.01,639.07,2447.43,2006.23,2079.66,1643.90,1275.89,1831.38,836.30,2214.82,750.24,935.68,790.82,778.81,863.53,1305.67,997.51,1231.78,1121.12,944.69,1130.48,1441.06,1217.18,986.63,1056.18,2448.35,699.92,1331.76,633.65,854.34
1957,1409.30,2649.41,1444.53,1210.34,2850.67,2309.75,1155.46,2683.96,1863.18,697.85,2627.63,2593.71,2334.47,2241.75,1798.03,2103.66,1086.41,2581.79,885.52,1386.18,1107.73,1021.87,1040.45,1705.08,1418.18,1969.70,1501.83,1314.98,1789.59,2135.40,1859.37,1482.49,1405.94,2716.17,833.47,1605.11,692.39,1093.66
1958,1091.92,2069.91,1070.93,1121.08,2304.97,1664.02,988.52,2033.67,1379.55,686.86,2080.73,1786.70,1791.89,1499.83,1250.52,1568.93,983.09,1980.28,812.61,1050.19,924.94,845.46,779.89,1198.12,945.62,1321.58,1086.99,954.25,1147.40,1398.26,1165.38,917.46,1080.21,2174.47,776.05,1300.16,673.30,915.26
1959,1212.56,2336.12,1179.68,1131.10,2807.70,1908.89,994.73,2316.03,1565.27,730.29,2373.17,2112.00,1988.31,1741.40,1402.09,1764.08,972.36,2210.66,776.80,1157.50,892.28,845.38,907.06,1344.12,1206.66,1605.05,1247.43,1114.11,1451.85,1640.20,1429.33,1261.31,1238.37,2468.85,740.87,1418.05,654.28,913.61
1960,1275.66,2566.39,1325.39,1251.45,2955.62,2132.38,983.44,2510.89,1693.67,711.76,2531.48,2279.97,2230.90,1895.36,1560.04,2010.50,1020.03,2454.91,720.37,1172.25,882.82,878.79,922.85,1543.06,1333.72,1554.64,1332.79,1195.87,1423.32,1715.39,1498.05,1347.39,1235.08,2675.94,714.02,1480.72,667.68,966.00
1961,1109.36,2238.73,1012.11,1020.13,2465.91,1890.49,899.97,2263.33,1412.57,725.35,2139.33,2085.60,1895.35,1697.65,1277.84,1739.13,883.00,2185.46,835.42,927.44,876.71,847.38,821.37,1262.31,1005.89,1454.43,1046.33,953.19,1325.48,1563.71,1281.61,1055.99,972.57,2350.89,727.87,1270.43,714.51,846.90
1962,1324.11,2542.06,1356.48,1170.34,2826.37,2171.36,1103.78,2523.77,1772.38,649.31,2497.13,2352.93,2224.36,1975.10,1597.29,2032.64,1022.24,2463.33,795.26,1312.35,993.63,879.23,942.71,1582.85,1387.86,1815.90,1411.43,1298.24,1693.52,1840.89,1608.70,1481.67,1358.82,2630.28,712.59,1554.41,624.08,975.47
1963,1335.28,2317.72,1433.08,1276.56,2320.88,2187.37,1040.15,2473.44,1751.33,614.94,2258.42,2451.86,2117.27,2217.04,1858.34,1981.33,1077.21,2334.31,738.98,1215.00,936.38,866.19,929.68,1720.05,1531.77,2039.53,1489.12,1285.65,1897.18,2122.29,1875.18,1728.27,1388.37,2403.71,678.17,1530.08,610.42,954.46
1964,1210.42,2275.80,1282.33,1062.37,2712.58,1899.58,1016.30,2146.60,1666.24,648.51,2387.71,1948.67,2060.08,1651.45,1330.12,1837.10,949.07,2148.65,800.43,1164.87,950.53,904.28,1009.65,1416.45,1094.94,1387.83,1333.62,1145.67,1238.63,1492.42,1274.44,1040.52,1244.18,2357.73,776.39,1512.30,746.08,974.70
1965,1176.26,2492.12,1137.13,1047.76,2877.04,2051.18,867.23,2408.99,1546.33,582.76,2419.37,2279.22,2078.08,1899.97,1507.23,1868.89,821.52,2377.39,669.55,1048.23,874.33,831.55,881.23,1396.26,1134.37,1909.32,1163.20,1025.69,1665.99,1827.05,1601.68,1273.53,1051.15,2597.98,791.82,1321.82,544.13,926.92
1966,1229.44,2413.82,1348.66,1024.90,2750.66,2076.97,980.63,2411.07,1751.11,618.58,2399.46,2230.83,2147.99,1894.58,1496.81,1972.44,894.55,2323.52,702.99,1210.06,940.44,859.64,870.99,1531.19,1169.83,1467.97,1412.19,1132.91,1353.70,1681.16,1391.77,1170.19,1292.67,2537.68,715.82,1493.73,606.01,952.75
1967,1146.44,2270.33,1186.99,1072.98,2511.66,1894.13,926.68,2220.73,1569.10,666.18,2303.27,2026.82,1997.26,1665.13,1278.19,1773.54,961.15,2176.65,706.15,1074.27,842.72,803.82,860.20,1343.39,1113.67,1324.89,1230.72,1055.24,1219.06,1479.38,1220.74,1107.25,1146.19,2334.19,685.12,1369.11,626.85,859.64
1968,1295.71,2325.10,1375.74,1147.10,2598.84,2004.36,954.99,2380.10,1664.50,630.45,2349.95,2434.14,2013.38,2162.96,1921.68,1834.46,1002.15,2235.05,584.11,1143.73,792.39,697.91,889.23,1648.50,1519.46,2484.26,1398.98,1266.76,2201.84,2299.95,2180.83,1760.74,1299.65,2406.16,604.67,1465.20,608.34,809.99
1969,1267.06,2662.70,1406.66,1184.92,3015.93,2182.70,977.97,2528.30,1823.89,531.06,2656.78,2338.78,2270.30,1961.54,1561.18,2051.86,959.71,2525.04,655.05,1236.98,855.47,805.10,948.65,1589.29,1218.27,1538.79,1470.46,1208.39,1374.59,1757.33,1481.39,1174.82,1355.54,2751.62,727.93,1566.39,487.43,941.12
1970,1119.40,2234.42,1188.87,977.19,2416.69,1976.77,818.21,2236.08,1571.00,600.74,2180.32,2124.10,1965.32,1799.26,1434.41,1852.98,812.96,2201.17,607.64,1025.50,768.77,757.63,826.37,1426.99,1057.61,1556.86,1233.62,1021.02,1411.57,1655.84,1385.58,1121.53,1092.82,2301.28,647.37,1328.30,559.39,828.67
1971,1109.73,2235.69,1297.05,967.90,2603.58,1997.78,896.18,2179.09,1629.90,517.24,2348.04,2064.10,2037.12,1777.36,1372.68,1893.47,850.49,2195.32,647.54,1073.47,750.30,653.09,776.00,1477.97,1072.53,1235.42,1338.31,1051.67,1119.38,1535.29,1246.79,1052.78,1169.22,2282.92,525.75,1333.47,518.25,715.21
1972,1064.74,2167.20,1187.16,1091.17,2295.03,1894.47,825.54,2111.01,1595.42,489.50,2132.55,1933.15,1953.95,1634.06,1250.67,1794.03,833.88,2115.14,507.53,1051.89,699.26,596.17,765.62,1355.64,1023.05,1186.30,1285.72,1007.54,1104.28,1388.15,1149.79,1003.61,1191.04,2214.04,512.22,1400.34,434.26,701.68
1973,976.85,2003.09,1119.11,1038.35,2098.23,1732.23,643.63,2009.50,1366.03,401.59,1931.94,1924.42,1721.61,1703.27,1441.79,1573.15,698.81,1959.02,392.45,884.71,565.66,494.17,579.70,1329.21,1168.53,1382.53,1104.58,976.57,1261.67,1631.10,1440.37,1227.40,953.89,2072.07,375.65,1220.68,325.02,530.02
1974,1160.41,2153.88,1259.34,1010.26,2311.88,1978.73,983.44,2162.04,1610.46,536.58,2216.93,2119.27,1944.83,1863.13,1447.12,1821.01,933.89,2140.06,742.40,1113.42,876.61,793.27,879.53,1498.19,1110.92,1437.13,1306.29,1098.95,1312.36,1643.29,1352.77,1155.88,1208.15,2219.60,646.16,1392.06,587.91,820.95
