Variable:,pr
,Mauritius,"Administrative unit not available","Black River",Flacq,"Grand Port",Moka,Pamplemousses,"Plaines Wilhems","Port Louis","Riviere Du Rempart",Savanne
1944,1941.77,1111.00,1860.00,1956.00,1956.00,1948.41,1955.82,1894.20,1919.35,1956.00,1939.96
1945,1941.77,1111.00,1860.00,1956.00,1956.00,1948.41,1955.82,1894.20,1919.35,1956.00,1939.96
1946,1941.77,1111.00,1860.00,1956.00,1956.00,1948.41,1955.82,1894.20,1919.35,1956.00,1939.96
1947,1941.77,1111.00,1860.00,1956.00,1956.00,1948.41,1955.82,1894.20,1919.35,1956.00,1939.96
1948,1941.77,1111.00,1860.00,1956.00,1956.00,1948.41,1955.82,1894.20,1919.35,1956.00,1939.96
1949,1941.77,1111.00,1860.00,1956.00,1956.00,1948.41,1955.82,1894.20,1919.35,1956.00,1939.96
1950,1941.77,1111.00,1860.00,1956.00,1956.00,1948.41,1955.82,1894.20,1919.35,1956.00,1939.96
1951,1643.55,1036.90,1557.10,1658.60,1658.60,1650.58,1658.41,1593.26,1619.85,1658.60,1634.47
1952,2312.50,1292.10,2159.70,2339.10,2339.10,2324.92,2338.77,2223.61,2270.61,2339.10,2283.18
1953,2468.03,1589.30,2313.70,2494.90,2494.90,2480.58,2494.57,2378.25,2425.72,2494.90,2440.51
1954,1718.65,1152.80,1623.60,1735.20,1735.20,1726.38,1735.00,1663.35,1692.59,1735.20,1705.27
1955,2522.76,1102.00,2383.50,2547.00,2547.00,2534.08,2546.70,2441.74,2484.58,2547.00,2505.19
1956,1751.75,1042.70,1698.60,1761.00,1761.00,1756.07,1760.89,1720.83,1737.18,1761.00,1759.24
1957,1652.03,934.30,1575.80,1665.30,1665.30,1658.23,1665.14,1607.68,1631.13,1665.30,1646.35
1958,1591.35,1337.30,1484.80,1609.90,1609.90,1600.01,1609.67,1529.36,1562.14,1609.90,1574.45
1959,1874.83,1355.40,1820.40,1884.30,1884.30,1879.25,1884.18,1843.16,1859.90,1884.30,1883.84
1960,1897.29,975.70,1836.90,1907.80,1907.80,1902.20,1907.67,1862.16,1880.73,1907.80,1903.35
1961,2299.74,840.00,2200.00,2317.10,2317.10,2307.84,2316.89,2241.71,2272.39,2317.10,2293.53
1962,1989.56,1615.00,1929.60,2000.00,2000.00,1994.44,1999.87,1954.68,1973.12,2000.00,1995.66
1963,1453.16,1037.40,1369.60,1467.70,1467.70,1459.95,1467.52,1404.55,1430.25,1467.70,1441.77
1964,1502.73,1198.80,1456.40,1510.80,1510.80,1506.50,1510.70,1475.78,1490.03,1510.80,1509.06
1965,2458.94,1289.10,2350.60,2477.80,2477.80,2467.75,2477.57,2395.91,2429.24,2477.80,2460.83
1966,1408.78,925.20,1350.10,1419.00,1419.00,1413.55,1418.87,1374.64,1392.70,1419.00,1407.62
1967,1770.66,1322.80,1648.10,1792.00,1792.00,1780.63,1791.74,1699.36,1737.06,1792.00,1748.88
1968,1938.68,1413.90,1853.00,1953.60,1953.60,1945.65,1953.42,1888.84,1915.19,1953.60,1933.97
1969,1753.81,812.60,1668.30,1768.70,1768.70,1760.76,1768.52,1704.06,1730.37,1768.70,1745.66
1970,1799.89,1262.70,1747.00,1809.10,1809.10,1804.19,1808.99,1769.12,1785.39,1809.10,1809.05
1971,1436.85,978.90,1361.90,1449.90,1449.90,1442.94,1449.74,1393.25,1416.30,1449.90,1428.04
1972,2744.55,1965.30,2558.70,2776.90,2776.90,2759.65,2776.50,2636.43,2693.59,2776.90,2711.69
1973,1832.24,1666.50,1760.10,1844.80,1844.80,1838.10,1844.65,1790.27,1812.46,1844.80,1837.79
1974,1970.23,433.50,1932.50,1976.80,1976.80,1973.30,1976.72,1948.28,1959.89,1976.80,1988.84
1975,1648.35,628.30,1557.90,1664.10,1664.10,1655.71,1663.91,1595.73,1623.55,1664.10,1635.86
1976,2118.42,846.30,2009.40,2137.40,2137.40,2127.28,2137.17,2055.00,2088.53,2137.40,2106.65
1977,2215.95,672.20,2118.60,2232.90,2232.90,2223.86,2232.69,2159.32,2189.26,2232.90,2210.54
1978,1628.16,753.00,1533.70,1644.60,1644.60,1635.83,1644.40,1573.20,1602.26,1644.60,1617.96
1979,2280.40,1403.90,2187.90,2296.50,2296.50,2287.92,2296.30,2226.59,2255.04,2296.50,2275.77
1980,2440.89,1659.00,2489.10,2432.50,2432.50,2436.97,2432.60,2468.94,2454.11,2432.50,2506.53
1981,1799.23,920.10,1719.00,1813.20,1813.20,1805.75,1813.03,1752.56,1777.24,1813.20,1796.58
1982,3088.54,1692.30,2924.50,3117.10,3117.10,3101.88,3116.75,2993.11,3043.57,3117.10,3073.53
1983,1380.59,811.50,1336.90,1388.20,1388.20,1384.14,1388.11,1355.17,1368.61,1388.20,1384.17
1984,1606.81,879.40,1568.40,1613.50,1613.50,1609.94,1613.42,1584.47,1596.28,1613.50,1620.77
1985,2558.41,725.40,2510.20,2566.80,2566.80,2562.33,2566.70,2530.36,2545.19,2566.80,2582.59
1986,1746.91,1126.80,1678.60,1758.80,1758.80,1752.46,1758.65,1707.17,1728.18,1758.80,1745.80
1987,2649.26,1591.70,2524.40,2671.00,2671.00,2659.41,2670.73,2576.62,2615.03,2671.00,2641.84
1988,1526.98,946.60,1482.60,1534.70,1534.70,1530.58,1534.60,1501.16,1514.81,1534.70,1531.95
1989,2219.92,931.40,2131.00,2235.40,2235.40,2227.15,2235.21,2168.19,2195.54,2235.40,2221.06
1990,1279.37,981.40,1222.90,1289.20,1289.20,1283.96,1289.08,1246.52,1263.89,1289.20,1278.00
1991,1688.01,883.10,1615.70,1700.60,1700.60,1693.89,1700.44,1645.94,1668.19,1700.60,1684.93
1992,1212.77,1085.10,1135.60,1226.20,1226.20,1219.04,1226.03,1167.87,1191.61,1226.20,1200.93
1993,2540.53,797.60,2469.50,2552.90,2552.90,2546.31,2552.75,2499.21,2521.06,2552.90,2554.89
1994,1711.39,1256.00,1653.90,1721.40,1721.40,1716.06,1721.28,1677.94,1695.63,1721.40,1717.59
1995,1845.76,1541.80,1749.00,1862.60,1862.60,1853.62,1862.39,1789.47,1819.23,1862.60,1831.42
1996,1211.95,1358.20,1169.70,1219.30,1219.30,1215.38,1219.21,1187.37,1200.36,1219.30,1213.44
1997,1664.89,1340.00,1578.10,1680.00,1680.00,1671.94,1679.81,1614.40,1641.10,1680.00,1656.12
1998,2116.55,927.10,2069.70,2124.70,2124.70,2120.35,2124.60,2089.29,2103.70,2124.70,2135.62
1999,1060.80,789.20,1036.10,1065.10,1065.10,1062.81,1065.05,1046.43,1054.03,1065.10,1070.33
2000,1499.88,961.00,1433.70,1511.40,1511.40,1505.26,1511.26,1461.38,1481.74,1511.40,1498.67
2001,1514.22,777.40,1444.80,1526.30,1526.30,1519.86,1526.15,1473.83,1495.18,1526.30,1507.06
2002,1837.14,996.60,1766.70,1849.40,1849.40,1842.86,1849.25,1796.16,1817.83,1849.40,1841.05
2003,1925.50,1316.20,1840.50,1940.30,1940.30,1932.41,1940.12,1876.05,1902.20,1940.30,1921.64
2004,1817.88,1125.10,1771.80,1825.90,1825.90,1821.62,1825.80,1791.07,1805.25,1825.90,1826.66
2005,2225.47,1267.80,2177.60,2233.80,2233.80,2229.36,2233.70,2197.62,2212.34,2233.80,2244.92
2006,2012.05,1170.10,1961.80,2020.80,2020.80,2016.14,2020.69,1982.82,1998.27,2020.80,2028.49
2007,1801.71,959.00,1760.40,1808.90,1808.90,1805.07,1808.81,1777.68,1790.38,1808.90,1817.97
2008,1932.35,1115.10,1838.40,1948.70,1948.70,1939.98,1948.50,1877.69,1906.59,1948.70,1921.36
2009,1937.38,943.00,1837.30,1954.80,1954.80,1945.51,1954.59,1879.16,1909.94,1954.80,1927.93
2010,1959.47,1157.40,1899.00,1970.00,1970.00,1964.39,1969.87,1924.29,1942.89,1970.00,1969.64
2011,1884.40,835.10,1835.60,1892.90,1892.90,1888.37,1892.80,1856.01,1871.02,1892.90,1898.77
2012,1447.75,1332.70,1399.20,1456.20,1456.20,1451.69,1456.10,1419.50,1434.44,1456.20,1450.43
2013,1781.25,991.40,1718.90,1792.10,1792.10,1786.31,1791.97,1744.98,1764.15,1792.10,1784.98
2014,1554.52,1125.20,1498.90,1564.20,1564.20,1559.04,1564.08,1522.16,1539.27,1564.20,1555.20
2015,2117.28,1145.70,2064.90,2126.40,2126.40,2121.54,2126.29,2086.81,2102.92,2126.40,2130.90
2016,1458.99,833.10,1394.00,1470.30,1470.30,1464.27,1470.16,1421.18,1441.17,1470.30,1458.43
2017,1689.48,965.00,1587.70,1707.20,1707.20,1697.75,1706.98,1630.27,1661.58,1707.20,1675.60
2018,2488.37,1617.30,2425.60,2499.30,2499.30,2493.47,2499.17,2451.85,2471.16,2499.30,2502.46
2019,1824.45,1353.50,1724.20,1841.90,1841.90,1832.60,1841.68,1766.13,1796.96,1841.90,1811.75
2020,1349.00,1043.60,1283.50,1360.40,1360.40,1354.32,1360.26,1310.89,1331.04,1360.40,1340.94
