Variable:,pr
,Indonesia,"Nangroe Aceh Darussalam",Bali,Bengkulu,"Daerah Istimewa Yogyakarta","Dki Jakarta",Jambi,"Jawa Tengah","Jawa Timur","Kalimantan Barat","Kalimantan Selatan","Kalimantan Tengah","Kalimantan Timur",Lampung,"Nusatenggara Barat","Nusatenggara Timur","Sulawesi Tengah","Sulawesi Tenggara","Sumatera Barat","Sumatera Utara",Maluku,"Maluku Utara","Bangka Belitung",Banten,Gorontalo,"Papua Barat","Jawa Barat",Papua,"Sulawesi Utara","Sumatera Selatan",Kepulauan-riau,Riau,"Sulawesi Barat","Sulawesi Selatan"
1911,2614.68,2237.71,1640.37,3087.03,2308.93,1854.60,2513.33,2652.35,1925.18,2968.17,2426.53,2808.42,2831.88,2233.30,1444.00,1093.63,2111.93,1675.44,3142.18,2489.85,2517.60,2201.80,2368.97,2600.20,1769.57,2693.75,2465.68,3164.15,1623.67,2314.38,2393.89,2450.25,2629.64,2374.96
1912,2791.51,2462.47,1905.83,3247.78,2316.21,2073.40,2814.35,2699.16,1981.37,3786.90,2439.78,3180.50,2292.31,2527.97,1698.96,1351.55,2167.30,1926.04,3453.04,2510.22,3098.12,2568.01,2801.33,2858.35,2015.31,3394.14,2639.85,3175.70,2149.19,2589.43,2578.87,2555.47,2650.22,2497.65
1913,2785.53,2512.67,1850.09,3091.45,1965.34,1800.40,2839.01,2299.42,1930.63,3494.20,2425.96,2924.64,2864.91,2207.62,1756.28,1563.73,2178.71,2331.29,3201.37,2793.84,2653.54,2313.01,2388.52,2485.21,1983.46,3083.58,2255.73,3235.95,2024.58,2333.38,3041.74,2872.82,2639.17,2652.28
1914,2500.17,2175.92,1590.42,3166.70,1890.09,1753.50,2640.01,2133.32,1767.03,2992.89,2400.15,2855.55,2360.39,1855.14,1454.15,1417.47,1958.37,1583.21,3290.79,2476.76,2109.48,1980.44,1661.29,2274.41,1864.01,2427.77,2139.64,3200.70,1784.51,1863.93,2370.39,2525.83,2548.67,2203.89
1915,2835.26,2767.81,2076.55,3237.83,2563.88,2315.10,2747.74,3027.29,2354.24,3559.87,2442.18,3030.96,2855.55,2559.24,1693.55,1517.12,2096.40,1788.49,3687.53,3076.85,2736.75,2254.28,2732.28,3177.77,1680.57,2959.44,2963.43,3158.95,1449.63,2511.46,2504.09,2666.23,2640.48,2436.91
1916,3004.70,2642.28,2607.84,3230.48,2633.08,2674.40,2686.42,3378.30,2544.02,3499.56,2474.11,3221.41,3264.26,2786.78,2287.92,2105.31,2134.30,2968.58,3358.19,2658.14,3631.43,2764.86,2802.35,3765.99,2004.74,3325.61,3492.15,3253.69,2090.44,2668.56,2421.51,2467.07,2586.52,2721.26
1917,3056.75,2502.19,2686.41,3172.30,2645.75,2502.90,2777.97,3257.74,2756.61,4037.77,2478.55,3309.43,3028.78,2867.24,2286.22,1941.72,2510.73,3118.90,3359.10,2895.73,3788.94,2924.98,2812.12,3548.10,2307.88,2969.99,3234.36,3179.51,2686.54,2624.33,2789.70,2832.67,2801.41,3189.94
1918,2634.22,2376.02,1592.78,2984.37,1770.78,1962.20,2425.98,2219.49,1652.86,3188.79,2381.43,2785.79,3097.67,2333.23,1612.02,1616.38,2032.19,1541.93,2833.62,2625.73,2060.78,1951.77,2060.38,2663.41,1894.07,2798.75,2300.08,3161.92,1872.20,2206.20,2543.80,2429.93,2601.86,2287.77
1919,2654.27,2136.62,1769.85,3065.10,2150.98,2180.20,2577.38,2695.61,2177.65,3046.55,2417.96,2810.54,2776.31,2223.82,1628.15,1505.56,2053.11,1733.48,3093.19,2594.35,2361.26,2082.31,2250.41,2875.38,1743.55,3041.42,2784.00,3165.27,1586.33,2267.89,2480.20,2514.20,2596.74,2345.67
1920,2785.62,2477.67,2520.89,2822.02,2635.64,2360.50,2274.29,3120.96,2713.68,3436.99,2469.58,3085.78,2974.71,2498.34,2093.73,1712.78,2203.99,2205.72,2518.67,2486.45,2534.04,2192.63,2212.93,3383.20,1861.57,3073.97,3204.97,3216.02,1782.52,2204.80,2343.23,2222.19,2665.38,2651.64
1921,2899.20,2534.13,2204.36,2773.68,2008.13,2035.30,2392.55,2478.28,2154.10,3831.50,2446.66,3290.69,3221.17,2449.18,1835.24,1771.85,2269.43,2516.86,2415.97,2710.82,2997.66,2490.17,2848.49,2801.35,1974.81,3218.27,2505.95,3264.28,2025.22,2570.36,2740.95,2449.03,2683.13,2779.74
1922,2759.51,2735.99,2441.63,2654.98,2391.31,2213.30,2173.60,2756.84,2331.40,3277.77,2440.10,3069.77,3094.29,2498.84,2004.67,1606.55,2115.44,1923.51,2180.34,2704.55,2449.26,2177.71,2426.68,3092.15,1957.09,3088.80,2808.46,3208.74,1983.59,2352.95,2495.75,2351.26,2615.18,2448.25
1923,2659.71,2283.19,2055.43,2719.02,2156.66,1981.00,2144.18,2461.34,2028.14,3396.63,2442.22,3050.35,3104.77,2239.61,1611.13,1530.06,2122.12,1824.91,2414.44,2570.44,2553.53,2187.60,2204.41,2646.97,1687.89,2543.30,2539.29,3148.37,1449.14,2138.26,2307.30,2236.45,2635.67,2432.93
1924,2967.41,2605.96,2040.08,2788.58,2404.16,2137.70,2405.96,2785.97,2365.66,3843.66,2455.26,3292.59,3351.39,2384.49,1602.34,1317.46,2374.93,2754.21,2583.36,2712.14,3073.60,2585.68,2654.10,3013.21,2224.62,3513.95,3103.98,3274.68,2561.77,2425.00,2661.73,2532.90,2752.60,2986.31
1925,2719.27,2203.93,1835.49,2833.36,1785.72,1650.40,2527.86,2054.25,1728.52,3353.87,2368.02,2654.13,3091.82,1967.62,1685.13,1561.10,2109.38,1752.39,2792.72,2802.96,2417.05,2155.29,2459.12,2142.17,1927.15,3464.44,1999.98,3245.46,1928.52,2361.43,2918.60,2839.78,2625.26,2411.66
1926,2745.34,2127.11,2026.42,2970.43,2272.74,2066.70,2462.87,2661.16,2229.51,3560.41,2425.96,3064.51,2885.87,2332.88,1649.71,1519.78,2083.46,1689.96,2983.85,2659.09,2572.38,2202.48,2459.52,2738.17,2019.09,3065.96,2630.80,3192.27,2108.42,2373.59,2383.70,2414.73,2609.69,2346.19
1927,2817.79,2406.49,2080.57,3079.00,2525.03,2258.20,2686.18,2921.31,2323.03,3666.19,2426.61,3036.88,3039.96,2433.11,1805.00,1583.16,2078.66,1880.60,3267.43,2727.04,2808.52,2355.17,2638.56,2936.26,1862.11,2667.86,2998.45,3168.69,1790.22,2496.25,2654.17,2714.21,2613.41,2430.93
1928,2792.77,2318.08,2269.38,3308.30,2799.41,2257.00,2763.67,3129.03,2444.79,3262.85,2406.97,2896.46,3063.61,2792.03,1942.54,1715.08,2001.14,1711.59,3166.87,2697.85,2249.07,2060.16,3011.33,3099.34,2114.71,2618.08,3275.09,3156.96,2285.07,2876.83,2649.03,2616.88,2554.63,2266.94
1929,2693.69,2041.29,1702.60,3105.12,1765.21,1941.00,2654.21,2101.50,1549.88,3217.45,2382.45,2857.20,3067.56,2205.17,1481.24,1465.69,2024.96,1540.72,3712.98,2629.91,2247.21,2119.85,2344.72,2683.64,2090.82,3239.29,2402.60,3194.53,2284.98,2280.87,2258.98,2525.61,2570.87,2209.57
1930,2680.84,2350.28,1973.46,3157.58,2236.58,2119.70,2699.24,2639.24,2035.28,3344.12,2428.66,3101.44,2827.37,2336.39,1616.77,1232.34,1928.11,1336.62,3754.21,2693.56,2174.50,2006.25,2337.33,2946.81,1769.34,2512.44,2905.30,3124.54,1604.25,2290.40,2344.12,2588.51,2535.04,2090.12
1931,2997.16,2799.24,2048.65,3804.32,2347.65,2424.30,3353.67,2739.24,2176.59,3694.70,2428.08,3223.71,3030.90,2849.90,1512.33,1366.91,2215.78,2203.16,4449.17,3154.91,2593.57,2243.28,2725.35,3390.59,1958.66,3147.49,3061.26,3259.04,2020.73,2820.49,2706.73,3043.76,2665.81,2640.85
1932,2979.44,2678.70,2575.96,3295.25,2371.69,2204.70,2722.95,2716.10,2351.16,3686.22,2453.68,3394.41,3316.97,2623.16,2196.91,1838.30,2168.71,2451.27,3532.41,3059.86,2523.05,2308.25,2827.77,2996.23,2323.42,3228.71,2752.10,3189.03,2728.04,2733.04,2403.55,2553.92,2627.35,2691.90
1933,2962.24,2381.38,2791.42,3348.08,2714.12,2445.20,2864.73,3044.85,2534.18,3746.11,2442.81,3147.31,3080.66,2691.69,2273.08,1897.91,2250.75,2603.42,3870.54,2856.94,3496.67,2764.17,2572.33,3446.07,2197.90,2860.55,3125.05,3178.12,2464.58,2449.55,2588.18,2846.76,2645.66,2770.59
1934,2888.88,2668.17,2606.62,2978.97,2461.50,2034.00,2556.69,2703.42,2395.65,3396.22,2424.23,2934.53,3174.96,2356.74,2231.73,1869.93,2205.86,2466.40,3145.41,2921.22,3484.60,2802.92,2250.16,2819.62,2235.18,3350.75,2529.96,3231.83,2550.21,2262.94,2685.40,2711.11,2651.21,2734.32
1935,2801.03,2516.63,1973.67,3367.73,2019.12,2023.30,2747.91,2256.48,2047.68,3428.40,2406.03,2981.58,3048.32,2206.68,1858.40,1653.63,2215.46,2109.64,3764.30,2949.92,2636.43,2282.07,2230.56,2708.88,2001.01,3128.94,2446.89,3136.64,2058.73,2291.60,2320.43,2605.84,2677.57,2626.99
1936,2909.44,2589.74,2393.86,3222.83,2034.11,2220.60,2614.59,2546.98,2454.98,3508.63,2485.16,3158.97,3104.48,2605.05,2111.25,1634.30,2390.66,2682.31,3334.92,2848.15,3190.44,2616.23,2137.52,3140.35,2163.38,3141.15,2820.10,3231.47,2397.77,2305.09,2437.26,2613.94,2741.25,2945.30
1937,2890.03,2266.89,2328.01,3229.30,2622.35,2502.10,2704.51,2888.37,2305.17,3314.03,2437.12,2972.12,3076.94,2779.05,2006.16,1670.93,2129.75,1964.51,3506.08,2837.47,3691.79,2848.43,2408.35,3528.06,2026.82,3231.85,3107.23,3310.55,2117.54,2458.92,2505.85,2700.48,2614.53,2479.74
1938,2886.85,2220.92,2378.15,3406.11,2573.81,2393.40,2887.23,3135.46,2519.52,3435.19,2456.42,3040.23,3084.18,2781.05,1935.51,1573.09,2242.52,2162.20,3797.52,2481.83,3258.34,2677.57,2690.70,3338.28,2050.38,3005.75,3245.37,3189.07,2184.08,2645.67,2482.04,2566.37,2634.57,2582.44
1939,2804.80,2378.88,2528.82,3192.40,2513.44,2247.50,2747.94,2858.85,2429.37,2953.32,2431.03,2912.64,2946.53,2557.88,2041.29,1974.55,2155.21,2538.85,3474.46,2724.54,2277.08,2093.92,2587.36,3090.35,2035.07,3327.88,2707.78,3220.67,2152.07,2487.74,2559.31,2593.03,2593.75,2672.80
1940,2621.97,2283.85,1806.35,3078.52,1938.13,2133.70,2514.20,2339.72,1727.14,2736.99,2402.01,2670.01,2795.70,2325.45,1462.72,1434.88,2104.23,2209.40,3611.55,2856.81,2239.11,2026.83,2011.06,2813.07,1717.78,2874.24,2617.18,3233.84,1486.31,2187.21,2125.75,2354.80,2616.34,2571.49
1941,2742.37,2555.86,2234.50,3444.20,2410.98,2113.60,2965.86,2801.39,2312.67,2923.04,2423.68,2836.11,2856.09,2401.52,1826.07,1678.59,1859.93,1379.43,4037.64,3114.16,2473.27,2146.23,2451.10,2903.44,1681.26,2765.04,3003.11,3197.56,1443.16,2541.37,2425.89,2780.87,2492.93,2055.90
1942,2848.30,2426.15,2505.99,3181.13,2714.40,2294.00,2813.86,2960.79,2375.98,3163.24,2440.39,2950.24,2862.52,2681.68,2066.93,1724.65,2284.97,2324.00,3315.57,2736.59,2593.07,2300.89,2755.58,3192.96,2167.38,3184.76,3024.18,3222.59,2424.69,2613.59,2886.81,2858.21,2701.14,2737.98
1943,2852.10,2417.87,2513.74,3199.34,2868.25,2492.80,2617.45,3199.45,2509.18,3383.17,2439.47,2961.06,2836.78,2881.16,2057.59,1724.65,2284.97,2324.00,3270.95,2565.32,2593.87,2300.89,2745.55,3431.32,2167.38,3184.76,3256.74,3257.72,2424.69,2651.72,2243.97,2325.09,2701.14,2737.98
1944,2721.95,2413.80,1539.38,3160.74,1773.40,1949.70,2554.77,1986.37,1596.72,2934.08,2421.82,2937.44,2818.39,2319.02,1741.36,1724.65,2284.97,2324.00,3276.60,2794.31,2592.79,2300.89,2686.69,2642.59,2167.38,3184.76,2299.27,3232.23,2424.69,2543.78,2105.07,2336.50,2701.14,2737.98
1945,2824.69,2427.75,2218.74,3142.49,2250.24,1989.70,2681.25,2629.33,2213.05,3383.67,2427.54,2957.66,2947.84,2250.69,1890.13,1724.65,2284.97,2324.00,3327.15,2745.57,2595.94,2300.89,2679.80,2738.20,2167.38,3184.76,2547.80,3216.79,2424.69,2515.02,2524.05,2678.53,2701.14,2737.98
1946,2722.77,2525.69,1447.93,3124.82,1945.55,1682.60,2758.89,2188.09,1786.38,3115.74,2411.70,2817.47,2754.36,2006.14,1650.18,1676.18,2278.25,2324.00,3313.13,2765.33,2584.85,2258.53,2671.49,2193.87,1980.97,3184.76,2123.46,3202.87,2048.35,2492.02,2603.89,2602.52,2701.14,2737.98
1947,2886.63,2885.43,2230.74,3159.37,2039.16,2225.40,2649.40,2414.74,2101.97,3602.09,2424.93,2949.89,2920.27,2619.84,1803.56,1597.93,2340.31,2446.31,3377.67,3138.38,2828.78,2386.79,2778.60,3271.38,1989.05,3194.38,2754.45,3229.57,2044.48,2570.47,2612.88,2735.23,2724.36,2811.86
1948,2855.80,2131.43,1453.26,3484.12,2047.54,1528.70,3115.10,2328.43,1713.77,3368.22,2754.51,3144.80,3170.27,2096.46,1485.92,1289.83,2242.40,1839.27,3945.56,2465.29,2762.30,2390.96,2801.90,2026.35,2224.95,3629.74,1983.53,3247.94,2539.85,2755.58,2805.37,2780.50,2588.74,2256.06
1949,2854.31,2484.99,2114.00,2955.85,1990.66,2087.00,2542.55,2403.89,2076.41,3339.25,2667.41,2964.15,3313.94,2250.33,1830.43,1626.39,2276.83,2125.22,3121.75,2826.30,3352.70,2746.04,2578.00,2787.29,2324.45,3211.01,2636.30,3225.62,2768.85,2360.89,2485.26,2525.25,2699.51,2556.19
1950,2922.09,2485.79,2755.50,3244.74,2298.06,2070.90,2835.03,2814.22,2370.09,3501.20,2520.60,3093.16,2913.16,2469.71,2249.76,1890.39,2244.57,2231.31,3598.95,2702.55,2443.06,2338.03,2860.04,2963.12,2562.50,3343.46,2989.60,3248.80,3255.41,2662.75,2662.35,2757.77,2926.55,2934.69
1951,2719.26,2405.75,1802.40,3102.51,1970.18,1990.60,2682.94,2492.72,1819.89,3250.60,2424.59,2883.11,2831.26,2307.61,1577.22,1117.00,2144.37,1812.30,3463.49,2911.51,2117.44,2090.89,2621.50,2709.83,2058.58,3171.43,2501.64,3195.82,2215.27,2404.01,2527.34,2709.29,2359.26,2103.14
1952,3010.65,2758.05,2243.36,3361.42,2479.37,2184.60,2972.07,2954.58,2267.40,3519.68,2603.58,3116.51,3235.97,2642.07,1793.68,1595.31,2486.04,2855.00,3825.60,2960.06,2698.36,2393.15,2787.00,3193.22,2267.86,3318.90,3131.98,3235.99,2625.77,2716.43,2845.76,2916.25,2854.77,3041.45
1953,2850.10,2482.11,1684.94,3668.79,1964.56,1535.90,3339.05,2196.04,1880.42,3554.59,2400.86,3032.09,2897.41,1967.35,1629.07,1246.55,2260.20,2173.01,3862.63,2865.38,2436.30,2374.85,2761.67,2041.01,2207.54,3041.81,2245.07,3259.77,2515.12,2904.17,2408.59,2779.83,2656.86,2525.78
1954,3166.40,2520.77,2843.33,3617.02,2656.84,2024.60,3191.29,3226.63,2597.64,3932.73,2878.17,3576.85,3254.33,2529.32,2091.90,2054.13,2557.24,3064.17,3743.30,2845.90,3469.54,2742.11,3017.39,3060.87,2337.76,3297.86,3156.04,3295.84,2769.84,2909.95,2840.57,2893.90,3035.11,3334.71
1955,3196.29,2377.95,3016.56,3716.31,2782.26,2466.30,3175.79,3403.39,2695.31,3620.24,3065.80,3542.93,3366.40,2994.73,2404.06,2355.50,2665.80,3680.16,3688.90,2685.61,3161.09,2434.54,2999.06,3551.32,2380.56,3414.25,3556.96,3320.20,2860.51,3035.59,2588.29,2658.13,3174.68,3682.59
1956,2997.98,2688.60,2425.88,3306.95,2333.75,2272.10,2783.20,2878.81,2145.64,3294.12,2583.91,3211.58,3114.98,2556.39,2129.94,2100.83,2484.66,2916.75,3341.85,2765.17,3583.34,2815.67,2835.31,3105.79,2602.87,3506.44,3072.22,3227.65,3302.29,2663.97,2634.32,2642.03,2955.38,3310.87
1957,2709.68,2461.20,2112.36,3208.09,1785.63,1666.90,2755.68,2367.27,1949.57,3192.17,2258.01,2821.70,2720.25,2187.71,1853.64,1689.88,2373.32,2259.69,3532.61,2727.29,2471.52,2294.66,2487.91,2337.59,2065.53,2873.33,2496.33,3138.23,2227.80,2415.45,2416.31,2536.42,2472.05,2615.87
1958,2876.70,2324.82,2163.56,3116.77,2803.91,2319.70,2685.68,3454.89,2401.67,3620.31,2612.13,3342.20,2687.76,2585.25,1893.70,1625.05,2281.09,2348.47,3298.87,2452.11,2738.45,2422.12,2679.16,3317.22,2035.22,3180.73,3416.37,3214.38,2138.18,2489.89,2365.57,2486.72,2688.06,2862.85
1959,2866.78,2258.51,2247.73,3118.22,2456.25,1926.40,2722.09,2783.08,2240.79,3523.03,2335.52,3068.21,2819.17,2353.69,1966.65,2118.29,2334.20,2656.60,3397.28,2852.34,2631.56,2258.86,2830.12,2621.82,2079.02,3099.81,2658.36,3276.58,2271.20,2550.92,2678.90,2595.05,2723.86,3093.49
1960,2858.21,2465.35,2116.90,3513.82,2360.24,2398.90,3023.84,2827.75,2060.56,3222.38,2417.20,2881.16,2775.43,2858.39,1716.85,1707.82,2417.71,2831.50,3585.47,2842.73,2746.48,2332.17,3389.51,3409.19,2151.89,3240.39,3056.56,3014.12,2396.49,3093.84,2283.05,2637.46,2686.84,3139.41
1961,2544.52,2421.79,1274.23,2563.28,1645.93,1627.80,2069.33,1992.42,1553.67,3226.74,1936.53,2549.04,2324.39,1851.89,1339.75,1918.23,2256.38,2353.05,2460.24,2555.07,2460.05,2151.99,2236.46,2271.57,2103.52,3172.79,1974.02,3329.98,2311.76,1997.78,2186.29,2067.96,2365.97,2618.65
1962,3033.19,2095.55,2011.39,3615.25,2209.62,2242.20,3261.52,2879.85,2184.40,3549.44,2599.32,3209.17,3070.25,2515.77,1804.67,1816.14,2348.35,2422.84,3977.21,2677.68,2351.15,2233.65,3115.95,2930.01,2323.81,3804.63,3028.88,3491.13,2755.42,2967.58,2474.21,2835.58,2653.69,2762.19
1963,2476.97,2073.62,2008.48,2506.89,1522.68,1604.20,1938.10,2025.39,1709.08,3105.70,2106.77,2534.02,2733.22,1833.99,1748.75,1699.41,2184.43,1743.11,2578.64,2486.74,2649.16,2242.63,2259.12,2017.87,2037.74,2975.49,1688.24,3046.63,2123.43,1981.24,2020.84,1964.89,2316.49,2110.70
1964,3021.07,2335.06,2462.79,3367.04,2306.59,1896.80,2972.40,3056.75,2299.90,3814.93,2500.76,3337.42,2727.30,2554.35,2076.23,1825.33,2496.33,2922.36,3560.51,2730.76,2543.26,2129.57,3189.59,3181.10,2119.32,3534.38,2968.05,3474.26,2349.06,2823.93,2900.77,2791.25,2818.34,3123.78
1965,2476.56,2370.43,1378.18,3139.42,1711.93,2080.70,2579.14,2103.15,1413.81,2934.16,1915.68,2512.88,2566.23,2354.25,1339.35,1242.64,2026.09,1429.88,3454.30,2768.14,1734.16,1848.14,2479.85,2649.02,1917.50,2731.84,2217.01,2862.23,1949.84,2438.58,2232.25,2563.01,2279.14,1991.67
1966,2843.53,2457.56,2074.10,3494.39,2565.28,1820.20,2896.94,2593.82,2136.24,3618.74,2471.71,3057.04,2686.14,2500.59,1784.52,1498.36,2324.12,2109.59,3403.65,2861.41,2366.75,2208.44,3307.75,2577.78,2024.35,2735.90,2692.55,3306.07,2090.92,3093.02,2531.04,2640.06,2501.98,2478.34
1967,2554.06,2200.13,1538.77,2675.13,1741.29,1681.30,2129.56,2146.85,1627.40,3232.73,2300.37,2646.74,2554.35,2155.31,1492.26,1235.42,2182.53,1783.12,2651.16,2372.89,2102.94,2000.80,2343.76,2193.59,2045.37,3055.23,1946.29,3307.60,2155.14,2146.16,2765.38,2284.16,2450.36,2279.37
1968,2916.59,2056.48,2800.45,3462.28,3169.63,2521.10,2789.17,3702.89,2759.54,3528.49,2660.95,3194.17,2814.65,3160.28,2380.24,2398.93,2359.48,2827.01,3466.08,2597.26,2417.87,2198.29,3066.39,3710.21,2237.89,2929.05,3410.85,2942.40,2570.31,2920.73,2385.38,2521.47,3046.95,3343.73
1969,2742.17,2327.01,1462.78,3237.98,1787.48,1782.10,2869.15,2225.37,1644.37,3992.66,1782.17,2796.83,2514.42,2279.63,1412.68,1573.40,2093.04,1713.71,3676.20,2687.41,2437.68,2250.55,3043.82,2493.64,1883.90,3163.36,2367.14,3227.95,1859.43,2683.20,2547.79,2664.74,2374.96,2269.41
1970,3056.03,2325.99,1981.52,3428.90,2522.82,2627.20,3015.01,2813.21,2113.91,3662.11,3034.57,3273.06,3094.81,2839.48,1777.88,1626.76,2283.69,2387.07,3816.04,2714.84,3181.06,2545.23,2818.93,3520.36,2142.92,3396.48,3059.29,3609.65,2439.00,2725.16,2413.69,2813.81,2835.35,2817.37
1971,2987.64,2864.56,2604.88,3115.43,2543.13,2118.10,2501.88,3079.39,2525.59,3495.66,2542.91,3047.13,2874.78,2505.95,2124.46,1909.22,2552.92,2709.34,3085.05,2653.80,3003.71,2544.15,2511.38,2906.31,2368.79,3557.33,2758.33,3665.80,2831.99,2466.69,2040.77,2278.32,2944.37,3200.16
1972,2309.27,2111.23,1335.65,2776.42,1693.23,1804.50,2339.13,2088.50,1492.08,2626.07,2109.22,2468.67,2640.81,2008.75,1184.47,1011.74,1984.60,1289.68,3259.00,2445.42,1865.48,2020.53,1997.96,2268.56,1699.05,2429.66,1924.01,2645.44,1439.18,2013.13,1970.79,2231.22,2434.65,1926.03
1973,3172.44,2737.55,2895.71,3320.06,3062.23,2518.90,2848.36,3349.37,2654.97,3952.00,2686.30,3418.21,2890.25,2889.71,2490.27,2205.06,2478.50,2971.87,3476.37,2957.60,3180.13,2603.69,2977.99,3589.53,2305.44,3515.49,3373.46,3616.80,2757.65,2719.75,2812.00,2782.46,3112.07,3470.55
1974,2810.94,2364.89,2533.45,3104.28,2532.14,2372.30,2471.68,2926.29,2325.74,3137.75,2306.02,2853.46,2846.78,2800.12,2098.14,2010.54,2389.93,3155.46,3077.44,2532.05,2754.26,2424.10,2615.49,3577.15,2443.46,3048.67,2985.89,3214.90,3000.31,2555.27,2299.46,2178.17,2737.27,3125.28
1975,3114.71,2339.30,3166.66,3009.57,2943.51,2225.00,2373.71,3184.85,2735.47,3650.78,2826.83,3376.85,3138.79,2731.11,2652.81,2210.79,2711.53,3759.08,2926.77,2639.23,3725.56,2776.86,2624.97,3514.33,2670.29,3782.44,3001.16,3491.89,3474.33,2490.31,2303.44,2229.66,3247.56,3802.57
1976,2598.25,2060.29,1307.18,2970.34,1464.15,2065.30,2379.52,1999.76,1479.34,2975.57,2500.92,2908.02,2830.32,2319.12,1242.81,1513.36,2188.90,2021.95,2921.05,2417.92,2384.56,2316.33,2377.40,2739.55,1990.30,2929.82,2408.93,3093.31,2043.46,2350.75,2204.20,2196.42,2658.35,2496.96
1977,2799.85,2462.38,1514.52,3094.10,1680.27,2431.00,2526.30,2131.88,1630.29,3534.34,2571.95,3031.11,2952.43,2549.82,1560.39,1517.92,2145.13,2071.38,3317.36,2642.77,2353.25,2258.24,2459.40,2772.41,2140.92,3407.66,2330.50,3339.42,2357.71,2419.64,2076.81,2298.89,2741.43,2691.58
