Variable:,pr
,Uruguay,Artigas,Canelones,"Cerro Largo",Colonia,Durazno,Flores,Florida,Lavalleja,Maldonado,Montevideo,Paysandu,"Rio Negro",Rivera,Rocha,Salto,"San Jose",Soriano,Tacuarembo,"Treinta Y Tres"
1915,1153.13,1359.77,977.97,1248.35,980.03,1140.33,1059.52,1051.77,1056.53,969.31,976.20,1158.98,1096.02,1320.79,1124.55,1256.95,999.70,1010.07,1241.06,1207.43
1916,715.84,754.50,538.08,1063.24,526.65,720.63,586.31,597.89,629.92,541.71,540.70,611.14,576.38,982.70,757.63,653.25,544.02,533.50,843.07,921.67
1917,905.88,858.37,795.39,1121.91,764.27,939.52,843.29,853.86,873.67,803.97,781.10,846.35,832.26,1074.63,915.63,859.20,783.51,789.28,1003.29,1029.71
1918,1149.87,1470.12,879.41,1232.41,897.31,1126.57,1011.60,992.42,975.83,862.56,864.30,1236.57,1095.93,1400.25,1014.86,1394.85,903.97,966.14,1290.64,1148.54
1919,1359.56,1532.69,1249.31,1297.98,1274.85,1380.02,1340.97,1318.48,1248.20,1159.16,1230.70,1454.30,1367.27,1529.20,1129.80,1532.76,1260.69,1305.26,1475.88,1236.71
1920,1077.24,1311.00,885.65,1183.86,918.79,1060.39,983.30,960.19,934.72,834.56,882.30,1117.44,1024.90,1283.57,955.67,1224.60,914.46,952.57,1186.05,1091.53
1921,1030.78,1068.35,931.51,1205.68,883.14,1044.94,945.67,981.46,1024.39,955.32,925.20,935.24,915.07,1204.03,1085.59,998.27,914.53,880.87,1119.58,1159.21
1922,1175.86,1292.22,1107.19,1208.74,1085.82,1198.89,1150.38,1133.02,1074.38,1016.27,1098.20,1218.81,1149.27,1350.97,1001.07,1278.18,1105.84,1070.70,1295.73,1109.26
1923,1162.46,1321.23,1002.95,1259.58,990.90,1167.26,1069.28,1080.33,1087.93,1003.29,993.30,1160.28,1094.93,1344.11,1131.89,1246.01,1008.23,1002.86,1263.22,1218.93
1924,898.35,865.73,749.96,1139.05,732.71,912.87,798.94,818.95,855.40,759.88,744.70,836.32,798.56,1081.20,954.47,872.55,751.18,749.97,1003.31,1070.98
1925,1175.75,1236.21,1093.31,1245.18,1073.73,1192.50,1132.23,1145.65,1149.19,1068.25,1081.80,1154.28,1131.08,1299.16,1138.55,1204.14,1086.54,1091.20,1245.53,1217.66
1926,1239.61,1359.28,1021.16,1289.14,1059.88,1278.27,1201.33,1166.08,1129.60,1007.28,995.80,1307.77,1266.47,1360.97,1174.72,1346.22,1060.30,1140.72,1335.64,1273.05
1927,1063.52,1047.40,956.39,1225.22,908.01,1084.92,995.21,1025.83,1072.94,1004.36,934.60,984.07,979.10,1196.41,1146.15,1022.61,942.58,933.01,1135.07,1205.04
1928,1137.41,1275.87,1000.17,1260.75,930.21,1126.01,1019.95,1061.73,1104.02,1024.14,980.10,1111.28,1025.71,1321.63,1154.47,1208.95,972.85,962.72,1231.13,1224.29
1929,967.02,1090.74,758.64,1174.17,745.11,976.84,844.77,849.77,853.91,753.36,750.50,947.46,863.01,1233.88,923.02,1036.93,767.23,782.90,1120.05,1068.32
1930,1250.31,1175.50,1240.36,1304.13,1168.01,1313.16,1269.88,1305.71,1319.04,1239.11,1221.80,1175.58,1229.38,1254.39,1309.76,1169.07,1219.05,1195.88,1259.35,1341.70
1931,1130.65,1125.50,1055.68,1229.58,1009.50,1160.16,1097.09,1115.65,1122.46,1046.93,1033.10,1112.18,1118.39,1215.37,1126.78,1117.74,1042.83,1038.04,1183.94,1204.70
1932,1233.42,1456.12,1076.43,1258.71,1032.96,1249.10,1163.75,1167.37,1133.80,1045.87,1042.40,1295.48,1210.61,1413.80,1089.02,1393.85,1071.08,1087.88,1337.23,1203.11
1933,974.18,846.05,1024.03,1148.12,977.59,986.71,951.79,990.50,1013.68,996.80,1018.30,857.88,882.02,1049.95,1018.94,856.42,993.03,905.73,1005.42,1093.00
1934,1234.94,1256.12,1169.03,1296.72,1096.54,1274.14,1192.78,1240.90,1260.16,1190.79,1138.80,1191.43,1167.21,1336.77,1260.67,1234.23,1144.03,1100.44,1296.06,1302.79
1935,1007.89,1224.49,827.82,1162.27,823.02,997.58,896.44,892.62,886.57,807.20,818.00,993.67,907.94,1265.12,917.41,1116.63,837.20,841.14,1138.02,1051.03
1936,1385.32,1606.17,1219.94,1343.33,1178.43,1402.23,1316.06,1323.22,1304.68,1197.35,1197.90,1462.27,1362.73,1552.63,1273.11,1575.85,1217.73,1243.60,1491.55,1337.81
1937,980.65,1008.27,869.40,1168.11,833.01,998.31,900.79,924.80,946.77,867.44,859.50,918.78,885.79,1164.10,981.80,967.32,855.75,844.86,1078.21,1090.87
1938,1235.67,1362.80,1115.26,1294.17,1087.36,1241.22,1159.40,1181.69,1189.38,1109.46,1099.50,1229.65,1157.18,1383.26,1216.90,1322.17,1115.04,1088.90,1324.45,1279.78
1939,1233.96,1369.26,1119.91,1269.03,1080.86,1258.61,1186.75,1195.62,1184.82,1108.23,1093.40,1264.97,1225.60,1347.57,1162.05,1302.25,1107.30,1124.92,1307.97,1238.23
1940,1642.19,1926.09,1446.47,1491.23,1391.42,1693.56,1593.49,1613.65,1589.92,1445.39,1405.60,1742.54,1644.84,1761.33,1524.71,1863.33,1446.91,1498.57,1750.64,1564.90
1941,1271.57,1642.47,1034.01,1287.56,1022.07,1260.68,1155.67,1143.45,1121.03,1032.92,1004.70,1344.43,1222.65,1519.01,1125.89,1500.29,1044.43,1085.93,1409.38,1226.09
1942,1118.03,1245.64,948.42,1257.77,892.83,1100.36,981.88,1022.44,1081.23,1002.51,932.80,1094.76,1007.81,1316.10,1176.38,1194.48,927.53,914.99,1214.06,1230.56
1943,1077.89,1035.54,981.53,1229.40,936.43,1102.92,1014.74,1043.12,1088.04,1016.19,969.80,1024.06,1013.28,1174.03,1163.30,1041.08,965.17,954.83,1137.10,1215.22
1944,1156.71,1093.59,1109.57,1255.48,1057.71,1189.16,1120.11,1158.92,1182.27,1100.35,1094.70,1106.34,1089.85,1235.47,1203.45,1131.19,1089.43,1055.23,1213.99,1255.32
1945,1145.33,1246.75,1075.11,1234.34,1033.55,1138.16,1073.13,1094.56,1095.43,1043.09,1068.40,1119.42,1051.63,1319.24,1097.06,1212.84,1060.87,1011.87,1233.02,1177.81
1946,1391.63,1561.65,1328.00,1334.71,1296.37,1418.00,1375.50,1388.25,1356.00,1265.02,1316.30,1432.27,1389.99,1475.50,1268.03,1484.30,1324.44,1318.04,1449.84,1337.10
1947,1058.43,1296.27,869.32,1169.98,905.39,1031.26,958.84,919.98,880.65,818.71,862.40,1113.39,1005.03,1301.50,910.12,1230.03,894.83,928.21,1183.33,1050.93
1948,1203.26,1514.28,1001.56,1237.40,995.82,1199.76,1100.96,1095.20,1066.89,965.69,981.90,1258.48,1144.21,1441.71,1045.22,1401.39,1009.99,1049.13,1337.17,1162.92
1949,1183.19,1393.42,1004.49,1256.07,1000.74,1182.14,1091.83,1081.26,1057.05,976.76,986.40,1218.94,1128.21,1403.17,1082.57,1326.17,1019.95,1028.61,1304.56,1194.89
1950,1253.63,1518.43,1035.61,1264.70,1052.26,1269.23,1183.05,1147.72,1106.92,1008.76,1009.70,1338.78,1242.27,1453.22,1103.51,1457.02,1059.26,1125.91,1371.14,1208.41
1951,1193.35,1261.46,1153.25,1225.30,1063.56,1242.96,1189.67,1211.74,1173.46,1101.72,1152.70,1182.91,1142.66,1283.66,1112.52,1238.39,1135.68,1085.47,1257.26,1205.17
1952,1142.76,1189.11,1018.82,1195.68,1016.12,1194.29,1116.89,1117.04,1101.74,999.24,1015.40,1157.00,1121.56,1268.80,1077.97,1176.55,1026.17,1041.30,1245.13,1163.91
1953,1149.05,1242.83,1090.02,1135.62,1106.59,1177.45,1167.76,1140.53,1106.63,1039.20,1094.40,1154.09,1141.49,1243.75,1048.42,1201.05,1116.00,1133.03,1183.90,1113.05
1954,1093.34,1360.79,937.66,1055.03,967.16,1077.13,1055.35,1006.06,965.07,879.97,933.60,1166.85,1080.91,1306.24,904.01,1290.47,988.24,985.79,1207.51,993.56
1955,1083.92,1197.24,976.50,1145.51,926.02,1098.93,997.18,1046.48,1048.85,969.93,957.60,1112.24,1046.75,1180.01,1045.90,1157.98,942.70,972.10,1147.75,1114.29
1956,1180.18,1281.56,984.34,1159.24,1037.57,1249.70,1186.86,1120.83,1073.45,959.20,941.00,1334.88,1279.35,1259.08,995.13,1297.63,1032.13,1105.82,1284.08,1123.29
1957,1166.75,1305.61,972.99,1226.66,972.90,1199.67,1089.44,1091.96,1079.42,978.35,923.70,1221.56,1132.24,1352.73,1069.98,1279.98,970.52,1024.90,1303.54,1175.22
1958,1274.64,1310.87,1291.28,1324.82,1202.95,1324.68,1268.00,1320.37,1305.81,1229.65,1305.60,1179.63,1153.53,1347.30,1263.97,1259.20,1289.55,1190.72,1306.99,1327.03
1959,1571.08,1795.23,1509.02,1510.33,1469.10,1607.82,1578.45,1543.53,1481.31,1400.97,1517.60,1608.60,1510.91,1682.94,1409.14,1739.24,1533.13,1467.21,1644.22,1496.05
1960,1009.24,1192.90,872.31,1075.33,790.99,996.76,928.79,937.21,919.63,839.77,870.30,1021.27,942.07,1280.79,892.63,1138.03,870.74,835.89,1142.45,1006.47
1961,1251.73,1482.52,987.30,1348.60,990.28,1283.55,1147.91,1175.40,1171.37,1026.67,928.70,1244.99,1186.53,1522.06,1152.43,1400.99,997.30,1047.62,1394.61,1286.01
1962,867.60,931.34,841.62,932.66,847.38,898.22,846.16,856.15,817.15,770.41,868.50,790.22,758.64,999.18,790.17,891.85,871.41,806.33,959.79,872.07
1963,1607.14,1586.79,1558.31,1762.80,1486.53,1678.09,1544.19,1621.58,1612.34,1510.66,1548.30,1506.22,1445.75,1769.02,1589.88,1565.45,1545.08,1443.36,1736.51,1710.16
1964,998.74,1065.61,920.90,1067.85,963.38,996.94,959.90,951.15,963.31,899.54,921.20,978.74,935.56,1108.09,962.28,1018.59,954.85,960.00,1057.10,1020.63
1965,1028.19,1357.25,884.00,1055.35,825.65,967.84,891.53,937.54,954.78,892.13,879.20,1049.19,926.74,1235.03,943.31,1238.25,880.72,830.07,1110.65,1010.47
1966,1274.08,1771.84,1008.26,1262.58,1070.65,1212.95,1125.72,1074.56,1057.24,962.94,1008.80,1373.83,1214.41,1577.15,1030.88,1619.33,1097.68,1094.59,1435.75,1151.95
1967,1397.07,1421.66,1225.80,1448.66,1226.81,1450.98,1354.22,1325.05,1316.68,1206.30,1197.10,1483.15,1408.78,1554.75,1310.96,1462.87,1221.93,1261.02,1548.75,1420.36
1968,1157.39,1302.91,1026.42,1150.28,999.62,1200.30,1117.56,1118.25,1087.25,995.76,987.30,1215.68,1161.71,1265.37,1062.75,1267.43,997.70,1063.27,1243.30,1138.77
1969,914.64,1248.20,774.88,906.90,855.05,838.32,807.08,792.14,798.14,755.47,781.40,938.43,845.40,1090.42,807.47,1118.35,813.86,829.27,978.19,862.66
1970,1201.75,1380.97,991.91,1241.22,935.99,1240.28,1082.63,1123.01,1109.46,997.85,898.60,1285.31,1196.47,1401.80,1094.83,1354.10,957.29,1015.45,1356.13,1194.61
1971,1269.84,1292.11,1167.05,1268.99,1158.94,1315.66,1263.52,1272.78,1251.13,1143.28,1134.40,1310.82,1291.53,1301.02,1245.48,1303.46,1164.65,1245.56,1299.62,1308.86
1972,1370.09,1682.16,1171.56,1397.96,1125.31,1350.73,1246.46,1243.98,1242.87,1167.47,1167.90,1422.10,1322.78,1643.72,1241.07,1568.92,1185.48,1161.53,1516.59,1334.60
1973,1270.30,1673.36,1016.03,1213.67,1069.21,1249.45,1182.57,1112.14,1043.61,942.80,1002.60,1417.18,1298.79,1544.83,1005.26,1577.02,1048.31,1130.57,1439.12,1137.27
1974,1134.77,1316.88,1002.33,1153.43,860.55,1163.65,1023.17,1092.17,1090.83,991.94,958.60,1169.16,1073.81,1316.40,1060.92,1287.91,965.59,913.05,1261.61,1141.42
1975,1171.36,1466.08,983.11,1123.71,1011.44,1148.48,1110.96,1082.23,1042.50,961.99,984.90,1267.16,1170.51,1330.06,1048.69,1389.88,996.18,1057.08,1249.53,1113.44
1976,1360.48,1432.68,1152.36,1302.53,1372.59,1454.24,1472.11,1327.87,1214.84,1093.86,1171.90,1460.35,1444.74,1390.59,1211.33,1407.16,1299.81,1454.13,1426.40,1296.57
1977,1586.13,1787.51,1363.06,1731.37,1165.69,1600.42,1395.02,1504.25,1571.88,1416.01,1283.10,1579.57,1468.85,1841.91,1599.56,1715.11,1267.88,1274.02,1749.10,1718.15
1978,1526.28,1684.53,1306.59,1389.04,1421.88,1601.17,1580.20,1417.54,1341.24,1221.47,1275.60,1740.87,1699.47,1620.71,1307.72,1669.21,1381.50,1571.98,1644.93,1388.08
1979,943.91,1205.77,718.66,985.76,729.09,921.57,833.14,823.74,818.11,729.86,696.90,1021.10,932.17,1165.80,819.24,1129.08,717.97,786.71,1084.66,912.75
1980,1390.55,1383.17,1391.56,1429.78,1270.74,1475.55,1376.45,1439.80,1405.26,1331.70,1388.50,1346.89,1301.06,1491.09,1361.41,1388.31,1383.38,1237.31,1457.53,1424.75
1981,1241.74,1236.41,1262.43,1296.97,1069.58,1258.67,1188.00,1290.58,1293.28,1222.36,1256.50,1218.37,1158.48,1284.81,1287.45,1241.13,1195.58,1091.20,1267.57,1337.29
1982,1310.17,1542.03,1153.54,1427.73,1114.67,1281.28,1174.13,1221.51,1258.04,1169.91,1145.80,1251.16,1171.67,1571.13,1282.91,1430.23,1112.49,1123.46,1413.38,1372.44
1983,1306.02,1524.74,1200.91,1402.98,908.52,1315.92,1105.37,1290.68,1339.65,1251.72,1147.40,1281.50,1158.46,1491.75,1338.07,1447.82,1049.07,965.92,1409.21,1402.96
1984,1579.30,1714.02,1308.22,1687.36,1247.37,1626.69,1479.91,1487.16,1515.50,1357.15,1246.20,1611.81,1575.98,1833.54,1536.87,1653.28,1281.53,1394.68,1740.66,1657.41
1985,1279.08,1416.99,1241.80,1284.19,1278.85,1268.16,1280.87,1273.27,1241.97,1168.52,1284.10,1225.12,1170.11,1413.26,1215.50,1345.98,1327.40,1216.78,1304.15,1270.23
1986,1555.91,1790.50,1435.27,1555.76,1329.83,1572.61,1489.17,1517.28,1520.84,1438.30,1433.40,1584.97,1499.69,1681.64,1526.67,1700.48,1379.25,1371.31,1598.23,1572.35
1987,1196.28,1412.34,1043.04,1281.11,1038.23,1212.18,1109.90,1128.47,1103.15,1010.03,1010.10,1176.55,1101.23,1433.84,1086.15,1299.25,1031.85,1056.12,1323.41,1201.83
1988,1052.79,1140.58,994.24,1104.39,931.85,1069.84,990.04,1028.16,1035.67,959.00,990.50,1059.16,996.39,1163.74,1029.74,1085.94,979.99,943.42,1104.96,1076.25
1989,842.94,977.22,817.56,847.30,878.88,795.15,815.37,793.34,787.84,769.27,881.60,840.15,815.51,905.49,795.25,903.29,833.39,853.33,844.60,819.44
1990,1535.30,1832.67,1346.39,1503.85,1364.19,1497.52,1440.76,1403.53,1413.06,1314.31,1327.70,1666.27,1522.38,1704.94,1379.77,1770.15,1392.05,1382.58,1655.96,1457.09
1991,1344.09,1511.71,1189.59,1332.18,1179.13,1370.00,1288.19,1286.02,1269.50,1173.92,1160.80,1404.25,1328.85,1505.52,1246.71,1472.76,1191.08,1226.49,1449.49,1312.39
1992,1293.43,1567.87,1143.22,1377.30,1120.46,1259.49,1148.92,1204.89,1231.41,1156.29,1140.30,1258.71,1129.08,1523.19,1256.18,1443.17,1116.59,1099.67,1396.23,1335.92
1993,1447.33,1472.10,1466.87,1460.65,1487.46,1468.76,1441.44,1456.37,1457.48,1411.36,1488.60,1399.07,1396.89,1494.97,1421.11,1425.79,1482.28,1427.82,1462.29,1447.87
1994,1195.20,1258.24,1093.96,1321.16,962.93,1224.48,1104.59,1198.54,1220.11,1116.03,1043.70,1123.28,1069.98,1361.13,1232.30,1218.06,1049.59,994.27,1285.74,1303.93
1995,1106.74,1142.58,970.06,1230.88,913.89,1142.85,1010.00,1090.76,1104.31,1001.69,921.30,1096.55,1028.42,1231.44,1131.47,1129.03,934.65,950.41,1181.43,1215.45
1996,1105.49,1303.38,942.67,1147.13,895.71,1097.19,1010.35,1045.20,1037.40,954.16,897.20,1159.21,1074.35,1262.36,1025.87,1246.72,929.11,954.52,1194.23,1110.22
1997,1322.90,1528.09,1152.97,1416.31,1109.54,1348.80,1254.55,1260.40,1255.01,1143.74,1130.10,1272.34,1228.09,1521.21,1253.13,1427.90,1151.10,1170.22,1442.35,1376.70
1998,1383.67,1824.41,1064.72,1438.37,976.57,1373.83,1150.24,1226.26,1226.40,1093.47,971.90,1499.44,1283.78,1710.03,1224.28,1701.58,1031.69,1065.89,1582.22,1378.16
1999,1063.26,1032.48,1078.72,1109.13,993.77,1111.81,1060.54,1107.66,1113.27,1061.02,1093.00,986.50,1001.25,1104.71,1118.28,1016.80,1045.47,994.84,1068.26,1120.67
2000,1467.74,1516.64,1419.02,1480.16,1357.92,1523.34,1483.88,1469.28,1440.18,1365.23,1404.40,1464.08,1443.24,1573.09,1402.12,1494.90,1390.74,1402.09,1532.51,1464.63
2001,1582.25,1727.05,1428.72,1623.71,1458.94,1593.72,1551.35,1505.62,1493.61,1358.84,1441.30,1626.36,1564.38,1708.43,1479.21,1698.18,1488.53,1503.81,1662.93,1593.00
2002,1919.13,2304.58,1564.27,1954.37,1515.88,1932.29,1730.29,1754.71,1745.68,1546.49,1504.60,2062.24,1911.08,2250.96,1743.63,2193.02,1545.68,1636.81,2142.61,1920.56
2003,1539.97,1725.91,1299.21,1547.37,1322.67,1588.05,1450.95,1458.01,1456.12,1325.46,1248.80,1615.61,1550.51,1729.11,1434.33,1674.15,1304.59,1423.48,1670.24,1522.87
2004,1096.81,1194.55,1043.20,1136.63,982.08,1103.17,1049.79,1095.32,1100.52,1049.34,1036.20,1067.82,1010.96,1186.22,1104.30,1148.05,1002.88,1003.52,1129.61,1118.89
2005,1419.29,1503.35,1264.22,1438.55,1124.64,1505.52,1306.14,1398.63,1405.21,1318.26,1180.40,1462.14,1367.03,1629.88,1367.95,1527.63,1195.06,1188.78,1577.03,1403.26
2006,1222.45,1197.04,1184.56,1200.30,1172.41,1285.51,1241.25,1258.78,1225.52,1151.67,1155.50,1225.83,1236.95,1299.17,1188.15,1199.16,1205.46,1178.68,1262.18,1216.82
2007,1459.25,1559.22,1325.89,1484.73,1297.52,1526.99,1414.97,1442.82,1409.02,1301.66,1286.00,1479.61,1449.40,1596.77,1382.36,1519.33,1326.23,1351.20,1557.49,1450.80
2008,872.81,1000.68,796.96,954.73,720.89,848.00,791.00,834.70,841.75,776.14,790.60,850.80,768.35,1020.18,867.21,950.97,770.77,728.35,937.65,926.73
2009,1260.97,1326.54,1171.92,1267.83,1187.06,1303.18,1260.86,1253.11,1202.69,1118.41,1162.00,1302.90,1284.63,1301.71,1173.21,1323.46,1207.88,1224.97,1303.90,1245.64
2010,1305.67,1380.44,1183.84,1313.59,1198.34,1365.11,1309.34,1277.52,1241.02,1143.96,1196.20,1330.58,1330.30,1397.93,1213.86,1361.96,1185.73,1265.28,1386.49,1300.06
2011,1142.62,1221.33,990.37,1216.87,916.17,1179.41,1052.40,1107.61,1136.69,1043.88,942.30,1173.02,1098.40,1274.03,1151.87,1208.72,946.42,963.48,1222.81,1198.42
2012,1407.89,1491.60,1351.07,1275.74,1438.94,1466.93,1515.02,1380.52,1273.25,1185.95,1376.90,1525.05,1570.09,1419.87,1190.21,1503.03,1390.28,1529.31,1446.99,1260.58
2013,1137.81,1238.42,1013.01,1240.55,948.52,1140.65,1051.86,1103.25,1124.40,1027.81,952.60,1115.57,1067.73,1280.96,1135.81,1193.10,992.67,999.53,1208.22,1211.43
2014,1726.73,1831.95,1616.66,1676.98,1654.37,1797.57,1768.60,1711.98,1656.53,1519.07,1633.50,1762.51,1758.66,1811.92,1597.91,1800.19,1670.86,1700.33,1796.15,1688.68
2015,1275.81,1603.13,1052.70,1326.85,981.48,1232.74,1095.68,1136.34,1156.61,1065.92,1016.70,1365.53,1226.38,1529.54,1167.39,1503.91,1021.99,1028.54,1430.48,1267.30
2016,1253.93,1378.23,1179.44,1237.66,1107.82,1282.90,1224.45,1258.17,1248.69,1166.75,1140.60,1287.82,1244.74,1294.22,1222.63,1335.82,1159.33,1151.92,1272.01,1255.39
2017,1419.24,1640.61,1204.00,1403.71,1246.60,1428.91,1367.00,1295.76,1258.12,1155.06,1201.90,1589.69,1474.88,1572.25,1225.32,1599.92,1242.80,1311.36,1565.16,1343.98
2018,1378.72,1419.27,1353.43,1357.13,1352.42,1437.68,1442.38,1401.51,1358.30,1293.01,1350.40,1371.63,1362.23,1434.31,1290.63,1397.71,1379.25,1377.60,1398.77,1346.36
2019,1414.16,1604.04,1225.13,1443.08,1183.47,1430.08,1299.56,1326.29,1326.24,1223.49,1197.90,1525.56,1408.39,1543.88,1333.57,1567.70,1205.27,1235.41,1537.90,1409.08
2020,889.91,1020.59,840.90,912.96,766.03,871.08,807.79,851.74,858.41,837.95,852.50,925.53,856.25,964.06,856.12,979.41,802.32,770.32,937.33,884.94
