Variable:,pr
,Vietnam,"An Giang","Ben Tre","Dong Thap","Hai Phong City","Ho Chi Minh City","Kien Giang","Lam Dong","Long An","Quang Ninh","Son La","Tay Ninh","Thai Binh","Thanh Hoa","Tien Giang","Binh Dinh","Cao Bang","Khanh Hoa","Lang Son","Phu Yen","Quang Binh","Quang Ngai","Quang Tri","Thua Thien - Hue","Ba Ria-Vung Tau","Binh Thuan","Dong Nai","Gia Lai","Ha Giang","Ha Noi City","Ha Tay","Ha Tinh","Hoa Binh","Kon Tum","Nghe An","Ninh Binh","Ninh Thuan","Soc Trang","Tra Vinh","Tuyen Quang","Vinh Long","Yen Bai","Bac Kan","Bac Giang","Bac Lieu","Bac Ninh","Binh Duong","Binh Phuoc","Ca Mau","Da Nang City","Ha Nam","Hai Duong","Hung Yen","Nam Dinh","Phu Tho","Quang Nam","Thai Nguyen","Vinh Phuc","Can Tho city","Dak Lak","Dak Nong","Dien Bien","Hau Giang","Lai Chau","Lao Cai"
1911,1857.96,2033.27,2058.47,1940.63,1778.77,1970.49,2195.19,1884.97,1916.12,1664.98,1979.64,1721.54,1813.90,1839.68,2031.71,1843.63,1549.99,1837.20,1610.31,1732.89,1751.10,1946.77,1917.52,1967.39,2008.54,1946.84,1939.95,1774.95,1726.08,1843.55,1888.30,1635.80,1921.56,1788.16,1650.99,1837.73,1933.78,2195.87,2143.34,1785.41,2063.01,1965.07,1676.45,1710.17,2307.76,1765.19,1856.65,1799.13,2193.23,1975.91,1866.31,1802.15,1845.73,1857.50,1910.90,1918.97,1760.16,1849.15,2091.15,1803.36,1832.91,1879.24,2200.92,1950.49,1975.94
1912,1789.60,2073.07,2096.19,1971.37,1665.46,2003.38,2246.04,1893.24,1942.24,1568.12,1669.97,1733.91,1669.55,1732.90,2071.22,1849.84,1279.96,1839.05,1441.86,1731.01,1891.50,2020.83,2072.48,2171.94,2039.27,1973.36,1966.41,1880.02,1359.45,1584.16,1629.73,1740.37,1688.72,2106.52,1647.28,1712.44,1943.65,2244.17,2196.30,1435.27,2103.67,1599.30,1376.62,1551.61,2360.52,1566.59,1871.59,1809.11,2209.12,2095.49,1681.00,1636.07,1663.34,1716.10,1594.78,2193.39,1480.40,1568.95,2126.94,1822.29,1838.55,1486.83,2247.93,1406.59,1511.17
1913,1963.29,2089.48,2116.61,1984.60,2250.53,1992.00,2268.05,1931.50,1943.43,2089.82,1959.29,1742.74,2193.09,1975.83,2075.93,1846.40,1712.87,1870.64,1979.26,1749.48,2094.36,1960.76,2262.17,2230.18,2066.19,2003.76,1972.34,1818.35,1743.78,2100.88,2094.22,1948.24,2037.43,1885.62,1861.14,2063.70,1984.85,2278.25,2217.48,1856.27,2115.05,1977.11,1836.43,2154.33,2385.72,2174.47,1874.61,1827.64,2270.45,2077.12,2148.55,2237.86,2224.49,2146.33,2000.33,2048.73,1995.39,2068.22,2146.75,1846.76,1877.13,1802.48,2273.03,1843.44,1937.42
1914,1831.91,2043.85,2071.79,1950.83,1862.28,1989.33,2208.01,1879.52,1928.53,1767.39,1679.12,1727.37,1840.69,1861.83,2049.78,1845.40,1390.86,1830.27,1613.29,1727.41,2288.63,1976.15,2359.49,2218.38,2016.84,1952.23,1951.40,1822.13,1417.59,1690.80,1737.03,2066.20,1786.92,1945.24,1831.92,1853.13,1928.37,2210.94,2163.82,1509.66,2079.97,1626.19,1478.39,1733.25,2327.25,1720.67,1863.17,1800.60,2182.59,2051.99,1820.82,1808.83,1822.37,1872.69,1666.93,2059.45,1590.28,1666.65,2103.54,1803.37,1825.97,1465.00,2217.58,1421.27,1544.88
1915,1857.87,1991.94,1982.10,1903.50,1766.46,1950.03,2121.63,1835.40,1894.38,1644.33,1715.87,1732.11,1791.21,1871.16,1977.73,1847.17,1404.42,1796.35,1536.60,1711.54,2545.76,2016.15,2743.91,2549.52,1932.05,1871.04,1903.13,1860.55,1452.80,1704.30,1737.10,2220.94,1785.30,2114.15,1917.85,1848.76,1868.71,2083.11,2040.14,1549.07,1999.69,1651.68,1505.12,1662.04,2199.83,1693.37,1846.95,1788.37,2089.71,2204.66,1799.61,1755.09,1779.07,1851.03,1682.64,2284.43,1608.92,1685.06,2029.76,1783.22,1801.39,1561.20,2106.96,1494.94,1561.23
1916,1732.45,2119.43,2073.87,2010.91,1589.48,2012.09,2243.84,1925.13,1975.36,1459.86,1616.14,1804.44,1623.93,1710.30,2062.73,1843.82,1160.75,1846.04,1362.48,1732.20,1623.32,1947.88,1680.35,1881.43,2017.41,1953.32,1970.40,1792.79,1241.35,1510.98,1550.69,1693.45,1609.67,1819.90,1717.33,1677.02,1941.87,2200.36,2146.33,1316.51,2097.45,1485.76,1272.17,1484.91,2311.19,1508.69,1909.83,1860.49,2181.97,1969.29,1627.80,1582.44,1609.00,1686.99,1477.85,1915.10,1400.54,1483.25,2144.34,1826.16,1884.32,1555.57,2223.17,1464.34,1449.64
1917,1818.84,2000.83,1991.41,1901.16,1774.64,1950.21,2152.09,1828.43,1887.87,1634.08,1692.32,1717.58,1778.66,1748.44,1983.29,1851.14,1389.61,1795.20,1560.35,1711.40,1907.46,2058.76,2127.14,2272.69,1940.74,1878.99,1904.35,1920.21,1484.15,1751.59,1759.01,1766.05,1741.97,2280.28,1676.09,1767.03,1870.68,2099.18,2057.86,1575.32,2004.91,1689.49,1515.35,1703.92,2217.55,1745.91,1838.22,1777.86,2100.40,2174.90,1790.69,1793.18,1807.70,1796.78,1704.76,2332.40,1648.68,1731.98,2029.04,1790.50,1792.64,1535.66,2117.80,1517.60,1624.05
1918,1936.62,1955.42,1976.58,1879.07,2066.71,1941.62,2092.44,1817.71,1878.23,1935.15,1964.75,1705.66,2058.42,1953.11,1970.26,1846.66,1754.88,1788.63,1909.91,1708.58,1981.69,2008.82,2089.64,2187.31,1926.87,1865.82,1894.76,1852.52,1831.94,2083.33,2078.06,1959.07,2025.81,2065.26,1904.24,1997.83,1860.10,2079.35,2039.16,1907.99,1990.22,1999.18,1875.21,2043.44,2198.10,2090.94,1831.55,1767.55,2083.84,2106.51,2083.34,2116.67,2124.29,2041.65,2013.24,2160.50,2000.19,2062.60,2012.74,1770.14,1779.20,1870.38,2099.29,1962.74,2018.56
1919,1713.88,1975.66,1972.32,1890.91,1668.82,1943.34,2107.26,1825.60,1885.53,1542.21,1593.53,1714.87,1707.93,1801.02,1968.63,1840.78,1246.07,1790.96,1406.88,1709.29,1649.32,1939.39,1645.41,1858.81,1922.92,1862.29,1895.84,1760.47,1324.00,1566.80,1625.06,1775.34,1699.80,1775.31,1780.83,1776.07,1860.84,2070.71,2028.89,1386.21,1989.21,1519.25,1334.90,1535.40,2188.11,1554.62,1840.02,1774.84,2078.01,1962.02,1714.67,1648.23,1685.21,1785.83,1542.04,1890.16,1447.75,1537.03,2017.33,1756.53,1784.77,1426.78,2094.62,1408.19,1457.78
1920,1962.52,1965.86,1997.08,1891.69,2110.98,1949.22,2104.39,1834.07,1887.87,1962.37,1850.50,1712.21,2082.57,2019.09,1985.86,1848.09,1732.52,1800.39,1913.49,1714.42,2586.27,2022.83,2667.30,2503.91,1947.24,1885.86,1906.24,1870.60,1734.86,2030.43,2026.47,2373.38,1990.27,2135.37,2061.22,2030.59,1878.05,2108.39,2065.34,1831.36,2008.55,1915.26,1843.61,2058.35,2225.55,2086.48,1837.94,1777.26,2107.65,2197.56,2078.04,2128.99,2123.24,2061.48,1938.20,2292.04,1957.59,1999.90,2032.08,1785.64,1794.69,1586.75,2124.73,1644.06,1855.72
1921,1936.72,2204.22,2172.36,2095.92,2057.66,2068.50,2331.67,2005.57,2043.35,1857.47,1967.51,1853.98,2066.63,1957.99,2148.57,1845.91,1630.33,1895.19,1802.71,1753.80,1826.57,1948.84,1885.28,1972.68,2110.19,2042.85,2035.15,1797.60,1724.19,2125.09,2134.25,1795.53,2083.39,1806.64,1773.49,2027.26,2017.69,2331.94,2267.94,1876.82,2195.55,1994.50,1798.20,2001.52,2438.03,2085.31,1958.73,1917.18,2284.03,1979.44,2124.48,2126.28,2156.59,2050.72,2063.02,1931.83,1972.44,2104.11,2251.21,1877.91,1956.55,1761.83,2346.60,1789.75,1910.23
1922,1839.56,2010.62,2027.17,1926.70,2132.12,1971.03,2152.42,1859.17,1913.73,1968.22,1876.33,1724.69,2076.23,1887.79,2014.63,1842.37,1542.26,1813.71,1822.34,1719.51,1533.00,1945.35,1603.64,1833.96,1974.50,1911.60,1928.27,1766.16,1622.04,2011.00,2014.26,1611.79,1959.11,1773.39,1692.14,1973.11,1898.80,2146.69,2101.50,1742.44,2040.87,1874.85,1692.09,2017.41,2263.07,2044.61,1857.20,1792.05,2143.23,1940.61,2061.00,2120.99,2124.54,2043.63,1911.49,1885.79,1871.14,1976.07,2068.26,1778.24,1810.09,1693.89,2162.75,1736.68,1817.66
1923,1907.51,2042.50,2055.38,1948.45,2312.45,1981.14,2195.62,1880.11,1925.78,2204.39,1841.51,1741.38,2224.08,1916.04,2035.92,1847.88,1750.43,1829.16,2079.96,1727.22,1691.42,2004.15,1782.45,1992.65,2002.36,1939.06,1943.54,1864.98,1675.06,2162.90,2149.94,1695.90,2055.56,2069.31,1738.21,2054.25,1922.82,2186.94,2138.08,1834.83,2065.73,1885.25,1870.93,2240.38,2301.39,2240.61,1864.70,1809.01,2174.30,2045.55,2196.75,2304.21,2290.94,2145.55,1991.86,2100.94,2046.21,2113.26,2094.27,1814.42,1835.40,1581.59,2197.65,1581.37,1782.87
1924,1851.95,2032.19,2011.55,1936.31,1804.45,1967.70,2163.14,1863.99,1917.94,1689.07,1881.74,1747.66,1820.63,1927.05,2003.78,1844.33,1400.63,1813.15,1565.33,1718.96,1966.44,1974.84,2010.96,2091.61,1959.99,1898.28,1923.62,1793.69,1559.27,1782.46,1832.88,1982.50,1890.02,1896.59,1913.94,1891.49,1893.40,2121.66,2074.70,1646.84,2029.95,1831.83,1535.80,1699.83,2236.21,1732.63,1865.02,1806.79,2121.38,2045.73,1864.57,1797.60,1835.51,1887.89,1817.89,2044.62,1663.41,1774.69,2065.10,1788.42,1824.17,1728.33,2144.12,1722.22,1771.40
1925,1791.53,2261.26,2215.64,2150.07,1641.78,2103.04,2375.82,2050.38,2088.33,1535.62,1697.47,1904.67,1643.06,1672.75,2191.55,1847.19,1246.97,1917.80,1410.58,1762.33,1532.75,1954.76,1564.08,1811.30,2149.37,2080.13,2069.79,1835.19,1352.12,1531.88,1572.46,1554.55,1626.36,1885.35,1529.69,1663.50,2050.49,2384.79,2316.21,1398.49,2244.52,1590.13,1336.49,1515.49,2488.42,1526.98,1994.58,1962.51,2323.62,1957.74,1629.84,1599.75,1620.47,1685.48,1544.85,1921.85,1438.41,1518.37,2309.70,1913.67,2005.02,1719.56,2401.76,1705.12,1592.18
1926,1933.52,1946.59,1945.88,1861.55,2460.98,1925.14,2082.54,1799.05,1861.52,2326.64,2020.07,1697.53,2349.29,2014.62,1943.98,1843.27,1875.35,1776.36,2176.19,1703.25,1706.46,1977.20,1789.46,1984.27,1898.32,1838.57,1876.20,1810.51,1903.34,2338.75,2323.81,1724.05,2206.98,1950.92,1775.76,2160.50,1839.46,2037.16,1998.64,2059.25,1960.83,2132.96,2029.90,2371.86,2156.32,2388.09,1821.21,1755.83,2058.62,2026.51,2333.27,2446.41,2435.75,2254.45,2218.36,2028.28,2212.25,2306.24,1984.02,1750.80,1762.71,1670.75,2061.10,1712.84,2031.18
1927,1897.91,1968.73,1977.50,1890.71,1952.93,1945.82,2097.86,1828.05,1887.67,1755.68,1957.56,1716.44,2049.87,2150.14,1972.91,1842.23,1421.62,1792.76,1615.50,1710.11,2318.47,1954.86,2344.91,2267.57,1927.80,1866.93,1898.73,1781.45,1541.91,1932.09,2022.95,2251.35,2111.70,1850.36,2114.45,2159.61,1864.04,2078.09,2036.06,1681.59,1993.99,1877.19,1573.46,1808.30,2195.54,1868.46,1841.13,1776.92,2079.64,2091.32,2107.56,1987.85,2060.15,2151.49,1920.96,2049.46,1740.80,1897.99,2021.52,1762.50,1787.87,1740.84,2101.07,1657.77,1750.46
1928,1797.51,2003.41,2007.23,1916.35,1672.97,1956.07,2141.11,1855.01,1902.55,1541.28,1813.37,1723.27,1748.59,1954.39,1995.03,1840.11,1261.06,1811.95,1404.48,1719.75,1940.15,1918.91,1926.43,2012.73,1957.70,1896.81,1915.48,1733.93,1419.85,1647.91,1731.86,2059.57,1846.55,1674.19,2025.33,1889.25,1892.35,2120.20,2073.10,1499.45,2020.52,1706.86,1384.45,1537.80,2234.57,1576.55,1851.55,1789.50,2121.30,1988.13,1799.41,1670.24,1732.05,1865.46,1693.20,1870.54,1505.67,1631.94,2051.18,1772.60,1809.08,1684.49,2137.97,1639.09,1642.44
1929,1897.70,2065.04,2095.86,1969.53,1666.58,1995.71,2233.78,1904.14,1940.04,1509.54,1975.77,1736.24,1749.99,1888.85,2066.64,1847.43,1454.82,1848.11,1521.40,1736.61,2011.96,1989.85,2198.58,2304.49,2041.79,1977.52,1964.45,1834.96,1647.63,1805.81,1834.21,1950.41,1867.49,1985.48,1872.80,1828.59,1954.00,2245.40,2192.85,1733.76,2100.89,1936.05,1605.53,1643.25,2358.35,1726.41,1871.64,1814.51,2216.42,2140.62,1816.78,1743.55,1784.40,1819.60,1874.28,2157.31,1714.43,1815.17,2127.85,1824.18,1849.71,1877.65,2247.54,1831.30,1894.37
1930,1752.32,2007.87,2031.21,1921.16,1678.71,1957.15,2159.49,1869.37,1903.10,1554.66,1663.42,1722.50,1707.01,1734.66,2009.06,1844.98,1332.52,1826.34,1482.91,1728.02,1662.92,1969.09,1762.30,1942.41,1982.98,1922.31,1924.23,1815.57,1379.48,1651.36,1685.81,1658.63,1735.98,1913.17,1632.83,1764.66,1915.30,2157.70,2106.73,1425.19,2037.66,1587.93,1414.28,1588.80,2270.01,1623.07,1849.18,1794.89,2165.33,1999.72,1742.43,1680.90,1715.71,1769.50,1589.05,1989.34,1532.28,1615.70,2066.40,1802.61,1825.07,1491.79,2167.03,1467.72,1539.06
1931,1704.92,2012.83,2056.89,1934.72,1438.95,1984.62,2165.68,1866.54,1921.88,1257.65,1630.51,1718.80,1561.11,1742.09,2038.97,1843.22,1109.09,1820.75,1184.51,1722.54,1746.95,1955.06,1777.18,1945.44,2001.73,1937.07,1943.31,1785.52,1202.66,1520.54,1600.03,1780.98,1713.81,1847.16,1697.62,1722.61,1914.17,2189.55,2144.97,1339.92,2066.98,1521.54,1241.52,1320.02,2307.30,1400.20,1858.66,1791.14,2166.36,1996.60,1640.38,1477.62,1556.57,1697.40,1559.75,1955.11,1366.28,1506.25,2088.64,1785.63,1811.46,1374.02,2199.11,1258.69,1350.64
1932,1824.06,1475.45,2016.79,1582.42,1529.02,1954.50,1655.96,1891.56,1750.83,1401.25,1875.18,1574.71,1605.61,1796.45,1948.21,1849.59,1333.49,1836.35,1367.14,1731.49,2159.76,2017.21,2250.47,2248.02,1998.81,1937.26,1939.03,1888.66,1525.49,1613.38,1656.22,2016.12,1727.35,2124.19,1807.54,1715.58,1929.14,2113.12,2111.40,1597.51,1909.07,1812.64,1468.51,1460.02,2162.16,1525.55,1824.15,1804.60,2028.12,2114.03,1654.50,1559.14,1602.79,1697.61,1726.38,2191.27,1541.33,1631.28,1733.31,1831.35,1854.21,1815.12,2010.40,1779.20,1770.12
1933,1804.23,1493.73,2029.03,1590.70,1572.98,1967.39,1681.09,1868.81,1755.95,1442.60,1672.22,1554.90,1637.76,1847.05,1964.53,1849.23,1267.48,1822.24,1360.74,1723.18,2399.77,2023.54,2582.76,2484.82,2005.21,1940.39,1943.96,1876.34,1378.98,1560.80,1613.56,2179.40,1709.58,2133.34,1908.49,1769.20,1916.64,2130.85,2136.61,1439.33,1924.44,1586.57,1363.14,1477.99,2186.98,1518.40,1817.59,1779.84,2029.00,2199.40,1677.09,1582.52,1623.44,1732.61,1581.69,2293.37,1455.91,1547.28,1746.23,1805.29,1818.78,1551.97,2028.41,1485.59,1528.31
1934,1937.34,1575.33,2063.81,1644.71,1990.95,1971.77,1771.79,1934.05,1782.40,1841.83,1914.10,1594.57,2032.31,2136.31,1986.87,1849.33,1599.70,1865.72,1756.00,1746.05,2370.32,1997.11,2216.37,2212.00,2044.39,1982.75,1965.45,1863.74,1646.49,1989.28,2040.59,2459.21,2092.23,2031.12,2252.36,2105.46,1972.42,2182.08,2168.13,1822.25,1959.62,1951.95,1736.25,1901.85,2234.03,1950.74,1842.85,1828.93,2103.27,2102.40,2081.11,2015.56,2055.44,2094.30,2009.11,2140.42,1866.42,1977.25,1806.15,1856.79,1891.54,1584.00,2082.16,1529.71,1734.45
1935,1809.12,1546.41,1952.71,1600.08,1794.96,1923.34,1726.82,1825.07,1737.09,1670.30,1727.11,1558.91,1829.08,1873.20,1907.41,1849.45,1450.79,1793.62,1609.45,1711.36,2089.78,2030.26,2186.52,2223.25,1929.51,1869.00,1894.46,1885.12,1416.46,1778.27,1803.72,2017.22,1824.90,2125.99,1908.44,1864.43,1865.91,2035.86,2029.39,1589.77,1876.76,1682.29,1568.88,1725.03,2114.59,1765.09,1796.06,1759.10,1996.18,2108.13,1849.98,1817.67,1842.06,1875.75,1745.99,2196.78,1682.27,1758.92,1748.90,1783.29,1789.93,1529.99,1974.83,1413.33,1528.89
1936,1782.82,1812.75,2017.26,1788.20,1756.24,1966.18,1973.73,1861.86,1845.30,1606.87,1796.39,1650.53,1818.24,1945.26,1986.38,1841.89,1475.06,1814.54,1590.18,1719.54,1649.68,1938.80,1621.89,1810.34,1977.04,1913.82,1930.62,1764.76,1477.56,1855.51,1888.49,1782.15,1911.33,1755.19,1830.96,1899.47,1900.18,2126.20,2099.72,1699.37,1986.52,1802.04,1619.21,1721.78,2222.93,1795.43,1840.93,1788.63,2090.71,1927.81,1894.62,1830.40,1871.03,1872.87,1875.37,1857.80,1742.41,1850.99,1939.53,1779.29,1812.97,1497.28,2102.14,1370.03,1557.51
1937,1814.36,2056.15,2159.32,1965.11,1722.69,2014.36,2248.01,1960.34,1939.50,1596.17,1781.06,1709.43,1783.60,1932.70,2104.66,1843.89,1304.83,1889.44,1496.47,1757.52,1883.17,1925.24,1815.41,1923.38,2111.24,2046.61,2001.52,1765.07,1333.95,1733.57,1798.60,1988.28,1879.32,1721.21,1941.11,1889.53,2016.84,2337.07,2279.65,1519.50,2140.30,1707.67,1437.79,1636.33,2444.10,1679.88,1881.20,1836.71,2290.82,1966.36,1845.21,1751.85,1802.34,1866.20,1757.27,1880.20,1587.51,1716.93,2154.21,1851.67,1894.19,1490.36,2315.42,1324.57,1498.06
1938,1758.08,1848.52,1971.28,1800.99,1771.89,1935.42,1992.68,1823.72,1835.62,1592.79,1741.68,1667.18,1801.45,1913.59,1949.93,1843.26,1215.19,1793.59,1430.89,1711.47,1812.06,1961.40,1795.68,1942.35,1931.38,1870.76,1895.53,1792.95,1311.38,1660.01,1721.80,1930.26,1809.73,1850.12,1943.20,1872.80,1866.58,2065.48,2038.82,1417.69,1950.95,1615.38,1339.14,1611.72,2161.66,1645.01,1822.13,1764.18,2052.14,1983.14,1814.54,1750.20,1789.99,1871.91,1640.42,1952.92,1496.24,1629.02,1917.65,1763.78,1781.68,1551.54,2049.70,1426.00,1503.39
1939,1853.99,2091.49,2025.73,1978.66,1870.67,1977.13,2221.32,1867.09,1943.11,1695.56,1804.79,1773.75,1881.89,1991.31,2021.72,1844.67,1396.54,1815.20,1590.60,1719.59,2229.06,1967.47,2195.68,2096.07,1969.56,1907.04,1930.29,1814.29,1445.69,1856.08,1887.64,2137.77,1925.10,1888.73,1951.25,1947.18,1898.18,2140.98,2091.23,1631.77,2053.94,1775.18,1556.53,1767.41,2258.03,1818.92,1873.78,1811.52,2138.05,2000.51,1925.95,1876.34,1907.64,1932.58,1839.96,1987.36,1717.30,1838.94,2104.51,1793.36,1826.16,1556.53,2169.75,1468.33,1593.75
