Variable:,pr
,Barbados,"Christ Church","St. Andrew","St. George","St. James","St. John","St. Joseph","St. Lucy","St. Michael","St. Peter","St. Phillip","St. Tomas"
1954,2114.20,2110.37,2091.60,2091.60,2091.60,2160.94,2091.60,2091.60,2091.60,2091.60,2220.50,2091.60
1955,2371.33,2366.75,2344.30,2344.30,2344.30,2427.23,2344.30,2344.30,2344.30,2344.30,2498.45,2344.30
1956,2554.27,2547.57,2514.70,2514.70,2514.70,2636.11,2514.70,2514.70,2514.70,2514.70,2740.37,2514.70
1957,2015.06,2010.32,1987.10,1987.10,1987.10,2072.88,1987.10,1987.10,1987.10,1987.10,2146.55,1987.10
1958,2369.83,2366.65,2351.10,2351.10,2351.10,2408.55,2351.10,2351.10,2351.10,2351.10,2457.89,2351.10
1959,1699.80,1695.72,1675.70,1675.70,1675.70,1749.64,1675.70,1675.70,1675.70,1675.70,1813.15,1675.70
1960,1846.25,1842.63,1824.90,1824.90,1824.90,1890.39,1824.90,1824.90,1824.90,1824.90,1946.63,1824.90
1961,1870.31,1866.90,1850.20,1850.20,1850.20,1911.88,1850.20,1850.20,1850.20,1850.20,1964.85,1850.20
1962,1912.44,1908.35,1888.30,1888.30,1888.30,1962.35,1888.30,1888.30,1888.30,1888.30,2025.94,1888.30
1963,2006.10,2002.82,1986.80,1986.80,1986.80,2046.00,1986.80,1986.80,1986.80,1986.80,2096.84,1986.80
1964,1847.24,1843.67,1826.20,1826.20,1826.20,1890.73,1826.20,1826.20,1826.20,1826.20,1946.16,1826.20
1965,1805.56,1801.70,1782.80,1782.80,1782.80,1852.62,1782.80,1782.80,1782.80,1782.80,1912.58,1782.80
1966,2765.79,2760.20,2732.80,2732.80,2732.80,2834.02,2732.80,2732.80,2732.80,2732.80,2920.94,2732.80
1967,2108.38,2103.38,2078.90,2078.90,2078.90,2169.33,2078.90,2078.90,2078.90,2078.90,2247.00,2078.90
1968,1806.06,1801.83,1781.10,1781.10,1781.10,1857.69,1781.10,1781.10,1781.10,1781.10,1923.46,1781.10
1969,2286.62,2282.26,2260.90,2260.90,2260.90,2339.81,2260.90,2260.90,2260.90,2260.90,2407.58,2260.90
1970,2483.10,2478.52,2456.10,2456.10,2456.10,2538.92,2456.10,2456.10,2456.10,2456.10,2610.05,2456.10
1971,1823.67,1819.74,1800.50,1800.50,1800.50,1871.59,1800.50,1800.50,1800.50,1800.50,1932.64,1800.50
1972,1969.09,1964.29,1940.80,1940.80,1940.80,2027.59,1940.80,1940.80,1940.80,1940.80,2102.12,1940.80
1973,1498.51,1496.39,1486.00,1486.00,1486.00,1524.37,1486.00,1486.00,1486.00,1486.00,1557.33,1486.00
1974,1686.47,1682.54,1663.30,1663.30,1663.30,1734.39,1663.30,1663.30,1663.30,1663.30,1795.44,1663.30
1975,1951.48,1947.35,1927.10,1927.10,1927.10,2001.89,1927.10,1927.10,1927.10,1927.10,2066.12,1927.10
1976,1885.65,1881.15,1859.10,1859.10,1859.10,1940.55,1859.10,1859.10,1859.10,1859.10,2010.50,1859.10
1977,1721.83,1718.71,1703.40,1703.40,1703.40,1759.95,1703.40,1703.40,1703.40,1703.40,1808.52,1703.40
1978,1848.20,1844.49,1826.30,1826.30,1826.30,1893.48,1826.30,1826.30,1826.30,1826.30,1951.17,1826.30
1979,2205.42,2201.57,2182.70,2182.70,2182.70,2252.41,2182.70,2182.70,2182.70,2182.70,2312.29,2182.70
1980,2111.54,2107.70,2088.90,2088.90,2088.90,2158.35,2088.90,2088.90,2088.90,2088.90,2218.00,2088.90
1981,2309.56,2306.13,2289.30,2289.30,2289.30,2351.46,2289.30,2289.30,2289.30,2289.30,2404.84,2289.30
1982,2166.51,2161.88,2139.20,2139.20,2139.20,2222.97,2139.20,2139.20,2139.20,2139.20,2294.92,2139.20
1983,1861.96,1858.95,1844.20,1844.20,1844.20,1898.69,1844.20,1844.20,1844.20,1844.20,1945.49,1844.20
1984,2226.52,2222.53,2203.00,2203.00,2203.00,2275.15,2203.00,2203.00,2203.00,2203.00,2337.11,2203.00
1985,2100.95,2097.06,2078.00,2078.00,2078.00,2148.40,2078.00,2078.00,2078.00,2078.00,2208.86,2078.00
1986,2096.57,2092.40,2072.00,2072.00,2072.00,2147.37,2072.00,2072.00,2072.00,2072.00,2212.10,2072.00
1987,2096.73,2091.65,2066.80,2066.80,2066.80,2158.61,2066.80,2066.80,2066.80,2066.80,2237.45,2066.80
1988,2304.24,2299.86,2278.40,2278.40,2278.40,2357.68,2278.40,2278.40,2278.40,2278.40,2425.77,2278.40
1989,1938.91,1934.01,1910.00,1910.00,1910.00,1998.69,1910.00,1910.00,1910.00,1910.00,2074.86,1910.00
1990,2018.53,2014.32,1993.70,1993.70,1993.70,2069.86,1993.70,1993.70,1993.70,1993.70,2135.27,1993.70
1991,1971.98,1968.51,1951.50,1951.50,1951.50,2014.34,1951.50,1951.50,1951.50,1951.50,2068.31,1951.50
1992,2249.19,2244.21,2219.80,2219.80,2219.80,2309.97,2219.80,2219.80,2219.80,2219.80,2387.41,2219.80
1993,2079.43,2075.01,2053.30,2053.30,2053.30,2133.48,2053.30,2053.30,2053.30,2053.30,2202.34,2053.30
1994,1962.21,1958.70,1941.50,1941.50,1941.50,2005.03,1941.50,1941.50,1941.50,1941.50,2059.59,1941.50
1995,2195.17,2190.55,2167.90,2167.90,2167.90,2251.57,2167.90,2167.90,2167.90,2167.90,2323.42,2167.90
1996,2305.66,2301.38,2280.40,2280.40,2280.40,2357.88,2280.40,2280.40,2280.40,2280.40,2424.43,2280.40
1997,1785.66,1782.58,1767.50,1767.50,1767.50,1823.21,1767.50,1767.50,1767.50,1767.50,1871.05,1767.50
1998,2588.74,2582.55,2552.20,2552.20,2552.20,2664.30,2552.20,2552.20,2552.20,2552.20,2760.58,2552.20
1999,1995.63,1991.91,1973.70,1973.70,1973.70,2040.98,1973.70,1973.70,1973.70,1973.70,2098.77,1973.70
2000,2136.16,2131.25,2107.20,2107.20,2107.20,2196.05,2107.20,2107.20,2107.20,2107.20,2272.35,2107.20
2001,1895.06,1890.51,1868.20,1868.20,1868.20,1950.60,1868.20,1868.20,1868.20,1868.20,2021.37,1868.20
2002,1770.26,1766.93,1750.60,1750.60,1750.60,1810.91,1750.60,1750.60,1750.60,1750.60,1862.70,1750.60
2003,2207.09,2200.62,2168.90,2168.90,2168.90,2286.08,2168.90,2168.90,2168.90,2168.90,2386.71,2168.90
2004,2923.49,2915.22,2874.70,2874.70,2874.70,3024.38,2874.70,2874.70,2874.70,2874.70,3152.93,2874.70
2005,2632.03,2625.62,2594.20,2594.20,2594.20,2710.27,2594.20,2594.20,2594.20,2594.20,2809.95,2594.20
2006,2010.27,2006.51,1988.10,1988.10,1988.10,2056.12,1988.10,1988.10,1988.10,1988.10,2114.54,1988.10
2007,2037.13,2032.45,2009.50,2009.50,2009.50,2094.28,2009.50,2009.50,2009.50,2009.50,2167.09,2009.50
2008,2256.76,2251.70,2226.90,2226.90,2226.90,2318.50,2226.90,2226.90,2226.90,2226.90,2397.16,2226.90
2009,1867.35,1862.56,1839.10,1839.10,1839.10,1925.78,1839.10,1839.10,1839.10,1839.10,2000.22,1839.10
2010,2747.71,2741.94,2713.70,2713.70,2713.70,2818.03,2713.70,2713.70,2713.70,2713.70,2907.64,2713.70
2011,2804.03,2797.10,2763.10,2763.10,2763.10,2888.68,2763.10,2763.10,2763.10,2763.10,2996.53,2763.10
2012,2391.90,2384.63,2349.00,2349.00,2349.00,2480.61,2349.00,2349.00,2349.00,2349.00,2593.63,2349.00
2013,2035.10,2031.44,2013.50,2013.50,2013.50,2079.78,2013.50,2013.50,2013.50,2013.50,2136.70,2013.50
2014,1976.36,1971.21,1946.00,1946.00,1946.00,2039.13,1946.00,1946.00,1946.00,1946.00,2119.11,1946.00
2015,1560.55,1556.32,1535.60,1535.60,1535.60,1612.13,1535.60,1535.60,1535.60,1535.60,1677.86,1535.60
2016,2237.82,2233.36,2211.50,2211.50,2211.50,2292.26,2211.50,2211.50,2211.50,2211.50,2361.62,2211.50
2017,2369.00,2364.22,2340.80,2340.80,2340.80,2427.32,2340.80,2340.80,2340.80,2340.80,2501.63,2340.80
2018,2055.20,2050.76,2029.00,2029.00,2029.00,2109.39,2029.00,2029.00,2029.00,2029.00,2178.43,2029.00
2019,1524.45,1521.85,1509.10,1509.10,1509.10,1556.19,1509.10,1509.10,1509.10,1509.10,1596.64,1509.10
2020,1965.44,1962.18,1946.20,1946.20,1946.20,2005.24,1946.20,1946.20,1946.20,1946.20,2055.94,1946.20
