Variable:,pr
,Venezuela,Amazonas,Anzoategui,Apure,Aragua,Barinas,Bolivar,Carabobo,Cojedes,"Delta Amacuro","Dependencias Federales",Falcon,Guarico,Lara,Merida,Miranda,Monagas,"Nueva Esparta",Portuguesa,Sucre,Tachira,Trujillo,Yaracuy,Zulia,Vargas,"Distrito Capital"
1911,1970.12,2955.33,949.28,1838.32,854.72,1912.65,2322.94,946.27,1222.28,1481.70,748.40,886.47,975.78,1368.25,1510.99,1008.33,1174.68,963.58,1855.58,1194.18,1950.99,1617.80,1136.10,2019.83,759.31,777.12
1912,1960.75,2955.33,1032.88,1860.60,1038.15,1838.28,2310.79,1089.94,1373.43,1422.68,801.50,807.10,1166.24,1233.84,1283.46,1158.40,1196.88,1001.55,1809.33,1224.05,1756.04,1362.30,1170.35,1720.31,860.96,911.30
1913,1995.18,2955.33,1169.37,1890.83,1372.90,1803.14,2332.74,1353.48,1624.94,1465.69,1031.80,754.25,1455.75,1168.98,1152.08,1568.40,1242.18,1139.20,1840.03,1317.58,1623.93,1211.03,1302.82,1483.04,1131.52,1214.52
1914,1979.28,2955.33,1152.19,1885.32,1288.62,1796.35,2322.63,1305.42,1561.97,1428.69,934.90,714.57,1411.63,1142.80,1186.63,1375.91,1224.50,1089.07,1813.68,1284.84,1636.31,1233.70,1240.00,1482.26,1040.52,1109.50
1915,1964.57,2955.33,1080.45,1877.50,1145.66,1855.00,2319.91,1194.01,1456.30,1426.46,919.90,708.90,1258.67,1175.81,1213.48,1334.42,1216.77,1083.93,1868.85,1286.07,1714.11,1275.86,1225.35,1485.72,994.06,1030.39
1916,1959.70,2955.33,1055.61,1904.50,1129.44,1809.68,2323.84,1183.51,1438.67,1466.76,864.40,729.13,1235.58,1127.58,1201.73,1263.17,1206.35,1039.09,1754.39,1255.50,1777.47,1232.55,1186.24,1482.51,961.01,1005.05
1917,1965.17,2955.33,991.51,1987.60,981.35,1951.76,2318.58,1061.70,1373.48,1476.25,869.10,755.46,1064.27,1190.90,1320.75,1220.45,1195.50,1034.45,1845.92,1242.34,1959.02,1353.24,1183.62,1583.87,900.14,922.36
1918,1945.58,2955.33,1071.93,1873.94,1178.19,1719.10,2323.78,1204.69,1464.16,1439.15,843.80,684.77,1291.40,1086.15,1111.82,1277.44,1209.80,1028.21,1729.71,1248.94,1603.80,1134.55,1186.06,1358.67,957.53,1023.99
1919,1867.49,2955.33,1054.34,1836.83,1152.62,1490.88,2319.30,1172.90,1362.77,1433.56,975.80,509.56,1201.18,799.94,760.49,1393.19,1216.03,1098.78,1510.03,1296.92,1285.75,719.34,1093.09,773.46,1065.86,1090.92
1920,1957.25,2955.33,1179.94,1891.46,1393.09,1691.96,2324.57,1413.80,1634.34,1424.89,1040.00,628.13,1466.46,1016.24,973.60,1560.24,1240.38,1144.12,1749.43,1330.80,1493.19,995.51,1283.68,1135.42,1170.27,1237.73
1921,1946.38,3002.33,1069.89,1990.51,995.59,1603.00,2370.50,983.99,1248.93,1573.57,758.80,582.12,1179.26,907.10,1035.84,1138.04,1244.04,1080.51,1516.47,1325.17,1663.23,1026.82,917.23,1307.81,833.45,879.58
1922,1913.94,2926.65,919.97,1941.90,1189.27,1891.58,2143.10,1249.04,1506.14,1358.63,930.50,783.89,1212.24,1195.69,1342.29,1330.72,1074.94,960.56,1802.15,1148.00,2052.09,1372.51,1206.13,1623.20,1055.13,1099.12
1923,1801.93,2960.75,935.91,1680.28,1047.52,1469.87,2147.62,1075.67,1299.78,1353.87,819.30,612.26,1099.03,913.54,862.74,1162.89,1085.02,997.54,1487.71,1176.36,1190.70,939.40,1027.53,1039.49,906.78,947.28
1924,1830.13,2895.21,853.71,1754.50,1159.89,1689.21,2099.54,1268.75,1466.78,1200.03,896.30,832.43,1155.54,1146.91,1140.50,1194.24,872.07,825.77,1693.89,921.17,1633.11,1194.74,1223.10,1487.72,1024.79,1055.17
1925,1771.45,2967.35,908.45,1605.08,940.82,1303.63,2219.03,973.42,1149.37,1198.84,798.10,500.47,1065.47,772.69,805.42,1039.23,926.99,850.00,1287.63,975.84,1296.50,844.86,885.81,969.53,811.50,840.44
1926,1838.21,2828.46,942.60,1582.13,1106.18,1633.25,2270.37,1253.26,1454.04,1331.62,840.20,757.81,1097.68,1126.16,994.94,1163.09,1071.44,907.84,1702.84,1106.98,1368.69,1109.61,1253.00,1226.14,974.60,1005.33
1927,2096.66,3060.02,1073.73,2196.01,1161.86,1822.56,2576.65,1248.62,1558.34,1616.65,792.20,788.89,1314.00,1175.57,1203.29,1184.98,1237.02,989.66,1827.58,1233.42,1903.68,1296.57,1231.59,1538.66,938.97,996.42
1928,1875.64,2993.11,933.29,1654.05,1032.18,1673.80,2243.78,1105.73,1350.82,1378.47,725.40,711.88,1089.14,1055.93,1144.30,1060.38,1064.02,863.32,1618.79,1055.81,1672.71,1161.06,1099.42,1383.68,873.59,920.99
1929,1869.44,2962.97,1013.53,1741.19,1109.80,1492.78,2318.41,1160.32,1371.44,1421.46,827.40,598.88,1178.53,904.58,842.80,1220.23,1166.28,969.25,1527.93,1187.01,1161.37,935.66,1061.19,997.99,935.28,983.76
1930,1837.84,2920.68,1015.22,1859.52,1125.55,1453.71,2254.93,1087.67,1326.89,1329.28,853.00,515.45,1269.55,801.19,770.04,1220.25,1073.09,984.11,1448.41,1168.70,1178.16,829.30,957.70,916.70,927.48,985.17
1931,2220.36,2936.25,1321.20,2281.44,1432.82,2169.69,2724.72,1424.48,1781.58,1584.88,990.00,825.44,1616.30,1334.41,1516.59,1505.29,1419.36,1116.50,2107.94,1373.96,2185.97,1441.48,1378.68,1896.03,1137.57,1232.06
1932,1820.73,2896.45,912.11,1566.31,1093.06,1617.60,2123.85,1153.52,1332.53,1250.38,938.80,735.53,1098.32,1117.87,1166.66,1259.97,1033.71,941.85,1622.02,1140.19,1794.32,1207.83,1157.82,1476.18,993.90,1026.35
1933,2074.91,2923.73,1239.82,1937.14,1302.41,1869.34,2542.56,1419.68,1640.55,1713.36,1028.10,870.13,1362.55,1296.99,1194.61,1440.31,1432.49,1173.70,1941.01,1440.59,1708.85,1314.29,1432.78,1464.63,1150.20,1186.86
1934,1837.93,2989.93,888.64,1868.60,994.33,1598.03,2153.33,1019.41,1271.54,1275.73,773.30,641.61,1116.36,934.14,1020.96,1079.27,972.58,894.71,1509.55,1035.65,1505.12,1012.24,986.61,1283.33,842.80,880.80
1935,1876.48,2928.79,977.08,1917.57,1114.95,1748.78,2110.46,1236.47,1447.07,1374.45,873.60,746.85,1184.20,1107.52,1143.42,1206.36,1127.37,1061.44,1715.10,1254.36,1717.81,1201.68,1171.18,1430.56,963.11,992.60
1936,1943.68,2826.76,1045.17,1846.84,1223.53,1785.61,2370.12,1330.56,1582.01,1420.85,883.00,764.07,1285.44,1187.97,1167.00,1263.09,1115.87,926.63,1843.63,1111.72,1720.38,1241.79,1291.00,1451.78,1019.17,1077.10
1937,2101.88,2889.02,1238.17,1886.80,1339.22,1786.60,2716.48,1413.12,1633.33,1559.46,1064.40,854.68,1408.06,1239.81,1192.48,1512.53,1369.47,1093.42,1845.54,1351.28,1796.38,1287.16,1376.85,1538.47,1169.84,1215.27
1938,2218.35,3001.13,1430.10,2124.43,1555.88,1865.83,2740.08,1452.20,1678.20,1830.87,1300.20,863.49,1644.28,1235.38,1244.44,1888.69,1677.26,1460.73,1873.23,1819.60,1928.12,1288.74,1359.96,1594.49,1382.49,1439.81
1939,1728.30,2899.84,839.85,1478.17,834.92,1309.48,2110.53,916.05,1092.37,1392.89,641.30,615.08,922.11,883.14,857.40,884.76,1023.18,811.56,1303.33,994.93,1268.15,954.74,882.18,1126.82,714.10,738.99
1940,1642.83,2806.62,822.83,1502.93,916.54,1295.77,1916.54,961.40,1156.18,1196.84,707.80,526.71,1008.21,816.53,813.81,991.08,918.82,800.26,1306.81,949.86,1222.12,865.52,924.97,968.53,768.83,808.08
1941,1752.96,2827.62,951.46,1727.54,992.03,1471.20,2088.20,982.57,1238.94,1372.22,672.10,452.39,1128.93,787.33,887.62,1005.12,1091.21,855.26,1430.25,1063.05,1308.91,875.20,884.55,1016.01,780.19,844.25
1942,2179.01,2949.81,1239.94,2345.11,1517.80,1958.00,2667.93,1552.42,1851.65,1560.08,1068.50,923.70,1610.74,1341.67,1249.62,1588.07,1321.54,1122.85,2034.83,1350.00,1730.98,1374.67,1469.72,1648.99,1247.36,1326.95
1943,2045.13,2918.35,1121.36,1897.43,1222.23,1753.78,2570.29,1278.21,1554.49,1700.25,958.10,751.70,1298.92,1187.05,1189.13,1412.28,1368.89,1154.21,1823.33,1420.04,1713.73,1290.47,1287.42,1432.89,1083.91,1125.25
1944,2163.48,3099.68,1272.28,2171.36,1391.70,1844.54,2658.77,1411.97,1735.22,1688.28,973.50,784.47,1527.56,1194.87,1114.45,1471.97,1466.27,1209.07,1885.09,1506.50,1524.47,1195.87,1366.09,1435.79,1137.68,1215.00
1945,2043.44,2918.35,1111.59,1969.78,1125.47,1835.84,2623.77,1197.84,1507.92,1655.98,731.30,633.76,1264.05,1131.99,1150.49,1115.60,1289.88,964.75,1888.87,1238.88,1623.43,1178.96,1185.15,1356.37,880.07,952.80
1946,1991.94,3019.32,1142.04,2043.74,1234.70,1607.40,2381.47,1341.27,1650.56,1623.58,842.60,692.26,1384.12,1072.77,930.32,1255.11,1325.80,1075.20,1692.99,1359.03,1313.11,1036.86,1314.72,1119.59,993.68,1053.91
1947,1864.39,3019.08,874.50,2089.33,1031.86,1676.25,2177.69,1059.80,1418.11,1292.89,652.30,523.10,1191.30,914.73,924.08,991.88,966.96,801.74,1696.95,987.03,1375.21,970.33,984.65,1074.82,775.02,843.67
1948,2040.89,3009.10,1104.48,2126.52,1340.33,1788.99,2499.78,1340.28,1653.43,1520.16,891.70,618.80,1479.45,1063.91,1006.85,1344.83,1213.46,1016.16,1847.23,1243.71,1523.85,1046.78,1245.37,1210.83,1054.41,1140.63
1949,2013.37,3038.55,1022.03,2027.11,1260.07,1799.23,2436.00,1357.72,1617.00,1472.17,901.80,772.52,1303.75,1171.83,1062.84,1321.25,1172.98,1022.32,1876.18,1222.01,1515.95,1150.54,1320.82,1303.42,1060.97,1105.95
1950,2124.06,2996.95,1355.24,1996.12,1464.06,2033.04,2403.00,1510.83,1795.80,1629.11,1311.00,932.25,1505.28,1472.51,1370.83,1889.14,1535.68,1413.48,2180.13,1655.65,1934.59,1539.64,1571.96,1753.55,1333.76,1377.96
1951,2050.29,3072.35,1092.18,2011.73,1200.80,1790.18,2459.88,1347.98,1603.99,1678.56,889.00,689.47,1331.39,1187.27,1080.10,1371.57,1387.26,1190.75,1872.59,1493.80,1542.13,1259.08,1337.58,1330.30,1010.02,1056.29
1952,1903.17,2902.58,1032.13,1846.84,1163.01,1691.99,2280.98,1269.83,1488.01,1225.27,879.40,644.29,1242.16,1079.65,1104.50,1255.47,1075.18,911.23,1709.54,1092.64,1617.04,1146.40,1184.80,1460.58,981.52,1033.17
1953,1921.98,3001.09,996.61,1875.68,1141.23,1544.19,2392.41,1105.64,1267.12,1473.25,883.00,561.78,1289.28,897.38,1004.66,1311.27,1129.99,981.77,1429.58,1182.33,1264.83,1027.57,986.42,1100.88,970.51,1021.87
1954,2261.70,3054.98,1334.24,2265.81,1405.31,1934.98,2966.00,1436.64,1662.05,1899.07,1099.90,676.74,1542.96,1137.78,1301.38,1615.12,1530.93,1239.77,1882.98,1528.03,1863.31,1247.12,1349.78,1367.46,1192.58,1280.77
1955,2093.90,3028.91,1200.61,2074.38,1302.90,1956.05,2485.24,1328.07,1589.00,1523.45,1011.60,849.21,1407.81,1302.38,1299.38,1458.60,1301.04,1205.81,1954.71,1430.81,1927.29,1396.98,1325.07,1611.14,1151.07,1187.85
1956,2111.56,3147.53,1125.35,1956.42,1126.76,1714.85,2639.21,1163.93,1360.71,1681.69,946.50,818.75,1241.15,1188.82,1276.68,1444.89,1382.84,1229.55,1658.86,1498.66,1872.57,1339.59,1219.48,1539.77,1025.22,1041.72
1957,1731.10,2829.13,821.21,1635.83,957.86,1469.04,2079.61,1032.89,1323.82,1277.14,725.00,580.18,1026.34,955.06,911.87,1011.19,962.35,745.40,1578.19,915.38,1317.59,980.33,1059.10,950.69,798.25,839.86
1958,1755.74,2629.26,1003.36,1816.64,1330.20,1587.61,2037.23,1280.98,1466.34,1419.75,708.00,489.70,1429.33,882.68,872.22,1296.68,1156.65,882.18,1603.42,1126.45,1040.92,1064.51,1118.96,948.36,990.18,1112.66
1959,1812.34,2874.47,875.92,1848.75,971.33,1686.44,2167.92,1127.00,1461.47,1161.44,542.00,602.33,1144.45,1062.94,1027.61,937.13,918.82,750.89,1792.38,916.12,1366.44,1066.42,1192.22,1050.64,742.87,811.37
1960,1856.18,2943.05,987.76,1891.63,1260.77,1580.98,2133.71,1181.65,1428.41,1229.55,804.90,641.62,1375.67,964.23,966.88,1412.41,1036.46,895.88,1659.79,1082.69,1194.72,1081.24,1099.32,1223.01,1051.69,1136.50
1961,1854.43,3058.39,1022.83,1764.76,1033.08,1491.14,2182.58,1132.45,1358.34,1324.36,821.20,623.63,1190.12,965.66,872.67,1088.02,1122.36,1021.61,1600.24,1189.73,1057.00,1008.39,1070.35,1047.00,849.87,886.80
1962,1939.75,3170.64,1040.86,1908.63,1130.84,1568.24,2311.58,1252.61,1413.77,1282.32,811.90,571.91,1215.92,948.87,938.81,1149.31,1120.20,939.72,1607.31,1112.14,1245.72,1038.10,1136.53,1232.87,950.02,983.90
1963,2045.10,3131.74,1199.24,2057.60,1379.84,1652.18,2420.09,1371.43,1575.56,1440.03,1035.50,701.10,1503.13,1016.26,1081.47,1395.96,1285.53,1092.63,1648.29,1306.11,1499.22,1092.11,1229.96,1352.53,1158.46,1213.45
1964,1839.80,2809.75,1016.09,1879.69,1163.71,1769.46,2155.95,1244.44,1541.57,1220.94,728.40,587.07,1273.53,999.99,1005.03,1145.03,1073.42,948.16,1828.97,1139.11,1447.37,1098.46,1141.05,1181.95,885.59,968.31
1965,1784.41,2759.05,1009.50,1646.38,1355.69,1482.03,2052.64,1281.67,1459.05,1358.25,905.20,645.71,1342.29,989.59,972.53,1480.27,1153.17,970.24,1529.22,1192.23,1427.32,1006.34,1174.94,1185.18,1122.80,1200.35
1966,2068.36,2912.14,1245.60,1982.09,1380.14,1968.49,2430.83,1380.67,1563.91,1587.66,1305.50,932.72,1435.00,1339.19,1288.61,1638.58,1444.11,1309.08,1956.45,1556.12,1720.37,1478.16,1332.97,1655.72,1234.51,1267.98
1967,1922.92,3035.22,1042.55,1831.95,1010.42,1636.00,2320.54,990.03,1283.32,1427.25,752.30,622.95,1151.15,1061.69,1119.20,1217.38,1174.32,1091.47,1619.25,1300.54,1599.25,1142.91,1040.95,1221.46,868.33,928.26
1968,1866.62,2778.95,911.07,1785.02,1139.65,1747.13,2282.47,1125.32,1380.77,1414.39,800.80,589.93,1213.32,1028.06,1187.24,1218.24,1093.99,873.59,1708.34,1096.11,1714.31,1172.65,1075.43,1357.20,931.72,1011.83
1969,1971.06,2933.69,1077.99,1978.67,1513.40,1885.84,2144.48,1492.66,1710.21,1353.50,1491.90,923.89,1532.77,1306.55,1238.66,1721.94,1211.55,1114.55,1895.26,1306.10,1612.38,1499.59,1358.17,1609.07,1347.90,1358.49
1970,2068.24,2887.48,1272.43,1840.93,1335.75,1803.10,2552.94,1447.94,1651.57,1767.24,1103.40,812.77,1431.02,1206.64,1165.98,1505.47,1463.04,1232.30,1878.37,1483.13,1699.21,1261.95,1390.74,1521.21,1142.74,1180.36
1971,1907.51,2974.51,1022.15,1761.31,949.17,1608.80,2328.09,1049.00,1214.73,1553.02,758.50,576.83,1091.29,973.16,1226.41,994.45,1231.04,1064.55,1447.65,1289.78,1790.65,1212.87,982.90,1354.49,815.83,838.66
1972,1942.10,3029.56,1069.71,1654.13,957.18,1468.88,2389.20,1012.12,1284.48,1832.88,695.00,655.11,1028.68,1042.41,1146.59,1167.56,1373.30,1149.57,1530.13,1424.77,1723.70,1091.39,1128.66,1325.28,835.58,884.82
1973,1852.66,2869.46,937.86,1720.25,957.07,1603.83,2258.08,1200.10,1388.08,1359.41,693.00,688.71,1059.73,1038.70,1051.30,1000.91,1004.78,876.98,1650.76,1053.63,1609.65,1070.17,1130.62,1460.54,838.56,860.10
1974,1758.67,2747.48,859.16,1581.68,971.65,1490.60,2139.02,1009.25,1259.63,1261.50,680.30,674.43,1101.02,1022.38,1052.52,1013.97,964.65,839.45,1465.99,1014.83,1492.83,1106.02,977.80,1351.90,805.02,870.76
1975,1851.09,2846.35,838.30,1706.16,1205.30,1601.75,2208.55,1267.56,1372.19,1408.40,1028.80,769.55,1191.84,1069.21,1134.13,1289.30,1052.13,881.66,1534.49,1080.20,1764.35,1111.88,1193.43,1453.32,1057.86,1092.98
1976,1862.72,2804.41,874.44,1812.08,1037.18,1594.39,2339.93,1070.81,1450.72,1471.48,774.20,555.66,1161.50,1024.10,1104.54,1148.38,1050.23,801.54,1669.54,1011.43,1789.32,1017.10,1136.51,1132.47,871.51,929.56
1977,1773.45,2908.34,910.65,1765.95,1071.48,1413.75,2142.79,1070.39,1305.57,1230.46,742.10,470.45,1174.77,800.78,852.58,1107.66,970.63,736.83,1457.32,922.01,1281.27,807.70,1021.83,912.36,890.20,956.50
1978,1936.13,3031.16,1044.32,2013.38,1127.90,1751.10,2230.71,1295.98,1562.07,1366.14,714.90,596.75,1256.75,1071.65,1132.64,1185.00,1136.49,977.53,1798.61,1178.91,1560.35,1182.86,1239.32,1304.10,901.29,969.97
1979,2105.37,3022.89,1107.87,2142.32,1290.12,2058.24,2469.58,1267.95,1603.70,1575.86,905.10,876.53,1396.37,1365.64,1314.87,1409.27,1287.92,1017.60,2085.28,1279.84,1887.56,1522.31,1250.63,1777.06,1075.72,1146.47
1980,1965.25,2915.31,1258.89,1946.26,1159.49,1554.03,2452.01,1146.73,1402.28,1579.73,727.30,541.60,1405.42,870.38,916.48,1251.09,1380.80,1183.09,1534.19,1436.68,1339.53,918.23,1028.19,1089.83,916.91,997.42
1981,2305.52,3194.28,1287.64,2248.76,1398.24,2102.54,2734.75,1513.34,1910.97,1835.14,844.00,1035.73,1504.03,1498.24,1428.94,1518.81,1472.43,1275.94,2208.42,1612.46,2114.49,1569.30,1600.92,2228.37,1137.87,1210.63
1982,1911.85,3047.88,1024.53,1828.73,1086.24,1513.19,2252.55,1124.40,1371.22,1562.32,676.00,613.69,1173.62,933.37,1119.16,1182.99,1285.48,1027.78,1460.88,1305.78,1686.72,995.86,1080.06,1283.27,864.69,943.84
1983,1908.95,3161.18,1090.43,1940.34,1028.85,1607.78,2099.74,1176.92,1497.16,1553.03,665.80,600.11,1195.65,1011.87,1044.53,1048.29,1298.94,1001.68,1664.21,1298.35,1459.67,973.43,1194.09,1145.87,785.23,840.81
1984,1954.22,2957.49,1003.91,1782.52,1063.49,1550.51,2530.53,1068.58,1340.25,1601.92,876.40,646.09,1157.36,984.84,1000.04,1231.40,1187.34,961.84,1546.40,1176.63,1505.19,989.72,1092.03,1192.62,972.28,995.41
1985,2092.62,2953.37,1248.90,2012.62,1196.01,1832.68,2604.09,1183.50,1469.14,1607.62,972.40,868.50,1336.06,1248.32,1226.26,1446.21,1392.37,1227.03,1796.00,1468.49,1795.91,1280.81,1222.32,1614.39,1034.81,1094.23
1986,2015.39,3109.54,1067.32,2026.76,1128.14,1777.73,2396.72,1140.77,1470.00,1496.04,765.80,656.27,1297.40,1152.29,1166.66,1188.90,1205.29,1015.04,1830.39,1243.33,1751.23,1198.24,1176.33,1320.78,936.54,999.06
1987,1904.29,2916.68,1110.43,1787.06,1292.45,1638.28,2252.40,1228.14,1436.23,1285.79,922.30,650.12,1330.59,1014.07,1103.35,1408.72,1139.35,988.00,1616.73,1182.16,1546.72,1120.19,1139.18,1448.16,1083.89,1144.20
1988,2099.15,2850.85,1337.39,1998.27,1425.35,1959.61,2589.97,1322.27,1558.58,1604.79,1140.40,866.56,1501.18,1168.50,1323.76,1562.81,1381.30,1307.31,1784.24,1494.90,2008.63,1260.94,1207.48,1697.33,1210.66,1271.81
1989,1772.13,2789.55,889.28,1627.07,1120.60,1489.30,2143.16,988.90,1135.31,1359.49,853.10,572.38,1125.71,889.99,1021.73,1228.51,1067.12,904.82,1392.96,1097.24,1541.34,1031.96,902.98,1253.38,965.25,1015.72
1990,2066.40,3063.81,1237.85,1828.52,1387.18,1715.07,2507.68,1468.64,1677.37,1544.34,1029.00,774.05,1460.68,1156.79,1162.42,1536.13,1358.10,1186.17,1733.53,1425.90,1629.75,1216.75,1399.42,1479.40,1182.19,1243.43
1991,1781.30,2836.62,953.09,1740.45,979.93,1350.71,2228.68,967.72,1244.26,1400.78,739.20,515.71,1113.68,808.64,749.29,1137.64,1128.81,1012.75,1415.68,1225.12,1053.69,837.82,903.21,854.69,831.42,875.00
1992,1777.45,2779.40,1056.43,1818.20,1207.95,1525.85,1969.23,1298.95,1566.78,1285.57,857.10,651.04,1319.24,1008.46,873.50,1276.58,1152.65,1022.04,1691.44,1226.62,1271.64,1000.25,1239.30,1134.44,984.83,1041.95
1993,1982.20,2990.26,1127.96,1803.57,1202.41,1593.51,2472.53,1262.42,1585.26,1587.62,812.20,610.97,1344.73,1068.35,958.65,1277.38,1270.91,1068.31,1780.53,1311.82,1340.05,1045.59,1233.97,1155.56,957.83,1027.39
1994,1925.77,2925.50,1060.04,1894.10,1061.18,1567.41,2419.37,1046.50,1323.02,1506.57,745.40,548.72,1230.58,852.48,1008.18,1120.32,1214.71,989.27,1468.22,1211.04,1512.39,967.70,947.25,1230.08,850.83,918.82
1995,1960.10,2938.11,1045.88,1782.61,1262.20,1597.35,2466.75,1353.77,1542.38,1282.66,922.00,706.96,1317.70,1100.49,1009.46,1269.88,1106.66,987.79,1730.94,1153.47,1531.00,1095.33,1276.76,1395.38,1052.67,1104.97
1996,2082.24,3237.77,1105.94,2063.11,1403.98,1798.20,2408.87,1457.19,1750.07,1471.13,1029.10,812.55,1467.21,1188.17,1104.56,1505.85,1207.47,1096.40,1890.29,1274.92,1620.48,1154.63,1440.17,1374.81,1161.20,1227.11
1997,1782.71,2916.14,910.26,1668.54,947.34,1356.18,2198.88,944.96,1248.96,1395.57,675.80,461.25,1095.38,807.63,753.64,1069.08,1131.82,936.54,1445.90,1183.01,1104.13,820.46,913.47,943.46,764.37,823.73
1998,2216.37,3240.50,1159.66,2227.09,1333.77,1855.73,2822.60,1370.42,1686.03,1564.89,905.10,736.41,1473.79,1158.00,1117.23,1421.39,1318.32,1103.76,1942.91,1357.76,1646.15,1185.03,1294.77,1441.33,1075.01,1150.76
1999,2294.91,3013.46,1388.41,1927.58,1471.43,1928.87,3051.31,1546.39,1718.23,1831.88,1187.70,1001.68,1495.16,1398.31,1333.83,1659.31,1599.81,1362.39,1988.32,1686.96,1890.93,1493.52,1487.16,1818.67,1338.49,1374.22
2000,1990.66,3082.10,1002.35,1768.93,1026.42,1603.76,2548.70,1073.47,1267.22,1614.28,814.40,675.07,1107.21,1001.49,1081.11,1170.36,1249.46,1038.99,1487.04,1297.09,1621.74,1143.75,1043.33,1272.30,917.90,942.73
2001,1653.87,2737.17,834.76,1513.22,947.59,1360.25,1966.17,965.31,1190.14,1098.48,716.90,576.85,1028.03,874.40,843.30,1047.09,867.95,745.07,1380.57,875.67,1221.64,901.30,944.65,1108.63,785.58,831.39
2002,1836.15,3000.98,887.96,1745.99,979.02,1505.41,2189.06,1025.96,1301.69,1498.49,649.10,528.17,1086.19,896.35,970.15,1028.21,1127.95,915.58,1499.34,1161.64,1399.10,972.45,988.49,1154.78,787.85,846.26
2003,2007.70,3129.23,962.30,2207.52,1239.79,1876.81,2358.04,1236.58,1586.72,1141.32,800.40,639.66,1386.95,1038.25,1147.66,1245.30,975.73,855.72,1834.30,1020.03,1743.78,1090.92,1172.29,1410.95,961.34,1053.37
2004,2053.71,2910.47,1197.13,2132.82,1480.25,2056.80,2266.73,1548.48,1851.03,1395.25,1053.30,961.22,1531.63,1427.36,1421.16,1511.40,1275.90,1178.88,2090.36,1411.23,1954.06,1484.20,1518.83,1819.35,1256.38,1322.53
2005,2155.80,2972.95,1275.88,2122.19,1523.96,2019.51,2513.54,1515.96,1780.40,1595.43,1156.30,951.19,1589.50,1413.64,1473.04,1740.91,1402.01,1209.05,2048.71,1472.07,2157.22,1474.90,1517.35,1863.76,1310.20,1387.25
2006,2034.64,2916.58,1098.24,2017.46,1307.83,1940.38,2382.04,1354.49,1692.31,1535.48,911.80,848.87,1423.01,1356.60,1334.99,1404.08,1252.57,1093.20,2029.80,1324.59,1829.65,1496.16,1362.31,1567.80,1083.79,1145.62
