Variable:,pr
,Burundi,Bubanza,"Bujumbura Mairie","Bujumbura Rural",Bururi,Cankuzo,Cibitoke,Gitega,Karuzi,Kayanza,Kirundo,Makamba,Muramvya,Muyinga,Mwaro,Ngozi,Rutana,Ruyigi
1970,1284.26,1275.90,1240.20,1318.00,1339.35,1231.09,1408.54,1366.45,1259.38,1357.92,1109.84,1278.85,1385.00,1128.55,1383.51,1268.37,1314.93,1277.44
1971,1299.81,1274.10,1234.10,1387.32,1433.28,1193.75,1340.94,1431.69,1246.91,1363.32,1061.63,1358.04,1466.60,1088.19,1466.51,1203.80,1331.00,1257.52
1972,1246.90,1218.75,1173.50,1280.42,1310.33,1237.37,1361.99,1342.63,1206.07,1324.19,1063.94,1240.48,1377.60,1081.83,1368.11,1209.43,1269.10,1228.29
1973,1149.45,1161.28,1120.50,1187.77,1189.73,1071.72,1338.74,1221.10,1122.16,1258.06,1045.47,1101.60,1262.80,1042.12,1249.80,1188.38,1119.49,1104.63
1974,1183.11,1163.69,1122.20,1256.75,1307.39,1066.09,1302.71,1287.73,1091.69,1258.76,973.35,1263.19,1303.40,975.68,1317.94,1139.94,1215.63,1115.85
1975,1203.01,1181.73,1140.90,1246.24,1285.09,1134.29,1333.29,1295.93,1168.91,1277.28,1075.78,1179.49,1306.00,1079.91,1324.27,1194.65,1186.45,1158.55
1976,1075.46,1105.93,1072.00,1136.36,1144.70,989.94,1247.28,1155.01,1024.73,1184.44,920.07,1081.70,1196.50,912.22,1188.07,1091.78,1047.59,1015.38
1977,1352.17,1334.63,1291.70,1396.35,1425.60,1276.61,1503.76,1437.36,1309.78,1431.72,1185.88,1364.06,1458.20,1195.38,1460.83,1339.67,1366.99,1319.25
1978,1330.81,1319.02,1277.00,1368.62,1403.59,1274.40,1464.25,1427.74,1272.76,1413.84,1156.04,1348.30,1457.30,1160.02,1455.89,1303.44,1352.07,1290.73
1979,1293.83,1276.53,1240.60,1319.77,1344.33,1236.86,1410.46,1370.01,1265.48,1354.25,1122.56,1313.87,1387.70,1143.17,1383.57,1264.56,1341.33,1290.73
1980,1202.88,1215.52,1178.50,1246.99,1253.94,1105.16,1374.12,1278.52,1159.61,1298.28,1074.01,1187.78,1311.60,1074.96,1302.91,1221.50,1207.51,1161.11
1981,1284.58,1279.29,1233.70,1344.57,1372.33,1156.71,1428.27,1392.25,1226.57,1391.04,1067.71,1323.07,1433.40,1079.68,1421.06,1267.52,1322.51,1243.73
1982,1410.29,1356.10,1305.50,1477.15,1543.37,1334.35,1502.73,1531.42,1342.35,1479.36,1137.81,1487.92,1543.30,1171.67,1559.77,1340.66,1461.18,1372.49
1983,1188.90,1207.32,1166.90,1248.87,1264.39,1081.88,1370.12,1282.32,1141.83,1300.93,1039.45,1166.18,1319.90,1041.37,1316.91,1209.40,1164.23,1126.98
1984,1037.66,1044.23,1011.90,1082.15,1105.32,956.94,1158.38,1126.41,1027.59,1113.28,871.05,1041.02,1149.90,881.17,1150.91,1011.30,1038.31,1017.09
1985,1212.56,1140.35,1097.40,1198.35,1242.66,1185.54,1259.56,1286.92,1208.40,1251.50,1107.87,1202.18,1301.40,1137.72,1297.58,1182.15,1260.43,1224.43
1986,1214.29,1195.49,1157.60,1234.63,1249.51,1194.12,1311.30,1297.85,1230.39,1285.07,1045.14,1180.06,1331.50,1086.22,1317.23,1190.89,1225.60,1226.25
1987,1179.15,1172.20,1134.40,1187.04,1188.59,1135.65,1305.97,1252.36,1199.03,1262.96,1083.94,1107.80,1292.00,1096.27,1271.54,1188.76,1175.45,1184.61
1988,1264.88,1231.35,1184.40,1313.55,1364.76,1178.22,1395.51,1368.08,1201.88,1347.19,1078.73,1298.82,1380.70,1076.23,1394.40,1238.57,1292.66,1222.22
1989,1220.17,1163.82,1120.80,1276.63,1338.87,1116.45,1279.54,1333.49,1199.16,1277.28,1000.25,1259.60,1327.50,1027.26,1353.76,1164.59,1263.62,1208.55
1990,1236.95,1194.12,1151.40,1279.82,1328.83,1155.16,1263.37,1358.61,1210.31,1314.38,1027.43,1260.39,1392.70,1058.37,1386.38,1183.32,1275.74,1221.32
1991,1215.44,1211.46,1177.50,1279.31,1304.97,1131.74,1281.87,1325.00,1175.70,1289.12,1010.61,1245.06,1362.60,1035.84,1355.13,1159.81,1238.74,1183.16
1992,1110.35,1102.98,1068.70,1170.41,1195.97,1018.09,1193.79,1202.84,1065.66,1186.28,934.54,1144.89,1237.10,944.30,1229.85,1076.39,1127.45,1073.07
1993,1053.60,1056.16,1023.20,1099.90,1112.38,957.21,1189.07,1122.68,1009.01,1128.73,915.05,1073.02,1149.10,916.94,1141.46,1048.41,1076.33,1021.66
1994,1215.83,1215.83,1177.30,1270.34,1295.47,1124.80,1352.39,1311.63,1181.50,1306.09,1044.74,1213.43,1338.50,1053.99,1339.69,1205.05,1217.11,1178.53
1995,1174.25,1171.44,1129.80,1220.70,1241.44,1082.46,1321.62,1265.29,1130.03,1271.22,1025.61,1170.54,1301.10,1022.69,1293.28,1172.30,1179.52,1133.14
1996,1093.40,1075.37,1036.30,1125.15,1160.22,1033.51,1225.46,1172.86,1050.18,1164.28,954.13,1106.03,1190.90,954.52,1195.69,1077.71,1102.88,1058.24
1997,1306.71,1283.65,1245.50,1363.74,1403.45,1245.55,1408.90,1402.13,1245.52,1366.16,1097.17,1358.66,1416.00,1117.26,1425.62,1253.35,1345.85,1272.23
1998,1286.25,1268.84,1228.80,1333.65,1369.59,1231.48,1399.42,1383.66,1241.17,1363.27,1109.39,1285.90,1405.70,1137.21,1412.95,1267.05,1288.95,1243.28
1999,1162.50,1173.66,1143.00,1250.54,1280.31,1068.98,1285.86,1259.18,1098.72,1229.43,935.66,1213.61,1274.00,957.80,1287.22,1114.66,1177.85,1111.53
2000,1076.44,1075.48,1038.80,1125.95,1148.14,1001.81,1204.76,1163.26,1041.04,1159.54,921.79,1073.22,1193.60,931.75,1190.79,1064.89,1073.34,1038.09
2001,1365.99,1417.04,1373.70,1466.56,1469.62,1213.50,1620.17,1480.65,1296.28,1493.83,1165.59,1346.10,1521.80,1163.72,1520.88,1370.06,1348.82,1288.10
2002,1270.42,1222.08,1184.00,1284.66,1331.35,1266.37,1331.52,1361.56,1255.50,1312.11,1076.85,1284.86,1364.70,1109.55,1374.54,1210.58,1324.96,1285.44
2003,1242.58,1274.95,1237.80,1333.79,1345.90,1119.15,1444.16,1336.89,1167.75,1339.86,1038.71,1273.81,1369.30,1042.58,1369.61,1225.74,1244.22,1174.12
2004,968.37,886.81,854.90,945.58,1018.68,1017.88,970.67,1041.59,964.12,961.66,791.37,1012.77,1013.20,829.90,1041.70,880.83,1049.21,1010.06
2005,1057.59,1073.74,1048.80,1130.08,1149.34,973.61,1165.05,1144.47,1009.62,1111.99,869.09,1088.40,1157.80,884.88,1166.28,1007.03,1082.23,1024.49
2006,1354.94,1311.10,1262.80,1371.73,1410.45,1323.17,1464.03,1448.07,1328.31,1437.22,1184.96,1352.85,1475.80,1202.79,1470.97,1338.41,1379.67,1342.23
2007,1265.67,1251.67,1208.80,1307.76,1329.98,1205.08,1389.21,1363.93,1236.07,1357.38,1106.16,1240.08,1398.50,1116.83,1391.56,1253.77,1272.94,1239.18
2008,1189.01,1205.25,1176.40,1278.36,1311.71,1077.18,1309.19,1294.49,1124.02,1250.91,980.69,1228.47,1303.50,994.73,1323.79,1132.11,1204.76,1132.94
2009,1213.98,1160.12,1111.70,1206.93,1253.98,1181.96,1305.42,1304.24,1202.75,1296.23,1081.55,1191.23,1328.60,1094.57,1325.00,1212.62,1234.09,1209.04
2010,1276.76,1284.92,1237.70,1318.01,1322.60,1205.84,1482.27,1363.66,1236.87,1393.00,1157.52,1220.92,1410.80,1152.10,1396.00,1305.16,1254.56,1228.03
2011,1492.25,1529.49,1471.50,1604.44,1623.40,1317.16,1725.48,1657.31,1428.39,1667.64,1268.17,1418.80,1721.40,1276.15,1717.54,1512.64,1439.11,1391.32
2012,961.12,962.00,921.60,975.64,971.37,926.69,1144.02,1007.81,932.02,1060.05,909.43,912.06,1056.50,893.03,1032.87,1010.48,926.41,919.53
2013,1248.13,1233.44,1190.60,1293.10,1327.33,1181.50,1368.25,1353.60,1212.69,1338.11,1074.57,1233.02,1382.80,1088.65,1383.90,1229.56,1251.68,1213.10
2014,1229.39,1229.43,1189.60,1288.95,1317.84,1129.50,1372.29,1330.84,1180.64,1318.78,1048.75,1235.91,1356.20,1057.00,1359.76,1211.18,1240.04,1185.38
2015,1252.68,1237.14,1194.10,1292.57,1318.58,1177.97,1380.97,1342.01,1214.58,1347.78,1106.58,1247.71,1378.10,1112.22,1371.29,1255.08,1249.33,1211.40
2016,1290.84,1240.65,1195.70,1299.97,1346.01,1274.82,1380.48,1379.63,1269.30,1356.13,1115.25,1303.24,1396.70,1136.08,1398.24,1259.27,1326.05,1289.09
2017,1141.79,1149.58,1113.00,1210.95,1238.81,1018.06,1283.91,1236.31,1082.78,1230.56,982.20,1162.57,1263.80,983.29,1268.37,1130.70,1136.70,1077.31
2018,1195.25,1195.08,1161.40,1258.59,1286.35,1115.19,1321.18,1283.66,1143.98,1262.30,1005.34,1228.43,1300.80,1019.66,1308.00,1158.86,1213.96,1156.56
2019,1325.27,1414.01,1377.70,1463.32,1439.29,1144.00,1600.12,1432.99,1241.64,1464.62,1131.78,1309.18,1493.20,1122.69,1480.95,1336.65,1278.81,1218.89
2020,1448.94,1439.11,1391.40,1498.64,1527.10,1384.39,1595.76,1569.95,1419.42,1548.30,1233.74,1422.75,1602.50,1259.19,1600.66,1420.31,1466.10,1426.62
