Variable:,pr
,"United States",Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,"District of Columbia",Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,"New Hampshire","New Jersey","New Mexico","New York","North Carolina","North Dakota",Ohio,Oklahoma,Oregon,Pennsylvania,"Rhode Island","South Carolina","South Dakota",Tennessee,Texas,Utah,Vermont,Virginia,Washington,"West Virginia",Wisconsin,Wyoming
1911,668.55,1382.10,415.40,350.40,1215.33,612.90,411.46,1125.43,1159.11,1018.17,1236.39,1204.20,2220.02,447.08,971.29,1009.59,789.12,594.69,1182.33,1505.78,966.31,1114.07,1018.11,868.67,704.72,1477.58,935.74,419.97,514.57,227.51,993.34,1272.42,429.13,945.14,1055.08,466.13,1078.81,753.60,523.23,1128.88,1053.87,1036.50,425.87,1326.07,616.79,325.50,951.04,1043.41,798.64,1203.79,898.50,292.17
1912,702.29,1714.89,462.09,289.73,1167.81,486.47,426.02,1116.66,1125.22,1104.17,1657.37,1635.79,1512.25,542.98,896.30,1025.74,726.41,646.42,1228.54,1563.72,1177.42,1114.01,1053.82,807.24,568.38,1642.66,939.94,431.52,527.05,224.67,1109.92,1209.44,317.85,995.07,1201.15,511.03,967.92,738.84,777.69,1111.49,1103.75,1379.36,430.33,1373.58,570.58,361.99,1125.38,1075.96,1057.17,1133.61,801.47,408.30
1913,674.43,1354.17,421.40,254.66,1273.46,562.68,380.63,1181.76,1016.96,961.47,1245.34,1173.06,1870.29,502.31,883.57,1056.32,753.33,581.37,1162.71,1522.64,1061.46,1013.32,1068.15,730.33,659.63,1451.10,922.67,381.91,504.41,306.47,1008.37,1173.23,344.03,992.95,1278.41,363.51,1048.45,830.83,647.28,1099.31,1127.92,1231.55,416.98,1195.16,745.09,335.85,986.03,1088.26,887.22,1263.34,798.00,337.34
1914,660.70,1172.01,425.40,365.13,1047.13,663.47,463.42,993.22,932.51,882.79,1302.52,1187.94,2719.30,418.52,724.35,800.23,804.61,565.20,1055.60,1281.47,932.20,919.46,967.24,766.23,687.82,1187.70,872.89,382.63,512.68,252.65,927.71,1004.78,448.47,925.59,1146.16,483.09,903.95,691.80,610.64,971.06,980.51,1112.62,511.47,1109.11,801.06,341.95,896.90,934.43,927.92,1027.45,818.81,284.51
1915,739.74,1375.36,442.20,356.57,1295.81,668.46,481.89,1173.32,1093.15,1074.29,1430.39,1265.89,1967.33,476.37,1038.38,1043.21,1000.34,980.39,1283.72,1330.25,1026.10,1110.89,1126.37,777.49,693.93,1369.25,1220.25,487.80,817.84,242.17,1057.48,1198.07,386.26,1035.16,1207.06,502.34,1029.11,1126.49,652.97,1101.52,1083.20,1243.63,658.79,1332.00,683.77,345.46,983.76,1027.61,998.27,1121.63,829.40,455.92
1916,669.39,1257.08,455.97,354.26,1019.61,687.01,414.09,1046.94,1018.25,1005.16,1196.31,1075.07,2478.54,505.01,904.00,988.91,735.80,568.30,1169.68,1246.03,1116.71,1032.27,1098.73,868.32,700.78,1257.10,944.19,484.00,470.89,275.23,1126.06,955.44,358.97,976.66,1133.85,512.06,959.16,714.16,716.03,1039.13,1114.85,1060.54,483.79,1244.78,542.65,379.70,1012.82,1004.06,1023.69,1161.90,857.11,308.12
1917,584.82,1340.96,435.78,249.36,985.92,356.06,345.22,969.15,1155.89,1008.83,1136.14,1163.38,1781.91,434.31,803.36,919.87,700.03,494.49,1155.47,1002.00,1191.51,1073.04,1044.30,706.28,508.14,1147.38,806.74,348.52,509.56,199.72,1050.35,1057.45,209.75,997.96,1255.78,278.71,944.37,578.72,602.98,1008.70,1047.89,1060.98,395.65,1277.56,368.21,279.31,1018.15,1049.74,946.70,1111.38,697.13,313.33
1918,667.46,1388.76,459.00,321.53,1095.57,537.16,447.49,996.99,950.10,1015.83,1305.03,1230.46,2968.60,412.18,960.14,1003.19,821.28,692.94,1057.18,1307.82,1172.41,1005.45,1014.11,780.04,605.16,1246.78,953.54,363.63,555.67,296.15,1087.74,962.37,342.10,1009.56,1203.75,389.60,922.40,849.68,534.40,1016.62,991.68,1146.95,494.81,1202.54,607.91,345.11,1135.52,1113.24,914.03,1188.56,738.37,390.66
1919,720.81,1653.20,435.39,386.81,1353.79,463.45,436.50,1260.45,1342.49,1192.29,1496.28,1356.82,1263.84,381.08,930.26,954.44,924.89,658.37,1297.36,1746.25,1011.37,1231.63,1187.33,780.01,695.99,1735.69,1011.85,278.10,591.24,201.94,1056.10,1357.24,451.08,988.09,1165.71,394.10,1021.67,855.60,668.99,1121.28,1264.82,1135.85,491.35,1397.05,966.47,288.23,1017.34,1102.56,958.44,1237.51,827.85,273.98
1920,703.97,1627.17,409.41,295.50,1344.59,570.47,416.57,1351.68,1236.47,1189.15,1440.15,1492.22,1700.67,446.01,818.19,913.17,785.59,680.91,1195.53,1557.22,1248.23,1194.13,1330.27,759.57,635.07,1561.74,966.75,375.03,603.49,254.42,1333.73,1272.75,327.07,1008.12,1375.05,390.24,955.88,916.70,648.40,1040.24,1329.42,1299.11,567.29,1413.07,713.59,382.19,1231.75,1179.38,991.82,1138.94,745.85,349.73
1921,655.43,1175.12,424.40,338.90,1198.64,570.01,447.97,1067.74,870.78,926.49,1156.66,1059.81,2033.64,471.31,1024.41,1149.26,818.96,592.07,1254.82,1227.38,887.89,948.89,1087.92,826.33,587.40,1233.78,1093.94,367.93,494.80,249.85,998.77,978.99,365.29,896.84,1068.47,463.23,1092.90,736.24,663.75,1035.30,1079.74,1070.92,461.07,1266.10,570.88,371.88,919.62,916.21,1095.94,1162.09,762.79,330.48
1922,686.77,1497.38,454.03,287.86,1145.30,627.97,360.80,1101.86,1052.01,1133.79,1462.67,1395.36,1915.79,412.10,865.73,973.61,766.26,683.58,1194.15,1646.24,1020.35,1053.29,1181.75,825.71,596.16,1486.11,978.49,391.03,498.16,299.14,1157.48,1011.95,236.55,972.35,1448.27,481.81,952.58,836.27,587.47,901.41,1172.97,1449.78,479.17,1365.59,664.60,357.53,1066.54,1152.38,782.69,1087.62,774.68,346.36
1923,720.53,1557.46,443.88,359.05,1527.22,341.04,514.64,1150.63,1054.35,1009.92,1277.90,1309.08,2704.21,492.64,943.72,1069.72,757.12,792.46,1334.53,1798.19,1033.83,1040.45,1102.43,746.93,536.71,1750.17,1042.55,447.65,673.37,252.32,1068.51,1039.92,433.27,873.89,1109.84,459.70,1003.51,1102.46,590.13,952.08,1165.24,1157.36,524.91,1453.25,849.49,344.83,990.46,1013.33,911.94,1188.69,650.05,459.13
1924,619.78,1214.08,459.18,194.85,937.38,402.66,332.42,964.52,1202.33,1210.06,1467.75,1303.46,1930.85,325.46,904.80,946.60,787.58,602.60,1099.82,914.03,949.17,1211.53,962.64,749.68,629.39,1020.23,1010.24,361.24,506.19,164.82,1004.74,1126.88,237.62,944.34,1386.82,441.25,971.36,696.65,514.13,1067.33,968.92,1433.39,445.50,1179.34,506.15,262.44,991.48,1199.63,843.60,1185.62,804.53,316.75
1925,624.71,1137.50,474.23,280.03,1022.36,497.83,400.20,1055.22,864.64,853.06,1320.74,1000.75,1699.94,490.31,820.67,882.56,719.57,603.19,1034.54,1283.92,1128.55,886.90,1110.62,650.55,591.93,1210.77,969.73,407.71,500.54,305.54,1141.25,1025.16,314.45,1035.04,974.22,404.19,884.17,718.15,578.74,966.35,1081.08,905.67,386.29,1027.05,565.96,335.24,1144.17,842.97,799.06,1006.15,689.85,375.01
1926,703.36,1505.36,449.50,336.15,1202.43,611.53,392.00,1061.28,1105.40,1043.78,1521.77,1274.28,1372.76,433.83,1063.39,1075.00,801.62,623.06,1267.28,1618.79,1062.06,1091.35,1037.69,848.35,616.51,1431.04,1065.12,352.26,514.36,198.91,1017.62,1152.53,407.10,999.46,1079.60,396.64,1111.69,977.97,649.37,1068.78,1068.66,1061.96,428.52,1357.83,805.66,291.24,1027.70,1061.19,865.64,1262.41,862.63,349.34
1927,720.16,1217.46,407.94,344.86,1536.63,644.84,480.16,1282.45,1023.15,939.61,1093.52,1049.25,2310.17,543.39,1247.10,1247.14,769.89,779.97,1403.10,1469.58,1185.06,1027.86,1205.34,796.78,639.66,1389.25,1365.14,512.71,590.93,254.16,1158.94,1233.63,319.64,1103.19,1163.13,554.43,1112.43,961.60,725.24,1155.63,1183.14,1059.88,563.40,1397.26,598.57,402.26,1138.78,1055.43,1034.81,1253.01,774.70,431.26
1928,683.03,1388.29,504.57,228.94,1220.16,429.95,420.58,1081.34,1166.46,1049.97,1543.44,1456.62,1707.51,340.55,932.70,920.17,903.91,802.56,1165.84,1382.34,1114.41,1118.75,1065.21,837.85,657.79,1286.17,1097.51,347.56,548.91,152.53,1063.30,1163.37,343.71,965.87,1377.99,436.47,904.76,903.62,526.05,1063.34,1039.49,1452.35,427.37,1293.48,671.39,263.84,1010.95,1058.36,771.18,1108.70,834.66,339.08
1929,702.43,1810.58,503.90,250.70,1176.43,336.08,432.33,1110.58,1051.06,995.69,1556.94,1683.25,2249.67,356.18,1044.68,1179.14,771.13,699.03,1276.14,1538.42,1006.77,1076.42,1060.59,817.63,520.23,1530.27,1149.82,347.35,570.55,161.01,1046.60,1074.52,369.18,1058.40,1557.09,381.57,1165.42,879.92,468.67,1140.39,1105.16,1598.55,494.58,1460.67,679.13,313.99,1062.56,1170.65,605.58,1196.87,691.87,362.13
1930,608.31,1172.61,514.83,320.89,1070.90,433.57,406.49,877.28,700.29,528.06,1545.44,1187.05,2315.01,422.42,691.10,748.06,661.41,664.78,752.82,1282.03,974.67,605.49,861.16,594.75,557.39,1167.62,779.72,324.76,631.63,274.30,919.48,878.09,329.89,800.20,924.84,386.01,684.48,769.52,453.94,729.03,838.38,1040.14,451.28,984.18,665.15,360.91,909.60,626.81,647.98,643.05,645.38,358.77
1931,639.82,1130.57,462.75,391.35,1166.88,613.28,342.32,1025.95,1027.99,942.78,1124.33,939.57,1710.38,363.80,950.91,972.86,863.69,647.68,1055.86,1288.53,1083.03,991.19,1106.98,762.31,581.57,1298.79,1021.00,270.87,472.59,234.55,1083.69,952.91,419.95,934.67,1089.55,402.56,946.65,790.28,592.12,957.26,1067.60,890.64,353.46,1086.66,653.54,247.50,1055.44,965.95,982.66,1050.87,749.03,279.21
1932,699.29,1605.50,465.15,302.35,1291.34,383.15,346.98,1199.17,1186.23,1229.92,1376.78,1407.16,1934.20,473.01,914.25,1088.76,805.97,588.31,1296.56,1565.32,1083.24,1191.17,1158.73,817.80,582.61,1670.28,937.88,416.24,507.81,242.45,1088.42,1157.46,383.06,1058.26,1279.14,445.99,947.22,819.43,612.67,1002.86,1249.46,1351.43,447.29,1468.96,788.90,318.68,1084.69,1127.31,1062.06,1139.61,653.31,330.05
1933,625.30,1201.52,392.67,277.11,1222.98,481.67,370.41,1200.76,1221.33,1170.45,1430.11,1074.04,1496.07,422.65,894.93,1016.95,622.63,539.31,1266.14,1340.63,1137.83,1216.33,1199.58,743.24,527.57,1285.38,922.21,385.58,491.48,191.31,1188.80,1275.87,320.99,926.02,962.34,354.38,966.86,756.20,625.88,1097.73,1210.07,949.13,365.46,1266.34,564.88,253.41,1048.00,988.92,1145.36,1217.54,666.38,301.00
1934,599.63,1408.74,428.87,238.64,1065.87,472.17,285.54,1205.70,1213.15,1103.16,1379.85,1191.72,1952.60,377.78,835.08,755.25,683.30,489.41,958.94,1454.03,1060.33,1158.42,1102.76,662.78,522.03,1360.98,866.62,284.89,360.94,213.18,1081.35,1132.72,231.27,862.11,1301.72,253.73,678.91,686.77,603.12,957.13,1068.51,1133.95,305.73,1154.03,554.13,228.09,972.36,1133.29,984.77,995.22,745.90,256.37
1935,682.74,1239.27,461.12,330.34,1375.49,566.58,384.64,917.45,1292.65,1173.17,1375.15,1129.97,1964.75,308.80,1056.50,991.55,834.75,673.48,1386.94,1393.23,1017.39,1209.57,975.28,712.94,666.34,1299.90,1182.99,291.87,543.63,235.44,1059.72,1085.63,367.18,942.12,1158.32,472.63,1026.68,933.05,463.83,1008.79,983.57,1103.11,429.81,1266.03,822.98,264.89,1033.50,1184.26,745.86,1319.12,774.81,304.62
1936,637.04,1430.17,472.87,320.50,852.79,647.12,385.23,1309.82,1199.21,1026.28,1482.08,1445.48,2422.91,417.70,757.90,850.80,645.13,460.91,979.74,1101.07,1294.89,1110.41,1302.90,691.28,478.11,1120.82,736.70,287.96,357.43,297.35,1295.75,1205.00,322.44,998.85,1506.89,232.97,869.87,567.19,538.47,1064.74,1336.12,1426.58,278.81,1189.30,647.28,389.09,1225.19,1119.23,859.62,1095.89,631.01,326.74
1937,688.91,1454.96,422.54,276.86,1258.96,719.42,366.17,1305.96,1287.70,1394.61,1514.28,1348.77,2617.22,484.06,909.50,1063.52,696.45,509.27,1129.61,1398.19,1146.67,1334.74,1231.66,769.72,658.06,1365.11,923.58,335.53,434.82,255.26,1271.88,1198.13,327.11,1092.77,1283.37,455.38,1054.08,724.56,805.24,1176.70,1198.21,1277.80,413.12,1306.38,602.27,343.92,1179.71,1308.49,1157.57,1222.53,686.08,365.32
1938,684.21,1202.49,468.97,276.34,1211.49,738.21,465.55,1363.37,1207.21,919.45,1139.61,1049.19,2356.00,470.96,1028.05,1021.89,929.45,660.06,1129.44,1275.68,1213.59,1041.67,1334.78,830.89,685.18,1223.79,1039.17,421.17,557.29,310.60,1285.68,1268.97,342.61,1030.07,1186.89,413.87,985.83,828.30,625.07,1004.94,1304.96,1028.53,439.19,1219.50,594.51,347.50,1189.18,1038.42,793.34,1097.06,1006.58,368.34
1939,618.99,1428.80,479.66,252.96,1227.66,412.72,281.98,1063.57,1221.35,1062.14,1359.89,1244.72,2318.93,312.70,900.79,981.21,624.56,503.47,1187.70,1272.73,1022.60,1113.48,988.60,760.81,538.79,1391.70,939.85,326.79,412.54,229.28,1016.22,1107.38,305.35,862.72,1256.85,375.08,952.80,664.21,477.33,951.97,1060.09,1168.15,390.84,1263.55,552.73,260.08,1012.69,1047.15,819.65,1085.50,644.70,259.79
1940,695.69,1401.32,440.22,369.43,1161.33,864.07,418.39,1167.66,1074.44,1065.38,1339.91,1178.18,1884.64,546.32,741.37,838.66,760.29,621.73,1032.37,1742.55,1097.42,1094.24,1123.94,830.79,649.00,1495.00,833.61,388.77,440.06,299.93,1142.31,1169.31,349.01,1009.46,1064.71,454.19,971.64,865.25,725.90,1094.42,1141.65,1058.36,385.07,1096.32,749.63,354.94,1093.69,1105.50,986.57,1138.33,807.83,350.15
1941,740.46,1168.21,418.97,471.04,1159.91,943.35,568.20,905.51,876.60,820.42,1490.05,1085.10,1871.62,532.16,981.80,825.99,908.96,884.33,899.84,1493.52,865.39,856.32,829.01,796.72,745.91,1173.68,1086.22,455.37,620.98,391.44,837.69,923.68,598.37,796.60,983.43,577.82,799.27,1132.07,720.76,844.66,854.54,1134.68,537.99,911.10,983.98,488.04,841.87,793.56,932.56,920.95,833.45,456.40
1942,720.07,1348.66,450.36,203.07,1240.61,572.01,429.50,1254.91,1126.54,1267.87,1417.23,1329.11,2052.51,497.63,1034.76,1050.28,820.50,823.04,1260.18,1427.56,1069.83,1214.22,1190.47,876.41,706.38,1239.71,1151.98,430.92,635.56,226.92,1156.24,1254.90,349.56,1094.43,1305.30,487.79,1001.41,987.17,761.53,1211.19,1176.70,1216.61,587.86,1274.18,738.87,248.22,1093.16,1200.68,902.89,1227.34,889.82,377.30
1943,627.55,1241.03,476.93,272.42,882.62,600.43,364.97,941.28,913.43,858.46,1300.47,1157.73,1871.74,406.98,884.42,933.61,795.88,570.86,991.98,1220.66,1118.63,894.20,940.24,789.33,685.66,1086.83,957.80,385.00,431.45,278.45,1116.39,970.92,285.91,985.45,1085.75,470.50,893.98,681.83,592.92,946.01,846.78,1107.98,427.31,1038.35,534.87,305.69,1107.79,894.13,766.45,1020.76,745.33,324.23
1944,707.14,1527.68,468.59,284.74,1350.55,598.01,402.51,1055.62,1117.67,1067.90,1398.98,1356.00,1808.78,405.00,871.54,857.92,935.08,861.85,1072.81,1522.70,1027.09,1088.24,1031.51,712.64,761.95,1538.39,999.39,396.96,672.61,246.63,1064.86,1156.94,336.67,934.81,1322.61,500.84,846.43,935.49,494.48,1016.36,1013.19,1249.64,575.11,1349.20,785.68,314.12,1008.22,1132.17,682.98,1140.33,751.30,403.42
1945,756.16,1469.28,489.05,246.48,1581.49,680.31,424.20,1251.04,1299.01,1205.54,1434.85,1327.63,1839.49,523.58,1158.04,1235.81,878.54,731.56,1343.58,1545.24,1242.21,1246.50,1263.20,881.10,689.05,1520.08,1269.65,368.15,584.79,321.65,1333.37,1314.32,240.90,1245.80,1356.02,392.84,1119.83,1021.76,757.68,1245.80,1152.12,1338.54,426.70,1476.50,701.92,368.65,1341.38,1174.94,1057.42,1255.64,859.41,419.71
1946,708.57,1633.77,444.35,314.02,1473.92,453.29,418.20,967.89,951.92,945.80,1430.13,1275.23,2084.64,489.06,989.86,926.27,874.92,676.07,1179.57,1767.70,1000.69,946.53,1005.42,692.51,699.14,1662.54,1062.80,421.05,596.98,290.10,1074.64,983.22,321.53,946.84,1226.52,450.81,891.03,914.34,629.57,977.39,970.47,1141.92,590.44,1376.69,788.01,355.94,1068.94,989.75,983.99,952.76,735.04,387.18
1947,675.61,1577.04,449.13,218.90,1069.39,332.89,453.41,1109.58,1024.53,1015.17,1852.27,1540.89,1789.87,438.52,951.45,1015.70,826.89,660.81,1075.27,1512.52,1018.77,999.19,1056.71,814.06,625.71,1495.68,974.89,395.90,579.61,180.28,1076.51,1137.99,266.41,1086.99,1312.26,479.71,1026.63,787.00,621.52,1024.73,1020.23,1447.97,437.82,1128.89,586.52,368.55,1116.10,1011.23,953.91,965.37,734.97,417.67
1948,698.51,1645.80,471.19,232.36,1246.54,501.78,405.81,1155.72,1460.29,1408.01,1543.27,1560.91,2381.73,511.45,935.78,1077.98,702.68,711.25,1317.78,1323.39,1001.77,1403.23,1125.36,701.94,575.55,1597.43,983.71,424.17,540.08,194.48,1045.87,1324.44,291.34,1026.72,1375.00,444.14,1067.06,780.86,783.83,1153.63,1165.23,1515.27,466.89,1458.50,504.95,298.10,1048.33,1329.67,1196.93,1315.34,611.59,332.70
1949,694.81,1464.45,486.09,311.78,1390.34,391.07,434.72,944.06,1042.19,1029.82,1397.28,1251.07,1683.37,378.45,1031.70,1112.14,720.06,787.38,1304.02,1498.60,935.68,1032.07,885.05,810.53,669.24,1546.50,1187.59,320.77,604.29,213.30,938.76,1029.59,380.41,908.39,1285.68,413.99,938.85,953.48,479.79,962.45,861.50,1173.70,422.98,1429.55,788.70,347.97,939.30,1101.30,864.60,1130.97,692.69,359.19
1950,684.08,1355.80,393.73,168.96,1422.50,639.01,323.66,1059.34,990.72,1101.27,1237.76,1107.61,2402.46,521.46,1024.90,1260.06,725.64,644.56,1467.18,1481.20,1164.64,1092.05,1022.81,877.53,661.91,1529.92,975.51,410.25,548.38,243.55,1054.19,1095.98,262.03,1069.48,1099.33,480.61,1135.64,826.49,803.94,1184.60,968.70,1045.58,438.05,1513.89,595.60,236.31,1035.92,1050.54,1207.54,1257.51,749.40,340.94
1951,710.94,1362.53,443.55,345.26,1294.66,610.90,415.74,1226.88,1096.25,1043.68,1272.48,1117.17,2177.32,503.24,1077.01,1080.04,1056.95,980.55,1341.68,1230.68,1292.18,1088.94,1222.64,938.83,778.86,1399.89,1236.04,430.27,738.71,258.24,1298.07,1213.88,254.83,1104.67,1042.32,434.79,1025.24,858.22,713.63,1095.11,1094.98,983.65,528.93,1460.77,519.69,347.51,1179.63,1030.23,1023.40,1168.11,945.66,346.05
1952,620.42,1176.78,459.99,335.68,1014.81,751.77,353.39,1197.98,1319.38,1260.20,1305.69,1148.18,1787.05,363.98,833.61,957.99,748.77,499.77,1033.88,1204.14,1024.05,1302.69,1078.52,727.74,572.51,1017.42,808.55,283.03,486.22,287.47,1125.17,1384.20,288.36,995.26,1207.67,304.59,880.47,617.42,543.62,1163.12,1038.94,1172.21,333.37,1071.22,557.72,302.13,1074.14,1127.41,648.42,1050.32,711.23,285.63
1953,645.33,1523.48,420.52,196.04,1092.28,424.09,380.83,1382.48,1184.59,1077.62,1697.31,1475.98,1306.54,448.80,693.22,782.47,640.87,543.17,922.54,1573.76,1154.41,1127.55,1360.94,740.18,771.15,1451.03,637.89,409.72,501.07,164.68,1198.90,1237.04,245.00,968.57,1123.53,518.52,715.05,780.14,817.79,1007.46,1421.10,1189.77,530.59,1147.56,580.68,270.28,1057.35,936.05,1150.42,915.54,748.68,297.77
1954,605.02,893.41,444.45,287.69,961.27,601.11,316.72,1258.56,945.29,803.65,1152.11,805.50,2022.67,401.50,886.15,918.61,861.29,496.24,1031.74,1037.16,1487.05,905.91,1317.23,868.71,619.91,1025.65,868.54,369.37,471.43,217.33,1433.93,1022.06,269.18,1101.53,1043.80,455.63,915.94,592.09,608.31,1005.80,1288.85,817.63,414.20,1165.78,433.52,277.61,1335.13,999.01,999.34,1145.59,872.78,253.20
1955,642.67,1252.32,494.60,261.11,1066.91,563.52,351.73,1218.69,1021.27,1021.84,1113.88,1035.88,1980.82,507.86,875.27,1032.48,575.09,549.57,1173.26,1412.25,960.98,1038.69,1173.26,711.68,637.18,1280.42,833.20,406.86,422.90,235.87,1062.28,1025.17,272.82,992.03,1177.78,450.42,922.67,748.60,723.94,999.87,1163.82,1074.14,387.20,1255.41,555.95,277.44,1037.77,1007.72,1103.81,1008.74,702.08,344.94
1956,590.89,1336.42,442.64,146.38,1038.96,456.37,307.60,1125.55,1186.81,1056.32,1103.29,1152.09,2324.77,421.35,766.24,900.87,619.24,404.29,1238.10,1224.45,1004.32,1136.79,1147.43,717.80,601.48,1280.77,752.07,325.08,390.30,211.80,1103.10,1159.42,170.31,1002.90,1195.24,435.05,1016.35,530.19,699.47,1197.38,1121.60,1070.72,404.12,1263.81,381.32,206.12,996.05,1066.46,978.91,1271.94,699.41,262.57
1957,754.98,1488.60,399.39,363.77,1736.90,614.86,556.00,910.26,981.50,979.01,1579.79,1371.92,2010.27,476.31,1132.13,1228.26,798.57,847.51,1407.68,1662.11,939.39,990.79,857.02,817.12,717.62,1596.50,1172.76,401.79,668.13,269.58,936.93,911.76,407.78,870.77,1358.82,455.61,1012.26,1189.86,704.83,919.57,822.27,1263.99,545.62,1638.88,875.20,424.23,961.68,1126.70,899.45,1061.95,706.46,403.78
